Date,Count,Hour,Seasons,FunctionDay,R_S,Cnt_LagD7,Cnt_LagD14,Cnt_LagW2,Count_lag2,Temperature_lag2,Humidity_lag2,Wind_lag2,Visibility_lag2,DewPoint_lag2,Solar_lag2,Rainfall_lag2,Snowfall_lag2,ProperHumidity,Weekday,Workingday,RushHour,TempGroup
2018-02-20,242,23,Winter,Yes,0,211,106,158.5,415,1.1,21,1.6,2000,-18.8,0,0,0,1,1,1,0,Cold
2018-02-21,171,0,Winter,Yes,0,178,116,147,319,0.5,22,2.9,2000,-18.8,0,0,0,1,1,1,0,Cold
2018-02-21,162,1,Winter,Yes,0,213,96,154.5,242,-0.5,26,3.3,2000,-17.7,0,0,0,1,1,1,0,Very Cold
2018-02-21,105,2,Winter,Yes,0,129,83,106,171,-1.4,28,3.4,1990,-17.6,0,0,0,1,2,1,0,Very Cold
2018-02-21,59,3,Winter,Yes,0,101,51,76,162,-2.2,31,1.1,1970,-17,0,0,0,1,2,1,0,Very Cold
2018-02-21,50,4,Winter,Yes,0,51,34,42.5,105,-2.9,31,1.6,1931,-17.7,0,0,0,1,2,1,0,Very Cold
2018-02-21,63,5,Winter,Yes,0,56,45,50.5,59,-3.4,32,0.9,1977,-17.7,0,0,0,1,2,1,0,Very Cold
2018-02-21,159,6,Winter,Yes,0,108,92,100,50,-3.8,32,1.1,2000,-18.1,0,0,0,1,2,1,0,Very Cold
2018-02-21,385,7,Winter,Yes,0,292,214,253,63,-4,35,1.8,2000,-17.2,0,0,0,1,2,1,1,Very Cold
2018-02-21,718,8,Winter,Yes,0,606,469,537.5,159,-4,34,3.4,2000,-17.5,0,0,0,1,2,1,1,Very Cold
2018-02-21,373,9,Winter,Yes,0,326,237,281.5,385,-4.1,35,3.5,1980,-17.3,0,0,0,1,2,1,0,Very Cold
2018-02-21,244,10,Winter,Yes,0,241,155,198,718,-4.3,36,1.9,1955,-17.1,0.06,0,0,1,2,1,0,Very Cold
2018-02-21,276,11,Winter,Yes,0,288,176,232,373,-3.8,28,1.7,1904,-19.6,0.63,0,0,1,2,1,0,Very Cold
2018-02-21,351,12,Winter,Yes,0,312,188,250,244,-1.8,25,2.6,1913,-19.2,1.17,0,0,1,2,1,0,Very Cold
2018-02-21,299,13,Winter,Yes,0,349,228,288.5,276,0.2,22,2.2,1907,-19,1.57,0,0,1,2,1,0,Cold
2018-02-21,365,14,Winter,Yes,0,398,199,298.5,351,2.2,17,2,1824,-20.4,1.99,0,0,0,2,1,0,Cold
2018-02-21,366,15,Winter,Yes,0,461,221,341,299,2.9,14,3.3,2000,-22,2.14,0,0,0,2,1,0,Cold
2018-02-21,409,16,Winter,Yes,0,447,240,343.5,365,3.3,14,2.9,1985,-21.7,2.49,0,0,0,2,1,0,Cold
2018-02-21,469,17,Winter,Yes,0,484,320,402,366,4.2,15,2.7,1995,-20.2,2.21,0,0,0,2,1,1,Cold
2018-02-21,784,18,Winter,Yes,0,559,448,503.5,409,3.7,14,3.9,2000,-21.4,1.71,0,0,0,2,1,1,Cold
2018-02-21,460,19,Winter,Yes,0,316,280,298,469,3.1,14,3.7,2000,-21.9,1,0,0,0,2,1,1,Cold
2018-02-21,356,20,Winter,Yes,0,262,218,240,784,1.8,16,3.4,2000,-21.4,0.31,0,0,0,2,1,0,Cold
2018-02-21,345,21,Winter,Yes,0,216,223,219.5,460,-0.1,39,2.8,2000,-12.4,0,0,0,1,2,1,0,Very Cold
2018-02-21,299,22,Winter,Yes,0,218,200,209,356,-1.1,43,1.5,2000,-12.1,0,0,0,0,2,1,0,Very Cold
2018-02-21,223,23,Winter,Yes,0,160,164,162,345,-1.6,52,2.2,2000,-10.1,0,0,0,0,2,1,0,Very Cold
2018-02-22,195,0,Winter,Yes,0,126,136,131,299,-2.2,55,1.4,2000,-10,0,0,0,0,2,1,0,Very Cold
2018-02-22,190,1,Winter,Yes,0,123,126,124.5,223,-2.7,58,1.1,2000,-9.8,0,0,0,0,2,1,0,Very Cold
2018-02-22,116,2,Winter,Yes,0,112,103,107.5,195,-2.7,58,1.7,2000,-9.8,0,0,0,0,3,1,0,Very Cold
2018-02-22,71,3,Winter,Yes,0,74,57,65.5,190,-2.2,58,1,2000,-9.3,0,0,0,0,3,1,0,Very Cold
2018-02-22,66,4,Winter,Yes,0,58,46,52,116,-2.9,57,0,1985,-10.2,0,0,0,0,3,1,0,Very Cold
2018-02-22,75,5,Winter,Yes,0,32,39,35.5,71,-2.8,57,0.5,1995,-10.1,0,0,0,0,3,1,0,Very Cold
2018-02-22,151,6,Winter,Yes,0,39,99,69,66,-2.4,58,0.3,2000,-9.5,0,0,0,0,3,1,0,Very Cold
2018-02-22,373,7,Winter,Yes,0,55,255,155,75,-2.4,59,1.1,1984,-9.3,0,0,0,0,3,1,1,Very Cold
2018-02-22,783,8,Winter,Yes,0,112,507,309.5,151,-3,62,0.8,1996,-9.2,0,0,0,0,3,1,1,Very Cold
2018-02-22,383,9,Winter,Yes,0,112,270,191,373,-3.7,64,0.7,1891,-9.5,0,0,0,0,3,1,0,Very Cold
2018-02-22,259,10,Winter,Yes,0,127,160,143.5,783,-3.6,63,0.9,1473,-9.6,0.07,0,0,0,3,1,0,Very Cold
2018-02-22,308,11,Winter,Yes,0,170,217,193.5,383,-1.9,51,0.9,1654,-10.7,0.58,0,0,0,3,1,0,Very Cold
2018-02-22,352,12,Winter,Yes,0,174,253,213.5,259,0.9,44,1.1,1826,-10,1.16,0,0,0,3,1,0,Cold
2018-02-22,316,13,Winter,Yes,0,240,270,255,308,2.7,44,0.9,1761,-8.3,1.45,0,0,0,3,1,0,Cold
2018-02-22,331,14,Winter,Yes,0,270,253,261.5,352,4.8,47,2.6,1373,-5.5,1.72,0,0,0,3,1,0,Cold
2018-02-22,356,15,Winter,Yes,0,276,286,281,316,4.5,51,3.8,1108,-4.7,1.08,0,0,0,3,1,0,Cold
2018-02-22,404,16,Winter,Yes,0,273,284,278.5,331,4.8,50,4.3,1168,-4.7,1.01,0,0,0,3,1,0,Cold
2018-02-22,465,17,Winter,Yes,0,236,337,286.5,356,5,49,4.4,1138,-4.8,0.96,0,0,0,3,1,1,Cold
2018-02-22,730,18,Winter,Yes,0,190,564,377,404,5,50,4.3,1121,-4.5,0.74,0,0,0,3,1,1,Cold
2018-02-22,499,19,Winter,Yes,0,166,378,272,465,4.6,52,3.9,1059,-4.4,0.5,0,0,0,3,1,1,Cold
2018-02-22,348,20,Winter,Yes,0,148,277,212.5,730,3.9,56,4,1004,-4,0.18,0,0,0,3,1,0,Cold
2018-02-22,393,21,Winter,Yes,0,134,268,201,499,3.5,60,2.7,936,-3.5,0,0,0,0,3,1,0,Cold
2018-02-22,346,22,Winter,Yes,0,145,233,189,348,3,62,2.4,975,-3.5,0,0,0,0,3,1,0,Cold
2018-02-22,202,23,Winter,Yes,0,92,195,143.5,393,2.9,64,2.5,1154,-3.2,0,0,0,0,3,1,0,Cold
2018-02-23,42,0,Winter,Yes,0,105,178,141.5,346,2.9,65,2.3,1150,-3,0,0,0,0,3,1,0,Cold
2018-02-23,55,1,Winter,Yes,0,77,159,118,202,2.9,63,2.6,1253,-3.4,0,0,0,0,3,1,0,Cold
2018-02-23,62,2,Winter,Yes,4.4,47,107,77,42,1.7,86,2.7,54,-0.3,0,0.4,0.4,0,4,1,0,Cold
2018-02-23,32,3,Winter,Yes,40,36,78,57,55,0.6,96,2.1,118,0,0,0,4,0,4,1,0,Cold
2018-02-23,36,4,Winter,Yes,41,35,46,40.5,62,0.7,97,1.4,197,0.2,0,0,4.1,0,4,1,0,Cold
2018-02-23,39,5,Winter,Yes,44.7,28,36,32,32,0.9,97,1.2,243,0.4,0,3.7,4.1,0,4,1,0,Cold
2018-02-23,63,6,Winter,Yes,39,30,117,73.5,36,1.1,96,2.5,241,0.5,0,0,3.9,0,4,1,0,Cold
2018-02-23,174,7,Winter,Yes,38,49,273,161,39,1,91,0.7,257,-0.3,0,0,3.8,0,4,1,1,Cold
2018-02-23,391,8,Winter,Yes,38,68,589,328.5,63,0.4,95,0.3,197,-0.3,0,0,3.8,0,4,1,1,Cold
2018-02-23,214,9,Winter,Yes,38,48,308,178,174,-0.1,97,0.5,179,-0.5,0,0,3.8,0,4,1,0,Very Cold
2018-02-23,184,10,Winter,Yes,37,78,199,138.5,391,-0.2,97,0.4,197,-0.6,0.05,0,3.7,0,4,1,0,Very Cold
2018-02-23,230,11,Winter,Yes,37,93,238,165.5,214,0.5,94,0.6,199,-0.3,0.37,0,3.7,0,4,1,0,Cold
2018-02-23,283,12,Winter,Yes,37,137,260,198.5,184,2.2,83,0.8,221,-0.3,0.92,0,3.7,0,4,1,0,Cold
2018-02-23,304,13,Winter,Yes,34,169,268,218.5,230,3.8,72,0.9,236,-0.7,1.1,0,3.4,0,4,1,0,Cold
2018-02-23,312,14,Winter,Yes,17,196,283,239.5,283,5.3,70,0.9,226,0.2,1.73,0,1.7,0,4,1,0,Cold
2018-02-23,312,15,Winter,Yes,6,243,315,279,304,6.7,64,2,241,0.3,1.94,0,0.6,0,4,1,0,Cold
2018-02-23,354,16,Winter,Yes,0,189,319,254,312,7.8,57,2.1,277,-0.2,1.39,0,0,0,4,1,0,Cold
2018-02-23,470,17,Winter,Yes,0,210,422,316,312,8.2,62,0.6,291,1.3,1.22,0,0,0,4,1,1,Cold
2018-02-23,669,18,Winter,Yes,0,165,659,412,354,8.3,60,2.7,354,0.9,0.36,0,0,0,4,1,1,Cold
2018-02-23,421,19,Winter,Yes,0,126,407,266.5,470,7.9,68,4.2,352,2.3,0.27,0,0,0,4,1,1,Cold
2018-02-23,295,20,Winter,Yes,0,150,308,229,669,7.5,70,5,374,2.3,0.08,0,0,0,4,1,0,Cold
2018-02-23,321,21,Winter,Yes,0,114,243,178.5,421,6.9,73,3.7,369,2.3,0,0,0,0,4,1,0,Cold
2018-02-23,291,22,Winter,Yes,0,116,263,189.5,295,6.4,77,2.8,316,2.6,0,0,0,0,4,1,0,Cold
2018-02-23,243,23,Winter,Yes,0,84,193,138.5,321,6,79,2.7,306,2.6,0,0,0,0,4,1,0,Cold
2018-02-24,226,0,Winter,Yes,0,79,197,138,291,5.7,81,2.5,292,2.6,0,0,0,0,4,1,0,Cold
2018-02-24,263,1,Winter,Yes,0,71,237,154,243,5.5,80,2.7,258,2.3,0,0,0,0,4,1,0,Cold
2018-02-24,197,2,Winter,Yes,0,56,169,112.5,226,4.6,82,3,240,1.7,0,0,0,0,5,0,0,Cold
2018-02-24,133,3,Winter,Yes,0,34,145,89.5,263,4,83,1.7,235,1.3,0,0,0,0,5,0,0,Cold
2018-02-24,63,4,Winter,Yes,0,20,79,49.5,197,3.7,82,1.6,229,0.9,0,0,0,0,5,0,0,Cold
2018-02-24,58,5,Winter,Yes,0,14,41,27.5,133,3.5,82,2.9,217,0.7,0,0,0,0,5,0,0,Cold
2018-02-24,72,6,Winter,Yes,0,39,48,43.5,63,2.7,82,2.8,222,0,0,0,0,0,5,0,0,Cold
2018-02-24,108,7,Winter,Yes,0,35,97,66,58,1.8,84,2.7,214,-0.6,0,0,0,0,5,0,0,Cold
2018-02-24,203,8,Winter,Yes,0,80,188,134,72,1.2,83,2.5,245,-1.3,0,0,0,0,5,0,0,Cold
2018-02-24,253,9,Winter,Yes,0,98,222,160,108,0.6,86,1.6,211,-1.4,0,0,0,0,5,0,0,Cold
2018-02-24,259,10,Winter,Yes,0,103,223,163,203,0,77,2.8,289,-3.5,0.06,0,0,0,5,0,0,Very Cold
2018-02-24,298,11,Winter,Yes,0,155,235,195,253,0.6,64,3.8,430,-5.4,0.65,0,0,0,5,0,0,Cold
2018-02-24,363,12,Winter,Yes,0,183,248,215.5,259,0.8,60,2.9,497,-6,0.71,0,0,0,5,0,0,Cold
2018-02-24,412,13,Winter,Yes,0,193,296,244.5,298,2.2,50,2.4,608,-7.1,1.1,0,0,0,5,0,0,Cold
2018-02-24,454,14,Winter,Yes,0,258,286,272,363,4,37,1.4,763,-9.4,1.75,0,0,1,5,0,0,Cold
2018-02-24,467,15,Winter,Yes,0,273,277,275,412,5.3,29,2.1,1007,-11.3,2.08,0,0,1,5,0,0,Cold
2018-02-24,509,16,Winter,Yes,0,267,291,279,454,6.9,19,1.9,1843,-15.1,2.36,0,0,0,5,0,0,Cold
2018-02-24,462,17,Winter,Yes,0,250,277,263.5,467,6.7,24,2.7,1536,-12.4,1.95,0,0,1,5,0,0,Cold
2018-02-24,379,18,Winter,Yes,0,223,216,219.5,509,5.9,21,3,1864,-14.8,1.34,0,0,1,5,0,0,Cold
2018-02-24,306,19,Winter,Yes,0,169,151,160,462,4.9,28,3.1,1477,-12.1,0.77,0,0,1,5,0,0,Cold
2018-02-24,233,20,Winter,Yes,0,145,132,138.5,379,3.5,30,2.9,1726,-12.4,0.31,0,0,1,5,0,0,Cold
2018-02-24,232,21,Winter,Yes,0,133,124,128.5,306,2.1,27,2.8,1883,-15,0.01,0,0,1,5,0,0,Cold
2018-02-24,219,22,Winter,Yes,0,123,128,125.5,233,1.1,32,1.4,1785,-13.8,0,0,0,1,5,0,0,Cold
2018-02-24,187,23,Winter,Yes,0,117,118,117.5,232,0.7,31,1.3,1923,-14.5,0,0,0,1,5,0,0,Cold
2018-02-25,182,0,Winter,Yes,0,99,112,105.5,219,0.1,32,0.9,1937,-14.6,0,0,0,1,5,0,0,Cold
2018-02-25,189,1,Winter,Yes,0,103,95,99,187,-0.6,39,1.3,1731,-12.8,0,0,0,1,5,0,0,Very Cold
2018-02-25,124,2,Winter,Yes,0,86,93,89.5,182,-1.1,44,1.2,1741,-11.8,0,0,0,0,6,0,0,Very Cold
2018-02-25,103,3,Winter,Yes,0,56,58,57,189,-1.4,43,0.6,1791,-12.3,0,0,0,0,6,0,0,Very Cold
2018-02-25,52,4,Winter,Yes,0,37,34,35.5,124,-1.5,46,1.1,1744,-11.6,0,0,0,0,6,0,0,Very Cold
2018-02-25,37,5,Winter,Yes,0,22,19,20.5,103,-1.3,42,0.8,1648,-12.5,0,0,0,0,6,0,0,Very Cold
2018-02-25,54,6,Winter,Yes,0,38,39,38.5,52,-1.1,43,0.7,1558,-12.1,0,0,0,0,6,0,0,Very Cold
2018-02-25,77,7,Winter,Yes,0,52,40,46,37,-0.7,41,0.9,1442,-12.3,0,0,0,0,6,0,0,Very Cold
2018-02-25,158,8,Winter,Yes,0,92,81,86.5,54,-0.8,44,0.6,1541,-11.5,0,0,0,0,6,0,0,Very Cold
2018-02-25,173,9,Winter,Yes,0,137,126,131.5,77,-1,47,0.9,1552,-10.9,0,0,0,0,6,0,0,Very Cold
2018-02-25,195,10,Winter,Yes,0,156,130,143,158,-1.3,54,0.6,1597,-9.4,0.06,0,0,0,6,0,0,Very Cold
2018-02-25,244,11,Winter,Yes,0,183,155,169,173,-0.3,48,1.1,1394,-10,0.43,0,0,0,6,0,0,Very Cold
2018-02-25,396,12,Winter,Yes,0,263,174,218.5,195,2.1,42,1.1,1564,-9.5,1.12,0,0,0,6,0,0,Cold
2018-02-25,482,13,Winter,Yes,0,337,212,274.5,244,4.3,29,2.6,1293,-12.2,1.87,0,0,1,6,0,0,Cold
2018-02-25,572,14,Winter,Yes,0,372,191,281.5,396,5.5,25,3.1,1652,-13,2.28,0,0,1,6,0,0,Cold
2018-02-25,612,15,Winter,Yes,0,440,181,310.5,482,6.1,22,2.4,1710,-14,2.5,0,0,1,6,0,0,Cold
2018-02-25,688,16,Winter,Yes,0,404,175,289.5,572,7,23,2.4,1645,-12.7,2.52,0,0,1,6,0,0,Cold
2018-02-25,589,17,Winter,Yes,0,354,198,276,612,7.5,21,2.7,1900,-13.4,2.22,0,0,1,6,0,0,Cold
2018-02-25,402,18,Winter,Yes,0,310,150,230,688,7.6,18,3.2,1930,-15.2,1.73,0,0,0,6,0,0,Cold
2018-02-25,297,19,Winter,Yes,0,238,147,192.5,589,6.9,25,2.9,1795,-11.8,1.07,0,0,1,6,0,0,Cold
2018-02-25,232,20,Winter,Yes,0,213,127,170,402,5.2,30,2.8,1877,-11,0.36,0,0,1,6,0,0,Cold
2018-02-25,239,21,Winter,Yes,0,226,119,172.5,297,3.1,40,2.6,1804,-9.2,0.01,0,0,1,6,0,0,Cold
2018-02-25,230,22,Winter,Yes,0,191,103,147,232,1.3,49,2.8,1683,-8.2,0,0,0,0,6,0,0,Cold
2018-02-25,173,23,Winter,Yes,0,153,91,122,239,0.2,55,2.5,1942,-7.7,0,0,0,0,6,0,0,Cold
2018-02-26,135,0,Winter,Yes,0,148,103,125.5,230,0,54,2.5,1929,-8.2,0,0,0,0,6,0,0,Very Cold
2018-02-26,122,1,Winter,Yes,0,101,69,85,173,-0.3,58,1,1945,-7.5,0,0,0,0,6,0,0,Very Cold
2018-02-26,80,2,Winter,Yes,0,59,45,52,135,-0.9,60,0.7,1844,-7.7,0,0,0,0,0,1,0,Very Cold
2018-02-26,46,3,Winter,Yes,0,42,21,31.5,122,-1.2,63,0.9,1846,-7.3,0,0,0,0,0,1,0,Very Cold
2018-02-26,46,4,Winter,Yes,0,50,33,41.5,80,-1.7,66,0.8,1631,-7.2,0,0,0,0,0,1,0,Very Cold
2018-02-26,65,5,Winter,Yes,0,59,30,44.5,46,-1.9,67,1,1575,-7.2,0,0,0,0,0,1,0,Very Cold
2018-02-26,161,6,Winter,Yes,0,139,109,124,46,-2.3,69,1.1,1411,-7.2,0,0,0,0,0,1,0,Very Cold
2018-02-26,402,7,Winter,Yes,0,349,236,292.5,65,-2.5,73,0.8,1134,-6.6,0,0,0,0,0,1,1,Very Cold
2018-02-26,786,8,Winter,Yes,0,646,517,581.5,161,-2.7,72,0.5,1253,-7,0,0,0,0,0,1,1,Very Cold
2018-02-26,416,9,Winter,Yes,0,347,262,304.5,402,-3.1,68,0.8,1417,-8.1,0,0,0,0,0,1,0,Very Cold
2018-02-26,289,10,Winter,Yes,0,235,161,198,786,-2.9,63,0.7,1386,-8.9,0.11,0,0,0,0,1,0,Very Cold
2018-02-26,356,11,Winter,Yes,0,314,190,252,416,-1.1,53,0.9,1308,-9.4,0.72,0,0,0,0,1,0,Very Cold
2018-02-26,428,12,Winter,Yes,0,361,202,281.5,289,1.9,46,1.1,1233,-8.5,1.39,0,0,0,0,1,0,Cold
2018-02-26,444,13,Winter,Yes,0,332,246,289,356,4.6,37,1.6,1309,-8.8,1.95,0,0,1,0,1,0,Cold
2018-02-26,455,14,Winter,Yes,0,373,182,277.5,428,6.9,28,1.1,1301,-10.3,2.35,0,0,1,0,1,0,Cold
2018-02-26,521,15,Winter,Yes,0,392,228,310,444,8.1,26,1.2,1422,-10.2,2.48,0,0,1,0,1,0,Cold
2018-02-26,555,16,Winter,Yes,0,403,239,321,455,9.9,25,1.5,1401,-9.2,2.43,0,0,1,0,1,0,Cold
2018-02-26,646,17,Winter,Yes,0,522,288,405,521,10.3,23,2.1,1317,-9.9,2.09,0,0,1,0,1,1,Warm
2018-02-26,929,18,Winter,Yes,0,819,475,647,555,9.5,31,3.1,973,-6.8,1.54,0,0,1,0,1,1,Cold
2018-02-26,619,19,Winter,Yes,0,533,340,436.5,646,8.7,30,3.1,1117,-7.9,0.96,0,0,1,0,1,1,Cold
2018-02-26,483,20,Winter,Yes,0,417,244,330.5,929,7.2,26,2.3,1398,-11,0.33,0,0,1,0,1,0,Cold
2018-02-26,512,21,Winter,Yes,0,388,253,320.5,619,5.5,30,2.7,1150,-10.7,0.01,0,0,1,0,1,0,Cold
2018-02-26,443,22,Winter,Yes,0,357,200,278.5,483,4.3,32,1.7,1101,-10.9,0,0,0,1,0,1,0,Cold
2018-02-26,308,23,Winter,Yes,0,218,140,179,512,3.3,36,1.4,1110,-10.3,0,0,0,1,0,1,0,Cold
2018-02-27,236,0,Winter,Yes,0,177,158,167.5,443,2.7,40,1,1089,-9.5,0,0,0,1,0,1,0,Cold
2018-02-27,213,1,Winter,Yes,0,172,146,159,308,2.8,39,0.7,1065,-9.8,0,0,0,1,0,1,0,Cold
2018-02-27,145,2,Winter,Yes,0,115,106,110.5,236,2.6,40,1.8,1095,-9.6,0,0,0,1,1,1,0,Cold
2018-02-27,102,3,Winter,Yes,0,63,70,66.5,213,2.1,44,0.9,1107,-8.9,0,0,0,0,1,1,0,Cold
2018-02-27,62,4,Winter,Yes,0,64,46,55,145,1.5,44,1.2,1079,-9.4,0,0,0,0,1,1,0,Cold
2018-02-27,72,5,Winter,Yes,0,79,51,65,102,1.1,44,1,1128,-9.8,0,0,0,0,1,1,0,Cold
2018-02-27,183,6,Winter,Yes,0,164,96,130,62,0.9,46,0.8,1140,-9.4,0,0,0,0,1,1,0,Cold
2018-02-27,443,7,Winter,Yes,0,404,294,349,72,0.6,50,0.1,1026,-8.6,0,0,0,0,1,1,1,Cold
2018-02-27,767,8,Winter,Yes,0,727,568,647.5,183,0.6,50,0.4,985,-8.6,0,0,0,0,1,1,1,Cold
2018-02-27,455,9,Winter,Yes,0,384,285,334.5,443,1.3,47,0.7,1084,-8.7,0,0,0,0,1,1,0,Cold
2018-02-27,261,10,Winter,Yes,0,265,200,232.5,767,2,51,0.7,990,-7,0,0,0,0,1,1,0,Cold
2018-02-27,342,11,Winter,Yes,0,322,252,287,455,2.5,51,1,866,-6.6,0.07,0,0,0,1,1,0,Cold
2018-02-27,353,12,Winter,Yes,0,356,281,318.5,261,3.3,47,0.7,818,-6.9,0.22,0,0,0,1,1,0,Cold
2018-02-27,335,13,Winter,Yes,0,370,256,313,342,4.8,41,0.8,792,-7.3,0.53,0,0,0,1,1,0,Cold
2018-02-27,357,14,Winter,Yes,0,335,300,317.5,353,5.4,37,0.7,815,-8.1,0.43,0,0,1,1,1,0,Cold
2018-02-27,402,15,Winter,Yes,0,431,295,363,335,5.8,39,0.6,931,-7.1,0.35,0,0,1,1,1,0,Cold
2018-02-27,411,16,Winter,Yes,0,393,328,360.5,357,6.3,40,0.8,943,-6.3,0.34,0,0,1,1,1,0,Cold
2018-02-27,529,17,Winter,Yes,0,514,410,462,402,6.7,48,0.8,817,-3.5,0.39,0,0,0,1,1,1,Cold
2018-02-27,897,18,Winter,Yes,0,764,604,684,411,6.9,54,1.1,692,-1.7,0.32,0,0,0,1,1,1,Cold
2018-02-27,616,19,Winter,Yes,0,522,406,464,529,6.8,57,1,623,-1.1,0.16,0,0,0,1,1,1,Cold
2018-02-27,461,20,Winter,Yes,0,358,323,340.5,897,6.6,62,0.8,522,-0.1,0.05,0,0,0,1,1,0,Cold
2018-02-27,449,21,Winter,Yes,0,415,290,352.5,616,6.1,44,1,750,-5.2,0,0,0,0,1,1,0,Cold
2018-02-27,461,22,Winter,Yes,0,319,291,305,461,5.9,44,1.3,733,-5.4,0,0,0,0,1,1,0,Cold
2018-02-27,310,23,Winter,Yes,0,242,211,226.5,449,5.7,46,0.8,727,-5,0,0,0,0,1,1,0,Cold
2018-02-28,266,0,Winter,Yes,0,171,178,174.5,461,5.4,49,1.1,687,-4.4,0,0,0,0,1,1,0,Cold
2018-02-28,229,1,Winter,Yes,0,162,213,187.5,310,5.3,53,1.5,582,-3.5,0,0,0,0,1,1,0,Cold
2018-02-28,174,2,Winter,Yes,0,105,129,117,266,5.1,52,1.1,614,-3.9,0,0,0,0,2,1,0,Cold
2018-02-28,116,3,Winter,Yes,0,59,101,80,229,5,53,1.4,557,-3.8,0,0,0,0,2,1,0,Cold
2018-02-28,72,4,Winter,Yes,0,50,51,50.5,174,5.2,54,1.3,516,-3.3,0,0,0,0,2,1,0,Cold
2018-02-28,62,5,Winter,Yes,0,63,56,59.5,116,5.3,55,1.7,488,-3,0,0,0,0,2,1,0,Cold
2018-02-28,165,6,Winter,Yes,0,159,108,133.5,72,5.4,56,1.7,472,-2.6,0,0,0,0,2,1,0,Cold
2018-02-28,426,7,Winter,Yes,0,385,292,338.5,62,5.2,59,1.7,437,-2.1,0,0,0,0,2,1,1,Cold
2018-02-28,816,8,Winter,Yes,0,718,606,662,165,5.2,60,1.9,430,-1.9,0,0,0,0,2,1,1,Cold
2018-02-28,419,9,Winter,Yes,0,373,326,349.5,426,5.5,59,2.8,448,-1.8,0,0,0,0,2,1,0,Cold
2018-02-28,285,10,Winter,Yes,0,244,241,242.5,816,5.7,57,2.5,458,-2.1,0.04,0,0,0,2,1,0,Cold
2018-02-28,332,11,Winter,Yes,0,276,288,282,419,6.2,55,2.4,478,-2.1,0.13,0,0,0,2,1,0,Cold
2018-02-28,305,12,Winter,Yes,0,351,312,331.5,285,6.5,53,2,518,-2.4,0.21,0,0,0,2,1,0,Cold
2018-02-28,28,13,Winter,Yes,0,299,349,324,332,7.1,50,2.2,534,-2.6,0.33,0,0,0,2,1,0,Cold
2018-02-28,17,14,Winter,Yes,0,365,398,381.5,305,7.6,48,2.6,600,-2.7,0.39,0,0,0,2,1,0,Cold
2018-02-28,7,15,Winter,Yes,0,366,461,413.5,28,7.6,57,2.3,554,-0.3,0.33,0,0,0,2,1,0,Cold
2018-02-28,9,16,Winter,Yes,0,409,447,428,17,5.7,80,3.7,348,2.5,0.13,0,0,0,2,1,0,Cold
2018-02-28,8,17,Winter,Yes,4.5,469,484,476.5,7,4.8,87,2.9,312,2.8,0.08,4.5,0,0,2,1,1,Cold
2018-02-28,11,18,Winter,Yes,0,784,559,671.5,9,4.2,89,2.5,479,2.5,0.07,0,0,0,2,1,1,Cold
2018-02-28,19,19,Winter,Yes,0,460,316,388,8,3.8,90,2.7,654,2.3,0,0,0,0,2,1,1,Cold
2018-02-28,8,20,Winter,Yes,9.5,356,262,309,11,3.6,90,2.1,845,2.1,0,9.5,0,0,2,1,0,Cold
2018-02-28,10,21,Winter,Yes,0,345,216,280.5,19,2.5,95,1.9,838,1.7,0,0,0,0,2,1,0,Cold
2018-02-28,13,22,Winter,Yes,0,299,218,258.5,8,2.7,96,1.5,1479,2.1,0,0,0,0,2,1,0,Cold
2018-02-28,23,23,Winter,Yes,9,223,160,191.5,10,2.4,95,2.5,1349,1.6,0,9,0,0,2,1,0,Cold
2018-03-01,71,0,Spring,Yes,0,195,126,160.5,13,2.3,96,1.9,1207,1.7,0,0,0,0,2,0,0,Cold
2018-03-01,147,1,Spring,Yes,0,190,123,156.5,23,1.8,96,1.2,745,1.2,0,0,0,0,2,0,0,Cold
2018-03-01,180,2,Spring,Yes,2,116,112,114,71,2,96,1.3,1894,1.4,0,2,0,0,3,0,0,Cold
2018-03-01,92,3,Spring,Yes,0,71,74,72.5,147,2.1,97,0.2,859,1.6,0,0,0,0,3,0,0,Cold
2018-03-01,28,4,Spring,Yes,0,66,58,62,180,2,97,1,580,1.5,0,0,0,0,3,0,0,Cold
2018-03-01,11,5,Spring,Yes,0.1,75,32,53.5,92,1.6,97,2.3,469,1.1,0,0.1,0,0,3,0,0,Cold
2018-03-01,33,6,Spring,Yes,0,151,39,95,28,1.6,97,1.1,636,1.1,0,0,0,0,3,0,0,Cold
2018-03-01,61,7,Spring,Yes,0,373,55,214,11,2.2,97,2.9,362,1.7,0,0,0,0,3,0,0,Cold
2018-03-01,148,8,Spring,Yes,0.4,783,112,447.5,33,3,96,2.7,303,2.4,0,0.4,0,0,3,0,0,Cold
2018-03-01,160,9,Spring,Yes,0,383,112,247.5,61,2.6,89,4.3,320,0.9,0,0,0,0,3,0,0,Cold
2018-03-01,191,10,Spring,Yes,0,259,127,193,148,1.5,80,3.2,1246,-1.5,0.04,0,0,0,3,0,0,Cold
2018-03-01,239,11,Spring,Yes,0,308,170,239,160,0.1,78,4.9,615,-3.2,0.09,0,0,0,3,0,0,Cold
2018-03-01,311,12,Spring,Yes,0,352,174,263,191,0.1,53,5.3,1022,-8.3,1.12,0,0,0,3,0,0,Cold
2018-03-01,358,13,Spring,Yes,0,316,240,278,239,0.8,52,4.6,1035,-7.9,2.2,0,0,0,3,0,0,Cold
