x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,amount,fraud
1.627,-1.421,-1.146,-0.883,-0.14,2.161,-0.218,1.68,0.192,0.241,0.364,0.764,0.022,1.136,-0.251,-0.229,-0.013,0.004,220.82,0
-1.288,0.69,1.0,1.204,1.206,-0.114,-1.224,-0.205,-0.571,-0.669,0.032,-0.24,0.492,-0.99,-1.248,0.067,-0.686,0.036,1.99,0
-0.195,0.968,0.303,-1.175,-0.156,0.261,-0.741,-0.305,-0.111,0.033,-0.301,-0.654,0.084,0.016,-0.466,0.145,0.354,0.153,4.48,0
-1.099,0.257,-0.037,-0.27,0.137,1.814,-0.499,-0.386,-0.578,-0.199,0.074,0.348,-0.352,1.108,0.423,0.762,-0.184,0.09,27.99,0
2.354,-1.386,-1.056,-0.315,-0.185,-1.04,1.162,-0.055,0.168,-0.374,-0.207,-0.025,0.127,-1.009,-0.127,-0.115,0.029,-0.054,14.2,0
0.974,-0.349,-0.43,1.549,0.647,0.877,0.007,1.255,-1.714,-0.244,0.05,0.494,0.199,-0.585,-0.1,0.425,0.09,0.016,7.69,0
-0.869,0.485,0.098,-0.054,0.666,-1.133,0.19,-1.047,0.033,0.209,0.326,0.781,-0.269,0.086,0.139,-0.185,0.242,0.143,29.95,0
1.984,-0.057,-0.336,-1.951,-0.469,0.691,-1.426,-0.26,-0.101,-0.338,0.052,0.308,0.143,0.93,0.201,-0.276,-0.045,-0.057,19.98,0
-0.886,0.354,-0.599,-0.373,0.192,-0.174,0.285,1.967,0.279,0.273,0.382,0.996,-0.165,0.741,0.144,-0.095,0.122,0.114,31.7,0
2.072,0.09,0.434,-0.803,-0.196,0.59,-0.473,0.28,0.113,-0.172,-0.377,-1.024,0.321,0.364,-0.259,0.182,-0.068,-0.032,8.98,0
-1.477,2.122,-0.343,-1.318,-0.621,-1.213,-1.155,-0.24,-0.29,0.277,1.186,-0.04,-0.239,0.11,0.045,-0.569,0.481,-0.048,1.0,1
0.926,-1.36,-1.32,-1.028,-0.256,-0.545,-1.673,0.192,-0.53,-0.117,-0.321,-0.969,-0.201,0.394,0.279,1.072,-0.128,0.037,254.07,0
-0.395,0.852,0.581,0.41,0.279,-0.826,-0.303,0.526,-0.666,-0.131,0.212,0.626,-0.177,-0.285,0.072,-0.327,0.065,0.01,10.99,0
2.23,-1.443,-1.358,-0.343,-0.063,-1.034,0.468,-2.815,0.761,-0.481,-0.465,-0.559,0.323,0.006,-0.205,-0.342,0.028,-0.064,3.0,0
2.033,-0.133,-0.239,-0.906,-0.293,0.898,0.978,0.29,-0.294,-0.196,0.366,1.391,-0.064,0.076,0.312,0.02,0.016,-0.053,1.0,0
2.031,0.087,0.67,-0.288,-0.061,0.212,0.3,-0.454,0.381,-0.109,-0.32,-0.846,0.287,0.134,-0.256,0.177,-0.063,-0.042,8.99,0
0.201,0.9,0.864,-1.349,-0.728,0.467,-0.719,0.827,-0.185,0.097,0.162,1.012,-0.273,-0.034,-0.414,-0.209,-0.061,-0.267,20.0,0
1.175,-0.995,-0.956,-0.884,-0.309,-0.701,0.017,0.058,-0.251,-0.197,-0.405,-0.894,-0.153,0.107,0.34,1.48,-0.127,0.013,148.0,0
-0.535,0.347,-0.794,0.025,-0.156,-1.679,0.223,0.726,1.751,-0.226,-0.43,-0.513,-0.224,0.396,0.229,0.039,0.095,0.054,95.0,0
1.881,0.075,1.254,0.677,0.275,0.655,-0.403,-0.075,-0.621,-0.255,-0.077,0.135,0.057,-1.801,0.016,-0.182,0.059,-0.035,14.0,0
1.721,-0.967,-1.563,0.729,0.427,2.513,-0.758,-1.479,-0.236,-0.216,0.149,0.871,0.088,-0.002,-0.188,-0.475,0.123,-0.01,64.0,0
1.185,-0.399,-1.058,-0.33,0.085,3.268,0.477,0.909,-0.002,-0.249,-0.141,0.046,0.009,0.007,0.363,-0.693,0.074,0.025,11.85,0
1.89,-0.688,-0.652,-0.103,0.048,1.324,-0.201,0.45,-0.257,-0.061,0.235,0.719,0.101,0.721,-0.232,0.594,-0.038,-0.032,69.99,0
-1.792,0.752,0.281,-1.006,-0.738,1.018,-0.863,0.648,-0.407,0.133,-0.239,0.14,-0.13,0.076,-0.274,0.721,-0.879,-0.389,48.81,0
1.361,-1.186,-1.666,-0.112,0.091,-1.967,1.059,0.312,-0.598,-0.269,0.051,0.546,0.017,0.234,0.224,-0.108,0.065,0.02,31.6,0
-1.08,-0.225,0.35,-0.151,-0.074,0.509,1.13,-1.121,0.093,-0.121,0.008,0.462,0.212,0.088,-0.668,0.274,-0.253,0.016,1.0,0
1.881,0.319,1.0,-0.639,-0.209,-0.16,-0.261,-1.033,-0.174,-0.1,0.049,0.196,-0.047,0.587,0.43,-0.548,-0.014,-0.022,61.18,0
2.089,-0.661,0.21,-0.29,-0.257,-1.218,1.552,-0.349,-0.235,-0.347,-0.477,-1.018,0.231,0.095,-0.234,0.38,-0.087,-0.058,70.0,0
-1.313,0.877,-0.768,-0.128,0.649,-0.188,0.263,1.014,0.195,0.229,0.134,0.325,-0.136,0.372,0.345,-0.458,0.253,0.056,45.0,0
1.877,-0.196,0.872,0.19,-0.06,2.0,0.313,-0.138,-1.082,-0.402,-0.028,0.394,0.066,-1.173,0.132,-0.11,-0.028,-0.083,45.0,0
2.134,-1.649,-1.224,-0.524,-0.215,-1.092,0.525,-0.315,0.395,-0.22,-0.634,-1.578,0.37,-0.808,-0.568,-0.629,0.001,-0.029,116.34,0
2.063,-0.873,-0.463,-0.167,-0.009,2.386,0.477,1.151,0.768,-0.09,0.217,0.91,-0.003,0.101,0.077,-0.054,0.034,-0.041,27.0,0
-0.409,1.043,-0.005,-0.715,0.082,-0.322,-0.616,1.194,-0.568,0.031,-0.222,-0.569,0.065,0.331,-0.299,0.084,0.258,0.097,3.99,0
2.121,-1.857,1.399,3.228,0.619,-1.646,0.233,-0.071,-0.357,-0.161,0.256,0.991,-0.141,0.768,0.377,0.302,-0.019,-0.058,120.96,0
-1.46,0.947,0.849,-0.804,0.169,-0.531,0.658,-0.636,-0.521,-0.394,0.43,1.101,-0.374,-0.338,0.416,-0.225,-0.416,0.074,1.0,0
-2.201,2.135,-0.824,-0.348,1.384,0.153,-0.386,-0.368,0.607,0.105,-0.223,-0.569,-0.04,-0.46,0.308,0.317,0.27,0.148,9.23,0
-0.235,0.192,1.957,3.239,0.652,-1.751,0.027,0.449,1.338,0.221,-0.131,-0.713,0.038,0.97,-0.28,-0.619,0.012,0.115,73.0,0
1.818,-0.941,-1.242,-0.596,-0.18,-0.257,1.052,0.176,-1.735,-0.406,0.095,0.765,0.042,0.402,-0.063,-0.412,0.066,-0.007,120.0,0
-1.15,1.524,1.006,-0.558,-0.724,0.608,0.821,0.629,-0.462,0.673,-0.535,-0.778,-0.309,-0.499,0.088,-0.065,-0.001,-0.322,1.98,0
1.821,-0.547,2.442,3.25,0.807,0.87,-0.353,0.307,-0.031,0.085,-0.191,-0.624,0.141,0.589,-0.065,-0.078,-0.006,-0.011,106.57,0
-1.225,0.754,0.216,1.916,0.766,0.322,0.819,1.068,-1.406,0.182,0.008,0.552,-0.129,-0.895,-0.001,0.498,0.492,0.183,16.8,0
1.033,-3.018,-2.456,-0.302,-0.001,0.957,-1.336,-0.837,0.516,0.922,0.354,0.008,-0.107,0.405,-0.688,-0.379,-0.059,0.055,546.0,0
1.146,0.341,-0.578,-1.172,-0.286,-0.135,0.949,0.876,-0.589,-0.041,0.008,0.039,0.011,0.928,0.495,-0.478,0.025,0.038,29.99,0
-5.775,-4.322,4.127,-2.84,0.124,0.762,-1.466,0.198,0.965,-1.482,-0.967,-1.508,-3.625,0.597,-1.054,0.218,1.924,-2.053,8.97,0
-0.256,0.431,0.466,0.195,0.307,0.361,-1.101,-2.473,-0.2,-0.299,-0.46,-1.253,0.062,-0.515,-0.059,-1.185,0.01,-0.047,10.99,0
-2.344,2.576,-0.427,-0.84,1.36,0.148,0.139,-0.2,0.32,0.06,0.41,1.287,0.103,-0.535,-0.502,-0.226,0.006,0.076,0.89,0
0.99,-0.202,-0.797,-0.33,0.144,0.42,-1.957,-0.707,0.197,-0.117,-0.182,-0.64,0.014,0.467,0.345,-0.561,0.01,0.029,79.99,0
-16.036,1.765,-4.502,-0.225,1.638,6.335,0.707,1.08,-0.134,1.006,-2.266,-0.213,-2.323,0.422,1.025,-0.785,-0.294,2.274,144.0,0
0.385,-1.094,-1.519,0.769,0.37,0.506,-1.01,0.321,-1.662,0.419,0.404,0.578,-0.27,0.409,0.06,0.143,0.012,0.096,336.7,0
1.14,0.049,-0.409,0.01,0.106,0.625,-0.707,-0.119,-0.392,-0.223,-0.058,0.081,-0.067,0.087,0.609,-0.268,0.052,0.019,10.0,0
-0.556,0.835,-0.546,-0.426,0.455,0.369,-0.008,0.303,0.137,-0.212,0.378,1.185,-0.237,0.086,-0.266,-0.123,0.087,0.117,2.24,0
1.865,-0.735,-0.725,-0.152,0.063,1.362,-0.566,0.485,-0.255,-0.065,0.186,0.527,0.142,0.773,-0.307,0.53,-0.042,-0.029,79.99,0
-2.63,-2.527,2.858,2.953,1.686,0.275,0.085,0.127,1.622,1.046,0.133,-0.711,0.142,1.093,-0.236,0.993,-0.035,-0.343,106.61,0
-0.844,1.874,0.209,-0.001,0.208,-1.072,2.643,0.343,0.26,0.118,0.029,0.195,-0.13,0.39,0.366,0.321,-0.098,0.012,53.89,0
1.721,0.118,0.187,-0.143,-0.139,-0.612,-0.738,-1.515,-1.353,-0.138,0.194,0.491,-0.074,-0.025,0.197,0.178,-0.057,-0.039,111.42,0
-2.033,-2.227,-1.273,1.045,0.148,-0.119,0.726,-0.515,0.973,-0.351,-0.572,-0.5,1.182,0.632,0.321,1.482,0.183,-0.088,305.9,0
-5.991,5.756,-0.168,-1.401,0.626,3.711,-0.036,-0.495,-0.623,2.92,-0.443,0.613,0.104,0.662,0.818,0.007,1.47,0.288,0.92,0
-1.785,0.634,-0.63,-0.551,0.829,-0.459,-1.667,-0.356,0.574,-0.423,0.158,0.1,-0.077,0.073,-0.161,0.278,-0.39,-0.062,74.95,0
0.634,1.578,1.3,-1.579,-0.604,0.087,-0.118,1.37,-0.91,0.325,-0.235,0.062,0.156,0.054,-0.553,-0.441,0.065,-0.379,1.59,0
-1.625,1.781,-0.121,-0.702,0.06,1.252,0.453,0.629,-0.63,0.838,-0.333,-0.519,-0.06,-0.432,0.177,0.801,0.804,0.423,1.42,0
0.975,-1.009,-0.672,-1.149,-0.229,1.695,-1.127,0.518,1.727,0.212,0.121,0.157,-0.426,0.036,0.928,-0.672,0.001,0.026,189.38,0
2.262,-0.631,0.105,-0.397,-0.318,-0.532,1.76,-0.578,1.179,0.107,-0.066,-0.09,0.149,0.078,0.096,-0.323,-0.028,-0.057,17.0,0
0.974,-0.69,-0.286,-0.388,-0.009,1.092,-1.286,0.397,0.843,0.066,0.113,0.208,-0.33,-0.279,0.811,-0.529,0.014,0.017,145.34,0
-0.811,0.327,-0.606,-0.497,0.097,1.627,-1.906,1.12,-0.457,-0.056,-0.033,0.301,-0.312,0.367,0.374,-0.771,0.197,-0.089,1.0,0
-0.427,0.559,0.608,0.939,0.213,-0.241,1.342,0.127,1.344,0.172,0.325,1.058,-0.358,-0.036,-0.05,0.819,-0.014,0.128,6.4,0
-0.503,0.466,0.033,-0.484,0.625,0.418,-0.057,0.417,1.008,-0.021,-0.168,-0.455,0.001,-0.511,-0.78,-0.166,0.129,-0.16,2.31,0
-6.72,-5.452,1.702,-0.788,-0.293,0.791,-0.117,-0.058,1.285,-4.491,-1.764,0.645,4.404,-0.186,1.344,0.585,1.717,-1.418,258.32,0
2.018,0.585,1.633,-0.062,-0.272,1.059,2.408,-1.804,-0.028,-0.131,-0.173,-0.067,-0.127,-0.365,0.571,-0.529,-0.03,-0.042,25.28,0
-0.577,0.666,-0.061,0.129,0.324,-0.026,-0.926,-1.05,0.186,0.009,0.068,0.496,-0.131,0.274,-0.287,0.364,0.367,0.188,6.18,0
1.617,-0.962,-0.65,-0.123,-0.086,2.388,1.364,0.306,-0.718,0.178,0.146,0.291,0.06,0.654,-0.431,0.451,-0.098,-0.012,212.5,0
0.014,0.879,0.201,-1.366,-0.236,-0.077,-0.04,-0.437,-0.243,-0.05,-0.232,-0.492,0.122,0.453,-0.545,0.112,0.248,0.102,3.58,0
1.319,-0.543,-0.411,-0.395,-0.005,-1.214,-1.018,0.147,0.847,0.041,-0.082,-0.48,0.037,-0.342,0.345,-0.418,-0.023,-0.004,40.96,0
1.156,0.12,-0.727,-0.987,-0.248,0.238,1.112,-0.384,0.003,-0.017,-0.17,-0.295,0.046,0.985,0.417,0.23,-0.017,0.024,27.05,0
-0.774,0.215,-0.433,-0.195,0.579,-1.05,-0.508,-0.113,0.296,-0.338,-0.179,-0.076,-0.093,-0.461,-0.169,-0.515,0.334,0.114,28.6,0
-0.363,1.145,0.124,-0.997,-0.105,-0.485,0.74,0.827,-0.095,0.158,-0.255,-0.64,-0.02,0.351,-0.139,0.07,0.249,0.1,0.99,0
-0.903,1.82,-0.518,0.369,0.624,-1.909,-0.208,0.154,1.241,0.236,-0.204,-0.528,-0.025,0.676,-0.004,0.203,0.231,0.093,11.34,0
2.076,0.262,0.707,-0.557,-0.3,1.726,2.228,-0.513,-0.111,-0.148,-0.519,-1.13,0.307,0.126,-0.242,0.155,-0.085,-0.038,9.99,0
0.261,0.456,0.903,-0.184,-0.426,1.062,0.705,0.082,-0.52,0.029,0.185,1.071,-0.117,0.413,-0.817,-0.428,-0.25,-0.258,4.91,0
1.685,-0.84,-0.922,-0.784,-0.092,1.449,-0.871,1.19,-0.16,0.026,-0.045,-0.411,0.217,-0.104,-0.455,-0.945,0.021,-0.001,165.62,0
-1.16,1.136,1.357,-0.055,-0.11,-0.544,0.489,-1.528,-0.384,-0.186,-0.247,-0.936,-0.472,-1.154,0.737,0.151,-0.501,0.027,0.89,0
2.016,-0.081,-0.133,-0.03,-0.032,0.849,0.963,0.799,-0.55,-0.199,0.185,0.752,0.048,-0.772,0.024,-0.513,0.065,-0.038,0.0,0
1.186,-0.299,-0.935,-0.298,0.006,3.06,1.855,0.758,-0.011,-0.161,-0.125,0.159,-0.007,0.045,0.41,-0.698,0.083,0.028,11.85,0
1.138,0.281,-0.051,-0.444,-0.126,-0.168,0.509,1.079,-0.797,-0.081,0.079,0.26,-0.1,0.101,0.615,-0.288,0.026,0.024,34.9,0
-0.253,-0.612,-0.638,1.727,-0.166,0.476,1.012,1.956,2.123,0.199,-0.243,0.081,1.099,-0.972,-2.177,0.709,0.24,-0.063,320.33,0
-0.694,0.956,-0.224,-0.217,0.456,-0.714,0.451,-0.807,0.687,-0.044,-0.016,-0.159,0.064,0.03,-0.479,0.207,-0.027,0.083,42.8,0
-0.115,-0.321,-0.189,-0.169,-0.013,-1.564,-1.341,0.117,1.614,0.391,0.67,1.58,0.039,0.725,-0.333,0.124,0.117,0.182,125.45,0
1.227,0.129,-0.034,0.039,0.103,0.254,-1.205,-0.873,0.549,-0.212,-0.14,-0.274,-0.169,-0.368,0.762,-0.313,0.013,-0.001,1.0,0
1.166,-0.365,-0.725,0.213,0.18,2.836,1.738,0.091,0.403,-0.145,-0.096,0.204,-0.059,-0.34,0.42,-0.694,0.078,0.014,11.85,0
1.196,-0.173,0.262,0.841,0.266,0.387,-0.551,-0.488,0.65,-0.093,-0.234,-0.569,-0.147,-1.289,0.499,0.364,-0.02,-0.012,29.31,0
1.165,-1.56,-1.598,-0.55,-0.24,-1.845,1.424,0.73,-0.119,0.135,-0.276,-0.84,-0.062,-0.142,0.153,-0.402,0.011,0.06,206.27,0
1.177,-0.074,-0.732,-0.656,-0.06,0.641,-0.765,-0.054,0.218,-0.118,-0.293,-0.766,0.066,0.396,0.303,0.18,-0.025,0.02,29.99,0
-0.661,1.012,0.921,1.08,0.311,-0.084,0.065,2.024,-1.669,0.177,-0.227,-0.185,0.084,-1.016,-0.449,0.177,0.263,-0.081,8.99,0
-0.455,1.704,2.473,-0.3,-0.18,-1.594,0.834,-0.306,1.383,0.293,-0.043,0.004,-0.788,-0.331,1.157,1.021,-0.019,0.084,0.76,0
0.967,-1.426,-0.9,-0.127,-0.082,-0.06,0.873,1.046,0.423,0.047,-0.414,-1.194,-0.223,-0.874,0.352,-0.867,0.04,0.058,245.25,0
-0.531,1.269,-0.077,-0.199,0.256,0.083,1.488,0.064,-0.49,-0.231,-0.181,-0.653,0.218,0.563,-0.73,-0.203,-0.44,-0.044,69.8,0
0.118,0.727,3.126,3.212,0.92,-0.161,-0.429,0.155,-0.399,0.046,-0.335,-0.906,0.11,0.593,-0.424,0.164,0.246,0.071,1.79,0
-0.822,1.492,0.06,-0.304,0.254,-0.865,1.169,1.119,0.071,-0.131,0.267,0.708,-0.07,0.12,-0.288,-0.331,-0.188,0.089,10.0,0
1.171,-0.56,-0.894,-0.77,-0.126,-0.723,0.386,0.253,0.157,0.232,0.021,-0.04,-0.016,0.341,0.345,-0.301,0.027,0.052,90.4,0
1.203,-0.139,-0.882,-0.537,0.015,1.664,0.471,0.015,-0.104,-0.149,-0.029,0.079,-0.013,0.325,0.136,1.018,-0.101,-0.007,15.95,0
-0.443,1.011,0.051,-0.731,0.069,-0.361,-0.339,1.166,-0.57,0.066,-0.214,-0.549,0.076,0.338,-0.286,0.083,0.257,0.098,6.84,0
-1.379,0.037,0.609,-0.914,-0.075,-0.469,0.192,1.69,0.623,-0.209,-0.165,-0.264,0.365,0.411,-0.496,0.201,-0.06,0.175,0.89,0
-0.073,0.894,1.031,2.561,0.794,-0.902,0.942,-0.082,-3.04,-0.265,0.157,0.591,0.175,-0.476,-0.896,-0.187,0.131,0.027,0.75,0
-10.938,4.453,-5.221,-1.058,4.215,1.167,1.145,-0.74,-0.543,-0.87,-0.02,-0.755,-0.534,0.481,0.366,-0.247,-4.231,-1.473,17.24,0
0.365,-1.166,-0.455,-0.205,-0.138,-0.117,-0.861,-0.545,0.148,0.706,0.254,-0.185,-0.58,0.033,0.664,-0.303,-0.084,0.076,446.0,0
0.885,-0.865,-0.916,0.905,0.484,1.008,-0.675,-0.425,0.002,0.041,-0.071,-0.167,0.045,-0.21,-0.097,0.975,-0.027,0.014,110.0,0
0.785,-1.211,-1.603,-0.355,0.119,1.503,-2.121,-0.04,0.412,0.234,-0.126,-0.705,-0.088,0.42,-0.016,0.926,-0.089,0.048,228.44,0
-0.954,0.504,0.101,0.095,0.092,0.505,0.57,-0.402,-0.221,-0.172,-0.042,-0.008,-0.319,-0.408,-0.094,0.184,-0.134,0.11,14.19,0
1.442,-2.577,-0.646,-1.035,-0.564,-2.279,-0.862,-1.177,0.129,0.471,0.443,0.621,-0.531,0.819,0.426,0.198,-0.176,-0.009,493.58,0
-3.066,0.426,-0.567,-1.881,0.867,0.212,0.924,0.496,-0.769,-0.775,-0.346,-0.016,1.211,0.771,0.174,0.754,0.15,-0.482,0.61,0
1.288,-0.235,-0.672,-0.283,-0.11,3.043,2.54,0.51,0.66,-0.07,-0.202,-0.066,-0.147,-0.483,0.611,-0.676,0.069,0.024,11.85,0
1.215,-0.092,-0.419,-0.371,0.08,0.067,-0.523,0.745,0.007,-0.125,-0.038,-0.115,0.07,0.076,0.121,0.974,-0.074,-0.011,1.46,0
1.284,-1.809,0.502,3.557,0.839,-1.689,0.635,1.024,-0.146,0.09,0.026,0.048,-0.189,1.014,0.482,-0.047,0.033,0.045,150.0,0
2.07,-1.876,-2.439,-0.689,0.018,-0.502,-0.431,0.477,-0.673,-0.372,-0.039,0.234,0.356,0.346,-0.688,-0.256,0.051,-0.016,78.84,0
1.308,-0.539,1.665,3.388,0.768,-1.198,0.3,1.025,-0.695,-0.323,-0.565,-1.416,0.057,0.924,0.49,-0.551,0.038,0.033,52.98,0
1.178,0.162,-0.46,-0.959,-0.255,-0.063,1.006,0.963,-0.136,0.039,-0.224,-0.712,0.09,0.396,0.225,0.088,-0.033,0.028,44.99,0
-1.302,0.049,1.542,3.697,1.595,-0.96,-0.013,-0.146,-0.31,-0.13,0.443,0.948,-0.265,0.741,-0.002,-0.214,-0.518,-0.257,29.99,0
1.342,-0.129,-0.403,-1.162,-0.364,0.99,1.755,1.524,0.881,0.061,-0.058,0.012,-0.134,-0.025,0.631,0.033,0.004,0.013,15.27,0
1.434,-0.548,-0.997,-0.797,-0.093,-0.548,-1.011,0.992,0.804,0.009,-0.141,-0.594,0.086,-0.176,0.251,-0.446,0.001,0.015,12.36,0
-0.321,-3.542,-1.077,1.27,-0.017,-0.934,1.576,0.682,0.607,2.019,0.825,0.323,-1.086,-1.604,0.278,-0.085,-0.128,0.151,915.0,0
1.189,1.326,0.822,-1.588,-0.305,0.64,0.879,-0.327,-0.826,-0.103,-0.3,-0.584,-0.18,0.136,0.759,-0.361,0.006,0.082,3.05,0
-0.394,-0.303,1.575,4.054,1.352,0.519,-0.234,-0.325,-0.219,0.239,0.061,-0.312,1.224,0.592,-2.074,-1.42,0.236,0.331,271.79,0
-1.57,0.125,2.317,-0.879,-0.44,-0.529,-1.852,-0.953,0.065,-0.789,-0.042,0.359,-1.128,0.753,1.285,-0.34,-0.334,-0.427,56.0,0
1.847,0.34,1.43,1.497,0.412,-1.07,-2.195,-0.803,-2.021,-0.517,0.328,1.052,-0.048,-1.665,0.202,0.413,-0.03,-0.097,0.0,0
-0.031,2.107,2.815,2.261,1.586,-0.618,-0.16,1.213,-0.079,0.124,-0.147,-0.519,0.168,0.65,-0.203,-0.376,0.114,-0.057,0.89,0
-0.993,1.052,-0.861,0.471,0.91,-0.157,-1.681,0.475,1.099,0.014,0.182,0.564,-0.347,-0.029,0.331,-0.032,0.239,0.075,1.0,0
-1.004,1.286,-0.028,-0.86,0.987,0.372,-0.539,-0.801,0.192,-0.684,0.049,-0.004,0.38,-1.134,-1.787,-0.404,-0.174,0.057,60.0,0
0.12,0.839,0.91,-0.534,-0.137,0.037,0.128,-0.32,0.309,-0.012,-0.33,-0.768,-0.061,-1.012,-0.353,0.203,0.246,0.087,1.78,0
1.11,0.368,0.07,-1.101,-0.487,0.921,2.151,-0.099,-0.486,0.014,-0.089,-0.126,-0.218,0.358,0.815,-0.346,-0.048,0.021,89.99,0
-0.243,-0.303,2.042,3.788,1.074,-0.993,-0.065,0.199,0.377,0.141,0.037,-0.097,0.037,0.675,-0.515,-0.499,0.169,0.154,8.0,0
1.194,-0.274,-0.608,-0.222,0.01,1.992,0.465,-1.593,0.67,-0.127,-0.233,-0.322,-0.111,0.009,0.388,1.077,-0.11,-0.018,32.2,0
-0.492,0.114,1.262,-1.301,-0.387,0.613,0.539,0.772,0.76,-0.178,-0.002,0.101,-0.453,-0.926,0.257,-0.013,-0.029,-0.006,31.09,0
2.017,0.047,1.006,-0.484,-0.364,1.394,1.535,-1.53,0.328,-0.183,0.031,0.425,-0.122,0.259,0.554,-0.135,-0.093,-0.082,43.44,0
-0.539,0.474,0.366,-1.402,-0.381,0.042,-0.248,-0.121,-1.515,-0.134,-0.035,-0.076,-0.095,0.417,-0.408,0.551,-0.167,-0.097,7.68,0
-0.368,1.004,2.823,3.147,1.312,-0.259,-0.363,0.126,-0.397,-0.085,-0.278,-0.914,0.21,0.59,-0.402,0.155,-0.011,0.002,1.98,0
1.072,0.089,-0.47,-0.379,-0.033,0.048,0.49,-1.015,0.243,-0.029,-0.106,-0.204,-0.052,0.549,0.565,-0.493,0.027,0.024,45.99,0
1.815,-1.558,-1.017,-0.845,-0.17,0.18,-1.104,1.289,-0.385,-0.253,-0.721,-2.147,0.502,0.564,-0.936,0.032,-0.094,-0.009,204.53,0
2.142,-0.931,1.637,3.405,0.944,-0.094,0.037,0.746,0.079,0.093,0.232,0.667,0.151,0.604,-0.109,-0.066,0.05,-0.019,9.94,0
1.749,-1.119,-1.377,1.05,0.484,2.451,0.445,-2.071,0.553,-0.099,0.18,1.016,0.029,-0.323,-0.184,-0.157,0.105,-0.028,59.29,0
2.149,-0.074,1.001,-0.596,-0.202,0.256,-1.829,0.017,0.645,-0.303,0.126,0.366,-0.086,-0.106,0.458,0.247,-0.104,-0.095,1.89,0
-1.0,0.698,0.373,0.178,0.647,0.241,-0.05,-0.648,-0.132,-0.054,-0.013,0.112,-0.247,-0.86,-0.025,0.593,0.218,0.078,1.0,0
0.219,2.716,-0.848,-0.882,0.939,-3.628,-0.921,-0.062,1.935,0.382,1.084,1.037,0.062,0.532,-0.149,0.64,0.352,-0.002,0.76,1
-4.145,0.35,-0.775,-0.007,0.654,1.409,-0.451,-0.583,-0.37,-1.086,-0.281,0.245,0.627,0.084,0.046,0.799,-0.841,-0.021,1.0,0
2.107,-1.026,-1.655,-0.329,-0.074,1.754,3.181,-0.237,-0.027,0.027,0.291,1.238,0.186,0.027,-0.404,-0.135,0.036,-0.034,15.99,0
-0.447,0.027,0.0,0.471,0.436,0.551,-1.297,-0.514,-0.551,-0.107,0.179,0.341,0.105,0.329,-0.927,0.274,0.122,0.192,47.85,0
-0.045,0.867,0.964,-0.205,-0.045,-0.199,0.321,-1.045,0.592,0.003,-0.256,-0.629,-0.06,-1.039,-0.387,0.171,0.108,0.075,3.58,0
-0.804,0.174,0.16,-0.554,0.042,1.711,2.245,-0.73,-1.119,-0.033,-0.014,0.136,-0.045,-0.05,-0.412,0.353,0.051,0.142,14.95,0
-1.289,1.003,0.288,0.881,0.767,-0.399,-0.735,0.311,1.499,0.083,-0.242,-0.823,-0.286,-1.476,0.471,-0.601,0.098,0.045,43.95,0
0.195,-2.847,-1.448,0.753,0.213,1.043,0.27,2.407,-1.415,0.413,0.103,0.029,-0.341,-0.598,0.074,-0.681,0.082,0.11,529.69,0
-5.839,7.152,-9.651,-2.938,4.844,-3.494,0.102,0.747,4.009,0.056,2.462,1.055,0.53,0.473,-0.276,0.282,0.105,0.254,316.06,1
-1.075,-0.529,-0.72,-0.144,0.134,-1.426,-0.169,-0.518,-0.503,-0.043,-0.456,-1.282,0.306,-0.003,0.054,0.341,-0.056,0.069,159.95,0
2.051,0.263,0.361,-1.836,-0.667,-0.043,1.271,0.258,-0.242,-0.165,0.166,0.672,0.023,0.469,0.396,-0.195,-0.044,-0.062,14.9,0
0.06,0.925,1.31,-0.26,0.055,-0.375,0.628,-0.933,0.121,0.101,-0.293,-0.718,0.056,0.134,-0.392,0.12,0.222,0.073,3.99,0
1.184,-0.431,1.518,3.616,0.956,0.355,0.197,1.591,-0.016,0.145,-0.028,-0.32,-0.016,1.031,0.295,0.402,-0.013,0.028,53.73,0
-2.042,0.443,-0.546,0.195,0.631,-0.967,-0.36,0.751,0.283,-0.166,0.291,0.631,-0.317,0.044,-0.069,-0.27,-0.464,-0.301,161.79,0
2.084,0.258,0.852,-0.7,-0.405,0.162,0.477,-0.53,0.059,-0.24,0.006,0.284,-0.102,-0.753,0.58,-0.444,-0.012,-0.069,7.82,0
2.084,-0.028,0.308,-0.793,-0.27,0.608,-0.006,0.854,-0.242,-0.224,0.236,0.81,0.028,0.636,0.285,-0.131,-0.022,-0.054,1.79,0
-0.43,1.268,0.732,-0.231,0.458,-0.109,-0.649,-0.096,0.55,0.006,0.376,1.186,-0.116,0.104,-0.667,-0.225,0.477,0.309,1.59,0
1.954,0.533,0.851,0.493,-0.05,-0.921,0.729,-0.792,-1.533,-0.207,0.266,0.875,-0.031,0.298,0.302,0.239,-0.033,-0.048,10.59,0
-1.542,-0.109,-0.229,0.707,0.777,0.562,-1.168,-1.075,-0.591,-0.293,-0.068,0.018,0.205,-0.255,-0.309,0.798,-0.334,-0.253,29.57,0
-1.983,2.249,-1.058,-0.475,1.62,-1.051,0.637,0.896,-0.521,-0.575,0.097,-0.402,0.206,0.036,-0.07,-0.672,-0.84,-0.224,9.99,0
