Date,Count,Hour,Seasons,FunctionDay,Count_lag2,Temperature_lag2,Humidity_lag2,Wind_lag2,Visibility_lag2,Solar_lag2,Rainfall_lag2,Snowfall_lag2,ProperHumidity,Workingday,RushHour
2018-01-20,223,19,Winter,Yes,377,5.7,53,1.8,276,0.22,0,0,0,0,0
2018-01-20,219,20,Winter,Yes,283,4.6,55,3.2,232,0.03,0,0,0,0,0
2018-01-20,220,21,Winter,Yes,223,3.5,66,1.7,187,0,0,0,0,0,0
2018-01-20,232,22,Winter,Yes,219,2.9,66,1.2,173,0,0,0,0,0,0
2018-01-20,164,23,Winter,Yes,220,2.1,48,2.8,346,0,0,0,0,0,0
2018-01-21,196,0,Winter,Yes,232,1.5,48,2.4,422,0,0,0,0,0,0
2018-01-21,177,1,Winter,Yes,164,0.8,53,1.7,382,0,0,0,0,0,0
2018-01-21,107,2,Winter,Yes,196,-0.3,60,1.9,340,0,0,0,0,0,0
2018-01-21,107,3,Winter,Yes,177,-0.8,58,0.4,400,0,0,0,0,0,0
2018-01-21,73,4,Winter,Yes,107,-1.5,63,1,380,0,0,0,0,0,0
2018-01-21,32,5,Winter,Yes,107,-2,60,0.5,474,0,0,0,0,0,0
2018-01-21,36,6,Winter,Yes,73,-2.3,47,0.7,984,0,0,0,0,0,0
2018-01-21,61,7,Winter,Yes,32,-2.6,49,1.1,1065,0,0,0,0,0,0
2018-01-21,115,8,Winter,Yes,36,-3.1,54,1.4,1037,0,0,0,0,0,0
2018-01-21,152,9,Winter,Yes,61,-3.2,54,1.2,1113,0,0,0,0,0,0
2018-01-21,189,10,Winter,Yes,115,-3.6,53,0.5,1227,0,0,0,0,0,0
2018-01-21,216,11,Winter,Yes,152,-3.2,46,0.8,1091,0.15,0,0,0,0,0
2018-01-21,271,12,Winter,Yes,189,-1.3,37,0.8,1070,0.47,0,0,1,0,0
2018-01-21,343,13,Winter,Yes,216,1.9,25,1,1493,0.78,0,0,1,0,0
2018-01-21,340,14,Winter,Yes,271,3.9,30,1.6,1085,0.91,0,0,1,0,0
2018-01-21,389,15,Winter,Yes,343,4.9,22,2,1446,1,0,0,1,0,0
2018-01-21,396,16,Winter,Yes,340,5.4,18,1.2,1923,0.96,0,0,0,0,0
2018-01-21,383,17,Winter,Yes,389,5.4,20,2.2,1890,0.8,0,0,1,0,0
2018-01-21,295,18,Winter,Yes,396,4.7,17,2.1,2000,0.55,0,0,0,0,0
2018-01-21,223,19,Winter,Yes,383,3.8,20,1.3,2000,0.24,0,0,1,0,0
2018-01-21,258,20,Winter,Yes,295,2.5,24,2,2000,0.02,0,0,1,0,0
2018-01-21,237,21,Winter,Yes,223,1.3,25,1.3,2000,0,0,0,1,0,0
2018-01-21,207,22,Winter,Yes,258,0.3,27,0.4,2000,0,0,0,1,0,0
2018-01-21,170,23,Winter,Yes,237,-0.1,29,0.5,2000,0,0,0,1,0,0
2018-01-22,171,0,Winter,Yes,207,-0.3,32,0.7,2000,0,0,0,1,0,0
2018-01-22,97,1,Winter,Yes,170,-0.4,32,0.6,2000,0,0,0,1,0,0
2018-01-22,73,2,Winter,Yes,171,-0.2,30,0.4,2000,0,0,0,1,1,0
2018-01-22,53,3,Winter,Yes,97,-0.2,32,0.7,2000,0,0,0,1,1,0
2018-01-22,31,4,Winter,Yes,73,-0.2,33,1.4,2000,0,0,0,1,1,0
2018-01-22,60,5,Winter,Yes,53,-0.3,31,0.3,2000,0,0,0,1,1,0
2018-01-22,165,6,Winter,Yes,31,0,32,0.4,2000,0,0,0,1,1,0
2018-01-22,316,7,Winter,Yes,60,0,32,0.7,2000,0,0,0,1,1,1
2018-01-22,683,8,Winter,Yes,165,0,33,0.4,2000,0,0,0,1,1,1
2018-01-22,365,9,Winter,Yes,316,-0.4,34,1,1989,0,0,0,1,1,0
2018-01-22,221,10,Winter,Yes,683,-0.7,32,0.5,1991,0,0,0,1,1,0
2018-01-22,277,11,Winter,Yes,365,0.1,33,0.8,1901,0.06,0,0,1,1,0
2018-01-22,323,12,Winter,Yes,221,1.1,31,0.7,1898,0.25,0,0,1,1,0
2018-01-22,281,13,Winter,Yes,277,2.4,27,0.9,1796,0.47,0,0,1,1,0
2018-01-22,249,14,Winter,Yes,323,3.9,28,0.9,1383,0.6,0,0,1,1,0
2018-01-22,63,15,Winter,Yes,281,3.9,33,0.6,1249,0.19,0,0,1,1,0
2018-01-22,18,16,Winter,Yes,249,3.3,73,0.4,744,0.11,0,0,0,1,0
2018-01-22,43,17,Winter,Yes,63,3.6,69,1.8,655,0.17,0,0,0,1,1
2018-01-22,170,18,Winter,Yes,18,2,87,1.9,140,0.03,0,0,0,1,1
2018-01-22,167,19,Winter,Yes,43,1.3,93,1.2,81,0.03,0,0.2,0,1,1
2018-01-22,181,20,Winter,Yes,170,1.1,96,3,187,0,3.3,1,0,1,0
2018-01-22,187,21,Winter,Yes,167,-0.1,88,3.2,582,0,0,1,0,1,0
2018-01-22,170,22,Winter,Yes,181,-0.8,85,2.9,836,0,0,1,0,1,0
2018-01-22,139,23,Winter,Yes,187,-1.8,85,2.9,590,0,0,1,0,1,0
2018-01-23,96,0,Winter,Yes,170,-3.2,81,3.9,492,0,0,1,0,1,0
2018-01-23,120,1,Winter,Yes,139,-4.2,79,2.9,554,0,0,1,0,1,0
2018-01-23,75,2,Winter,Yes,96,-5.3,77,3.8,894,0,0,1,0,1,0
2018-01-23,55,3,Winter,Yes,120,-6,76,3.1,1178,0,0,1,0,1,0
2018-01-23,45,4,Winter,Yes,75,-7.5,65,3.9,2000,0,0,1,0,1,0
2018-01-23,44,5,Winter,Yes,55,-8.6,68,3.3,2000,0,0,1,0,1,0
2018-01-23,84,6,Winter,Yes,45,-9.5,49,4.3,2000,0,0,1,0,1,0
2018-01-23,211,7,Winter,Yes,44,-10.5,46,3,2000,0,0,1,0,1,1
2018-01-23,423,8,Winter,Yes,84,-11.5,47,3.2,2000,0,0,1,0,1,1
2018-01-23,228,9,Winter,Yes,211,-12.5,41,4.5,2000,0,0,1,0,1,0
2018-01-23,132,10,Winter,Yes,423,-13,41,4,2000,0,0,1,0,1,0
2018-01-23,184,11,Winter,Yes,228,-13.3,36,3.5,2000,0.19,0,1,1,1,0
2018-01-23,180,12,Winter,Yes,132,-12.1,34,3.5,1968,0.62,0,1,1,1,0
2018-01-23,189,13,Winter,Yes,184,-11.7,27,4,1935,0.94,0,1,1,1,0
2018-01-23,169,14,Winter,Yes,180,-11.3,27,3.7,1955,1.18,0,1,1,1,0
2018-01-23,181,15,Winter,Yes,189,-11,27,4,1959,1.26,0,1,1,1,0
2018-01-23,181,16,Winter,Yes,169,-10.4,30,4.3,2000,1.22,0,1,1,1,0
2018-01-23,239,17,Winter,Yes,181,-9.7,32,3.6,2000,1.04,0,1,1,1,1
2018-01-23,351,18,Winter,Yes,181,-10.1,34,4.3,2000,0.74,0,1,1,1,1
2018-01-23,248,19,Winter,Yes,239,-10.6,38,3.5,2000,0.38,0,0.9,1,1,1
2018-01-23,178,20,Winter,Yes,351,-11.5,43,2.4,2000,0.05,0,0.9,0,1,0
2018-01-23,145,21,Winter,Yes,248,-12,47,3.2,2000,0,0,0.9,0,1,0
2018-01-23,117,22,Winter,Yes,178,-12.5,52,3,2000,0,0,0.9,0,1,0
2018-01-23,106,23,Winter,Yes,145,-13.2,49,4.1,2000,0,0,0.9,0,1,0
2018-01-24,90,0,Winter,Yes,117,-13.9,45,4,2000,0,0,0.9,0,1,0
2018-01-24,89,1,Winter,Yes,106,-14.3,38,4,2000,0,0,0.9,1,1,0
2018-01-24,50,2,Winter,Yes,90,-14.6,34,3.9,2000,0,0,0.9,1,1,0
2018-01-24,32,3,Winter,Yes,89,-15,31,2.5,2000,0,0,0.9,1,1,0
2018-01-24,24,4,Winter,Yes,50,-15.2,32,3.1,2000,0,0,0.9,1,1,0
2018-01-24,34,5,Winter,Yes,32,-15.2,30,3.4,2000,0,0,0.9,1,1,0
2018-01-24,71,6,Winter,Yes,24,-15.4,30,2.5,2000,0,0,0.9,1,1,0
2018-01-24,164,7,Winter,Yes,34,-15.6,29,3.7,2000,0,0,0.9,1,1,1
2018-01-24,364,8,Winter,Yes,71,-15.7,29,2.5,2000,0,0,0.9,1,1,1
2018-01-24,192,9,Winter,Yes,164,-15.9,30,3,2000,0,0,0.9,1,1,0
2018-01-24,90,10,Winter,Yes,364,-16.2,30,1.6,2000,0,0,0.9,1,1,0
2018-01-24,124,11,Winter,Yes,192,-15.8,27,3.4,2000,0.2,0,0.9,1,1,0
2018-01-24,121,12,Winter,Yes,90,-14.5,24,4.6,1902,0.61,0,0.9,1,1,0
2018-01-24,140,13,Winter,Yes,124,-13.1,25,3.8,1964,0.96,0,0.9,1,1,0
2018-01-24,125,14,Winter,Yes,121,-12.2,26,4,2000,1.17,0,0.9,1,1,0
2018-01-24,149,15,Winter,Yes,140,-12,25,6,1887,1.27,0,0.9,1,1,0
2018-01-24,124,16,Winter,Yes,125,-11.1,26,3.8,1980,1.25,0,0.8,1,1,0
2018-01-24,203,17,Winter,Yes,149,-10.8,29,3.8,2000,1.06,0,0.7,1,1,1
2018-01-24,297,18,Winter,Yes,124,-11.2,30,4.7,2000,0.77,0,0.7,1,1,1
2018-01-24,211,19,Winter,Yes,203,-11.8,26,3.5,2000,0.39,0,0.7,1,1,1
2018-01-24,125,20,Winter,Yes,297,-13,29,3.4,2000,0.05,0,0.7,1,1,0
2018-01-24,132,21,Winter,Yes,211,-13.8,32,2.2,2000,0,0,0.7,1,1,0
2018-01-24,121,22,Winter,Yes,125,-14.3,37,1.3,2000,0,0,0.7,1,1,0
2018-01-24,82,23,Winter,Yes,132,-14.7,40,3.2,1933,0,0,0.7,1,1,0
2018-01-25,78,0,Winter,Yes,121,-15.2,45,4,2000,0,0,0.7,0,1,0
2018-01-25,68,1,Winter,Yes,82,-15.7,43,3.6,2000,0,0,0.7,0,1,0
2018-01-25,60,2,Winter,Yes,78,-15.9,43,3.8,2000,0,0,0.7,0,1,0
2018-01-25,32,3,Winter,Yes,68,-16.1,42,2.2,2000,0,0,0.7,0,1,0
2018-01-25,22,4,Winter,Yes,60,-16,42,1.3,2000,0,0,0.7,0,1,0
2018-01-25,34,5,Winter,Yes,32,-16,40,1.9,2000,0,0,0.7,1,1,0
2018-01-25,71,6,Winter,Yes,22,-15.9,37,2.4,1985,0,0,0.7,1,1,0
2018-01-25,165,7,Winter,Yes,34,-15.8,37,2.7,2000,0,0,0.7,1,1,1
2018-01-25,349,8,Winter,Yes,71,-16.1,33,3,2000,0,0,0.7,1,1,1
2018-01-25,187,9,Winter,Yes,165,-16.2,33,2.2,2000,0,0,0.7,1,1,0
2018-01-25,105,10,Winter,Yes,349,-16.4,32,3.3,2000,0.01,0,0.6,1,1,0
2018-01-25,122,11,Winter,Yes,187,-16.2,33,2.9,2000,0.19,0,0.6,1,1,0
2018-01-25,142,12,Winter,Yes,105,-15.3,33,2.4,2000,0.56,0,0.6,1,1,0
2018-01-25,130,13,Winter,Yes,122,-13.8,25,3.5,1996,0.91,0,0.6,1,1,0
2018-01-25,160,14,Winter,Yes,142,-12.8,25,3.2,1981,1.16,0,0.6,1,1,0
2018-01-25,130,15,Winter,Yes,130,-11.4,27,3.9,2000,1.26,0,0.6,1,1,0
2018-01-25,152,16,Winter,Yes,160,-10.4,25,2.3,1981,1.21,0,0.5,1,1,0
2018-01-25,170,17,Winter,Yes,130,-9.7,28,3.7,2000,1,0,0.5,1,1,1
2018-01-25,288,18,Winter,Yes,152,-9.6,31,2.6,1973,0.66,0,0.5,1,1,1
2018-01-25,178,19,Winter,Yes,170,-10.9,32,4,2000,0.28,0,0.5,1,1,1
2018-01-25,141,20,Winter,Yes,288,-11.8,33,4,2000,0.04,0,0.5,1,1,0
2018-01-25,137,21,Winter,Yes,178,-12.7,33,3.7,2000,0,0,0.5,1,1,0
2018-01-25,113,22,Winter,Yes,141,-13.5,33,2.4,2000,0,0,0.5,1,1,0
2018-01-25,79,23,Winter,Yes,137,-14.1,35,2.2,2000,0,0,0.5,1,1,0
2018-01-26,68,0,Winter,Yes,113,-14.6,35,2.5,2000,0,0,0.5,1,1,0
2018-01-26,93,1,Winter,Yes,79,-14.9,35,2.8,2000,0,0,0.5,1,1,0
2018-01-26,54,2,Winter,Yes,68,-15.1,34,1.7,2000,0,0,0.5,1,1,0
2018-01-26,41,3,Winter,Yes,93,-15.3,34,1.7,2000,0,0,0.5,1,1,0
2018-01-26,24,4,Winter,Yes,54,-15.6,33,2.2,2000,0,0,0.5,1,1,0
2018-01-26,36,5,Winter,Yes,41,-15.9,34,2.9,2000,0,0,0.5,1,1,0
2018-01-26,64,6,Winter,Yes,24,-16.4,36,1.5,2000,0,0,0.5,1,1,0
2018-01-26,142,7,Winter,Yes,36,-16.9,38,2.3,2000,0,0,0.5,1,1,1
2018-01-26,322,8,Winter,Yes,64,-17.4,40,1.6,2000,0,0,0.5,1,1,1
2018-01-26,149,9,Winter,Yes,142,-17.5,38,3.4,2000,0,0,0.5,1,1,0
2018-01-26,96,10,Winter,Yes,322,-17.8,40,2.5,2000,0,0,0.5,1,1,0
2018-01-26,93,11,Winter,Yes,149,-17.5,37,3.8,1941,0.21,0,0.5,1,1,0
2018-01-26,111,12,Winter,Yes,96,-16.5,33,3.4,1703,0.62,0,0.5,1,1,0
2018-01-26,115,13,Winter,Yes,93,-15.6,31,3.3,1808,0.93,0,0.5,1,1,0
2018-01-26,116,14,Winter,Yes,111,-14.4,30,2.7,1906,1.17,0,0.5,1,1,0
2018-01-26,140,15,Winter,Yes,115,-13.3,28,2.7,1889,1.26,0,0.5,1,1,0
2018-01-26,147,16,Winter,Yes,116,-12.1,27,2.5,1879,1.25,0,0.4,1,1,0
2018-01-26,196,17,Winter,Yes,140,-11.4,27,3.3,1805,0,0,0.4,1,1,1
2018-01-26,305,18,Winter,Yes,147,-10.8,28,2.7,1778,0.77,0,0.4,1,1,1
2018-01-26,171,19,Winter,Yes,196,-11.5,31,3.3,1745,0.41,0,0.3,1,1,1
2018-01-26,121,20,Winter,Yes,305,-12.7,33,2.5,1835,0.05,0,0.3,1,1,0
2018-01-26,130,21,Winter,Yes,171,-13.2,33,2.4,1863,0,0,0.3,1,1,0
2018-01-26,108,22,Winter,Yes,121,-13.7,35,1.7,1878,0,0,0.3,1,1,0
2018-01-26,89,23,Winter,Yes,130,-14.1,36,1.8,1869,0,0,0.3,1,1,0
2018-01-27,80,0,Winter,Yes,108,-14.6,40,1.8,1746,0,0,0.3,1,1,0
2018-01-27,94,1,Winter,Yes,89,-14.4,38,2.7,1738,0,0,0.3,1,1,0
2018-01-27,75,2,Winter,Yes,80,-15,42,1.2,1766,0,0,0.3,0,0,0
2018-01-27,41,3,Winter,Yes,94,-15.1,43,0.8,1905,0,0,0.3,0,0,0
2018-01-27,36,4,Winter,Yes,75,-15.3,43,0.6,1867,0,0,0.3,0,0,0
2018-01-27,25,5,Winter,Yes,41,-15.3,43,0.8,1963,0,0,0.3,0,0,0
2018-01-27,33,6,Winter,Yes,36,-15.3,47,0.8,1868,0,0,0.3,0,0,0
2018-01-27,57,7,Winter,Yes,25,-15.4,45,0.8,2000,0,0,0.3,0,0,0
2018-01-27,84,8,Winter,Yes,33,-15.3,47,0.7,1921,0,0,0.3,0,0,0
2018-01-27,105,9,Winter,Yes,57,-15.7,53,1.3,1629,0,0,0.3,0,0,0
2018-01-27,96,10,Winter,Yes,84,-15.9,58,0.9,1369,0,0,0.3,0,0,0
2018-01-27,125,11,Winter,Yes,105,-15.1,49,1.1,1401,0.2,0,0.3,0,0,0
2018-01-27,145,12,Winter,Yes,96,-12.3,35,0.6,1497,0.6,0,0.3,1,0,0
2018-01-27,189,13,Winter,Yes,125,-9.6,33,1.1,1748,0.9,0,0.3,1,0,0
2018-01-27,193,14,Winter,Yes,145,-7.7,32,2.5,1763,1.13,0,0.3,1,0,0
2018-01-27,192,15,Winter,Yes,189,-6.6,27,2.1,1889,1.24,0,0.3,1,0,0
2018-01-27,195,16,Winter,Yes,193,-4.1,25,2,1730,1.2,0,0.2,1,0,0
2018-01-27,207,17,Winter,Yes,192,-3.7,26,2.2,1739,1.04,0,0,1,0,0
2018-01-27,162,18,Winter,Yes,195,-3.7,25,2.6,1839,0.74,0,0,1,0,0
2018-01-27,122,19,Winter,Yes,207,-4.6,26,1.9,2000,0.39,0,0,1,0,0
2018-01-27,117,20,Winter,Yes,162,-6.6,31,3,1988,0.06,0,0,1,0,0
2018-01-27,103,21,Winter,Yes,122,-7.1,33,2,1887,0,0,0,1,0,0
2018-01-27,114,22,Winter,Yes,117,-7.6,36,1.7,1858,0,0,0,1,0,0
2018-01-27,103,23,Winter,Yes,103,-7.9,35,2.6,1878,0,0,0,1,0,0
2018-01-28,125,0,Winter,Yes,114,-7.8,43,2.3,1804,0,0,0,0,0,0
2018-01-28,103,1,Winter,Yes,103,-7.6,42,1.2,1760,0,0,0,0,0,0
2018-01-28,72,2,Winter,Yes,125,-7.5,36,2.3,1972,0,0,0,1,0,0
2018-01-28,67,3,Winter,Yes,103,-7.5,45,2.4,1853,0,0,0,0,0,0
2018-01-28,38,4,Winter,Yes,72,-7.8,51,1.9,1627,0,0,0,0,0,0
2018-01-28,21,5,Winter,Yes,67,-7.7,49,1.8,1573,0,0,0,0,0,0
2018-01-28,30,6,Winter,Yes,38,-7.6,37,1.6,1966,0,0,0,1,0,0
2018-01-28,42,7,Winter,Yes,21,-7.5,33,1.5,2000,0,0,0,1,0,0
2018-01-28,72,8,Winter,Yes,30,-7.8,35,1.9,2000,0,0,0,1,0,0
2018-01-28,104,9,Winter,Yes,42,-8,39,1.9,2000,0,0,0,1,0,0
2018-01-28,111,10,Winter,Yes,72,-8.1,43,1.7,1943,0,0,0,0,0,0
2018-01-28,145,11,Winter,Yes,104,-7.8,41,1.8,1923,0.17,0,0,0,0,0
2018-01-28,189,12,Winter,Yes,111,-5.9,35,1.9,1940,0.53,0,0,1,0,0
2018-01-28,206,13,Winter,Yes,145,-4.6,27,2.6,1887,0.85,0,0,1,0,0
2018-01-28,225,14,Winter,Yes,189,-3.5,26,2.5,1756,1.07,0,0,1,0,0
2018-01-28,217,15,Winter,Yes,206,-2.4,22,2.5,1866,1.16,0,0,1,0,0
2018-01-28,187,16,Winter,Yes,225,-1.5,20,3,1992,1.09,0,0,1,0,0
2018-01-28,178,17,Winter,Yes,217,-1.9,23,4.3,2000,0.7,0,0,1,0,0
2018-01-28,157,18,Winter,Yes,187,-2.1,27,4,2000,0.52,0,0,1,0,0
2018-01-28,134,19,Winter,Yes,178,-3.8,32,5.2,2000,0.25,0,0,1,0,0
2018-01-28,113,20,Winter,Yes,157,-4.9,35,3.7,2000,0.04,0,0,1,0,0
2018-01-28,106,21,Winter,Yes,134,-6,31,3.6,2000,0,0,0,1,0,0
2018-01-28,105,22,Winter,Yes,113,-7,30,2.8,2000,0,0,0,1,0,0
2018-01-28,81,23,Winter,Yes,106,-7.3,34,3.5,2000,0,0,0,1,0,0
2018-01-29,80,0,Winter,Yes,105,-7.9,40,2.5,1997,0,0,0,1,0,0
2018-01-29,62,1,Winter,Yes,81,-8.7,42,2.1,1981,0,0,0,0,0,0
2018-01-29,49,2,Winter,Yes,80,-9.3,45,0.7,1976,0,0,0,0,1,0
2018-01-29,27,3,Winter,Yes,62,-9.8,47,1.3,1934,0,0,0,0,1,0
2018-01-29,26,4,Winter,Yes,49,-10.2,47,0.9,1808,0,0,0,0,1,0
2018-01-29,50,5,Winter,Yes,27,-9.8,43,2.8,1963,0,0,0,0,1,0
2018-01-29,94,6,Winter,Yes,26,-9.9,45,2.5,1967,0,0,0,0,1,0
2018-01-29,231,7,Winter,Yes,50,-10.4,47,1,1921,0,0,0,0,1,1
2018-01-29,450,8,Winter,Yes,94,-10.9,43,1,1967,0,0,0,0,1,1
2018-01-29,217,9,Winter,Yes,231,-11.1,37,1.6,2000,0,0,0,1,1,0
2018-01-29,135,10,Winter,Yes,450,-11.5,38,1,1998,0.01,0,0,1,1,0
2018-01-29,166,11,Winter,Yes,217,-10.8,34,2.9,1975,0.17,0,0,1,1,0
2018-01-29,186,12,Winter,Yes,135,-9.5,28,3.7,1893,0.59,0,0,1,1,0
2018-01-29,166,13,Winter,Yes,166,-8.1,24,3.6,1761,0.91,0,0,1,1,0
2018-01-29,168,14,Winter,Yes,186,-7.3,23,3.8,1903,1.17,0,0,1,1,0
2018-01-29,177,15,Winter,Yes,166,-6.9,23,4.6,1963,1.28,0,0,1,1,0
2018-01-29,195,16,Winter,Yes,168,-5.7,23,4.5,1956,1.25,0,0,1,1,0
2018-01-29,239,17,Winter,Yes,177,-5.2,27,4.5,1927,1.06,0,0,1,1,1
2018-01-29,438,18,Winter,Yes,195,-5.5,28,4.3,1926,0.78,0,0,1,1,1
2018-01-29,282,19,Winter,Yes,239,-5.7,30,3.6,1978,0.4,0,0,1,1,1
2018-01-29,197,20,Winter,Yes,438,-6.6,34,2.5,2000,0.06,0,0,1,1,0
2018-01-29,182,21,Winter,Yes,282,-7.1,40,3.2,2000,0,0,0,1,1,0
2018-01-29,172,22,Winter,Yes,197,-7.4,41,3.8,2000,0,0,0,0,1,0
2018-01-29,99,23,Winter,Yes,182,-7.7,42,2.9,1905,0,0,0,0,1,0
2018-01-30,108,0,Winter,Yes,172,-8.8,40,3,1985,0,0,0,1,1,0
2018-01-30,129,1,Winter,Yes,99,-9.4,41,1.6,2000,0,0,0,0,1,0
2018-01-30,84,2,Winter,Yes,108,-10,34,1.1,2000,0,0,0,1,1,0
2018-01-30,54,3,Winter,Yes,129,-10.4,37,0.3,2000,0,0,0,1,1,0
2018-01-30,33,4,Winter,Yes,84,-10.6,40,1,2000,0,0,0,1,1,0
2018-01-30,47,5,Winter,Yes,54,-10.7,42,1.4,2000,0,0,0,0,1,0
2018-01-30,94,6,Winter,Yes,33,-11.1,50,1.2,1986,0,0,0,0,1,0
2018-01-30,214,7,Winter,Yes,47,-11.3,53,1.6,1979,0,0,0,0,1,1
2018-01-30,491,8,Winter,Yes,94,-11.2,53,0.9,2000,0,0,0,0,1,1
2018-01-30,254,9,Winter,Yes,214,-11.3,57,0.9,1984,0,0,0,0,1,0
2018-01-30,170,10,Winter,Yes,491,-11.1,61,0.7,1963,0.01,0,0,0,1,0
2018-01-30,220,11,Winter,Yes,254,-9.9,49,0.8,1624,0.2,0,0,0,1,0
2018-01-30,253,12,Winter,Yes,170,-7.5,42,0.9,1705,0.55,0,0,0,1,0
2018-01-30,225,13,Winter,Yes,220,-4.5,29,1.3,1912,0.79,0,0,1,1,0
2018-01-30,238,14,Winter,Yes,253,-3.2,32,2.7,1900,1.01,0,0,1,1,0
2018-01-30,173,15,Winter,Yes,225,-1.3,35,2,1893,1.18,0,0,1,1,0
2018-01-30,94,16,Winter,Yes,238,-1.1,46,2.1,1437,0.72,0,0,0,1,0
2018-01-30,53,17,Winter,Yes,173,-1.6,55,2.5,1891,0.64,0,0,0,1,1
2018-01-30,100,18,Winter,Yes,94,-2.2,76,1.7,233,0.25,0,0,0,1,1
2018-01-30,59,19,Winter,Yes,53,-2.4,85,0.3,174,0.06,0,0.6,0,1,1
2018-01-30,72,20,Winter,Yes,100,-2.3,91,0.4,202,0,1.4,2,0,1,0
2018-01-30,60,21,Winter,Yes,59,-1.7,91,1.1,167,0,0,3,0,1,0
2018-01-30,73,22,Winter,Yes,72,-1.5,91,1.7,270,0,0,3.3,0,1,0
2018-01-30,62,23,Winter,Yes,60,-1.6,91,1.3,508,0,1.5,3.5,0,1,0
2018-01-31,69,0,Winter,Yes,73,-1.7,85,1.2,1006,0,0,3.5,0,1,0
2018-01-31,96,1,Winter,Yes,62,-1.7,83,1,1093,0,0,3.5,0,1,0
2018-01-31,60,2,Winter,Yes,69,-1.7,83,0.8,1113,0,0,3.5,0,1,0
2018-01-31,47,3,Winter,Yes,96,-1.6,81,1.1,1141,0,0,3.5,0,1,0
2018-01-31,34,4,Winter,Yes,60,-1.6,80,1.4,1097,0,0,3.5,0,1,0
2018-01-31,34,5,Winter,Yes,47,-2.2,83,1,977,0,0,3.5,0,1,0
2018-01-31,63,6,Winter,Yes,34,-2.4,82,1.5,877,0,0,3.5,0,1,0
2018-01-31,124,7,Winter,Yes,34,-2.8,83,0.6,946,0,0,3.5,0,1,1
2018-01-31,273,8,Winter,Yes,63,-3.1,80,0.7,1215,0,0,3.5,0,1,1
2018-01-31,137,9,Winter,Yes,124,-3.5,83,1.6,953,0,0,3.5,0,1,0
2018-01-31,102,10,Winter,Yes,273,-3.6,83,1.7,915,0,0,3.5,0,1,0
2018-01-31,144,11,Winter,Yes,137,-3.3,77,1.2,916,0.1,0,3.4,0,1,0
2018-01-31,160,12,Winter,Yes,102,-2.3,63,1.7,1286,0.22,0,3.2,0,1,0
2018-01-31,171,13,Winter,Yes,144,-1.5,46,2.5,1906,0.56,0,3,0,1,0
2018-01-31,156,14,Winter,Yes,160,-1,35,2.7,1921,0.64,0,3,1,1,0
2018-01-31,214,15,Winter,Yes,171,-0.8,39,2.6,1853,0.54,0,2.8,1,1,0
2018-01-31,216,16,Winter,Yes,156,-0.7,33,2.7,1984,0.56,0,2.5,1,1,0
2018-01-31,279,17,Winter,Yes,214,-0.5,30,2.3,1997,0.45,0,2.2,1,1,1
2018-01-31,403,18,Winter,Yes,216,-0.1,29,1.6,2000,0.5,0,1.8,1,1,1
2018-01-31,270,19,Winter,Yes,279,-0.9,34,2.8,2000,0.28,0,1.8,1,1,1
2018-01-31,229,20,Winter,Yes,403,-1.8,35,2.1,2000,0.05,0,1.6,1,1,0
2018-01-31,229,21,Winter,Yes,270,-2.2,36,2.2,2000,0,0,1.6,1,1,0
2018-01-31,188,22,Winter,Yes,229,-2.6,36,3.1,2000,0,0,1.6,1,1,0
2018-01-31,132,23,Winter,Yes,229,-3.4,40,0.9,2000,0,0,1.6,1,1,0
2018-02-01,122,0,Winter,Yes,188,-4.2,48,1,2000,0,0,1.6,0,1,0
2018-02-01,149,1,Winter,Yes,132,-4.7,53,1.3,2000,0,0,1.6,0,1,0
2018-02-01,103,2,Winter,Yes,122,-5.2,56,1.4,1996,0,0,1.6,0,1,0
2018-02-01,81,3,Winter,Yes,149,-5.4,54,1.7,1996,0,0,1.6,0,1,0
2018-02-01,37,4,Winter,Yes,103,-5.5,53,2.1,1980,0,0,1.6,0,1,0
2018-02-01,51,5,Winter,Yes,81,-6.2,57,1.6,1874,0,0,1.6,0,1,0
2018-02-01,95,6,Winter,Yes,37,-7.1,56,1.8,1841,0,0,1.6,0,1,0
2018-02-01,244,7,Winter,Yes,51,-7.8,65,2.3,1737,0,0,1.6,0,1,1
2018-02-01,459,8,Winter,Yes,95,-8.1,59,0.7,1915,0,0,1.6,0,1,1
2018-02-01,259,9,Winter,Yes,244,-8.7,64,0.5,1972,0,0,1.6,0,1,0
2018-02-01,168,10,Winter,Yes,459,-8.6,59,1,1948,0.01,0,1.6,0,1,0
2018-02-01,194,11,Winter,Yes,259,-7.9,50,0.6,1805,0.23,0,1.6,0,1,0
2018-02-01,240,12,Winter,Yes,168,-5,41,0.5,1799,0.64,0,1.5,0,1,0
2018-02-01,233,13,Winter,Yes,194,-2.6,33,1.5,1830,0.95,0,1.4,1,1,0
2018-02-01,256,14,Winter,Yes,240,-1.1,31,1.3,1869,1.2,0,1.3,1,1,0
2018-02-01,293,15,Winter,Yes,233,0.3,28,3.1,1988,1.3,0,1,1,1,0
2018-02-01,268,16,Winter,Yes,256,0.8,23,3.2,2000,1.29,0,0.5,1,1,0
2018-02-01,341,17,Winter,Yes,293,0.7,25,3,1987,1.12,0,0,1,1,1
2018-02-01,542,18,Winter,Yes,268,1.1,26,2.1,1957,0.82,0,0,1,1,1
