Attrition,Age,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
0,34,Sales,21,4,621,4,Male,4,Single,5337,1,No,12,0,10,3,3,10
1,41,Research & Development,5,2,1210,1,Male,1,Divorced,2107,6,No,17,1,5,2,1,1
0,30,Sales,27,5,747,3,Male,4,Divorced,5304,7,No,23,1,10,2,2,8
1,34,Research & Development,16,4,1905,4,Male,1,Married,2307,1,Yes,23,1,5,2,3,5
0,57,Sales,29,3,568,1,Male,4,Divorced,14118,3,No,12,1,32,3,2,1
1,31,Sales,2,3,1379,3,Female,4,Single,2785,7,No,14,0,3,3,4,1
0,37,Research & Development,7,4,1885,4,Male,1,Married,4284,5,Yes,22,1,16,2,3,5
1,28,Research & Development,2,4,440,1,Male,4,Married,3464,5,Yes,13,0,5,4,2,3
0,38,Research & Development,7,3,1382,4,Male,3,Divorced,2610,1,No,11,3,4,2,3,4
0,29,Research & Development,23,3,495,4,Male,4,Single,2201,9,No,16,0,6,4,3,3
0,28,Sales,5,4,916,1,Male,4,Single,4908,1,No,14,0,4,3,3,4
0,42,Sales,4,4,1171,2,Male,1,Single,5155,7,No,13,0,9,3,4,6
0,29,Research & Development,8,1,1544,3,Female,1,Married,9715,3,No,13,1,9,3,3,7
0,38,Research & Development,9,2,245,3,Female,4,Single,2288,1,No,12,0,2,3,3,2
0,56,Research & Development,4,4,1191,4,Female,1,Divorced,19943,4,No,13,1,28,2,3,5
0,31,Sales,2,1,604,2,Male,4,Single,6582,4,Yes,13,0,10,2,4,6
0,34,Research & Development,1,2,649,2,Male,4,Married,3622,1,Yes,13,1,6,3,3,6
0,35,Sales,16,3,406,3,Male,2,Married,8020,0,No,15,2,12,3,2,11
0,35,Research & Development,8,4,1630,3,Female,3,Married,4148,1,No,12,1,15,5,3,14
0,35,Research & Development,16,2,1886,4,Female,2,Married,4788,0,Yes,11,0,4,2,3,3
1,40,Research & Development,7,3,1649,1,Male,1,Single,2166,3,Yes,14,0,10,3,1,4
0,41,Sales,3,3,2037,3,Male,2,Divorced,8938,2,No,11,1,14,5,3,5
0,37,Research & Development,5,2,460,4,Male,4,Divorced,6347,7,No,16,2,8,2,2,6
1,31,Sales,6,4,163,2,Male,3,Married,6172,4,Yes,18,0,12,3,2,7
0,25,Sales,4,1,885,3,Male,1,Married,4256,1,No,12,0,5,1,4,5
0,40,Sales,1,2,453,2,Male,4,Married,7457,2,Yes,22,3,6,2,2,4
0,34,Sales,10,3,1774,4,Male,3,Divorced,4001,1,Yes,14,1,15,3,3,15
0,27,Research & Development,9,3,218,4,Male,2,Divorced,2024,6,No,18,1,6,1,1,2
0,38,Research & Development,23,3,12,4,Male,3,Single,9526,0,No,21,0,10,2,3,9
0,36,Research & Development,9,4,1949,1,Male,2,Married,2810,1,No,22,0,5,3,3,5
1,33,Sales,16,3,1758,1,Female,1,Single,8564,2,Yes,20,0,11,2,2,0
0,30,Research & Development,3,3,680,3,Female,3,Divorced,2083,1,No,20,1,1,2,3,1
0,58,Research & Development,23,4,1308,1,Male,3,Divorced,2372,1,No,12,2,2,3,3,2
0,39,Research & Development,8,1,602,3,Female,3,Married,3755,1,No,11,1,8,3,3,8
0,30,Research & Development,24,1,11,4,Male,3,Divorced,2693,1,No,22,1,1,2,3,1
0,48,Sales,2,1,712,2,Male,2,Married,8120,3,No,12,0,12,3,3,2
0,38,Research & Development,10,3,2015,2,Female,3,Married,13206,3,No,12,1,20,3,3,18
0,38,Sales,2,2,1355,2,Female,1,Divorced,6893,3,No,15,1,11,3,3,7
1,28,Research & Development,2,4,364,1,Male,3,Single,3485,2,No,11,0,5,5,1,0
0,25,Sales,4,2,527,2,Female,4,Single,4487,1,Yes,11,0,5,3,3,5
0,37,Sales,1,4,1700,3,Male,4,Divorced,9525,1,No,14,2,6,2,2,6
0,53,Sales,2,3,1050,3,Female,2,Married,7525,2,No,12,1,30,2,3,15
0,38,Research & Development,1,3,743,3,Female,3,Single,7861,4,Yes,14,0,10,4,4,1
0,31,Research & Development,9,1,581,3,Male,2,Divorced,10648,1,No,25,1,13,6,4,13
0,28,Research & Development,2,3,1296,4,Male,4,Married,3867,1,Yes,12,1,2,2,3,2
0,30,Research & Development,2,3,833,3,Female,4,Single,6877,5,Yes,24,0,12,4,2,0
0,43,Research & Development,9,3,1813,1,Male,3,Single,2438,4,No,13,0,7,2,2,3
0,48,Research & Development,1,4,664,4,Female,1,Married,15402,7,No,11,1,21,3,1,3
0,41,Research & Development,10,3,199,4,Male,1,Divorced,17181,4,No,13,1,21,2,2,7
1,26,Research & Development,3,1,510,3,Male,1,Single,3102,0,No,22,0,7,2,3,6
0,28,Sales,7,3,1507,3,Male,1,Single,4898,0,No,14,0,5,5,3,4
0,36,Research & Development,24,4,419,2,Female,2,Married,5674,7,No,15,1,11,3,3,9
0,27,Research & Development,8,5,1094,1,Male,3,Married,4621,1,No,19,3,3,4,3,3
0,43,Sales,26,2,158,3,Male,4,Married,16959,1,Yes,12,2,25,3,4,25
0,41,Research & Development,9,4,1772,3,Male,1,Divorced,2289,1,No,20,2,5,2,3,5
0,24,Sales,10,4,507,4,Female,3,Divorced,4260,1,Yes,12,1,5,2,4,5
0,35,Research & Development,8,1,63,4,Male,4,Married,2269,1,No,19,0,1,2,3,1
0,54,Sales,3,3,303,4,Female,1,Married,5940,2,No,14,1,16,4,3,6
0,31,Sales,2,2,1996,1,Male,3,Married,3067,0,No,19,1,3,1,3,2
0,40,Research & Development,2,3,1346,3,Male,4,Single,4661,1,No,13,0,9,4,3,9
1,19,Sales,22,1,167,4,Male,3,Single,1675,1,Yes,19,0,0,2,2,0
0,47,Research & Development,2,2,574,1,Female,4,Divorced,5070,5,No,13,3,20,2,3,5
0,33,Sales,1,3,855,1,Male,1,Divorced,4037,1,No,22,1,9,5,3,9
0,36,Research & Development,3,3,1257,3,Male,2,Married,3692,1,No,12,0,12,2,2,11
0,27,Sales,2,2,1898,1,Female,3,Single,6500,0,No,14,0,9,5,2,8
0,26,Research & Development,3,3,1581,1,Female,4,Married,2061,1,No,21,0,1,5,3,1
0,29,Sales,20,3,974,3,Female,4,Married,2157,1,No,15,1,3,5,3,3
0,32,Research & Development,24,4,772,1,Male,4,Married,5309,1,No,15,2,10,2,3,10
0,52,Research & Development,3,3,543,4,Male,3,Married,7969,2,Yes,14,0,28,4,3,5
1,29,Research & Development,14,1,1421,3,Female,4,Single,7553,0,Yes,12,0,9,1,3,8
1,35,Research & Development,14,4,1010,3,Male,2,Divorced,3743,1,Yes,24,1,5,2,1,4
0,55,Research & Development,1,3,374,4,Male,1,Single,19045,0,Yes,14,0,37,2,3,36
0,48,Research & Development,22,3,1900,4,Female,4,Divorced,17174,3,No,11,1,24,3,3,22
0,40,Research & Development,26,2,1180,3,Female,4,Married,4422,3,Yes,13,1,16,3,1,1
0,37,Research & Development,11,3,306,2,Male,4,Divorced,12185,1,Yes,14,3,10,1,3,10
1,25,Sales,24,1,1273,3,Male,4,Single,1118,1,Yes,14,0,1,4,3,1
0,37,Research & Development,6,3,474,3,Male,1,Divorced,5974,4,Yes,13,2,13,2,3,7
0,32,Research & Development,3,2,727,3,Female,4,Single,11159,3,No,15,0,10,6,3,7
0,33,Research & Development,6,3,692,3,Male,4,Divorced,7725,3,No,23,1,15,2,1,13
0,31,Research & Development,24,1,1736,4,Female,4,Single,5238,2,No,20,0,9,3,2,5
0,29,Research & Development,2,1,1513,4,Female,2,Married,3180,0,No,13,3,4,3,3,3
0,34,Research & Development,3,4,1115,3,Male,4,Married,2979,3,No,17,3,6,2,3,0
0,32,Research & Development,5,2,21,1,Male,2,Divorced,3298,0,Yes,12,2,7,5,2,6
0,35,Research & Development,1,4,1172,4,Male,3,Married,2258,6,No,12,1,10,2,3,8
0,52,Research & Development,4,2,546,4,Female,4,Married,16555,2,No,13,0,31,2,1,5
0,41,Sales,23,2,1678,4,Male,3,Single,7082,3,Yes,16,0,21,2,3,2
0,32,Sales,2,1,1190,3,Female,1,Divorced,2827,1,No,12,3,1,3,3,1
0,47,Sales,14,4,728,4,Male,1,Single,4960,2,No,12,0,20,2,3,7
0,43,Sales,15,3,754,4,Male,4,Married,6804,3,No,18,1,7,5,3,2
0,36,Sales,1,5,479,4,Female,4,Single,6653,4,No,15,0,7,6,3,1
1,29,Research & Development,25,5,565,3,Female,2,Married,2546,5,No,16,0,6,2,4,2
0,26,Research & Development,1,2,1083,1,Male,1,Married,3955,1,No,16,2,6,2,3,5
1,29,Sales,9,3,1752,2,Female,2,Single,2760,1,No,13,0,2,3,3,2
0,33,Human Resources,3,2,910,4,Male,2,Divorced,2277,3,Yes,11,1,7,4,4,4
0,45,Research & Development,7,4,341,1,Male,3,Married,6434,4,No,17,1,9,1,3,3
0,37,Research & Development,25,2,1161,3,Female,4,Divorced,5731,7,No,13,2,9,2,3,6
1,29,Research & Development,1,3,300,3,Male,3,Single,2058,0,No,14,0,7,1,2,6
0,37,Research & Development,10,2,715,4,Male,4,Single,4680,3,No,17,0,4,2,3,1
0,34,Research & Development,5,2,1696,2,Male,4,Married,3986,1,No,14,1,15,3,4,15
0,44,Research & Development,29,4,1225,4,Male,4,Single,4541,1,No,25,0,20,3,3,20
0,25,Research & Development,7,1,143,4,Male,4,Married,2889,1,No,11,2,2,2,3,2
0,38,Research & Development,2,5,773,4,Male,3,Married,3057,6,Yes,13,1,6,0,1,1
0,34,Research & Development,3,3,1658,4,Female,2,Divorced,5433,1,No,12,1,11,2,3,11
0,34,Research & Development,26,1,1374,1,Female,3,Divorced,2029,1,No,20,3,5,2,3,5
0,33,Research & Development,5,4,428,4,Female,2,Married,11878,6,No,11,2,12,2,3,10
1,43,Sales,9,3,1188,1,Female,3,Single,5346,8,No,13,0,7,2,2,4
0,60,Research & Development,7,3,549,1,Female,1,Married,19566,5,No,11,0,33,5,1,29
0,49,Research & Development,20,4,170,3,Female,1,Married,6567,1,No,14,0,16,2,2,15
0,40,Research & Development,9,4,1166,2,Female,3,Single,13499,9,No,17,0,20,3,2,18
0,40,Research & Development,2,3,1474,3,Male,3,Divorced,2345,2,No,14,1,8,3,4,3
1,30,Research & Development,22,3,1004,1,Female,3,Married,2132,4,Yes,11,0,7,2,3,5
0,42,Research & Development,28,4,551,4,Female,4,Married,4523,0,No,11,3,7,4,4,6
0,26,Research & Development,6,3,1918,3,Male,4,Married,2544,0,No,18,1,8,3,3,7
0,39,Research & Development,1,1,1026,4,Female,4,Married,12742,1,No,16,1,21,3,3,21
0,33,Research & Development,14,3,252,4,Female,2,Married,2756,1,No,13,1,8,5,3,8
1,30,Sales,26,4,299,3,Female,1,Single,6696,5,No,15,0,9,5,2,6
0,31,Sales,20,3,1135,3,Male,4,Married,2791,0,No,12,1,3,4,3,2
0,55,Research & Development,2,1,1096,4,Male,2,Married,10976,3,No,18,1,23,4,3,3
1,31,Research & Development,29,2,355,3,Male,2,Single,3479,0,No,11,0,6,2,4,5
0,55,Research & Development,22,3,1694,1,Male,2,Divorced,3537,5,No,12,1,8,1,3,4
0,46,Sales,3,1,1124,1,Male,3,Married,17465,3,No,12,1,23,3,3,12
1,38,Research & Development,29,1,282,2,Male,1,Married,6673,7,Yes,19,0,17,2,3,1
0,53,Sales,2,4,23,1,Female,4,Married,15427,2,No,16,0,31,3,3,25
0,51,Research & Development,6,2,1297,2,Female,3,Single,2838,0,No,14,0,8,6,2,7
0,52,Research & Development,1,2,976,4,Male,4,Married,17099,2,No,15,1,26,2,2,9
0,44,Research & Development,2,3,1703,3,Female,4,Married,7879,1,Yes,19,1,9,2,3,8
0,40,Sales,10,4,954,1,Male,2,Divorced,9705,2,No,12,1,11,2,2,1
1,28,Research & Development,2,2,1504,3,Male,1,Single,2561,7,No,11,0,8,2,2,0
0,31,Research & Development,20,3,1881,2,Male,3,Divorced,4197,1,No,11,1,10,2,3,10
0,40,Research & Development,2,3,521,2,Female,3,Married,3448,6,No,22,1,20,3,3,1
0,36,Research & Development,6,4,1221,3,Male,3,Divorced,2741,1,No,14,1,7,4,3,7
0,41,Sales,10,2,599,4,Male,4,Single,6230,7,No,14,0,16,3,3,14
1,35,Research & Development,23,2,261,2,Male,3,Married,5916,3,Yes,13,0,8,1,3,1
1,56,Research & Development,24,2,1907,1,Male,4,Single,2587,1,No,16,0,5,3,3,4
1,38,Research & Development,2,3,1573,3,Male,2,Married,4855,4,No,11,2,7,2,3,5
1,18,Research & Development,3,3,405,3,Male,3,Single,1420,1,No,13,0,0,2,3,0
0,22,Research & Development,2,1,169,3,Male,4,Married,2523,0,No,14,1,3,2,3,2
0,54,Research & Development,17,3,1013,3,Female,3,Married,10739,8,No,11,1,22,2,3,10
0,35,Research & Development,6,4,691,2,Male,4,Single,6646,1,No,13,0,17,3,3,17
0,35,Research & Development,5,4,464,3,Male,2,Single,8095,0,No,13,0,17,5,3,16
0,36,Human Resources,13,3,829,3,Male,2,Married,2143,4,No,13,1,8,2,3,5
1,46,Sales,9,3,1457,1,Male,4,Divorced,10096,4,No,11,1,28,1,4,7
0,32,Sales,9,2,195,4,Male,4,Divorced,4668,0,No,17,3,9,2,4,8
0,32,Research & Development,1,1,134,4,Male,1,Single,2956,1,No,13,0,1,2,3,1
0,29,Research & Development,1,3,1264,4,Female,4,Divorced,16124,3,No,14,2,9,2,2,7
0,35,Sales,8,2,1243,3,Female,4,Married,10377,4,Yes,11,1,16,6,2,13
0,30,Sales,12,3,533,2,Female,3,Single,6577,0,No,11,0,6,6,3,5
0,47,Sales,14,3,1503,3,Female,3,Married,4591,3,Yes,17,1,11,4,2,5
0,38,Sales,16,3,1583,2,Female,2,Single,4198,2,No,12,0,8,5,4,3
0,31,Research & Development,1,1,1011,3,Female,1,Married,4148,1,No,12,1,4,1,3,4
0,26,Research & Development,23,3,560,1,Female,4,Divorced,2886,1,No,22,2,3,3,1,3
0,27,Research & Development,17,3,233,3,Male,2,Married,3058,0,Yes,16,1,6,3,2,5
0,26,Research & Development,2,1,1407,1,Male,4,Single,3904,0,No,12,0,5,2,3,4
1,24,Human Resources,22,1,1714,4,Male,3,Married,1555,1,No,11,1,1,2,3,1
1,22,Research & Development,7,1,1878,4,Male,2,Single,2472,1,Yes,23,0,1,2,3,1
0,37,Research & Development,21,3,267,2,Male,1,Married,3564,1,Yes,12,1,8,3,2,8
0,27,Sales,8,4,458,2,Female,2,Married,6214,1,No,18,1,8,3,3,8
0,29,Research & Development,7,1,912,1,Female,4,Divorced,2532,6,No,14,3,8,5,3,4
0,43,Sales,25,3,1076,3,Male,4,Divorced,10798,5,No,13,1,18,5,3,1
1,55,Sales,13,4,1372,1,Male,3,Single,13695,6,Yes,17,0,24,2,2,19
1,33,Research & Development,29,4,1101,1,Female,3,Single,4508,1,No,22,0,14,4,3,13
0,53,Research & Development,7,3,730,3,Male,3,Married,14814,3,No,19,0,32,3,3,5
0,56,Research & Development,9,3,762,3,Male,4,Married,11103,7,No,11,0,30,1,2,10
0,58,Sales,21,3,1938,4,Female,4,Married,17875,4,Yes,13,1,29,2,2,1
1,51,Research & Development,8,4,179,1,Male,4,Single,10650,2,No,15,0,18,2,3,4
0,39,Human Resources,3,3,760,3,Female,2,Married,6389,9,No,15,1,12,3,1,8
1,36,Research & Development,9,3,90,4,Male,3,Married,3388,0,Yes,17,1,2,0,2,1
0,41,Research & Development,28,4,2034,1,Female,2,Married,13570,0,No,23,1,21,3,3,20
0,50,Sales,12,3,174,3,Female,4,Single,9208,4,No,11,0,16,3,3,2
0,31,Research & Development,7,4,76,4,Male,4,Divorced,5915,3,No,22,1,10,3,2,7
0,40,Research & Development,10,4,483,4,Female,3,Married,2213,3,Yes,13,1,10,3,3,7
1,42,Research & Development,19,3,752,3,Male,3,Divorced,2759,6,Yes,12,0,7,2,3,2
0,36,Sales,17,2,1908,3,Male,2,Married,5507,2,No,16,2,12,1,1,4
0,29,Sales,10,3,749,3,Male,3,Single,2642,1,No,11,0,1,6,3,1
0,41,Sales,2,4,410,4,Male,2,Single,16015,1,No,19,0,22,2,3,22
0,42,Human Resources,2,5,1231,4,Male,1,Married,6272,7,No,16,1,10,3,4,4
0,50,Research & Development,7,2,80,2,Female,3,Divorced,18740,5,Yes,12,1,29,2,2,27
0,37,Research & Development,1,3,623,2,Female,4,Single,7491,4,No,17,0,12,3,4,6
0,35,Research & Development,18,5,1621,2,Male,1,Married,5208,1,No,11,0,16,2,3,16
0,58,Sales,2,3,1824,2,Male,2,Divorced,16291,4,No,22,1,37,0,2,16
0,29,Research & Development,27,3,793,2,Female,3,Married,4335,4,No,12,1,11,3,2,8
0,27,Sales,23,1,1864,2,Female,3,Married,3540,1,No,21,1,9,5,3,9
0,43,Research & Development,11,3,1971,1,Male,3,Married,7510,1,No,17,1,10,1,3,10
0,25,Sales,8,2,2018,1,Female,3,Divorced,4907,0,Yes,22,1,6,3,2,5
0,37,Sales,4,4,311,1,Male,4,Divorced,2793,4,No,17,1,13,2,3,9
0,47,Sales,3,3,746,4,Female,3,Divorced,13770,9,Yes,12,2,28,2,2,22
0,35,Sales,17,4,1218,3,Male,1,Married,8966,3,Yes,15,3,15,2,3,7
1,35,Sales,15,2,1645,1,Male,4,Divorced,5440,6,Yes,14,2,7,2,2,2
0,34,Research & Development,6,4,138,1,Female,3,Single,4809,1,No,14,0,16,3,3,16
1,40,Sales,24,3,986,2,Female,2,Single,13194,4,Yes,16,0,22,2,2,1
0,30,Research & Development,18,3,194,1,Female,3,Single,2632,1,No,14,0,5,4,2,5
0,40,Sales,28,3,615,3,Male,1,Divorced,10932,3,No,15,1,20,2,3,1
1,30,Sales,12,4,648,2,Male,1,Married,2033,1,No,18,1,1,2,4,1
1,52,Sales,2,1,1038,1,Female,4,Married,19845,1,No,15,1,33,3,3,32
0,54,Research & Development,1,3,1422,4,Female,4,Single,17328,6,No,19,0,29,3,2,20
0,29,Research & Development,7,3,1883,4,Male,1,Single,2062,3,No,14,0,11,2,3,3
0,38,Research & Development,8,3,1937,4,Female,2,Divorced,2133,1,Yes,16,1,20,3,3,20
0,26,Research & Development,1,3,384,3,Female,2,Divorced,6397,1,No,20,1,6,6,1,6
1,26,Research & Development,2,3,1053,1,Male,1,Married,2042,6,Yes,14,1,6,2,3,3
0,42,Sales,26,3,404,3,Female,2,Married,13525,5,No,14,1,23,2,4,20
0,34,Research & Development,1,4,1580,2,Male,4,Married,5484,9,No,17,1,9,3,2,2
0,48,Research & Development,2,2,1258,4,Male,2,Single,2559,5,No,11,0,7,4,2,1
0,33,Research & Development,21,3,1698,2,Male,2,Married,2028,1,No,18,3,14,6,3,14
0,31,Sales,5,3,399,4,Female,2,Divorced,2789,1,No,11,1,2,5,2,2
0,48,Research & Development,4,4,1024,3,Male,3,Single,10999,7,No,14,0,27,3,3,15
1,55,Sales,2,1,842,3,Male,4,Single,5160,4,No,16,0,12,3,2,9
0,40,Research & Development,9,4,964,4,Male,2,Divorced,3617,8,Yes,14,1,3,2,3,1
0,45,Research & Development,29,3,1465,2,Male,4,Married,9380,4,Yes,18,2,10,4,4,3
0,31,Research & Development,26,1,16,1,Male,3,Divorced,2911,1,No,17,1,5,1,2,5
0,50,Research & Development,2,3,1215,4,Female,1,Married,17856,2,No,22,1,32,3,3,2
0,36,Research & Development,8,3,742,1,Female,1,Married,11713,9,No,14,1,10,2,3,8
0,50,Research & Development,11,3,226,3,Female,2,Single,19926,3,No,15,0,21,5,3,5
0,36,Research & Development,3,3,397,3,Male,2,Single,4485,4,No,12,0,10,2,3,8
1,55,Research & Development,2,3,787,4,Male,1,Married,19859,5,Yes,13,1,24,2,3,5
0,35,Research & Development,1,3,1564,4,Male,1,Single,2450,1,No,19,0,3,3,3,3
0,34,Sales,1,3,1535,4,Male,3,Married,7083,1,Yes,14,0,10,3,3,10
0,40,Research & Development,1,4,2012,1,Male,4,Married,2406,8,No,19,2,8,3,2,1
0,48,Research & Development,4,3,1363,4,Male,4,Single,7898,1,No,11,0,11,2,3,10
1,24,Research & Development,7,3,647,1,Female,3,Married,2886,1,Yes,16,1,6,4,3,6
0,35,Sales,18,4,1945,2,Male,1,Married,5561,0,No,16,1,6,2,1,5
0,30,Sales,2,1,508,3,Male,2,Married,2476,1,No,18,1,1,3,3,1
0,36,Sales,7,3,1362,1,Female,1,Married,4639,2,No,16,1,17,2,2,15
1,48,Research & Development,1,2,64,1,Male,3,Single,5381,9,Yes,13,0,23,2,3,1
0,46,Research & Development,1,4,288,4,Male,1,Divorced,9396,7,No,16,1,17,3,3,4
0,29,Sales,5,3,1669,1,Male,2,Divorced,4187,1,Yes,13,1,10,3,2,10
0,39,Research & Development,2,4,343,3,Female,3,Single,10938,0,No,25,0,20,1,3,19
0,33,Sales,2,3,1756,4,Female,2,Single,5147,8,No,15,0,13,2,2,11
1,20,Sales,9,3,1077,4,Female,4,Single,2323,1,Yes,14,0,2,3,3,2
0,40,Research & Development,11,3,1985,4,Female,3,Married,6323,1,No,11,1,10,2,4,10
0,30,Research & Development,1,3,1241,4,Male,2,Married,3579,0,Yes,21,1,12,2,3,11
0,37,Sales,16,4,868,4,Male,3,Divorced,6334,4,No,19,2,9,2,3,1
0,43,Research & Development,28,3,171,2,Female,3,Single,4739,4,No,12,0,18,2,3,3
0,29,Research & Development,8,1,1150,2,Male,4,Married,5056,1,Yes,15,1,10,2,2,10
0,46,Sales,5,4,62,1,Male,4,Single,5772,4,Yes,21,0,14,4,3,9
0,25,Sales,8,3,707,4,Male,2,Married,4851,0,No,22,1,4,4,3,3
0,32,Sales,8,3,207,2,Female,4,Single,8998,1,No,14,0,9,2,3,9
0,28,Research & Development,1,3,1301,4,Male,1,Single,2080,2,No,11,0,5,2,2,3
0,53,Sales,7,2,862,1,Female,4,Married,10934,7,Yes,18,1,35,3,3,5
0,59,Research & Development,3,3,10,3,Female,1,Married,2670,4,Yes,20,3,12,3,2,1
0,41,Human Resources,1,3,734,4,Male,3,Married,19189,1,No,12,1,22,3,3,22
1,29,Research & Development,1,2,816,2,Female,1,Married,2319,1,Yes,11,1,1,1,3,1
0,32,Sales,26,4,333,3,Male,4,Married,4465,0,No,18,0,4,2,3,3
0,28,Research & Development,15,2,1102,1,Male,3,Divorced,2207,1,No,16,1,4,5,2,4
0,38,Human Resources,10,4,1563,3,Male,3,Married,6077,3,No,11,0,10,2,3,6
0,45,Research & Development,23,2,1002,4,Male,1,Married,3633,1,Yes,15,1,9,2,3,9
1,29,Sales,1,3,896,2,Female,3,Divorced,2800,6,Yes,19,3,5,3,3,3
0,28,Sales,3,3,1875,2,Female,2,Married,2856,1,No,19,1,1,3,3,1
1,18,Research & Development,8,1,1156,3,Male,3,Single,1904,1,No,12,0,0,0,3,0
0,27,Sales,10,3,1403,4,Female,4,Married,5769,1,Yes,11,0,6,3,3,6
0,36,Research & Development,7,3,1659,1,Male,2,Single,2013,2,No,11,0,15,4,3,4
0,34,Research & Development,19,2,18,2,Male,4,Divorced,2661,0,No,11,1,3,2,3,2
0,36,Research & Development,5,4,1651,2,Female,1,Married,8008,4,No,12,2,9,6,3,3
0,42,Research & Development,29,3,836,2,Male,2,Married,4434,1,No,13,1,10,3,2,9
0,42,Research & Development,23,2,1976,4,Male,3,Single,4332,1,No,12,0,20,2,3,20
0,35,Research & Development,7,3,845,3,Male,3,Single,10221,3,No,21,0,17,3,4,8
0,51,Research & Development,7,4,211,2,Male,3,Married,6132,2,No,17,0,10,2,3,1
0,31,Sales,5,4,1673,1,Female,4,Married,5476,1,No,11,2,10,2,3,10
0,51,Research & Development,11,2,1367,4,Female,2,Single,13142,3,No,16,0,29,1,2,5
0,43,Research & Development,6,3,1402,1,Female,3,Single,4081,1,Yes,14,0,20,3,1,20
0,35,Research & Development,18,4,2049,3,Male,3,Married,5689,1,Yes,14,2,10,2,4,10
0,33,Research & Development,8,4,1798,4,Male,1,Married,3143,6,No,19,1,14,1,3,10
0,38,Research & Development,18,3,1766,2,Male,4,Married,5811,3,Yes,16,1,15,2,3,1
1,46,Sales,9,2,118,3,Male,4,Single,9619,1,No,16,0,9,3,3,9
0,34,Research & Development,10,4,277,4,Male,3,Divorced,3815,1,Yes,17,1,5,4,4,5
0,54,Research & Development,10,3,1980,3,Female,1,Single,4440,6,Yes,19,0,9,3,3,5
1,33,Sales,16,3,819,1,Female,1,Single,5324,5,No,15,0,6,3,3,3
0,38,Research & Development,3,4,1060,3,Male,3,Married,2821,3,No,16,1,8,2,3,2
0,24,Research & Development,4,1,888,1,Male,4,Married,3162,0,No,17,0,6,2,2,5
0,33,Research & Development,5,4,338,3,Female,4,Married,2911,1,No,13,1,2,2,2,2
0,35,Research & Development,27,1,856,3,Female,1,Single,2559,1,No,11,0,6,3,2,6
0,45,Research & Development,2,3,834,2,Female,3,Single,2274,1,No,14,0,1,3,3,1
0,46,Sales,10,3,580,3,Female,4,Married,9071,2,Yes,19,1,15,3,3,3
0,28,Research & Development,17,2,536,3,Male,1,Divorced,4558,1,No,12,1,10,2,3,10
1,28,Research & Development,24,2,1082,2,Male,1,Single,8722,1,No,12,0,10,2,2,10
0,42,Sales,8,4,35,3,Male,2,Married,6825,0,No,11,1,10,2,3,9
1,39,Research & Development,2,3,1458,1,Female,1,Single,3646,2,Yes,23,0,11,2,4,1
0,50,Research & Development,22,5,1539,3,Male,4,Single,14411,1,Yes,13,0,32,2,3,32
0,29,Research & Development,19,3,611,4,Male,4,Divorced,4262,4,No,12,2,8,2,4,3
0,47,Sales,4,2,1003,4,Female,4,Single,4163,1,Yes,17,0,9,0,3,9
0,45,Research & Development,4,2,972,3,Male,2,Married,4447,1,No,12,0,9,5,2,9
0,50,Sales,1,3,1040,4,Female,3,Married,6347,0,No,12,1,19,3,3,18
0,29,Research & Development,29,1,1859,4,Male,3,Divorced,6384,8,No,17,2,11,3,3,7
1,26,Research & Development,25,3,55,1,Male,3,Single,2293,1,No,12,0,1,2,2,1
0,53,Research & Development,23,4,901,4,Female,4,Single,14275,6,No,18,0,33,0,3,12
0,55,Research & Development,2,3,1770,3,Male,1,Married,19038,8,No,12,3,34,2,3,1
0,38,Research & Development,2,2,556,4,Male,4,Married,1702,1,Yes,23,1,1,3,3,1
0,39,Research & Development,18,2,1322,1,Male,3,Single,4534,0,No,11,0,9,6,3,8
0,33,Sales,10,4,1924,2,Male,3,Single,5487,1,No,14,0,10,2,2,10
0,55,Research & Development,2,2,1336,4,Female,3,Married,19187,4,No,14,1,23,5,3,19
0,41,Research & Development,6,3,466,4,Male,2,Single,6032,6,Yes,15,0,8,3,3,5
1,24,Research & Development,17,2,1219,4,Female,2,Married,2210,1,No,13,1,1,3,1,1
0,31,Research & Development,23,3,367,2,Male,4,Married,5582,0,No,21,1,10,2,3,9
0,36,Research & Development,9,2,699,2,Male,2,Divorced,8847,2,Yes,11,1,13,2,3,3
0,35,Sales,3,4,984,4,Male,4,Divorced,7823,6,No,13,1,12,2,3,10
0,55,Research & Development,4,4,1501,4,Male,3,Married,4035,0,Yes,16,0,4,2,3,3
0,24,Research & Development,29,1,1725,2,Male,1,Divorced,3907,1,No,13,3,6,2,4,6
0,50,Research & Development,28,3,1317,4,Female,1,Married,16880,4,Yes,11,0,25,2,3,3
0,37,Research & Development,3,3,689,3,Male,3,Married,9434,1,No,15,1,10,2,3,10
0,36,Research & Development,10,3,1790,4,Male,1,Married,8321,7,Yes,13,1,15,1,3,12
0,28,Research & Development,1,4,1286,4,Male,3,Single,2154,0,Yes,11,0,5,2,2,4
0,27,Research & Development,7,3,764,4,Female,1,Single,6811,8,No,19,0,9,2,1,7
