INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,CHURN
56615,0,23,233996,328,0,4,STAY
47103,66,55,380384,136,5,2,LEAVE
71525,39,14,179763,310,4,5,STAY
119517,204,75,470672,487,17,2,LEAVE
146195,207,6,248122,807,15,4,LEAVE
51574,177,5,172963,153,20,14,LEAVE
35570,210,42,945176,194,12,2,STAY
49672,40,0,680455,195,5,15,STAY
95948,243,34,858158,847,10,1,STAY
85593,220,72,617756,163,29,1,STAY
130026,0,40,610500,419,0,6,LEAVE
79784,0,0,249283,347,1,8,STAY
30025,0,0,446951,166,1,14,LEAVE
80295,71,0,204585,327,4,15,STAY
80576,209,22,789085,341,27,5,LEAVE
47229,189,0,314512,162,15,11,LEAVE
24589,0,14,510657,177,1,5,STAY
85758,236,23,533016,343,29,5,LEAVE
35059,239,6,364913,207,24,4,STAY
119676,59,64,453144,552,5,2,LEAVE
44332,57,0,425325,238,4,11,STAY
154285,0,0,622554,222,0,13,LEAVE
77025,196,0,788434,259,10,12,LEAVE
158682,88,5,295784,563,4,6,LEAVE
75076,0,22,807913,283,1,4,STAY
41418,0,78,314337,134,0,2,STAY
47866,0,81,325192,175,1,1,LEAVE
49450,0,0,271378,228,4,9,STAY
25495,0,0,696410,166,1,14,STAY
118770,60,0,164722,797,5,13,LEAVE
23461,0,0,785570,168,1,8,LEAVE
44034,0,0,526366,184,0,14,LEAVE
136411,0,0,219530,442,4,11,LEAVE
142024,209,73,675290,641,10,2,STAY
44490,37,0,430083,247,5,15,LEAVE
57014,46,7,195007,359,3,5,STAY
54656,45,84,908324,279,20,2,STAY
37144,73,0,528821,232,5,1,LEAVE
116783,188,0,593806,721,12,14,LEAVE
26857,0,7,200444,227,5,4,STAY
23539,0,11,851271,245,0,5,STAY
93721,220,0,213499,364,25,11,STAY
156951,189,65,247517,829,12,2,LEAVE
103798,197,0,658343,834,22,15,LEAVE
22652,57,0,978191,183,16,8,STAY
122059,234,20,315883,154,14,4,LEAVE
137483,53,69,923776,765,3,1,STAY
100359,59,41,241683,781,5,2,LEAVE
90533,49,20,319839,378,5,5,LEAVE
42074,78,56,341193,149,3,1,LEAVE
85544,149,0,383739,252,11,15,STAY
45534,169,59,413828,188,16,2,STAY
51486,66,0,465988,265,3,11,STAY
75485,0,34,232237,328,3,2,STAY
38202,204,17,317873,546,11,13,LEAVE
111987,246,56,945427,730,29,2,LEAVE
67191,184,49,214960,336,26,2,LEAVE
22854,0,16,717330,232,1,6,STAY
92390,232,62,370332,355,26,1,STAY
83250,0,19,294486,339,1,5,STAY
52984,236,50,868179,257,20,2,STAY
42709,162,0,656107,236,11,13,STAY
55018,224,29,204359,253,24,2,LEAVE
37423,84,18,293969,384,3,5,STAY
67532,166,0,413941,397,20,9,LEAVE
21824,175,74,972571,241,1,2,LEAVE
115690,301,0,523206,680,23,11,STAY
154182,256,52,160253,308,4,2,LEAVE
60030,69,0,393821,370,4,10,STAY
130104,0,54,521143,423,1,2,STAY
118678,40,23,162076,372,4,4,STAY
20728,0,42,860572,242,0,1,LEAVE
40533,221,33,511128,236,13,8,LEAVE
23071,222,87,357847,144,14,2,LEAVE
30920,206,19,825241,182,1,5,STAY
147767,0,25,485107,858,0,1,STAY
61294,0,21,709178,392,1,5,STAY
22114,0,0,649945,185,0,11,STAY
115605,176,33,303528,719,24,2,LEAVE
89581,169,12,461344,328,15,5,LEAVE
117849,0,58,464448,403,1,2,STAY
124904,134,47,316770,653,21,2,LEAVE
145081,65,0,972512,251,1,11,STAY
121528,171,11,650520,434,3,5,LEAVE
123110,0,25,172674,706,1,2,LEAVE
23523,0,0,866823,189,1,15,STAY
134543,0,0,483269,505,0,10,STAY
87714,0,0,240507,384,0,10,STAY
49226,0,0,218563,238,23,14,LEAVE
134893,0,0,549315,733,0,10,STAY
59051,201,7,331889,318,23,6,LEAVE
122382,0,79,520273,844,1,1,LEAVE
151305,218,0,216339,604,27,14,LEAVE
107332,63,22,892213,697,5,4,LEAVE
131330,0,10,214982,730,1,4,STAY
26424,0,15,710513,164,0,6,STAY
81478,0,89,171493,803,0,1,STAY
81765,211,23,151867,255,13,6,LEAVE
26253,50,37,785648,145,5,2,LEAVE
57806,0,0,587015,344,0,12,LEAVE
60890,59,84,433703,302,3,2,LEAVE
134088,134,76,302392,897,27,1,LEAVE
72708,0,0,904574,291,0,8,STAY
20551,0,75,293828,482,0,1,STAY
43010,166,0,771343,158,20,15,STAY
119503,206,7,203213,727,12,4,LEAVE
159202,202,26,527037,609,27,1,LEAVE
29493,62,15,827007,798,3,6,STAY
113787,58,23,223622,546,4,6,STAY
111917,179,0,924662,448,13,8,LEAVE
91609,168,0,289320,276,11,13,STAY
39473,0,18,168086,198,1,5,STAY
156142,54,0,867904,728,5,12,STAY
20950,0,21,791522,239,0,5,STAY
44309,0,73,458991,148,0,1,STAY
72566,0,7,742719,440,1,5,STAY
111532,218,55,424161,445,26,2,LEAVE
100756,0,19,217646,402,0,5,STAY
103733,256,11,899271,801,19,4,LEAVE
120509,65,89,391304,496,3,2,LEAVE
63888,15,17,644341,268,4,4,LEAVE
53044,43,6,424653,321,3,5,LEAVE
67922,257,9,711386,390,16,5,STAY
30371,91,30,870545,233,3,1,STAY
141913,205,30,358466,756,18,1,LEAVE
97687,0,66,483184,337,0,9,STAY
126997,0,41,998499,875,1,1,STAY
155637,24,0,796132,429,4,10,LEAVE
126269,189,79,267676,722,5,2,LEAVE
34200,108,66,180900,233,12,1,LEAVE
146374,228,0,218088,605,0,13,LEAVE
140923,0,12,948889,423,0,5,STAY
102613,0,0,590242,615,1,10,LEAVE
81480,62,0,348094,268,4,13,LEAVE
75249,51,0,266409,261,4,13,STAY
107983,197,0,196471,826,29,8,LEAVE
54308,205,23,530559,334,15,12,LEAVE
20552,207,78,154382,187,12,14,STAY
45452,0,57,402685,234,1,1,LEAVE
20709,234,56,597773,393,16,1,LEAVE
71290,0,19,812139,285,0,6,LEAVE
81872,260,20,167940,294,13,5,LEAVE
85525,0,42,946153,338,0,1,STAY
37605,29,0,157521,161,3,12,LEAVE
44073,48,24,525082,167,3,5,STAY
146102,0,51,236068,356,4,1,STAY
41490,199,44,154312,134,20,2,LEAVE
159944,199,11,986345,899,1,6,LEAVE
125717,52,84,468902,789,4,6,LEAVE
43251,140,6,436430,216,11,14,LEAVE
21802,0,64,324174,140,1,2,LEAVE
22870,211,22,398668,242,18,4,LEAVE
60414,203,87,291594,340,10,1,STAY
36712,52,88,261379,204,5,15,STAY
64719,0,0,576693,308,0,2,LEAVE
88957,167,20,990729,359,28,5,LEAVE
151994,193,60,628559,705,23,5,LEAVE
66274,70,16,925709,251,3,4,STAY
156332,0,5,339529,440,1,6,STAY
67342,159,48,383122,312,16,1,LEAVE
82406,0,45,245955,383,1,1,LEAVE
99562,0,24,459988,261,1,5,STAY
21295,0,11,723403,212,1,4,STAY
129200,0,67,207903,433,0,2,LEAVE
22651,0,73,616475,181,0,1,LEAVE
28156,71,5,199278,225,3,6,LEAVE
24438,0,0,152753,191,1,15,STAY
100864,48,12,168675,568,3,5,STAY
96243,221,0,588136,391,13,8,LEAVE
130301,202,0,331995,898,3,14,STAY
114972,28,17,853228,231,4,2,STAY
23251,192,19,486488,227,26,4,LEAVE
61501,30,42,454283,358,5,2,LEAVE
45351,59,86,250369,143,4,2,STAY
34558,0,15,434300,243,1,6,LEAVE
89901,0,81,459086,362,1,2,STAY
147670,62,0,227642,897,4,2,STAY
139539,0,0,307175,267,3,8,LEAVE
60437,218,0,517146,251,14,11,LEAVE
40744,0,0,262420,232,1,13,LEAVE
58361,74,59,253744,259,5,2,STAY
158398,54,68,208665,817,5,2,LEAVE
20584,0,13,464468,168,0,6,STAY
156580,0,0,570061,828,1,12,LEAVE
21771,61,0,154360,193,4,14,STAY
153733,199,66,395702,844,11,1,LEAVE
91787,51,0,227614,277,0,13,LEAVE
133049,0,86,945876,645,0,1,LEAVE
28775,0,0,183506,152,1,10,STAY
122047,177,47,291376,678,26,2,LEAVE
26807,0,14,668690,135,1,4,STAY
29936,0,10,652829,629,0,4,STAY
150319,253,11,775211,540,22,6,LEAVE
75120,257,43,154249,309,18,1,STAY
74527,69,0,202532,355,5,8,STAY
60781,0,0,483714,278,1,13,LEAVE
73320,0,8,550000,352,1,5,STAY
103746,153,65,150116,746,17,1,LEAVE
49772,0,0,297517,168,1,14,LEAVE
85837,0,0,888467,348,0,12,STAY
58100,0,48,457632,291,0,2,LEAVE
131903,53,19,942424,741,3,11,STAY
92605,238,13,183749,309,3,5,LEAVE
124054,0,5,318375,471,1,5,STAY
145313,0,0,269990,582,1,12,LEAVE
71350,145,0,558703,253,25,15,LEAVE
47080,0,28,295695,225,0,1,STAY
97033,138,28,710559,311,10,2,STAY
24701,193,0,692399,215,20,10,STAY
108732,0,41,182807,615,1,2,STAY
116984,205,42,202350,711,21,10,STAY
72977,57,6,203547,273,3,4,STAY
46339,69,29,978374,195,5,2,STAY
56463,68,0,267782,292,3,6,LEAVE
84521,47,13,374267,281,3,1,STAY
106490,0,54,763102,577,0,2,LEAVE
35694,79,0,362699,131,3,10,STAY
39933,233,6,890564,156,5,4,STAY
34467,0,0,266852,179,0,8,STAY
126928,243,0,526495,760,15,9,LEAVE
49514,68,12,344518,194,5,10,LEAVE
25965,0,77,220490,225,0,2,STAY
100170,0,0,190624,878,1,11,LEAVE
148330,38,20,290554,729,5,6,LEAVE
124794,180,42,490763,736,10,2,LEAVE
37231,241,15,256779,174,16,5,LEAVE
47738,71,0,232091,199,3,13,LEAVE
34147,177,0,680828,146,20,10,STAY
149681,219,27,606971,722,27,1,STAY
41185,0,0,515357,183,0,10,STAY
32166,0,45,355311,143,4,2,LEAVE
40274,181,26,310749,147,21,1,LEAVE
44210,69,5,618797,242,5,4,STAY
86796,0,21,186999,281,1,6,STAY
48009,0,0,485818,223,0,9,LEAVE
28930,0,55,569764,240,1,1,LEAVE
110096,209,30,497119,784,22,2,LEAVE
31625,0,24,877714,238,0,5,STAY
79198,186,0,265962,369,14,13,LEAVE
22818,0,21,214415,218,1,4,STAY
75295,0,0,942279,397,0,10,STAY
51467,175,0,569885,375,28,12,LEAVE
101063,61,52,669958,313,4,2,LEAVE
27110,58,45,393866,135,3,2,STAY
32285,0,7,190793,227,1,5,LEAVE
49804,0,79,518779,182,1,1,STAY
103350,56,0,963067,184,5,11,STAY
45250,228,66,457933,216,1,2,LEAVE
30013,179,0,213807,244,11,15,LEAVE
60433,0,7,720185,251,1,5,STAY
104705,0,7,281334,735,0,2,LEAVE
149296,69,0,739773,764,3,11,STAY
95062,70,20,214902,315,5,8,STAY
67429,173,0,857534,313,21,9,LEAVE
80646,220,25,866738,339,3,2,STAY
21171,0,0,566671,184,1,13,LEAVE
124498,0,0,368500,501,0,12,STAY
87418,108,0,176980,365,15,15,STAY
45208,197,8,182958,248,14,4,LEAVE
44899,0,9,470953,185,0,4,STAY
48179,0,10,919381,136,0,5,STAY
47125,51,59,183761,217,5,2,LEAVE
120018,162,8,997944,838,22,4,LEAVE
31945,228,60,174646,166,18,1,LEAVE
87692,0,24,549855,296,1,4,STAY
84590,207,0,222182,357,21,15,LEAVE
50145,66,11,351410,272,4,6,STAY
106029,67,0,736020,602,4,10,STAY
124520,0,62,338596,723,1,1,LEAVE
76732,170,77,704800,358,15,1,STAY
58367,68,18,214368,295,3,4,STAY
20818,185,17,541229,197,14,4,LEAVE
107779,62,23,508724,662,5,5,STAY
45094,0,0,668409,182,1,9,STAY
22557,0,0,178276,237,0,14,LEAVE
100363,57,39,799389,423,4,10,LEAVE
159766,78,5,201646,829,3,5,STAY
71880,85,0,206486,297,4,9,LEAVE
98708,66,0,224051,337,3,9,LEAVE
114569,0,11,236660,846,1,5,STAY
39629,0,0,633558,196,1,14,STAY
25634,237,0,411933,175,13,12,STAY
90694,205,0,265957,300,29,11,STAY
74482,52,87,757977,392,3,1,STAY
109930,0,63,776110,590,1,2,LEAVE
148615,176,0,658363,584,1,13,STAY
44902,125,40,432245,150,22,1,LEAVE
60784,0,0,870562,369,1,8,STAY
147792,46,7,312105,646,4,6,STAY
86896,0,88,511226,354,0,2,STAY
22392,96,18,925137,160,5,4,STAY
97361,0,31,172850,283,4,2,STAY
122639,0,0,192402,419,1,15,LEAVE
112394,0,11,523698,515,1,4,STAY
129046,0,0,395129,539,16,13,STAY
45867,0,8,589316,156,1,4,LEAVE
84058,0,0,864357,253,1,1,LEAVE
75851,46,0,208993,355,5,9,STAY
20009,183,18,523365,185,20,4,LEAVE
114899,68,0,203627,445,4,2,STAY
77402,0,24,973216,381,1,6,STAY
128504,58,12,791309,838,4,5,LEAVE
107686,0,0,722597,502,0,15,STAY
43506,0,0,586547,184,1,2,STAY
106907,0,0,240541,666,0,15,LEAVE
109269,215,0,234580,692,23,8,LEAVE
39960,69,81,356417,247,4,1,LEAVE
131466,49,10,323414,880,5,4,LEAVE
139021,230,23,860229,644,15,6,LEAVE
62629,0,0,626548,300,1,9,STAY
33015,239,0,151730,205,15,14,LEAVE
33194,214,0,404205,203,5,11,STAY
53176,75,41,327420,261,4,2,STAY
114341,55,10,760964,849,3,5,LEAVE
42689,166,0,286701,156,26,9,LEAVE
26970,236,8,523224,248,21,5,LEAVE
120784,232,58,306565,491,17,2,LEAVE
37260,53,0,536839,133,5,11,LEAVE
141503,53,24,999537,682,5,4,LEAVE
48226,0,72,183116,193,0,1,LEAVE
124613,209,0,238028,599,16,15,LEAVE
34755,0,69,963149,236,4,2,LEAVE
121052,0,18,569783,149,1,5,STAY
22267,37,23,220073,233,3,6,LEAVE
30857,256,66,339252,146,22,2,LEAVE
33908,0,0,413079,196,4,4,LEAVE
129448,62,0,219837,449,3,15,LEAVE
132212,0,0,375871,410,1,14,STAY
112471,0,6,316464,785,0,1,STAY
92080,0,17,900950,372,0,4,STAY
41817,192,0,163826,244,1,14,STAY
116252,184,17,804163,515,15,6,LEAVE
87160,0,30,406762,353,1,2,STAY
127978,0,58,671591,708,4,1,STAY
158101,66,0,153347,358,4,12,LEAVE
158110,228,0,485551,675,29,14,LEAVE
83528,181,76,278957,274,10,2,LEAVE
53365,161,61,264870,329,13,2,LEAVE
102804,41,40,293530,863,5,1,STAY
136769,201,89,382401,387,24,2,LEAVE
55419,66,51,733900,339,5,1,STAY
132195,45,0,197620,771,3,8,STAY
114768,0,0,724116,485,0,9,LEAVE
151537,160,0,743472,461,3,12,STAY
54296,0,0,165407,323,1,14,LEAVE
24191,0,87,178012,248,0,2,LEAVE
78257,172,18,325837,301,26,5,STAY
40861,204,65,200056,206,11,8,LEAVE
61182,50,0,215546,337,5,11,LEAVE
32198,57,0,202262,160,4,9,STAY
30191,0,21,556230,161,1,6,LEAVE
49031,0,89,996164,275,1,5,STAY
21352,0,0,202941,171,1,9,LEAVE
38759,50,0,948294,208,3,8,LEAVE
82405,77,0,880589,303,4,9,STAY
131520,177,0,232355,675,23,4,LEAVE
82776,226,60,404880,397,19,1,LEAVE
117009,170,0,580604,811,11,8,LEAVE
32586,0,22,611090,228,0,6,STAY
60813,239,18,386316,251,22,1,STAY
89914,195,13,992378,226,29,4,STAY
20738,0,6,661038,246,0,5,STAY
25336,0,53,164076,170,0,1,LEAVE
118050,0,0,165666,776,1,13,LEAVE
28441,0,80,259522,159,0,1,STAY
49904,68,0,251285,186,5,11,LEAVE
54958,204,19,504837,230,23,5,LEAVE
30017,50,0,169123,145,5,11,STAY
57858,0,52,798010,351,25,2,LEAVE
48136,60,8,214582,177,5,15,STAY
32182,0,0,747208,204,0,13,STAY
27984,58,51,175087,168,4,1,STAY
127052,0,0,809970,447,0,6,LEAVE
21018,245,0,634072,245,15,12,STAY
105032,0,0,963542,896,0,14,LEAVE
77321,0,0,346188,280,1,15,STAY
29378,0,11,182808,179,0,4,STAY
115634,183,0,557576,134,19,14,LEAVE
99983,198,18,653137,426,12,5,STAY
85012,0,0,485532,380,0,9,LEAVE
96926,152,31,467802,274,13,2,LEAVE
99186,62,27,575485,340,5,13,STAY
130641,0,41,577605,622,0,2,LEAVE
105672,89,21,970223,666,5,6,STAY
62008,52,34,387500,361,4,2,LEAVE
142143,51,82,165199,440,4,1,LEAVE
117551,64,34,692557,647,4,2,STAY
39786,159,0,203382,188,15,5,LEAVE
45201,0,0,841177,160,1,15,STAY
62948,161,0,438483,362,11,13,STAY
97270,65,0,238704,383,5,14,LEAVE
44738,187,15,229548,240,16,5,STAY
56685,188,72,617849,341,16,2,STAY
69079,88,81,559764,333,5,2,LEAVE
28843,55,15,477453,244,5,5,STAY
97893,212,0,275692,315,0,10,LEAVE
69555,44,11,285339,357,5,6,STAY
49952,50,0,803151,197,3,15,STAY
86719,214,0,273881,735,10,13,LEAVE
82996,0,0,150125,386,1,14,LEAVE
55461,233,0,965155,256,12,8,STAY
39996,37,0,248769,165,4,12,LEAVE
39465,50,17,167631,206,4,5,STAY
156526,221,0,764954,433,26,9,LEAVE
140994,193,62,764131,788,10,2,LEAVE
70841,0,0,681380,269,1,8,STAY
102885,0,0,193869,763,1,11,LEAVE
45438,223,54,334673,171,20,1,LEAVE
24659,84,0,617801,190,4,10,STAY
149357,156,0,417834,444,25,15,LEAVE
148412,201,0,156396,730,16,8,STAY
156049,47,44,503487,578,5,2,LEAVE
38451,0,11,525369,184,1,5,STAY
76056,193,0,237527,357,18,15,LEAVE
59505,91,74,362390,254,5,12,LEAVE
94987,0,21,787952,301,0,6,STAY
27887,278,30,170754,209,26,1,STAY
24573,0,0,173494,189,0,13,LEAVE
27669,167,5,243580,244,20,4,LEAVE
25901,182,0,194845,160,14,6,STAY
84101,73,10,516822,323,5,4,STAY
27309,58,0,861444,189,5,11,STAY
111667,172,20,722524,197,25,4,LEAVE
57370,0,0,586047,354,0,14,LEAVE
138087,0,56,172282,479,0,1,STAY
108426,50,64,209496,696,5,2,LEAVE
130626,52,0,797779,590,3,14,STAY
153804,152,60,196133,858,12,1,STAY
123610,0,43,214626,552,0,1,LEAVE
77431,196,43,893484,380,15,12,STAY
69043,68,66,158894,328,5,2,LEAVE
113888,0,9,874362,533,0,4,STAY
40272,182,15,660850,242,29,4,STAY
72387,0,24,996796,390,0,6,STAY
25035,177,51,200915,183,26,2,LEAVE
49857,199,22,304842,147,18,4,STAY
35342,181,10,618751,228,23,4,STAY
110140,0,0,623798,868,1,5,STAY
48998,0,31,698045,242,1,5,STAY
31397,187,62,437306,140,28,5,LEAVE
25931,142,33,556917,172,12,6,LEAVE
65368,58,0,744018,398,5,8,STAY
56034,175,51,844805,224,16,1,STAY
44134,210,0,554620,153,28,11,STAY
56264,0,62,240047,251,1,1,LEAVE
109231,208,47,347437,829,20,2,STAY
81357,73,5,586446,343,3,5,STAY
65054,0,0,221016,381,0,1,STAY
79328,262,61,250493,307,19,2,STAY
78981,0,23,220588,370,1,4,STAY
138271,0,0,385715,682,0,10,LEAVE
123444,215,0,371919,754,20,9,LEAVE
69861,52,0,162984,307,3,8,STAY
73091,0,15,315497,398,14,15,STAY
101857,132,0,225282,370,19,14,LEAVE
82618,0,0,203552,175,1,15,LEAVE
99094,0,50,276723,319,0,11,STAY
38759,205,39,237106,157,29,2,LEAVE
113159,247,88,295876,706,27,2,STAY
70881,49,43,969669,367,4,2,STAY
128630,60,62,806758,443,4,1,STAY
110282,221,0,384584,140,24,14,LEAVE
68939,0,16,254704,341,0,1,STAY
20744,73,0,531403,197,3,11,STAY
25969,0,22,938549,234,1,5,STAY
101119,43,41,464624,867,5,2,STAY
61744,0,25,343383,307,0,2,LEAVE
60534,166,69,676959,374,21,2,STAY
74466,60,52,235663,399,5,2,STAY
27701,38,35,490940,188,3,2,LEAVE
119551,221,0,655425,399,13,14,LEAVE
116878,0,0,276470,702,0,15,STAY
115268,0,17,888735,447,0,5,STAY
135599,0,8,959156,555,1,5,STAY
99867,261,0,298807,359,10,9,LEAVE
47130,0,14,698149,160,0,6,STAY
80143,201,42,973679,367,0,2,STAY
47474,0,7,792231,233,0,4,STAY
67101,232,49,275566,382,11,2,LEAVE
100075,248,0,367116,520,5,13,LEAVE
74337,194,0,759902,338,26,1,STAY
60889,207,0,271017,311,27,5,LEAVE
157387,0,27,337212,215,0,1,LEAVE
33129,212,15,957054,173,28,5,STAY
48065,200,84,328835,229,22,1,LEAVE
70306,223,76,233303,315,15,2,LEAVE
98832,0,0,795105,327,0,9,LEAVE
118471,68,12,842847,659,4,5,STAY
152943,53,0,193426,502,5,10,LEAVE
64804,54,0,507194,395,5,9,STAY
105174,161,0,160212,625,23,15,LEAVE
90406,0,14,152563,172,0,6,STAY
81979,185,0,160499,265,23,10,LEAVE
57306,190,0,301031,695,21,8,LEAVE
44582,227,28,230826,177,17,1,STAY
78541,66,17,161881,258,5,4,LEAVE
69554,251,85,207564,332,22,1,LEAVE
30262,188,0,201765,353,19,12,STAY
118128,0,60,481250,195,0,1,LEAVE
145599,39,17,216832,812,3,4,LEAVE
57426,156,8,749201,197,10,5,STAY
21457,215,76,484285,232,29,1,STAY
23740,209,14,406190,199,22,5,LEAVE
109123,0,70,158981,707,0,2,STAY
21095,202,86,468232,167,16,1,LEAVE
110830,0,22,346347,890,0,4,STAY
87463,75,7,775862,358,21,6,LEAVE
48842,39,0,780465,248,3,11,STAY
139749,67,0,954925,866,5,9,LEAVE
103065,0,21,559967,619,1,5,STAY
114740,0,61,323057,518,0,2,LEAVE
97543,231,0,539754,379,17,15,LEAVE
89172,0,10,538476,325,1,5,STAY
36964,74,0,181068,209,4,10,STAY
156055,200,77,425837,192,14,2,STAY
22578,0,16,215378,163,1,4,STAY
26456,74,0,154850,135,5,15,STAY
90738,51,11,181194,288,4,5,LEAVE
137102,62,0,378696,733,3,11,LEAVE
42351,0,12,194603,183,0,5,STAY
20755,147,0,235724,130,28,11,LEAVE
30202,63,33,390267,132,5,2,STAY
71979,0,0,312746,298,17,8,STAY
155043,254,26,992177,774,21,2,LEAVE
42366,0,67,971958,194,18,1,STAY
80749,44,45,452522,396,0,9,LEAVE
27962,65,62,223095,587,4,1,STAY
90182,60,0,255520,319,4,13,STAY
27900,0,89,961095,192,0,2,STAY
31210,0,0,879805,241,0,10,STAY
88984,0,43,966504,382,0,1,STAY
28053,0,22,466812,237,1,6,STAY
76867,0,19,293976,335,1,5,STAY
66744,189,12,256581,318,16,6,STAY
53132,0,0,985844,378,0,10,STAY
76572,0,83,273022,298,1,1,STAY
69048,68,75,625935,310,4,2,STAY
136768,67,36,821093,173,3,1,STAY
55224,42,0,778967,299,4,14,STAY
93969,77,0,179741,350,4,9,LEAVE
34195,193,0,261007,173,18,9,STAY
31088,60,20,402409,245,3,6,LEAVE
69483,233,7,659531,267,19,4,LEAVE
21195,143,0,687037,135,3,1,STAY
128606,0,26,419689,495,1,1,LEAVE
114207,0,0,244558,451,1,15,STAY
58027,0,0,304522,262,1,15,LEAVE
141302,0,36,409188,534,0,1,STAY
141929,54,0,530227,770,5,11,STAY
33912,0,60,848462,215,1,1,STAY
124819,181,0,651118,417,5,5,LEAVE
86168,75,0,605298,349,4,9,STAY
126899,0,55,783542,618,1,1,LEAVE
95432,38,47,193901,337,4,1,STAY
51690,0,11,266118,277,1,4,STAY
88617,0,0,313477,378,0,12,STAY
115123,240,60,844480,610,17,1,LEAVE
121967,54,16,181260,300,4,6,STAY
41383,151,12,770130,179,19,5,STAY
47405,193,16,177566,242,23,6,LEAVE
23286,59,6,281858,135,3,6,LEAVE
71231,63,0,218082,531,29,10,STAY
56809,215,12,737002,277,11,6,STAY
97260,52,13,171478,331,5,6,LEAVE
21910,150,0,356072,208,15,13,LEAVE
120346,0,10,568914,758,0,4,STAY
122907,257,0,355074,889,1,8,LEAVE
122952,82,81,196620,826,10,2,STAY
32707,200,31,196794,191,24,1,LEAVE
45099,187,28,547129,166,17,1,LEAVE
25464,174,8,904512,322,27,1,LEAVE
34101,229,0,409110,158,28,15,LEAVE
148477,81,20,624259,450,4,6,STAY
154166,0,22,412839,819,1,5,STAY
57190,252,10,844624,394,12,5,STAY
157969,178,53,187184,833,10,2,LEAVE
158416,0,0,815931,670,1,15,LEAVE
45519,71,0,928096,155,3,15,STAY
105399,29,58,376428,429,5,2,STAY
115273,165,6,478182,816,21,5,LEAVE
127141,72,66,395666,380,4,2,LEAVE
98418,65,0,226957,394,5,11,STAY
35823,189,54,765796,176,28,2,LEAVE
118936,60,0,202769,773,5,9,LEAVE
137176,55,86,157599,890,5,1,LEAVE
36067,66,11,700297,338,4,2,STAY
24760,194,12,239420,204,25,5,LEAVE
84872,0,7,793552,346,1,8,STAY
37701,46,41,371217,139,3,1,LEAVE
158702,31,17,920617,552,5,6,STAY
109781,142,9,255553,815,20,6,LEAVE
60548,0,0,355341,324,0,11,STAY
38014,221,13,524829,208,13,6,LEAVE
61031,213,24,689861,308,14,4,STAY
34773,0,0,623911,190,1,8,STAY
43871,0,0,410083,354,0,9,STAY
95497,0,13,885054,336,1,5,STAY
71108,0,45,868035,311,1,1,STAY
47146,0,80,434529,229,1,2,LEAVE
157540,47,0,735082,878,5,9,STAY
121202,82,0,236847,410,20,10,LEAVE
57849,46,43,745925,132,4,2,STAY
93766,71,83,651795,378,5,1,LEAVE
140100,70,23,288397,654,5,4,STAY
112878,0,70,510019,737,0,1,LEAVE
147195,0,75,191946,856,0,2,LEAVE
25142,57,70,550205,186,5,1,STAY
75931,0,29,649941,294,0,2,STAY
89066,47,24,299428,342,4,4,STAY
115446,66,0,220911,779,4,10,STAY
72987,107,71,457877,354,3,1,LEAVE
145282,55,19,392530,736,3,6,STAY
29895,0,12,295769,148,0,2,STAY
136128,161,59,856530,604,20,2,LEAVE
72212,0,0,376732,351,1,12,STAY
27538,52,0,515374,172,3,12,LEAVE
56317,188,8,727724,269,16,6,STAY
90115,0,0,644247,268,1,9,STAY
142287,84,0,260663,784,5,9,STAY
107128,155,39,288220,821,28,2,LEAVE
40816,226,27,257797,234,12,2,LEAVE
40001,87,75,693552,479,5,2,STAY
32885,0,81,788936,143,0,1,STAY
51244,0,45,175737,384,0,2,STAY
94647,216,28,786748,339,12,2,STAY
121842,51,23,698505,435,5,4,STAY
44555,58,10,364004,636,3,5,LEAVE
122826,45,60,454496,722,5,2,LEAVE
23434,176,72,784337,162,10,1,STAY
39907,192,81,628927,242,21,1,STAY
115073,179,0,513541,839,14,9,LEAVE
67836,0,45,987605,399,1,2,STAY
144711,141,44,274193,770,25,2,LEAVE
37078,76,75,919271,175,4,2,STAY
74703,47,0,217600,595,3,13,STAY
75173,195,12,641699,255,11,10,STAY
21157,218,9,333352,175,27,6,LEAVE
46803,73,56,311075,259,22,2,LEAVE
27974,196,0,926937,136,14,13,STAY
55429,0,0,863027,389,1,15,STAY
144185,191,0,237267,758,15,6,LEAVE
105302,45,0,449100,563,1,11,STAY
142994,75,57,344377,821,13,1,LEAVE
39224,22,17,974090,457,3,6,STAY
34238,96,0,339326,180,5,11,LEAVE
41325,59,36,824664,225,4,1,STAY
53942,70,12,649187,274,4,1,STAY
34071,20,0,602488,180,3,10,STAY
54736,63,9,282054,392,3,4,LEAVE
47510,0,0,351012,130,1,9,LEAVE
117836,57,50,254118,458,3,1,LEAVE
68432,198,15,271441,323,26,4,STAY
20465,0,10,207015,191,0,6,STAY
64718,38,30,856200,250,4,1,STAY
113065,254,0,227569,556,22,11,LEAVE
20828,0,22,336429,195,1,5,LEAVE
157911,198,0,312815,473,29,15,LEAVE
108391,43,86,432130,569,5,2,STAY
71677,0,0,607087,356,1,10,LEAVE
23719,60,0,397943,160,4,9,LEAVE
52110,43,19,299977,271,3,5,LEAVE
63672,208,54,703434,275,24,2,STAY
91050,55,0,164906,330,4,15,LEAVE
56871,75,38,331306,321,4,1,LEAVE
