v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578,defeat
1.406,2.4392,0.9927,1802.9606,0.9462,0.0,745.8543,0.9894,58.2202,0.9675,6.3093,0.0439,0.0783,0.0009,90.6754,0.0213,0.0,131.8658,0.0011,4.0263,0.0243,0.4591,0.0154,0.0268,0.0003,28.1998,0.0072,0.0,48.1995,0.0005,1.2527,0.0075,0.1583,3.1217,3.2085,0.087,5.0293,2.2515,0.0,17.6798,0.1101,6.9157,2.5076,7.2762,532.1618,2.1401,7.11,0.4659,2.4357,0.1286,1.3361,21.7713,0
1.4240000000000002,2.4392,0.9914,1845.2409,0.9529,0.0,774.3960000000001,0.9897,58.2971,0.9637,6.4947,0.0327,0.0783,0.0022,122.7334,0.0131,0.0,63.4666,0.0009,3.9464,0.0287,0.4652,0.0123,0.0268,0.0006,45.9278,0.0052,0.0,21.3886,0.0003,1.2479,0.0088,0.1493,2.2943,3.2085,0.2263,6.6513,1.3765,0.0,8.1956,0.0896,6.7695,2.9831,7.1631,528.7918,2.0831,6.81,0.4774,2.2727,0.1495,1.2878,22.9183,0
1.4223,2.4108,0.9866,1808.0062,0.9531,0.0,713.6876,0.9892,59.823,0.964,6.3893,0.1032,0.0621,0.0009,80.184,0.0154,0.0,89.6596,0.0012,2.2646,0.0162,0.357,0.0402,0.0194,0.0003,27.3567,0.0058,0.0,28.1753,0.0004,0.7109,0.0052,0.1119999999999999,7.2559,2.574,0.0913,4.4349,1.6199,0.0,12.5629,0.1173,3.7856,1.6779,5.5868,537.9264,2.1814,5.48,0.3891,1.9077,0.1213,1.0187,17.8379,0
1.4018,2.4186,0.9142,1853.4161,0.9539,0.0,772.3911,0.989,60.0095,0.9771,6.3829,0.0482,0.0624,0.6509999999999999,137.9384,0.0166,0.0,100.3594,0.0011,2.2515,0.0049,0.3704,0.018,0.0175,0.2046,45.5658,0.0052,0.0,27.0416,0.0004,0.7034,0.0016,0.1296,3.4406,2.5780000000000003,71.2133,7.4424,1.7437,0.0,12.9933,0.1106,3.7519,0.4966,5.803,538.5645,2.3008,4.84,0.2905,1.7648,0.0865,0.8987,12.6242,0
1.4059,2.3894,0.9766,1801.537,0.9425,0.0,793.7064,0.9894,59.3632,0.9779,6.2795,0.057,0.0288,0.0057,131.267,0.0414,0.0,184.0143,0.0011,2.587,0.0062,0.4566,0.0198,0.0108,0.0018,41.7988,0.0134,0.0,51.6563,0.0005,0.7949,0.0018,0.1701,4.0522,1.2037,0.5855,7.2864,4.3889,0.0,23.1842,0.1106,4.3580000000000005,0.6323,7.2708,532.9918,2.0745,8.52,0.3277,3.0747,0.1037,1.5985,15.7946,0
1.3985,2.398,0.9909,1819.5327,0.9533,0.0,781.7403,0.9888,59.3408,0.9638,6.3225,0.0678,0.0605,0.0007,72.7094,0.0227,0.0,131.0986,0.0016,3.7917,0.0266,0.3333,0.0214,0.0207,0.0002,26.3183,0.0069,0.0,39.7073,0.0005,1.2047,0.0082,0.1099,4.8453,2.5212,0.0736,3.996,2.3821,0.0,16.7701,0.1617,6.3897,2.7615,5.2719,534.02,2.1718,7.35,0.1779,2.5999,0.0649,1.3764,8.1919,0
1.4203,2.4179,0.9859,1860.9427,0.9397,0.0,811.4751,0.9887,59.5424,0.9814,6.1226,0.0257,0.0878,0.0021,153.3604,0.0634,0.0,1119.7042,0.0008,3.9548,0.004,0.2167,0.0099,0.0289999999999999,0.0007,49.1822,0.0171,0.0,348.8293,0.0003,1.203,0.0011,0.0707,1.8109,3.6323,0.2165,8.241,6.7413,0.0,137.9838,0.085,6.642,0.4109,3.5395,525.2427,2.1327,10.19,0.1867,3.5335,0.0525,1.9401,8.7554,0
1.4086,2.3551,0.9919,1819.2093,0.9531,0.0,765.2489,0.9887,59.1391,0.9811,5.9171,0.0576,0.075,0.0011,99.0383,0.009,0.0,59.7004,0.0016,3.664,0.0039,0.2832,0.0209,0.0231,0.0004,29.1077,0.003,0.0,17.9383,0.0005,1.1693,0.0011,0.0897,4.0927,3.1851,0.1097,5.444,0.9402,0.0,7.8014,0.1597,6.1956,0.4024,4.7869,533.7318,2.0706,8.13,0.5545,2.8606,0.1948,1.5232,26.7805,0
1.3937,2.36,0.99,1801.2336,0.955,0.0,759.4163,0.989,60.0423,0.9626,6.5223,0.0237,0.0703,0.0013,76.9235,0.0179,0.0,203.5817,0.001,2.247,0.0089,0.3053,0.009,0.0241,0.0005,25.1037,0.0063,0.0,58.3502,0.0003,0.7079,0.0027,0.106,1.699,2.9789,0.1351,4.2706,1.8759,0.0,26.8077,0.0988,3.7423,0.9269,4.6801,528.7918,2.0831,6.81,0.4774,2.2727,0.1495,1.2878,22.9183,0
1.4122,2.4101,0.9901,1800.3704,0.9492,0.0,716.1447,0.9897,57.6837,0.9636,6.4434,0.0405,0.0903,0.001,95.624,0.0236,0.0,109.2724,0.0015,2.7536,0.0251,0.3944,0.0159,0.0285,0.0003,33.3723,0.0087,0.0,34.6198,0.0004,0.8420000000000001,0.0085,0.1286,2.8715,3.7465,0.1038,5.3114,2.491,0.0,15.2584,0.1488,4.7736,2.6062,6.1207,569.9964,1.7961,441.92,1.2113,132.4894,0.3247,77.5303,67.4386,0
1.3885,2.3652,0.989,1772.6296,0.9495,0.0,713.7977,0.9899,58.7891,0.9789,6.1467,0.0294,0.0419,0.0013,94.9424,0.0253,0.0,163.6531,0.0009,2.1853,0.0059,0.3063,0.012,0.0141,0.0004,29.6902,0.0109,0.0,54.0287,0.0004,0.721,0.0019,0.0937,2.1145,1.7697,0.1326,5.356,2.6681,0.0,22.9271,0.0932,3.7172,0.6023,4.9839,525.6127,2.0059,10.25,0.507,3.524,0.1483,1.9501,25.276,0
1.3996,2.3983,0.9682,1808.2634,0.9577,0.0,736.3461,0.9897,57.5882,0.9677,6.2528,0.0518,0.0257,0.0051,119.436,0.027,0.0,79.8328,0.0015,2.5588,0.0188,0.4718,0.0182,0.0097,0.002,41.4354,0.0081,0.0,25.5588,0.0005,0.7388,0.0056,0.1506,3.6982,1.0731,0.5314,6.605,2.8196,0.0,10.8417,0.1507,4.4434,1.9388,7.545,526.2355,2.1114,8.15,0.2497,2.8447,0.0728,1.5487,11.8247,0
1.4233,2.449,0.9927,1844.0774,0.9572,0.0,760.1157,0.9893,59.8747,0.964,6.4208,0.0618,0.0405,0.0005,122.8406,0.0255,0.0,134.2051,0.001,2.3112,0.0161,0.2964,0.0226,0.0136,0.0002,38.6017,0.0079,0.0,45.6521,0.0004,0.812,0.0046,0.0933,4.3406,1.6537,0.0471,6.6614,2.6598,0.0,17.6559,0.1025,3.86,1.6675,4.6165,532.2627,2.1154,10.15,0.4655,3.6284,0.1383,1.907,22.006,0
1.4116,2.4301,0.9914,1757.9872,0.9525,0.0,773.5831,0.9894,59.898,0.9776,6.18,0.0193,0.0353,0.001,127.9775,0.0267,0.0,178.7222,0.001,2.359,0.0059,0.2791,0.0059,0.0134,0.0003,51.5621,0.0094,0.0,55.5175,0.0004,0.8225,0.0017,0.0892,1.3673,1.4521,0.1006,7.2798,2.8033,0.0,23.1032,0.0993,3.9383,0.5996,4.5166,533.0909,2.3195,10.72,0.2697,3.4073,0.084,2.0109,11.6285,0
1.4191,2.4347,0.9873,1816.7937,0.952,0.0,762.9815,0.9891,60.0114,0.9628,6.4327,0.0409,0.0433,0.0018,68.5605,0.0295,0.0,183.5581,0.0011,2.505,0.0221,0.3699,0.0146,0.0144,0.0005,22.6596,0.0097,0.0,61.0103,0.0004,0.861,0.0078,0.1293,2.885,1.7799,0.1873,3.7737,3.1029,0.0,24.058000000000003,0.1108,4.1742,2.2906,5.7508,532.2627,2.1154,10.15,0.4655,3.6284,0.1383,1.907,22.006,0
1.4236,2.4409,0.9929,1753.6782,0.9611,0.0,756.6812,0.9892,58.0119,0.9537,6.5584,0.0587,0.0889,0.0006,122.2036,0.0066,0.0,63.1642,0.0012,3.3389,0.0198,0.3972,0.0205,0.0278,0.0002,36.476,0.002,0.0,19.9378,0.0003,1.0836,0.0066,0.1145,4.1253,3.6439,0.065,6.9684,0.6898,0.0,8.3475,0.1229,5.7556,2.0728,6.0566,529.3845,2.3706,8.72,0.3509,2.8049,0.1212,1.6472,14.8024,0
1.404,2.3148,0.992,1895.5238,0.9522,0.0,816.6171,0.9893,58.2191,0.978,6.3222,0.0321,0.0476,0.0011,117.0676,0.017,0.0,115.8643,0.0016,3.5177,0.0063,0.3302,0.0114,0.0154,0.0004,41.3734,0.0055,0.0,35.8723,0.0004,1.0468,0.0017,0.1194,2.2835,2.0580000000000003,0.1158,6.176,1.7879,0.0,14.1883,0.1593,6.0422,0.6414,5.2222,530.3709,2.3435,6.49,0.4154,2.176,0.1352,1.2237,17.7267,0
1.3982,2.4303,0.99,1755.6484,0.9544,0.0,775.9137,0.9898,58.5492,0.9675,6.2797,0.0462,0.0404,0.0013,94.1166,0.0257,0.0,146.889,0.0009,2.4448,0.0183,0.4119,0.0158,0.017,0.0004,36.6777,0.0087,0.0,43.0143,0.0003,0.6937,0.0054,0.1356,3.3049,1.6621,0.1276,5.3608,2.6931,0.0,18.9311,0.0921,4.1756,1.8903,6.5589,532.1618,2.1401,7.11,0.4659,2.4357,0.1286,1.3361,21.7713,0
1.3936,2.4265,0.9868,1811.5088,0.9573,0.0,600.8499,0.9893,59.7619,0.9608,6.5429,0.0429,0.0433,0.0028,133.5287,0.0146,0.0,71.3152,0.001,2.2512,0.0153,0.2509,0.016,0.0154,0.0008,44.3466,0.0048,0.0,26.7382,0.0004,0.8128,0.0049,0.0933,3.0762,1.7835,0.2826,7.3711,1.5207,0.0,11.8691,0.1021,3.767,1.5884,3.834,527.8955,2.3099,9.66,0.3761,3.3632,0.0984,1.8299,16.2833,0
1.4069,2.3652,0.9858,1719.8538,0.9294,0.0007,767.2725,0.9895,58.3851,0.9792,6.1454,0.0215,0.0419,0.0041,150.4263,0.0289,0.0069999999999999,145.6428,0.0012,3.0797,0.0032,0.3829,0.0077,0.0141,0.0013,49.3534,0.0095,0.0022,48.0251,0.0004,0.963,0.0009,0.1208,1.5268,1.7697,0.4162,8.7465,3.1042,0.0,18.9819,0.1205,5.2749,0.3221,6.2305,534.5864,1.8987,7.46,0.3124,2.6462,0.0959,1.3955,16.4543,0
1.3909,2.3551,0.9907,1703.3708,0.9547,0.0,708.3268,0.9895,58.6392,0.9648,6.2952,0.0819999999999999,0.075,0.0015,113.7875,0.0215,0.0,101.0332,0.0013,3.1222,0.0174,0.4196,0.0315,0.0231,0.0006,37.3225,0.0085,0.0,28.3721,0.0005,0.9519,0.0056,0.1353,5.8969,3.1851,0.1559,6.6801,2.2484,0.0,14.2636,0.1286,5.3244,1.7992,6.6648,532.1618,2.1401,7.11,0.4659,2.4357,0.1286,1.3361,21.7713,0
1.3969999999999998,2.4137,0.9885,1734.4893,0.9443,0.0,690.568,0.9896,58.3444,0.9637,6.4131,0.017,0.0457,0.0016,104.1158,0.0258,0.0,139.8181,0.0018,2.58,0.0134,0.285,0.0076,0.0152,0.0005,32.9887,0.0091,0.0,35.7701,0.0005,0.7771,0.0041,0.0888,1.2169,1.8939,0.1584,6.0027,2.7343,0.0,20.2468,0.1777,4.4221,1.392,4.4433,532.1618,2.1401,7.11,0.4659,2.4357,0.1286,1.3361,21.7713,0
1.4017,2.3631,0.9926,1873.9783,0.956,0.0,779.4010000000001,0.9668,59.0924,0.9599,6.4061,0.0373,0.0511,0.0008,135.1934,0.0249,0.0,101.2534,0.0061,5.6776,0.0787,0.9255,0.0134,0.0169,0.0003,46.2283,0.0091,0.0,37.9529,0.0022,1.6239,0.0229,0.2622,2.6603,2.164,0.0787,7.2142,2.6094,0.0,12.9912,0.6333,9.6081,8.2037,14.4479,532.4527,1.9857,5.83,0.3368,2.077,0.1016,1.0949,16.9589,0
1.399,2.4347,0.9878,1808.1907,0.9577,0.0,730.4147,0.9893,59.9228,0.9577,6.5236,0.0374,0.0433,0.0014,155.8743,0.0209,0.0,153.9048,0.0011,2.2716,0.0242,0.2895,0.0127,0.0144,0.0004,48.218,0.0066,0.0,43.6128,0.0005,0.8088,0.0071,0.0959,2.6769,1.7799,0.1436,8.6205,2.1858,0.0,21.0709,0.1158,3.7909,2.5312,4.4379,532.2627,2.1154,10.15,0.4655,3.6284,0.1383,1.907,22.006,0
1.4259,2.3551,0.9914,1845.2409,0.9392,0.0,826.7217,0.9895,59.9764,0.9602,6.5951,0.0325,0.075,0.0022,122.7334,0.0319,0.0,125.9354,0.0012,2.4154,0.0207,0.4422,0.0125,0.0231,0.0006,45.9278,0.01,0.0,38.1639,0.0004,0.7389,0.0076,0.141,2.2807,3.1851,0.2263,6.6513,3.3931,0.0,15.2331,0.1228,4.0272,2.1539,6.7055,537.9264,2.1814,5.48,0.3891,1.9077,0.1213,1.0187,17.8379,0
1.3786,2.4925,0.9925,1794.3678,0.9404,0.0051,817.4893,0.9892,59.9352,0.9811,6.0213,0.0834,0.0409999999999999,0.0012,116.1804,0.0101,0.0509,51.3397,0.0016,4.5077,0.0024,0.3422,0.0337,0.0139999999999999,0.0004,37.7986,0.003,0.0161,17.4421,0.0005,1.3503,0.0007,0.1181,6.0487,1.6469,0.1251,6.4747,1.0689,1000.0,6.2802,0.1641,7.521,0.2421,5.6835,537.0846,2.1754,7.28,0.4146,2.7342,0.143,1.3555,19.059,0
1.4022,2.3964,0.99,1801.2336,0.9521,0.0,773.0223,0.9898,58.8254,0.9644,6.3363,0.0477,0.0328,0.0013,76.9235,0.018,0.0,195.7474,0.001,1.9649,0.0301,0.4507,0.0182,0.0121,0.0005,25.1037,0.0071,0.0,60.3625,0.0004,0.5809,0.0097,0.155,3.4054,1.3674,0.1351,4.2706,1.8908,0.0,25.3224,0.1056,3.3403,3.1159,7.1129,531.96,1.8347,12.7,0.286,4.465,0.0927,2.3874,15.5905,0
1.4184,2.3986,0.9899,1836.3814,0.9514,0.0,762.6247,0.9899,56.5933,0.9638,6.59,0.0209,0.0346,0.0021,91.675,0.0152,0.0,123.8996,0.0007,2.2007,0.0319,0.4836,0.0081,0.0116,0.0006,28.0185,0.0045,0.0,41.1795,0.0002,0.7564,0.0091,0.1501,1.4756,1.4427,0.2088,4.9922,1.5988,0.0,16.2465,0.0696,3.8887,3.3132,7.3384,534.3264,1.5887,5.4,0.2039,1.8036,0.054,1.0106,12.833,0
1.4128,2.4396,0.9929,1796.4239,0.9542,0.0,789.1009,0.9897,58.0278,0.9812,5.9349,0.0433,0.0866,0.0009,116.4772,0.0212,0.0,81.6422,0.0011,2.8113,0.0034,0.2858,0.0114,0.0281,0.0003,39.0237,0.0078,0.0,31.3189,0.0003,0.8622,0.001,0.0957,3.0663,3.5494,0.0922,6.4838,2.2207,0.0,10.3462,0.1148,4.8447,0.3424,4.816,532.17,2.151,9.16,0.5035,3.1634,0.1463,1.7213,23.4054,0
1.3784,2.3499,0.9884,1806.5995,0.9529,0.0,790.3969999999999,0.9898,56.8354,0.9642,6.3838,0.0785,0.0663,0.0013,105.4355,0.0143,0.0,48.9205,0.0006,2.3032,0.0187,0.3133,0.0261,0.021,0.0004,32.2928,0.0053,0.0,18.2365,0.0002,0.7317,0.0069,0.103,5.6958,2.8198,0.1293,5.8361,1.4975,0.0,6.1894,0.06,4.0525,1.9405,4.9077,528.7918,2.0831,6.81,0.4774,2.2727,0.1495,1.2878,22.9183,0
1.4303,2.459,0.9907,1753.2399,0.9589,0.0,747.4732,0.9648,58.7007,0.9792,6.2109,0.0347,0.0819999999999999,0.0012,158.3331,0.0163,0.0,80.2047,0.0151,3.6106,0.0055,0.3814,0.0126,0.0267,0.0003,50.1456,0.0048,0.0,23.8208,0.0045,1.1212,0.0015,0.1289,2.4253,3.3352,0.1172,9.0309,1.7046,0.0,10.7301,1.5638,6.1508,0.5594,6.1412,536.5927,2.1566,6.82,0.4432,2.3058,0.1331,1.271,20.5512,0
1.3895,2.4208,0.9903,1870.7013,0.9473,0.0,795.9418,0.9894,59.7028,0.966,6.445,0.0751,0.1034,0.0011,131.4014,0.0178,0.0,226.0522,0.001,2.2182,0.0157,0.3286,0.0234,0.0292,0.0003,43.1227,0.0067,0.0,67.1847,0.0004,0.8102,0.0047,0.0981,5.4071,4.2718,0.1097,7.0242,1.8763,0.0,28.4006,0.1025,3.7154,1.6235,5.0986,527.9364,2.3919,9.69,0.374,3.2754,0.1043,1.8354,15.635,0
1.4072,2.3762,0.9861,1869.4215,0.952,0.0,727.6761,0.9894,58.3514,0.9636,6.4295,0.0179,0.0807,0.0027,134.6324,0.0173,0.0,54.6842,0.0012,3.5114,0.0121,0.1713,0.0057,0.0264,0.0011,50.9032,0.0061,0.0,19.8033,0.0005,1.1642,0.0037,0.052,1.2706,3.3974,0.2755,7.2018,1.8187,0.0,7.5149,0.1236,6.0178,1.2587,2.6649,536.3418,2.0153,7.98,0.2363,2.6401,0.0785,1.4879,11.7256,0
1.3949,2.488,0.9911,1872.5133,0.9561,0.0,755.7527,0.9899,57.102,0.9806,6.2902,0.081,0.0799,0.0014,171.2301,0.0049,0.0,47.9077,0.0012,2.6542,0.0044,0.3786,0.0233,0.0256,0.0004,52.6728,0.0014,0.0,15.2502,0.0004,0.8398,0.0013,0.1281,5.8047,3.21,0.141,9.1444,0.5075,0.0,6.3391,0.1214,4.6482,0.4512,6.0192,537.9264,2.1814,5.48,0.3891,1.9077,0.1213,1.0187,17.8379,0
1.4256,2.459,0.9869,1820.3629,0.9488,0.0,704.2686,0.9891,59.2046,0.9767,6.279,0.0467,0.0461,0.002,100.3093,0.0176,0.0,117.3369,0.0009,3.6774,0.0048,0.3431,0.0193,0.0158,0.0007,29.1159,0.0063,0.0,33.8398,0.0004,1.0546,0.0016,0.1238,3.2772,1.8729,0.2032,5.5104,1.8539,0.0,16.6608,0.0943,6.2114,0.4867,5.4641,530.3709,2.3435,6.49,0.4154,2.176,0.1352,1.2237,17.7267,0
1.3868,2.36,0.9796,1627.4714,0.9485,0.0,605.619,0.9896,58.2686,0.9805,6.2416,0.0219,0.0703,0.008,89.1078,0.0249,0.0,99.4298,0.0012,3.8706,0.0038,0.4089,0.0088,0.0241,0.0023,32.6117,0.0092,0.0,36.1327,0.0005,1.2378,0.0011,0.1426,1.5785,2.9789,0.8183,5.4752,2.6258,0.0,16.4179,0.1171,6.6428,0.3866,6.5512,534.3936,1.9098,9.13,0.3669,3.2524,0.104,1.7085,19.2104,0
1.4048,2.3701,0.9758,1759.9908,0.9432,0.0,683.5622,0.9893,59.8578,0.9636,6.4084,0.0351,0.0658,0.0113,225.3136,0.0366,0.0,121.7717,0.0009,2.2955,0.0151,0.2669,0.0116,0.0251,0.0034,68.971,0.0129,0.0,43.7175,0.0003,0.7244,0.0048,0.0815,2.4978,2.7756,1.1626,12.802,3.8849,0.0,17.8143,0.0942,3.835,1.5629,4.1651,528.7918,2.0831,6.81,0.4774,2.2727,0.1495,1.2878,22.9183,0
1.4059241603041408,2.3872201527006225,0.9862096199112923,1892.673151445144,0.9590760607476793,0.0,780.1543437028861,0.9906939599239648,59.21032121495359,0.9779463024711434,6.318165321241908,0.03780024972257767,0.08970222485357922,0.003157719467753714,140.02354482162232,0.010585459607151551,0.0,65.4570700886205,0.0007313199746549388,3.4394331924649015,0.006858618010412695,0.2348183556153044,0.012547657452821347,0.02941722168544657,0.0013409398859472244,47.08449588688586,0.0034192398225845718,0.0,19.360823258891617,0.0002156599873274694,1.0545387497242635,0.0020926192776657554,0.09488680025345061,2.692549727768509,3.7621697113144474,0.3217381665599384,7.397879270156191,1.1013886976864202,0.0,8.389959117455568,0.07443333811179294,5.808065451695248,0.7090575723859311,3.7162129296674555,532.2875344622925,2.221373086726367,8.763713899887009,0.2824089137496957,3.1492647584340996,0.0843995435609811,1.6462987023598374,12.665495379703227,1
1.4282607372058032,2.4132268317855874,0.9853246231915418,1786.6028055407487,0.9629338009068084,0.0,775.2571841536603,0.9901819429928693,58.574857990927896,0.9786882405527404,6.156924668107225,0.028978525588393724,0.056102880155395454,0.004760602893533099,123.42852511672882,0.022301775858372827,0.0,137.08380778325565,0.0007098492766167251,2.547492300589262,0.004893836752398965,0.38684391880796515,0.013591657957216025,0.021335845389721247,0.0014885091772804874,44.37217421933495,0.008114773914925088,0.0,45.74610302055457,0.0003016415461027875,0.7075833759469359,0.0015132666810923389,0.1307737352623554,2.030331129343449,2.323843246811836,0.4865649453670783,6.908217534005313,2.3179308913873298,0.0,17.683285167791688,0.07422419045586937,4.349601568570673,0.4976900773131754,6.283027413515572,533.1507546473683,1.0901834657783018,5.650984927661673,0.14386533362184678,1.8818125800029213,0.04048643489550526,1.0599445903693154,13.1897695422179,1
1.42649411825532,2.3974201365810157,0.9653151573338775,1881.9375804468682,0.952613009162848,0.0,762.2484160366416,0.9906871040801964,58.56163886943693,0.9763257918396071,6.243243999842056,0.05981357537806969,0.08454547544844561,0.012326244811784579,137.05812274813036,0.02331651625040971,0.0,114.62674611066562,0.0007935520400982048,2.5692574792111467,0.0036805428772502652,0.5228862015826546,0.019096945884615628,0.026435520400982047,0.004609841804419217,48.93521959944566,0.006932353042553326,0.0,32.704983110054116,0.0002935520400982048,0.6852158367921436,0.0013451357193125662,0.17511380186415837,4.188845863432961,3.526350804765156,1.283168261428051,7.282781829912495,2.4471631654910557,0.0,15.041724557008346,0.0799650458142397,4.388062468798724,0.3804252152839463,8.376339298783202,537.5757519751105,2.2182903812348562,8.20686661448458,0.28126289419639705,2.513701032974651,0.09230656120294614,1.526536443579402,12.676659784932005,1
1.4197576519930828,2.410744449558276,0.9902507081878673,1801.6131953861795,0.9350936953459227,0.0,767.3995481536849,0.9907034719026078,57.422138937003275,0.9780021475758452,6.329752712498587,0.03398053893560223,0.07034792146088398,0.0006347190260773527,62.06353469883545,0.023046551109635327,0.0,84.605484793955,0.0010826404869613239,3.9316013094522813,0.00528186326236476,0.43029890060400056,0.010804157078232058,0.023710415707823205,0.0002104157078232058,17.892466647822566,0.00781320243480662,0.0,28.149244255076997,0.00039305619478452946,1.1152027510858322,0.0016951117216574985,0.14156651325171293,2.3947918595581457,2.9190925551171043,0.06018994729639826,3.4451227585518747,2.4654213532599965,0.0,11.024883284829768,0.11338140820917103,6.848538703090221,0.5421345646770952,6.796657109382063,521.1373926307734,2.174670435015847,18.327097103415667,0.5741410236801546,6.061335806964763,0.15199634399944778,4.7230558203229975,26.42565323055231,1
1.4008644173663933,2.378787953102515,0.9757647928186015,1851.6957715372887,0.9491893439825284,0.0,747.5501383780686,0.9905,59.276404341593,0.9779827309031347,6.302424685985353,0.050642007986896304,0.04049020069630036,0.004301285070657926,95.63828799745698,0.022035154276720703,0.0,94.88653768174163,0.0009353949075025825,3.5122184125219222,0.003081874189362733,0.43713143388617326,0.017111512731243544,0.013723882176259038,0.0015181258106372665,31.05563145094395,0.007045194211202225,0.0,28.69552798313315,0.0003,1.057891023278538,0.0011880589118704807,0.14614366850976243,3.616827280019276,1.7074462864362925,0.4440884531372221,5.162444323843751,2.3198683613192905,0.0,12.709763509452655,0.09796870093525308,5.930562190255792,0.3171759062050298,6.9330245477491745,535.9498160079188,2.0302434995568017,6.52645774967761,0.2798292340776019,2.3153399907849654,0.08884077582091617,1.2177021366649663,13.312639797944726,1
1.4187089967757278,2.382765627411598,0.9824373962389363,1857.894053738716,0.9463619505376724,0.0,716.5409094677883,0.989514148386983,58.85639734722884,0.9765619505376723,6.0844368542793585,0.05874371451979435,0.05276754999383432,0.009010405911752787,103.783365065102,0.025325515589854058,0.0,295.747289223148,0.0010619505376722928,3.2914025129939777,0.005842445160949363,0.262577545148618,0.0224638731199086,0.018841381180588933,0.0027158655907348725,32.253078246824174,0.009477816128407165,0.0,96.58078202494809,0.00036548763441807326,0.98624069086926,0.0019867102148927547,0.08575982257695143,4.134509433050803,2.1929814303962893,0.9344282997692273,5.585001951095603,2.674892221341299,0.0,40.8113027203397,0.10290566505746664,5.597981852311878,0.6014869612558856,4.298240993357677,527.7587822152335,1.3684723450851994,9.708444247699195,0.19875439998590702,3.442094899630563,0.06436517956669124,1.8427931425492186,14.239296560013187,1
1.4164220063437434,2.380868559754866,0.988000298908663,1818.4293190441467,0.9435525935881639,0.0,756.4166674623174,0.9899369263301248,59.24532413526139,0.9730954106409984,6.3483907592782165,0.055750351773190994,0.06306362776192566,0.006047705320499187,139.2005692522025,0.01869865491101628,0.0,55.610384176471456,0.001188922100962561,2.6674822468339094,0.015760576671514925,0.3699399591420309,0.019433084242780792,0.020724951705098207,0.0020035431786809546,48.037546225829395,0.005784781104955507,0.0,20.369060155186645,0.0003963073669875204,0.8258027665182806,0.004767065211550733,0.11760962708099783,3.935324474669038,2.6570444252091487,0.6111399448054979,7.650381602065012,1.9910229912359605,0.0,7.343313502499056,0.12018821855458058,4.510730049999521,1.6317516706997268,5.8200436987266135,532.7179607705668,2.1374669340357237,7.037265702559739,0.29022849488377916,2.1860670254282466,0.08971152626203201,1.320403386556083,13.585697229539749,1
1.3910027043738098,2.43467659719592,0.9860827378790364,1858.744174141924,0.9469785014259957,0.0,731.0638470384604,0.990456326758539,59.19897713726125,0.9773911549430736,6.311856134500021,0.04784109291793282,0.03678802257637454,0.0026829859795996936,109.05056155810756,0.0358670760455411,0.0,98.76660788321237,0.0007,2.0741728134681536,0.004170884505692638,0.48734292893977144,0.01681197742362546,0.012841769011385276,0.0009240788975325162,37.61271270741735,0.011414557747153681,0.0,30.937093985697295,0.000285442252846319,0.7301883265189822,0.001570884505692638,0.16285036596774846,3.442197506628175,1.5118760016768973,0.27084823199222097,5.868782688025911,3.783891694620052,0.0,13.502761376498217,0.07408476615939386,3.506253367906892,0.4262454534212552,7.718131528680058,535.0935090137482,1.7681362174700177,5.277782533254325,0.1634130256679227,1.894689790389976,0.06253292395445889,0.9863198982865362,9.239268552282727,1
1.4194844136472553,2.402510648188353,0.9832310186356374,1764.8637415067128,0.9376913581179204,0.0,689.34907768062,0.9738620368936974,57.642120507526144,0.969933179011763,6.411781329229596,0.06893950644786515,0.08355339501161779,0.005165432094103981,145.7707621667986,0.017688425882224818,0.0,69.87336643204694,0.00594475312953818,2.3945652768915195,0.008310493740923639,0.3383620361385422,0.0234586420708684,0.026195370352889928,0.0015990740705779853,49.0904157185231,0.006229012329363931,0.0,24.185307859450337,0.0017700617412140537,0.7834459871986641,0.0024603394822829,0.12217762324644213,4.8513510994445195,3.477628238581906,0.5289270056455128,8.25960524554894,1.8928041617738907,0.0,10.1662516824971,0.6122229983190518,4.153554937975603,0.8559416577621286,5.310322360517722,535.0127498812336,2.1897070955198963,8.658904329436536,0.14109274663447585,2.9560814844321803,0.04845833317600934,1.6177912051808012,6.41367746615597,1
1.4038179912828637,2.415276708766931,0.9691955367500148,1877.5715202482331,0.9477193862076358,0.0,741.6985834673027,0.9902917712807195,58.97024742425922,0.9776146444819823,6.252288562762761,0.05114379261659355,0.03945076724045517,0.010420781132408193,127.87037514967778,0.026345467290249613,0.0,126.70621535640709,0.00102887029555066,4.30375063532361,0.006492607980939827,0.3554991645729952,0.016643793253201276,0.012943375221394993,0.0038804742362261264,46.19699078087994,0.009470153448091033,0.0,44.50939753382527,0.00037629009851688664,1.2186397505814532,0.0020535564533920797,0.12506959586014676,3.603133545177392,1.6316308291743447,1.082885087228073,6.806283702489025,2.784864442468764,0.0,17.086921738927142,0.10047559295443459,7.2959492454917,0.6714838102147759,5.691591515086322,535.1309440838244,2.091158728306399,110.62196277600555,0.42953123829364265,29.10160573805355,0.1298143647330986,20.705971264226342,25.808933889640784,1
