Rented Bike Count,Temperature,Humidity,Datetime
182,-2.5,69.0,2018-02-03 00:00:00
184,-2.3,71.0,2018-02-03 01:00:00
123,-3.4,82.0,2018-02-03 02:00:00
60,-4.4,80.0,2018-02-03 03:00:00
35,-5.6,74.0,2018-02-03 04:00:00
31,-6.3,65.0,2018-02-03 05:00:00
33,-7.8,57.0,2018-02-03 06:00:00
67,-8.8,58.0,2018-02-03 07:00:00
116,-9.5,56.0,2018-02-03 08:00:00
168,-9.4,47.0,2018-02-03 09:00:00
144,-8.5,43.0,2018-02-03 10:00:00
195,-7.7,41.0,2018-02-03 11:00:00
192,-6.0,38.0,2018-02-03 12:00:00
229,-5.8,38.0,2018-02-03 13:00:00
196,-5.0,31.0,2018-02-03 14:00:00
210,-4.5,31.0,2018-02-03 15:00:00
205,-4.2,31.0,2018-02-03 16:00:00
211,-5.6,32.0,2018-02-03 17:00:00
175,-6.6,36.0,2018-02-03 18:00:00
135,-7.6,32.0,2018-02-03 19:00:00
109,-8.5,31.0,2018-02-03 20:00:00
107,-9.1,38.0,2018-02-03 21:00:00
92,-9.7,45.0,2018-02-03 22:00:00
91,-10.0,48.0,2018-02-03 23:00:00
98,-10.4,49.0,2018-02-04 00:00:00
90,-10.5,48.0,2018-02-04 01:00:00
60,-10.5,49.0,2018-02-04 02:00:00
54,-10.6,47.0,2018-02-04 03:00:00
35,-11.2,47.0,2018-02-04 04:00:00
21,-11.5,51.0,2018-02-04 05:00:00
23,-11.8,54.0,2018-02-04 06:00:00
34,-12.4,54.0,2018-02-04 07:00:00
70,-12.8,56.0,2018-02-04 08:00:00
97,-12.4,51.0,2018-02-04 09:00:00
103,-11.2,43.0,2018-02-04 10:00:00
115,-9.7,37.0,2018-02-04 11:00:00
165,-8.3,32.0,2018-02-04 12:00:00
152,-8.3,34.0,2018-02-04 13:00:00
177,-7.4,33.0,2018-02-04 14:00:00
190,-6.4,30.0,2018-02-04 15:00:00
181,-5.4,29.0,2018-02-04 16:00:00
184,-5.9,27.0,2018-02-04 17:00:00
154,-7.0,26.0,2018-02-04 18:00:00
124,-7.7,31.0,2018-02-04 19:00:00
98,-8.2,28.0,2018-02-04 20:00:00
107,-8.9,35.0,2018-02-04 21:00:00
78,-9.7,45.0,2018-02-04 22:00:00
77,-10.3,48.0,2018-02-04 23:00:00
82,-10.5,52.0,2018-02-05 00:00:00
52,-11.2,54.0,2018-02-05 01:00:00
39,-11.2,55.0,2018-02-05 02:00:00
33,-11.3,54.0,2018-02-05 03:00:00
20,-11.7,51.0,2018-02-05 04:00:00
37,-11.6,45.0,2018-02-05 05:00:00
110,-11.5,40.0,2018-02-05 06:00:00
227,-11.6,44.0,2018-02-05 07:00:00
433,-11.5,40.0,2018-02-05 08:00:00
216,-11.1,38.0,2018-02-05 09:00:00
123,-9.6,32.0,2018-02-05 10:00:00
156,-8.5,27.0,2018-02-05 11:00:00
157,-7.8,28.0,2018-02-05 12:00:00
169,-7.0,25.0,2018-02-05 13:00:00
170,-6.4,24.0,2018-02-05 14:00:00
169,-5.7,25.0,2018-02-05 15:00:00
199,-5.4,25.0,2018-02-05 16:00:00
225,-6.4,28.0,2018-02-05 17:00:00
388,-7.6,29.0,2018-02-05 18:00:00
246,-8.3,29.0,2018-02-05 19:00:00
206,-9.1,35.0,2018-02-05 20:00:00
177,-9.8,41.0,2018-02-05 21:00:00
183,-10.3,43.0,2018-02-05 22:00:00
115,-10.5,47.0,2018-02-05 23:00:00
126,-10.6,47.0,2018-02-06 00:00:00
87,-10.9,36.0,2018-02-06 01:00:00
59,-11.2,36.0,2018-02-06 02:00:00
36,-11.6,35.0,2018-02-06 03:00:00
32,-12.0,36.0,2018-02-06 04:00:00
40,-12.3,37.0,2018-02-06 05:00:00
94,-12.5,40.0,2018-02-06 06:00:00
213,-12.7,41.0,2018-02-06 07:00:00
438,-12.7,41.0,2018-02-06 08:00:00
217,-12.3,39.0,2018-02-06 09:00:00
128,-11.3,35.0,2018-02-06 10:00:00
175,-9.9,32.0,2018-02-06 11:00:00
172,-8.2,31.0,2018-02-06 12:00:00
165,-7.5,28.0,2018-02-06 13:00:00
147,-7.0,26.0,2018-02-06 14:00:00
171,-5.9,25.0,2018-02-06 15:00:00
175,-5.9,24.0,2018-02-06 16:00:00
227,-6.6,29.0,2018-02-06 17:00:00
392,-7.6,36.0,2018-02-06 18:00:00
251,-8.4,37.0,2018-02-06 19:00:00
193,-9.6,34.0,2018-02-06 20:00:00
175,-10.6,39.0,2018-02-06 21:00:00
169,-11.1,43.0,2018-02-06 22:00:00
106,-11.8,46.0,2018-02-06 23:00:00
116,-12.3,47.0,2018-02-07 00:00:00
96,-12.3,47.0,2018-02-07 01:00:00
83,-12.5,50.0,2018-02-07 02:00:00
51,-12.5,49.0,2018-02-07 03:00:00
34,-13.1,54.0,2018-02-07 04:00:00
45,-13.0,53.0,2018-02-07 05:00:00
92,-13.2,50.0,2018-02-07 06:00:00
214,-13.2,56.0,2018-02-07 07:00:00
469,-13.3,60.0,2018-02-07 08:00:00
237,-12.0,50.0,2018-02-07 09:00:00
155,-9.6,39.0,2018-02-07 10:00:00
176,-7.0,28.0,2018-02-07 11:00:00
188,-6.0,24.0,2018-02-07 12:00:00
228,-4.5,23.0,2018-02-07 13:00:00
199,-3.5,20.0,2018-02-07 14:00:00
221,-2.1,20.0,2018-02-07 15:00:00
240,-1.7,18.0,2018-02-07 16:00:00
320,-2.3,20.0,2018-02-07 17:00:00
448,-4.0,27.0,2018-02-07 18:00:00
280,-5.2,33.0,2018-02-07 19:00:00
218,-5.8,44.0,2018-02-07 20:00:00
223,-6.3,48.0,2018-02-07 21:00:00
200,-6.8,50.0,2018-02-07 22:00:00
164,-7.6,50.0,2018-02-07 23:00:00
136,-8.2,50.0,2018-02-08 00:00:00
126,-8.5,60.0,2018-02-08 01:00:00
103,-8.3,65.0,2018-02-08 02:00:00
57,-8.6,64.0,2018-02-08 03:00:00
46,-9.0,54.0,2018-02-08 04:00:00
39,-9.0,56.0,2018-02-08 05:00:00
99,-9.3,61.0,2018-02-08 06:00:00
255,-9.6,67.0,2018-02-08 07:00:00
507,-9.7,65.0,2018-02-08 08:00:00
270,-8.5,55.0,2018-02-08 09:00:00
160,-6.3,46.0,2018-02-08 10:00:00
217,-3.1,39.0,2018-02-08 11:00:00
253,-1.5,35.0,2018-02-08 12:00:00
270,0.3,30.0,2018-02-08 13:00:00
253,0.9,25.0,2018-02-08 14:00:00
286,1.4,25.0,2018-02-08 15:00:00
284,2.0,25.0,2018-02-08 16:00:00
337,1.5,24.0,2018-02-08 17:00:00
564,-0.5,26.0,2018-02-08 18:00:00
378,-1.8,35.0,2018-02-08 19:00:00
277,-2.8,40.0,2018-02-08 20:00:00
268,-3.3,42.0,2018-02-08 21:00:00
233,-3.9,41.0,2018-02-08 22:00:00
195,-4.3,44.0,2018-02-08 23:00:00
178,-4.6,38.0,2018-02-09 00:00:00
159,-4.8,44.0,2018-02-09 01:00:00
107,-5.1,47.0,2018-02-09 02:00:00
78,-5.2,48.0,2018-02-09 03:00:00
46,-4.4,47.0,2018-02-09 04:00:00
36,-4.2,44.0,2018-02-09 05:00:00
117,-4.0,41.0,2018-02-09 06:00:00
273,-3.6,42.0,2018-02-09 07:00:00
589,-3.3,39.0,2018-02-09 08:00:00
308,-2.4,36.0,2018-02-09 09:00:00
199,-1.3,34.0,2018-02-09 10:00:00
238,-0.2,31.0,2018-02-09 11:00:00
260,1.6,28.0,2018-02-09 12:00:00
268,2.6,27.0,2018-02-09 13:00:00
283,4.0,25.0,2018-02-09 14:00:00
315,5.0,24.0,2018-02-09 15:00:00
319,6.0,28.0,2018-02-09 16:00:00
422,4.8,38.0,2018-02-09 17:00:00
659,4.1,40.0,2018-02-09 18:00:00
407,3.3,58.0,2018-02-09 19:00:00
308,3.0,61.0,2018-02-09 20:00:00
243,2.9,63.0,2018-02-09 21:00:00
263,2.5,66.0,2018-02-09 22:00:00
193,2.0,70.0,2018-02-09 23:00:00
197,1.5,71.0,2018-02-10 00:00:00
237,1.7,71.0,2018-02-10 01:00:00
169,1.9,71.0,2018-02-10 02:00:00
145,2.0,71.0,2018-02-10 03:00:00
79,1.9,74.0,2018-02-10 04:00:00
41,1.8,75.0,2018-02-10 05:00:00
48,1.6,78.0,2018-02-10 06:00:00
97,1.6,81.0,2018-02-10 07:00:00
188,1.6,82.0,2018-02-10 08:00:00
222,1.6,78.0,2018-02-10 09:00:00
223,1.8,73.0,2018-02-10 10:00:00
235,2.6,62.0,2018-02-10 11:00:00
248,2.9,53.0,2018-02-10 12:00:00
296,2.8,31.0,2018-02-10 13:00:00
286,2.2,24.0,2018-02-10 14:00:00
277,2.0,20.0,2018-02-10 15:00:00
291,0.3,17.0,2018-02-10 16:00:00
277,-0.9,19.0,2018-02-10 17:00:00
216,-2.0,15.0,2018-02-10 18:00:00
151,-3.1,14.0,2018-02-10 19:00:00
132,-4.4,19.0,2018-02-10 20:00:00
124,-5.6,28.0,2018-02-10 21:00:00
128,-6.2,32.0,2018-02-10 22:00:00
118,-6.7,35.0,2018-02-10 23:00:00
112,-6.9,36.0,2018-02-11 00:00:00
95,-7.0,38.0,2018-02-11 01:00:00
93,-7.0,42.0,2018-02-11 02:00:00
58,-7.2,43.0,2018-02-11 03:00:00
34,-7.5,42.0,2018-02-11 04:00:00
19,-7.8,39.0,2018-02-11 05:00:00
39,-8.4,33.0,2018-02-11 06:00:00
40,-9.2,34.0,2018-02-11 07:00:00
81,-9.4,29.0,2018-02-11 08:00:00
126,-8.6,28.0,2018-02-11 09:00:00
130,-6.9,21.0,2018-02-11 10:00:00
155,-5.0,25.0,2018-02-11 11:00:00
174,-3.9,28.0,2018-02-11 12:00:00
212,-2.4,28.0,2018-02-11 13:00:00
191,-2.2,29.0,2018-02-11 14:00:00
181,-2.6,31.0,2018-02-11 15:00:00
175,-3.6,36.0,2018-02-11 16:00:00
198,-4.2,47.0,2018-02-11 17:00:00
150,-4.6,56.0,2018-02-11 18:00:00
147,-5.2,66.0,2018-02-11 19:00:00
127,-5.7,67.0,2018-02-11 20:00:00
119,-5.6,69.0,2018-02-11 21:00:00
103,-5.8,57.0,2018-02-11 22:00:00
91,-7.0,49.0,2018-02-11 23:00:00
103,-7.7,52.0,2018-02-12 00:00:00
69,-7.9,52.0,2018-02-12 01:00:00
45,-8.3,49.0,2018-02-12 02:00:00
21,-8.5,35.0,2018-02-12 03:00:00
33,-8.6,31.0,2018-02-12 04:00:00
30,-9.2,37.0,2018-02-12 05:00:00
109,-9.5,36.0,2018-02-12 06:00:00
236,-9.5,35.0,2018-02-12 07:00:00
517,-9.1,33.0,2018-02-12 08:00:00
262,-8.4,28.0,2018-02-12 09:00:00
161,-6.7,23.0,2018-02-12 10:00:00
190,-6.1,25.0,2018-02-12 11:00:00
202,-4.6,32.0,2018-02-12 12:00:00
246,-2.7,29.0,2018-02-12 13:00:00
182,-2.4,30.0,2018-02-12 14:00:00
228,-2.1,30.0,2018-02-12 15:00:00
239,-2.4,33.0,2018-02-12 16:00:00
288,-3.1,36.0,2018-02-12 17:00:00
475,-4.4,46.0,2018-02-12 18:00:00
340,-4.9,52.0,2018-02-12 19:00:00
244,-4.7,55.0,2018-02-12 20:00:00
253,-4.3,59.0,2018-02-12 21:00:00
200,-4.2,57.0,2018-02-12 22:00:00
140,-4.4,58.0,2018-02-12 23:00:00
158,-5.0,60.0,2018-02-13 00:00:00
146,-5.5,60.0,2018-02-13 01:00:00
106,-6.0,58.0,2018-02-13 02:00:00
70,-6.2,61.0,2018-02-13 03:00:00
46,-6.4,62.0,2018-02-13 04:00:00
51,-6.7,64.0,2018-02-13 05:00:00
96,-7.1,70.0,2018-02-13 06:00:00
294,-7.2,70.0,2018-02-13 07:00:00
568,-7.1,68.0,2018-02-13 08:00:00
285,-5.9,52.0,2018-02-13 09:00:00
200,-2.4,41.0,2018-02-13 10:00:00
252,-0.3,40.0,2018-02-13 11:00:00
281,1.0,41.0,2018-02-13 12:00:00
256,2.6,40.0,2018-02-13 13:00:00
300,3.7,39.0,2018-02-13 14:00:00
295,3.7,40.0,2018-02-13 15:00:00
328,3.9,41.0,2018-02-13 16:00:00
410,3.5,46.0,2018-02-13 17:00:00
604,3.1,50.0,2018-02-13 18:00:00
406,2.4,57.0,2018-02-13 19:00:00
323,2.3,59.0,2018-02-13 20:00:00
290,2.6,57.0,2018-02-13 21:00:00
291,2.6,57.0,2018-02-13 22:00:00
211,2.4,59.0,2018-02-13 23:00:00
178,2.0,65.0,2018-02-14 00:00:00
213,1.3,67.0,2018-02-14 01:00:00
129,1.2,64.0,2018-02-14 02:00:00
101,1.1,65.0,2018-02-14 03:00:00
51,1.1,67.0,2018-02-14 04:00:00
56,1.0,68.0,2018-02-14 05:00:00
108,1.1,66.0,2018-02-14 06:00:00
292,1.3,66.0,2018-02-14 07:00:00
606,2.1,65.0,2018-02-14 08:00:00
326,3.9,64.0,2018-02-14 09:00:00
241,5.2,65.0,2018-02-14 10:00:00
288,6.3,67.0,2018-02-14 11:00:00
312,6.9,67.0,2018-02-14 12:00:00
349,7.2,65.0,2018-02-14 13:00:00
398,7.8,57.0,2018-02-14 14:00:00
461,8.7,48.0,2018-02-14 15:00:00
447,8.0,36.0,2018-02-14 16:00:00
484,6.6,34.0,2018-02-14 17:00:00
559,5.1,34.0,2018-02-14 18:00:00
316,3.9,37.0,2018-02-14 19:00:00
262,2.8,29.0,2018-02-14 20:00:00
216,1.7,27.0,2018-02-14 21:00:00
218,0.3,33.0,2018-02-14 22:00:00
160,-0.3,35.0,2018-02-14 23:00:00
126,-0.7,37.0,2018-02-15 00:00:00
123,-1.1,38.0,2018-02-15 01:00:00
112,-1.2,35.0,2018-02-15 02:00:00
74,-1.4,34.0,2018-02-15 03:00:00
58,-1.9,34.0,2018-02-15 04:00:00
32,-2.4,33.0,2018-02-15 05:00:00
39,-2.6,38.0,2018-02-15 06:00:00
55,-3.0,40.0,2018-02-15 07:00:00
112,-3.0,38.0,2018-02-15 08:00:00
112,-3.5,30.0,2018-02-15 09:00:00
127,-1.6,26.0,2018-02-15 10:00:00
170,0.1,22.0,2018-02-15 11:00:00
174,1.7,20.0,2018-02-15 12:00:00
240,2.2,18.0,2018-02-15 13:00:00
270,2.9,14.0,2018-02-15 14:00:00
276,3.8,17.0,2018-02-15 15:00:00
273,3.2,16.0,2018-02-15 16:00:00
236,2.4,17.0,2018-02-15 17:00:00
190,1.1,18.0,2018-02-15 18:00:00
166,0.1,21.0,2018-02-15 19:00:00
148,-0.4,27.0,2018-02-15 20:00:00
134,-1.1,32.0,2018-02-15 21:00:00
145,-1.9,30.0,2018-02-15 22:00:00
92,-2.5,31.0,2018-02-15 23:00:00
105,-3.3,35.0,2018-02-16 00:00:00
77,-3.6,35.0,2018-02-16 01:00:00
47,-4.1,38.0,2018-02-16 02:00:00
36,-4.4,37.0,2018-02-16 03:00:00
35,-4.5,42.0,2018-02-16 04:00:00
28,-5.0,44.0,2018-02-16 05:00:00
30,-5.2,42.0,2018-02-16 06:00:00
49,-5.4,41.0,2018-02-16 07:00:00
68,-5.4,38.0,2018-02-16 08:00:00
48,-4.3,33.0,2018-02-16 09:00:00
78,-1.3,32.0,2018-02-16 10:00:00
93,1.0,25.0,2018-02-16 11:00:00
137,2.2,19.0,2018-02-16 12:00:00
169,3.5,17.0,2018-02-16 13:00:00
196,4.2,18.0,2018-02-16 14:00:00
243,4.0,26.0,2018-02-16 15:00:00
189,3.3,38.0,2018-02-16 16:00:00
210,2.5,48.0,2018-02-16 17:00:00
165,1.4,56.0,2018-02-16 18:00:00
126,0.6,59.0,2018-02-16 19:00:00
150,0.2,61.0,2018-02-16 20:00:00
114,0.1,67.0,2018-02-16 21:00:00
116,-0.6,70.0,2018-02-16 22:00:00
84,-2.0,51.0,2018-02-16 23:00:00
79,-2.7,41.0,2018-02-17 00:00:00
71,-3.1,36.0,2018-02-17 01:00:00
56,-3.8,30.0,2018-02-17 02:00:00
34,-4.5,28.0,2018-02-17 03:00:00
20,-5.2,28.0,2018-02-17 04:00:00
14,-5.7,31.0,2018-02-17 05:00:00
39,-6.2,32.0,2018-02-17 06:00:00
35,-6.8,32.0,2018-02-17 07:00:00
80,-7.1,30.0,2018-02-17 08:00:00
98,-6.5,26.0,2018-02-17 09:00:00
103,-4.3,21.0,2018-02-17 10:00:00
155,-2.8,19.0,2018-02-17 11:00:00
183,-1.3,17.0,2018-02-17 12:00:00
193,-0.4,15.0,2018-02-17 13:00:00
258,-0.1,15.0,2018-02-17 14:00:00
273,1.0,14.0,2018-02-17 15:00:00
267,1.3,15.0,2018-02-17 16:00:00
250,0.6,17.0,2018-02-17 17:00:00
223,-0.3,17.0,2018-02-17 18:00:00
169,-1.5,32.0,2018-02-17 19:00:00
145,-2.1,38.0,2018-02-17 20:00:00
133,-2.3,38.0,2018-02-17 21:00:00
123,-2.7,42.0,2018-02-17 22:00:00
117,-2.9,31.0,2018-02-17 23:00:00
99,-3.6,33.0,2018-02-18 00:00:00
103,-4.4,33.0,2018-02-18 01:00:00
86,-4.7,33.0,2018-02-18 02:00:00
56,-4.5,26.0,2018-02-18 03:00:00
37,-4.1,27.0,2018-02-18 04:00:00
22,-4.0,28.0,2018-02-18 05:00:00
38,-4.1,30.0,2018-02-18 06:00:00
52,-4.6,31.0,2018-02-18 07:00:00
92,-4.8,31.0,2018-02-18 08:00:00
137,-4.1,30.0,2018-02-18 09:00:00
156,-1.8,23.0,2018-02-18 10:00:00
183,0.0,20.0,2018-02-18 11:00:00
263,2.2,17.0,2018-02-18 12:00:00
337,3.7,17.0,2018-02-18 13:00:00
372,4.1,17.0,2018-02-18 14:00:00
440,5.0,16.0,2018-02-18 15:00:00
404,5.1,16.0,2018-02-18 16:00:00
354,4.2,17.0,2018-02-18 17:00:00
310,2.8,25.0,2018-02-18 18:00:00
238,1.5,30.0,2018-02-18 19:00:00
213,0.6,33.0,2018-02-18 20:00:00
226,0.2,32.0,2018-02-18 21:00:00
191,-0.3,34.0,2018-02-18 22:00:00
153,-0.7,37.0,2018-02-18 23:00:00
148,-1.1,39.0,2018-02-19 00:00:00
101,-1.4,42.0,2018-02-19 01:00:00
59,-1.4,41.0,2018-02-19 02:00:00
42,-1.4,41.0,2018-02-19 03:00:00
50,-1.9,44.0,2018-02-19 04:00:00
59,-1.8,44.0,2018-02-19 05:00:00
139,-1.4,46.0,2018-02-19 06:00:00
349,-0.9,45.0,2018-02-19 07:00:00
646,-1.2,51.0,2018-02-19 08:00:00
347,-0.6,43.0,2018-02-19 09:00:00
235,2.6,45.0,2018-02-19 10:00:00
314,4.3,44.0,2018-02-19 11:00:00
361,4.7,43.0,2018-02-19 12:00:00
332,5.1,41.0,2018-02-19 13:00:00
373,5.6,38.0,2018-02-19 14:00:00
392,6.3,35.0,2018-02-19 15:00:00
403,6.3,35.0,2018-02-19 16:00:00
522,5.7,36.0,2018-02-19 17:00:00
819,4.7,43.0,2018-02-19 18:00:00
533,3.6,55.0,2018-02-19 19:00:00
417,2.4,60.0,2018-02-19 20:00:00
388,1.8,63.0,2018-02-19 21:00:00
357,1.0,69.0,2018-02-19 22:00:00
218,0.5,73.0,2018-02-19 23:00:00
177,0.0,75.0,2018-02-20 00:00:00
172,-0.5,76.0,2018-02-20 01:00:00
115,-0.8,76.0,2018-02-20 02:00:00
63,-1.3,80.0,2018-02-20 03:00:00
64,-1.6,83.0,2018-02-20 04:00:00
79,-1.8,82.0,2018-02-20 05:00:00
164,-2.1,82.0,2018-02-20 06:00:00
404,-2.2,76.0,2018-02-20 07:00:00
727,-2.1,71.0,2018-02-20 08:00:00
384,-1.4,56.0,2018-02-20 09:00:00
265,1.1,38.0,2018-02-20 10:00:00
322,2.8,35.0,2018-02-20 11:00:00
356,4.0,23.0,2018-02-20 12:00:00
370,4.2,22.0,2018-02-20 13:00:00
335,5.0,20.0,2018-02-20 14:00:00
431,5.4,18.0,2018-02-20 15:00:00
393,5.1,17.0,2018-02-20 16:00:00
514,3.9,19.0,2018-02-20 17:00:00
764,3.2,20.0,2018-02-20 18:00:00
522,2.5,21.0,2018-02-20 19:00:00
358,1.8,19.0,2018-02-20 20:00:00
415,1.1,21.0,2018-02-20 21:00:00
319,0.5,22.0,2018-02-20 22:00:00
242,-0.5,26.0,2018-02-20 23:00:00
171,-1.4,28.0,2018-02-21 00:00:00
162,-2.2,31.0,2018-02-21 01:00:00
105,-2.9,31.0,2018-02-21 02:00:00
59,-3.4,32.0,2018-02-21 03:00:00
50,-3.8,32.0,2018-02-21 04:00:00
63,-4.0,35.0,2018-02-21 05:00:00
159,-4.0,34.0,2018-02-21 06:00:00
385,-4.1,35.0,2018-02-21 07:00:00
718,-4.3,36.0,2018-02-21 08:00:00
373,-3.8,28.0,2018-02-21 09:00:00
244,-1.8,25.0,2018-02-21 10:00:00
276,0.2,22.0,2018-02-21 11:00:00
351,2.2,17.0,2018-02-21 12:00:00
299,2.9,14.0,2018-02-21 13:00:00
365,3.3,14.0,2018-02-21 14:00:00
366,4.2,15.0,2018-02-21 15:00:00
409,3.7,14.0,2018-02-21 16:00:00
469,3.1,14.0,2018-02-21 17:00:00
784,1.8,16.0,2018-02-21 18:00:00
460,-0.1,39.0,2018-02-21 19:00:00
356,-1.1,43.0,2018-02-21 20:00:00
345,-1.6,52.0,2018-02-21 21:00:00
299,-2.2,55.0,2018-02-21 22:00:00
223,-2.7,58.0,2018-02-21 23:00:00
195,-2.7,58.0,2018-02-22 00:00:00
190,-2.2,58.0,2018-02-22 01:00:00
116,-2.9,57.0,2018-02-22 02:00:00
71,-2.8,57.0,2018-02-22 03:00:00
66,-2.4,58.0,2018-02-22 04:00:00
75,-2.4,59.0,2018-02-22 05:00:00
151,-3.0,62.0,2018-02-22 06:00:00
373,-3.7,64.0,2018-02-22 07:00:00
783,-3.6,63.0,2018-02-22 08:00:00
383,-1.9,51.0,2018-02-22 09:00:00
259,0.9,44.0,2018-02-22 10:00:00
308,2.7,44.0,2018-02-22 11:00:00
352,4.8,47.0,2018-02-22 12:00:00
316,4.5,51.0,2018-02-22 13:00:00
331,4.8,50.0,2018-02-22 14:00:00
356,5.0,49.0,2018-02-22 15:00:00
404,5.0,50.0,2018-02-22 16:00:00
465,4.6,52.0,2018-02-22 17:00:00
730,3.9,56.0,2018-02-22 18:00:00
499,3.5,60.0,2018-02-22 19:00:00
348,3.0,62.0,2018-02-22 20:00:00
393,2.9,64.0,2018-02-22 21:00:00
346,2.9,65.0,2018-02-22 22:00:00
202,2.9,63.0,2018-02-22 23:00:00
42,1.7,86.0,2018-02-23 00:00:00
55,0.6,96.0,2018-02-23 01:00:00
62,0.7,97.0,2018-02-23 02:00:00
32,0.9,97.0,2018-02-23 03:00:00
36,1.1,96.0,2018-02-23 04:00:00
39,1.0,91.0,2018-02-23 05:00:00
63,0.4,95.0,2018-02-23 06:00:00
174,-0.1,97.0,2018-02-23 07:00:00
391,-0.2,97.0,2018-02-23 08:00:00
214,0.5,94.0,2018-02-23 09:00:00
184,2.2,83.0,2018-02-23 10:00:00
230,3.8,72.0,2018-02-23 11:00:00
283,5.3,70.0,2018-02-23 12:00:00
304,6.7,64.0,2018-02-23 13:00:00
312,7.8,57.0,2018-02-23 14:00:00
312,8.2,62.0,2018-02-23 15:00:00
354,8.3,60.0,2018-02-23 16:00:00
470,7.9,68.0,2018-02-23 17:00:00
669,7.5,70.0,2018-02-23 18:00:00
421,6.9,73.0,2018-02-23 19:00:00
295,6.4,77.0,2018-02-23 20:00:00
321,6.0,79.0,2018-02-23 21:00:00
291,5.7,81.0,2018-02-23 22:00:00
243,5.5,80.0,2018-02-23 23:00:00
226,4.6,82.0,2018-02-24 00:00:00
263,4.0,83.0,2018-02-24 01:00:00
197,3.7,82.0,2018-02-24 02:00:00
133,3.5,82.0,2018-02-24 03:00:00
63,2.7,82.0,2018-02-24 04:00:00
58,1.8,84.0,2018-02-24 05:00:00
72,1.2,83.0,2018-02-24 06:00:00
108,0.6,86.0,2018-02-24 07:00:00
203,0.0,77.0,2018-02-24 08:00:00
253,0.6,64.0,2018-02-24 09:00:00
259,0.8,60.0,2018-02-24 10:00:00
298,2.2,50.0,2018-02-24 11:00:00
363,4.0,37.0,2018-02-24 12:00:00
412,5.3,29.0,2018-02-24 13:00:00
454,6.9,19.0,2018-02-24 14:00:00
467,6.7,24.0,2018-02-24 15:00:00
509,5.9,21.0,2018-02-24 16:00:00
462,4.9,28.0,2018-02-24 17:00:00
379,3.5,30.0,2018-02-24 18:00:00
306,2.1,27.0,2018-02-24 19:00:00
233,1.1,32.0,2018-02-24 20:00:00
232,0.7,31.0,2018-02-24 21:00:00
219,0.1,32.0,2018-02-24 22:00:00
187,-0.6,39.0,2018-02-24 23:00:00
182,-1.1,44.0,2018-02-25 00:00:00
189,-1.4,43.0,2018-02-25 01:00:00
124,-1.5,46.0,2018-02-25 02:00:00
103,-1.3,42.0,2018-02-25 03:00:00
52,-1.1,43.0,2018-02-25 04:00:00
37,-0.7,41.0,2018-02-25 05:00:00
54,-0.8,44.0,2018-02-25 06:00:00
77,-1.0,47.0,2018-02-25 07:00:00
158,-1.3,54.0,2018-02-25 08:00:00
173,-0.3,48.0,2018-02-25 09:00:00
195,2.1,42.0,2018-02-25 10:00:00
244,4.3,29.0,2018-02-25 11:00:00
396,5.5,25.0,2018-02-25 12:00:00
482,6.1,22.0,2018-02-25 13:00:00
572,7.0,23.0,2018-02-25 14:00:00
612,7.5,21.0,2018-02-25 15:00:00
688,7.6,18.0,2018-02-25 16:00:00
589,6.9,25.0,2018-02-25 17:00:00
402,5.2,30.0,2018-02-25 18:00:00
297,3.1,40.0,2018-02-25 19:00:00
232,1.3,49.0,2018-02-25 20:00:00
239,0.2,55.0,2018-02-25 21:00:00
230,0.0,54.0,2018-02-25 22:00:00
173,-0.3,58.0,2018-02-25 23:00:00
135,-0.9,60.0,2018-02-26 00:00:00
122,-1.2,63.0,2018-02-26 01:00:00
80,-1.7,66.0,2018-02-26 02:00:00
46,-1.9,67.0,2018-02-26 03:00:00
46,-2.3,69.0,2018-02-26 04:00:00
65,-2.5,73.0,2018-02-26 05:00:00
161,-2.7,72.0,2018-02-26 06:00:00
402,-3.1,68.0,2018-02-26 07:00:00
786,-2.9,63.0,2018-02-26 08:00:00
416,-1.1,53.0,2018-02-26 09:00:00
289,1.9,46.0,2018-02-26 10:00:00
356,4.6,37.0,2018-02-26 11:00:00
428,6.9,28.0,2018-02-26 12:00:00
444,8.1,26.0,2018-02-26 13:00:00
455,9.9,25.0,2018-02-26 14:00:00
521,10.3,23.0,2018-02-26 15:00:00
555,9.5,31.0,2018-02-26 16:00:00
646,8.7,30.0,2018-02-26 17:00:00
929,7.2,26.0,2018-02-26 18:00:00
619,5.5,30.0,2018-02-26 19:00:00
483,4.3,32.0,2018-02-26 20:00:00
512,3.3,36.0,2018-02-26 21:00:00
443,2.7,40.0,2018-02-26 22:00:00
308,2.8,39.0,2018-02-26 23:00:00
236,2.6,40.0,2018-02-27 00:00:00
213,2.1,44.0,2018-02-27 01:00:00
145,1.5,44.0,2018-02-27 02:00:00
102,1.1,44.0,2018-02-27 03:00:00
62,0.9,46.0,2018-02-27 04:00:00
72,0.6,50.0,2018-02-27 05:00:00
183,0.6,50.0,2018-02-27 06:00:00
443,1.3,47.0,2018-02-27 07:00:00
767,2.0,51.0,2018-02-27 08:00:00
455,2.5,51.0,2018-02-27 09:00:00
261,3.3,47.0,2018-02-27 10:00:00
342,4.8,41.0,2018-02-27 11:00:00
353,5.4,37.0,2018-02-27 12:00:00
335,5.8,39.0,2018-02-27 13:00:00
357,6.3,40.0,2018-02-27 14:00:00
402,6.7,48.0,2018-02-27 15:00:00
