defeat,datetime,v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578
normal,28/08/2008 06:39:00,1.3701,2.3633,0.9862,1860.6086,0.9705,0.0,800.6865,0.991,58.4356,0.976,6.3411,0.0561,0.0729,0.0019,92.45,0.0157,0.0,121.3864,0.0008,1.8846,0.0031,0.5813,0.0181,0.0231,0.0005,29.1537,0.0053,0.0,41.0088,0.0003,0.519,0.001,0.1889,4.0946,3.0848,0.1977,4.9688,1.6136,0.0,15.1603,0.0805,3.2251,0.3164,9.1677,529.3827,1.9833,8.39,0.3697,2.7962,0.1378,1.5849,18.6404
normal,28/08/2008 06:56:00,1.3977,2.4326,0.9888,1777.7633,0.9322,0.0,811.2332,0.9908,58.7323,0.977,6.3307,0.0294,0.09300000000000001,0.0024,181.1365,0.0409,0.0,79.1478,0.0006,2.0792,0.0048,0.6024,0.0118,0.0281,0.0007,60.1274,0.0134,0.0,26.039,0.0002,0.5968,0.0015,0.1875,2.1034,3.8214,0.2455,10.189,4.3829,0.0,9.7565,0.0594,3.5402,0.4894,9.5154,538.7818,1.7819,5.32,0.1315,1.8645,0.0418,0.9874,7.3798
normal,28/08/2008 07:40:00,1.4162,2.3930000000000002,0.9696,1808.9068,0.9543,0.0,750.2944,0.9621,57.1928,0.9654,6.4148,0.0718,0.0828,0.0054,87.6296,0.0136,0.0,105.9105,0.0288,3.1682,0.0166,0.3855,0.0291,0.0246,0.0015,28.0116,0.0043,0.0,30.9353,0.0087,1.0793,0.0061,0.1305,5.0708,3.4584,0.5525,4.8443,1.4299,0.0,14.1159,2.9960000000000004,5.5395,1.7236,6.0091,531.4127,2.1005,11.11,0.1383,3.9453,0.042,2.0907,6.5821
normal,28/08/2008 07:51:00,1.3954,2.3908,0.9845,1827.9181,0.9484,0.0,773.5535,0.9647,55.9232,0.9744,6.2394,0.0479,0.0573,0.0014,54.6012,0.015,0.0,144.1198,0.0054,1.8845,0.0062,0.3776,0.0169,0.0198,0.0005,17.3523,0.0053,0.0,51.8587,0.0016,0.5492,0.0021,0.1281,3.4355,2.3965,0.1434,2.9871,1.5805,0.0,18.6309,0.56,3.3698,0.6325,6.0523,536.56,1.5473,7.68,0.317,2.5429,0.0958,1.4313,20.4894
normal,28/08/2008 08:41:00,1.3987,2.4326,0.9665,1838.0120000000002,0.9472,0.0,803.5339,0.9911,57.6715,0.9771,6.2761,0.0374,0.09300000000000001,0.0082,79.5017,0.0133,0.0,75.6243,0.0008,2.4454,0.006,0.2558,0.0111,0.0281,0.0029,25.1477,0.0043,0.0,24.049,0.0002,0.7783,0.0016,0.0886,2.6746,3.8214,0.8519,4.3254,1.4087,0.0,9.4115,0.0791,4.2402,0.6162,4.0752,534.1073,2.096,7.3,0.2424,2.582,0.0791,1.3668,11.5667
normal,28/08/2008 09:46:00,1.3667,2.3732,0.9806,1784.4188,0.9405,0.0,749.9402,0.9635,58.6143,0.9666,6.3582,0.138,0.0985,0.0126,117.9119,0.0313,0.0,76.7454,0.0121,2.2045,0.0254,0.598,0.0472,0.028999999999999998,0.0038,36.3402,0.0095,0.0,21.7641,0.0035,0.8359,0.0087,0.1996,10.0989,4.1487,1.2862,6.6079,3.3235,0.0,10.2335,1.251,3.7611,2.6226,9.4052,533.0927,2.4479,8.46,0.2936,2.9117,0.0883,1.587,11.9922
normal,28/08/2008 09:49:00,1.4138,2.3793,0.9824,1744.5510000000002,0.9465,0.0,703.7025,0.991,58.158,0.9768,6.3136,0.0645,0.0771,0.0048,86.85799999999999,0.0143,0.0,71.5474,0.0006,2.3135,0.0048,0.4486,0.0254,0.0251,0.0018,34.118,0.0048,0.0,20.7937,0.0002,0.6285,0.0017,0.1473,4.5614,3.2425,0.4934,4.9788,1.5123,0.0,10.1673,0.0632,3.978,0.4935,7.1057,531.2018,2.0455,5.55,0.1796,1.819,0.0618,1.0448,8.7807
normal,28/08/2008 10:15:00,1.3953,2.4113,0.9678,1759.3559,0.9471,0.0,769.3171,0.9907,58.4762,0.977,6.3337,0.1327,0.038,0.1971,74.0629,0.025,0.0,95.8959,0.0012,2.0635,0.0034,0.602,0.0383,0.0121,0.0618,24.6808,0.0093,0.0,28.7516,0.0004,0.5875,0.0011,0.1909,9.5091,1.5753,20.3675,4.2097,2.6411,0.0,12.4651,0.1259,3.5288,0.3462,9.5042,539.0582,2.0084,5.41,0.2516,1.8131,0.0807,1.0036,12.5296
normal,28/08/2008 10:28:00,1.4075,2.3901,0.9849,1813.14,0.9124,0.0,865.5526,0.9913,58.7948,0.9642,6.4227,0.027999999999999997,0.0334,0.0024,104.6329,0.0184,0.0,71.2699,0.0007,2.8427,0.0225,0.4095,0.0077,0.0107,0.0007,32.0348,0.0059,0.0,21.5901,0.0002,0.7441,0.0078,0.1432,1.9915,1.3989,0.2434,5.7708,2.02,0.0,8.234,0.0734,4.8349,2.3285,6.3765,533.9609,2.2365,7.57,0.5457,2.7239,0.1449,1.4177,24.3991
normal,28/08/2008 10:32:00,1.4013,2.443,0.9647,1854.7706,0.9298,0.0,664.1564,0.9659,55.9967,0.9768,6.3633,0.0428,0.0658,0.013000000000000001,113.4626,0.0377,0.0,67.1097,0.0031,1.9240000000000002,0.0072,0.6243,0.0136,0.0199,0.004,34.0329,0.0115,0.0,22.5359,0.001,0.5631,0.0023,0.1998,3.0514,2.6924,1.3503,6.1173,4.0494,0.0,10.1045,0.3169,3.4360000000000004,0.7324,9.8109,533.4455,2.2724,9.23,0.4078,3.2464,0.1441,1.7303,17.944000000000003
normal,28/08/2008 11:19:00,1.3985,2.391,0.9878,1796.8323,0.9567,0.0,812.8688,0.9918,57.7683,0.9657,6.367999999999999,0.0319,0.0568,0.0019,94.3829,0.0209,0.0,59.1387,0.0009,1.94,0.0263,0.4442,0.0113,0.0201,0.0005,32.0976,0.0066,0.0,17.2638,0.0003,0.5353,0.0081,0.1532,2.2781,2.3769,0.1906,5.2527,2.1872,0.0,7.2753,0.091,3.3583,2.7256,6.9749,532.5227,1.9491,7.18,0.1639,2.6016,0.0507,1.3483,8.4114
normal,28/08/2008 12:44:00,1.4098,2.4373,0.9903,1817.5571,0.9318,0.0,751.7695,0.9664,55.8504,0.9712,6.51,0.0596,0.0384,0.0018,117.4829,0.0057,0.0,41.2164,0.0033,3.242,0.008,0.2937,0.0186,0.0121,0.0007,38.3384,0.002,0.0,14.2612,0.0012,0.8375,0.0027,0.1142,4.231,1.5775,0.1767,6.4638,0.613,0.0,5.4826,0.3384,5.8047,0.8233,4.5109,535.3327,2.0886,9.37,0.3066,3.4013,0.0934,1.7503,14.6788
normal,28/08/2008 14:48:00,1.3775,2.305,0.9718,1767.4238,0.9632,0.0,735.1954,0.9916,59.2528,0.9684,6.2975,0.0549,0.064,0.0025,101.995,0.006,0.0,206.75,0.0009,3.5568,0.0194,0.4368,0.018000000000000002,0.0205,0.0009,31.9126,0.0017,0.0,60.1651,0.0003,0.9342,0.006999999999999999,0.1539,3.9839,2.7778,0.2574,5.7708,0.6255,0.0,28.1218,0.08900000000000001,6.0027,2.0049,6.9353,533.3591,2.3759,9.75,0.4187,3.3423,0.1197,1.828,17.6233
normal,28/08/2008 15:19:00,1.4047,2.4262,0.9913,1725.4839,0.9694,0.0,675.9019,0.9913,59.1221,0.9791,6.1157,0.0503,0.0438,0.0021,110.2527,0.0139,0.0,144.1305,0.0006,2.8201,0.0053,0.5311,0.0152,0.0142,0.0006,33.523,0.0045,0.0,46.3871,0.0002,0.7398,0.0017,0.171,3.58,1.8046,0.2097,6.3897,1.4362,0.0,21.3242,0.0596,4.77,0.5423,8.684,531.4409,2.3579,7.69,0.2934,2.595,0.0885,1.4469999999999998,12.4442
normal,28/08/2008 16:01:00,1.3965,2.3663,0.9913,1725.4839,0.9353,0.0,737.1228,0.9907,59.0359,0.9703,6.3215,0.0539,0.0729,0.0021,110.2527,0.0441,0.0,135.1677,0.0006,2.7152,0.0187,0.5641,0.0214,0.0239,0.0006,33.523,0.0148,0.0,42.7556,0.0002,0.7267,0.0062,0.1823,3.8568,3.0825,0.2097,6.3897,4.7126,0.0,18.3372,0.0603,4.5993,1.932,8.924,530.7018,2.5277,10.17,0.4995,3.6555,0.1249,1.9163,19.7595
normal,28/08/2008 16:43:00,1.4166,2.4071,0.9675,1753.3566,0.9396,0.0,699.0903,0.9909,57.3235,0.9772,6.3769,0.0383,0.0448,0.0082,158.7328,0.0203,0.0,92.0443,0.001,2.6839999999999997,0.0034,0.5803,0.0143,0.0138,0.0023,46.6029,0.0077,0.0,27.4049,0.0003,0.7755,0.001,0.1877,2.7022,1.8597,0.8467,9.0531,2.1656,0.0,13.1663,0.1013,4.6823,0.3523,9.1,534.14,2.4975,7.8,0.4831,2.719,0.1397,1.4603,19.3415
normal,28/08/2008 16:52:00,1.4093,2.4019999999999997,0.9635,1697.1294,0.9291,0.0,828.4183,0.9641,56.2629,0.9675,6.3476,0.0824,0.0827,0.0073,183.175,0.0194,0.0,93.0222,0.0023,2.9246,0.0233,0.452,0.0282,0.0268,0.0023,56.3301,0.0072,0.0,29.1709,0.0007,0.7636,0.0077,0.1593,5.8467,3.4439,0.7621,10.7932,2.0842,0.0,11.2289,0.2425,5.1981,2.4099,7.1202,537.5418,1.7735,7.93,0.1733,2.7238,0.0597,1.4752,9.7715
normal,28/08/2008 17:21:00,1.425,2.4154,0.9917,1795.6262,0.9722,0.0,784.2107,0.9905,58.7587,0.9751,6.4683,0.0432,0.0897,0.0009,111.1252,0.0208,0.0,119.7313,0.0014,2.2366,0.0062,0.484,0.0128,0.0285,0.0003,43.6653,0.0063,0.0,36.5538,0.0004,0.6212,0.0023,0.1601,3.0317,3.7156,0.08800000000000001,6.1887,2.1398,0.0,15.2677,0.1398,3.8063,0.6397,7.4831,539.0582,2.0084,5.41,0.2516,1.8131,0.0807,1.0036,12.5296
normal,28/08/2008 17:27:00,1.3959,2.4163,0.9707,1794.6672,0.9454,0.0,778.3338,0.9911,58.3253,0.9747,6.0076,0.0596,0.0389,0.0055,94.6543,0.0277,0.0,70.9803,0.0011,2.5814,0.0068,0.3333,0.0178,0.0122,0.0019,30.0601,0.0109,0.0,21.7112,0.0004,0.7741,0.0022,0.1077,4.2732,1.6091,0.5706,5.2742,2.9287,0.0,9.1195,0.1101,4.4259,0.6994,5.5483,535.5609,2.097,8.4,0.3064,2.8915,0.0817,1.5684,14.6131
normal,28/08/2008 17:32:00,1.4207,2.345,0.9862,1888.1251,0.9444,0.0,795.9462,0.9909,58.945,0.9769,6.3291,0.0708,0.0743,0.002,149.5063,0.0323,0.0,125.0427,0.0009,2.6523,0.0025,0.6252,0.021,0.0231,0.0007,55.2702,0.0115,0.0,39.407,0.0003,0.6965,0.0007,0.2003,4.9842,3.1689999999999996,0.19899999999999998,7.9182,3.4244,0.0,15.7099,0.0889,4.4996,0.253,9.8788,535.1664,2.0973,7.19,0.2556,2.2021,0.0745,1.3435,12.1875
normal,28/08/2008 18:05:00,1.4340000000000002,2.3769,0.9892,1882.515,0.9470000000000001,0.0,754.3479,0.9908,58.8109,0.9749,6.3374,0.0783,0.0773,0.0019,128.0022,0.0313,0.0,144.0089,0.0007,2.1781,0.0034,0.4873,0.0274,0.0246,0.0006,49.4526,0.0092,0.0,46.4373,0.0002,0.6127,0.0012,0.1626,5.461,3.2532,0.19,6.7995,3.3056,0.0,19.0905,0.0683,3.7036,0.3478,7.6895,535.2218,2.2168,6.71,0.3428,2.4428,0.0962,1.2537,15.4641
normal,28/08/2008 18:10:00,1.4257,2.4021,0.9897,1660.6167,0.945,0.0,641.5862,0.9640000000000001,57.7144,0.9784,6.2987,0.0846,0.08199999999999999,0.0017,109.6056,0.0147,0.0,147.2217,0.0275,2.9576,0.0042,0.4786,0.0304,0.0258,0.0007,42.2978,0.0054,0.0,43.8885,0.0083,0.9617,0.0013,0.161,5.932,3.4156,0.1732,6.6003,1.5564,0.0,22.9465,2.8511,5.1246,0.4272,7.5979,533.7936,2.3169999999999997,9.14,0.314,3.1437,0.0961,1.7123,13.5534
normal,28/08/2008 18:15:00,1.4257,2.4048,0.9852,1784.2011,0.9448,0.0,748.0732,0.9908,59.6698,0.9665,6.3793,0.0816,0.0807,0.0016,116.1683,0.0274,0.0,157.5283,0.0007,2.1159,0.0231,0.4829,0.0297,0.0252,0.0005,41.4879,0.0117,0.0,51.7592,0.0002,0.6945,0.0081,0.1639,5.7201,3.3547,0.1622,6.5109,2.9011,0.0,21.0579,0.0706,3.5461,2.3899,7.5694,535.6864,2.242,6.55,0.3665,2.252,0.126,1.2227,16.3481
normal,28/08/2008 18:25:00,1.3992,2.4059,0.9704,1812.6917,0.9474,0.0,772.681,0.9906,57.6847,0.9799,6.3257,0.0286,0.0388,0.0041,86.829,0.0208,0.0,118.5435,0.0011,2.9572,0.0036,0.6072,0.0089,0.0126,0.0012,26.3784,0.0062,0.0,34.6404,0.0003,0.9177,0.0013,0.1927,2.0427,1.6119,0.4199,4.7901,2.1966,0.0,15.3418,0.1061,5.1265,0.3719,9.5988,535.9227,1.911,8.65,0.1435,3.1242,0.0437,1.614,7.507999999999999
normal,28/08/2008 18:47:00,1.2486,2.3633,0.9895,1906.6056,0.9401,0.0,742.3405,0.9905,58.4837,0.9662,6.3232,1.4767,0.0729,0.0019,130.1761,0.0411,0.0,125.4112,0.0011,3.3558,0.0328,0.6559,0.4584,0.0231,0.0005,40.4409,0.0127,0.0,38.6984,0.0003,1.0884,0.0098,0.2004,118.2648,3.0848,0.1894,6.8276,4.3745,0.0,16.894000000000002,0.1078,5.7379,3.3973,10.3725,533.1246,2.1672,9.43,0.2236,3.2845,0.0726,1.7688,10.3164
normal,28/08/2008 18:57:00,1.3994,2.3930000000000002,0.9898,1777.5048,0.9312,0.0,748.4143,0.9905,59.2147,0.9671,6.3292,0.0458,0.0828,0.0011,116.8209,0.012,0.0,71.4066,0.0007,3.1132,0.0233,0.4796,0.0127,0.0246,0.0004,42.2631,0.0033,0.0,25.7918,0.0003,0.9938,0.008,0.1641,3.2729,3.4584,0.1067,6.5722,1.2903,0.0,9.5411,0.0739,5.2575,2.405,7.5772,536.1264,1.8394,7.27,0.1347,2.5980000000000003,0.0386,1.3559999999999999,7.3227
normal,28/08/2008 20:20:00,1.4075,2.4048,0.99,1770.3007,0.9333,0.0051,756.3569,0.991,58.0522,0.9764,6.2034,0.1005,0.0807,0.0027,90.5886,0.09699999999999999,0.0306,91.3872,0.0005,2.6836,0.0057,0.5509,0.0322,0.0252,0.0007,32.4791,0.0319,0.011000000000000001,25.5236,0.0002,0.723,0.002,0.1755,7.1369,3.3547,0.2761,5.1171,10.3961,604.2009,12.0826,0.0507,4.6227,0.585,8.8812,532.7718,2.3951,7.64,0.2605,2.6151,0.0887,1.4340000000000002,10.8753
defeat,28/08/2008 20:39:00,1.4007,2.4297,0.9896,1803.2516,0.965,0.0,641.4075,0.9903,58.8773,0.9754,6.3106,0.0973,0.0372,0.0011,98.3363,0.0233,0.0,89.8027,0.0008,3.23,0.0058,0.413,0.032,0.0141,0.0004,37.5749,0.0069,0.0,25.5468,0.0003,1.033,0.0018,0.1364,6.9496,1.5311,0.1075,5.4533,2.4158,0.0,14.0009,0.0762,5.4859,0.5976,6.5448,534.4918,2.3933,8.18,0.389,2.8777,0.1072,1.5304,16.256
normal,28/08/2008 21:03:00,1.3924,2.4113,0.9872,1743.7621,0.9435,0.0,795.0944,0.9905,58.5491,0.9778,6.3275,0.0474,0.038,0.001,125.68299999999999,0.0259,0.0,102.3473,0.0011,2.0688,0.0031,0.5808,0.0147,0.0121,0.0003,37.3116,0.0088,0.0,32.3301,0.0004,0.6744,0.0009,0.1868,3.4035,1.5753,0.0963,7.2076,2.7408,0.0,12.8723,0.1101,3.5334,0.3147,9.1791,535.3318,2.0869999999999997,7.74,0.327,2.8605,0.1231,1.4458,15.6692
normal,28/08/2008 21:52:00,1.419,2.4048,0.9703,1879.8848,0.9117,0.0,745.6198,0.9906,58.8641,0.9774,6.2022,0.0411,0.0807,0.1053,128.5543,0.1316,0.0,89.9573,0.001,1.9166,0.0044,0.41700000000000004,0.0138,0.0252,0.0326,45.3312,0.0407,0.0,26.4809,0.0003,0.6425,0.0012,0.1356,2.8972,3.3547,10.8539,6.8384,14.4369,0.0,12.0648,0.1011,3.2560000000000002,0.4464,6.7228,328.4664,2.6883,127.51,0.6676,64.0858,0.2784,38.8198,24.8325
normal,28/08/2008 22:57:00,1.4218,2.4021,0.9895,1832.3214,0.9641,0.0,757.4582,0.9908,58.1124,0.9643,6.407,0.081,0.08199999999999999,0.0031,126.7039,0.013000000000000001,0.0,105.2731,0.0009,2.0056,0.0211,0.4441,0.0309,0.0258,0.0008,52.7198,0.004,0.0,37.0503,0.0003,0.6827,0.0078,0.1504,5.6977,3.4156,0.3164,6.9149,1.3498,0.0,13.8982,0.0936,3.4512,2.1859,6.9316,529.7355,2.0133,8.82,0.4281,3.0053,0.1339,1.665,21.2626
normal,28/08/2008 23:40:00,1.3927,2.4174,0.9721,1831.4591,0.9523,0.0,733.817,0.9907,57.6027,0.9656,6.3252,0.0441,0.0481,0.0081,92.3901,0.0085,0.0,67.4296,0.0008,2.1807,0.0264,0.5772,0.0176,0.0135,0.0027,32.5884,0.0029,0.0,21.1356,0.0003,0.6368,0.0087,0.1938,3.1645,1.9901,0.8363,5.0446,0.8892,0.0,9.1889,0.0812,3.7857,2.7296,9.126,532.4136,2.3575,10.37,0.2324,3.535,0.081,1.9477,9.856
normal,28/08/2008 23:42:00,1.3919,2.4178,0.9872,1814.5477,0.9367,0.0,771.2991,0.9904,57.9411,0.9620000000000001,6.4497,0.0455,0.0251,0.0016,100.6228,0.0261,0.0,221.9772,0.0009,3.0294,0.0225,0.45299999999999996,0.0162,0.0091,0.0006,36.2189,0.0105,0.0,77.4233,0.0003,1.0517,0.0074,0.1485,3.2675,1.0402,0.1661,5.5453,2.7905,0.0,28.7796,0.0893,5.2285,2.3418,7.0234,529.3827,1.9833,8.39,0.3697,2.7962,0.1378,1.5849,18.6404
normal,29/08/2008 00:49:00,1.4069999999999998,2.3393,0.9674,1893.0435,0.9509,0.0,748.4817,0.9907,59.0236,0.9641,6.3657,0.0478,0.0889,0.0071,95.9432,0.0103,0.0,170.8138,0.0005,2.0013,0.0271,0.5339,0.0138,0.0272,0.0023,32.8103,0.0035,0.0,48.5953,0.0002,0.5648,0.0091,0.1752,3.4003,3.7999,0.7308,5.0682,1.0804,0.0,22.8214,0.0553,3.3906,2.8068,8.3878,533.6555,2.2472,8.08,0.2548,2.8935,0.0734,1.5141,11.3379
normal,29/08/2008 01:06:00,1.4195,2.4163,0.9635,1697.1294,0.9386,0.0,785.6371,0.9909,58.3737,0.9683,6.4075,0.0911,0.0389,0.0073,183.175,0.0209,0.0,117.7632,0.0006,2.5707,0.0153,0.2942,0.0325,0.0122,0.0023,56.3301,0.0077,0.0,37.7236,0.0002,0.7479,0.0049,0.1182,6.4141,1.6091,0.7621,10.7932,2.2276,0.0,14.9895,0.0609,4.4038,1.5785,4.5923,531.39,2.1855,9.82,0.3374,3.4983,0.1126,1.848,15.4378
normal,29/08/2008 02:38:00,1.4047,2.3947,0.9665,1838.0120000000002,0.9497,0.0,790.1214,0.9908,57.4112,0.9752,6.4270000000000005,0.0588,0.0428,0.0082,79.5017,0.0101,0.0,72.9778,0.0008,1.8662,0.0124,0.8194,0.0224,0.0134,0.0029,25.1477,0.0035,0.0,21.2594,0.0002,0.5801,0.0036,0.2544,4.1839,1.7872,0.8519,4.3254,1.0686,0.0,9.2363,0.0793,3.2506,1.2742,12.749,536.8291,2.2289,7.05,0.2706,2.5286,0.1081,1.3133,12.140999999999998
normal,29/08/2008 02:39:00,1.3993,2.4003,0.9703,1879.8848,0.938,0.0013,752.7615,0.9912,56.6455,0.9642,6.4283,0.0481,0.0933,0.1053,128.5543,0.0779,0.0127,130.5098,0.0007,3.1386,0.0203,0.3063,0.0133,0.0292,0.0326,45.3312,0.0239,0.004,40.6614,0.0003,1.0547,0.0057,0.1135,3.4403,3.8882,10.8539,6.8384,8.3085,1000.0,17.3375,0.0657,5.5407,2.1016,4.765,535.1664,2.0973,7.19,0.2556,2.2021,0.0745,1.3435,12.1875
normal,29/08/2008 03:27:00,1.4355,2.4139,0.9896,1810.8589,0.9316,0.0,740.7274,0.9903,58.5894,0.9636,6.3621,0.0605,0.0424,0.0014,135.6062,0.0204,0.0,96.8895,0.0007,3.092,0.0249,0.4507,0.0245,0.0137,0.0004,41.0681,0.0077,0.0,26.3664,0.0003,1.0109,0.0086,0.1489,4.2131,1.7556,0.1385,7.4885,2.1876,0.0,13.0803,0.0754,5.2774,2.5874,7.0843,532.3055,2.0377,8.24,0.2728,2.9214,0.0915,1.548,13.3898
normal,29/08/2008 03:33:00,1.4024,2.3908,0.9845,1827.9181,0.9579,0.0,720.9066,0.961,57.4407,0.9758,6.317,0.0505,0.0573,0.0014,54.6012,0.0085,0.0,113.7053,0.0242,3.2044,0.0048,0.6289,0.018000000000000002,0.0198,0.0005,17.3523,0.0033,0.0,39.5354,0.0072,1.0558,0.0014,0.2023,3.6009,2.3965,0.1434,2.9871,0.8904,0.0,15.7725,2.5144,5.5786,0.4872,9.9564,536.1964,2.1583,7.21,0.2176,2.374,0.0596,1.3446,10.0838
normal,29/08/2008 03:46:00,1.3943,2.3393,0.9641,1847.4067,0.9637,0.0,762.0235,0.9908,57.9682,0.9670000000000001,6.337999999999999,0.1251,0.0889,0.0116,122.635,0.0104,0.0,99.87100000000001,0.0011,2.8664,0.021,0.4318,0.0432,0.0272,0.004,38.1266,0.0029,0.0,28.4187,0.0004,0.8562,0.0081,0.1481,8.9759,3.7999,1.2022,6.6382,1.0754,0.0,13.106,0.1137,4.9448,2.1717,6.8128,536.8282,2.3113,6.81,0.5466,2.4323,0.1468,1.2686,23.6473
defeat,29/08/2008 04:55:00,1.4198,2.345,0.9871,1762.7554,0.94,0.0,729.4385,0.9658,56.4388,0.9754,6.1296,0.0482,0.0743,0.0018,160.7245,0.0399,0.0,126.4605,0.0097,2.5332,0.0102,0.3057,0.0139,0.0231,0.0008,49.4774,0.0115,0.0,33.4963,0.0028,0.7999,0.0044,0.1069,3.3956,3.1689999999999996,0.1846,9.1178,4.2501,0.0,17.3367,1.0022,4.4883,1.0477,4.9879,538.8482,2.2732,7.09,0.1496,2.454,0.0482,1.3158,6.5829
normal,29/08/2008 04:56:00,1.4024,2.4154,0.9703,1879.8848,0.9221,0.0,735.6543,0.9623,57.4239,0.9653,6.3612,0.0527,0.0897,0.1053,128.5543,0.0787,0.0,84.2936,0.0286,3.6124,0.0273,0.5706,0.0148,0.0285,0.0326,45.3312,0.0235,0.0,25.3241,0.0088,1.1867,0.0082,0.1898,3.7578,3.7156,10.8539,6.8384,8.5349,0.0,11.4583,2.9758,6.2907,2.8280000000000003,8.9705,533.1246,2.1672,9.43,0.2236,3.2845,0.0726,1.7688,10.3164
normal,29/08/2008 05:16:00,1.3918,2.3091,0.9886,1743.2584,0.9217,0.002,834.2252,0.9682,56.17,0.9786,6.3205,0.0278,0.0584,0.0025,125.3848,0.032,0.0141,137.5047,0.0043,2.9193,0.0039,0.6365,0.0119,0.0211,0.0007,43.521,0.0109,0.0046,38.9207,0.0013,0.7725,0.0012,0.2013,1.9975,2.5291,0.2523,7.1926,3.4732,718.6039999999999,16.4829,0.4479,5.1972,0.4009,10.0707,513.0527,1.8366,426.69,1.1093,134.9539,0.3866,83.1669,60.4003
normal,29/08/2008 05:54:00,1.405,2.4005,0.9644,1825.5244,0.9441,0.0,761.3352,0.9904,58.4868,0.9768,6.3479,0.0175,0.1074,0.0129,137.0032,0.0217,0.0,113.6241,0.001,3.6073,0.0051,0.4646,0.0074,0.0333,0.0044,55.9016,0.0082,0.0,36.5232,0.0003,1.1825,0.0016,0.1568,1.2477,4.4723,1.3362,7.5049,2.2945,0.0,14.9243,0.1014,6.1678,0.5187,7.3191,533.5409,2.0568,9.11,0.2586,3.2019,0.0753,1.7075,12.5749
normal,29/08/2008 05:54:00,1.3932,2.3512,0.9848,1778.933,0.9285,0.0,713.6637,0.9908,58.5037,0.9672,6.3528,0.0477,0.038,0.0022,91.8998,0.0433,0.0,46.236000000000004,0.0011,2.3569,0.021,0.4788,0.0184,0.0132,0.0008,30.122,0.0146,0.0,14.6266,0.0003,0.7372,0.0068,0.1601,3.4215,1.6183,0.2261,5.166,4.6656,0.0,6.4787,0.106,4.0286,2.1669,7.5376,534.6782,2.3952,10.18,0.188,3.5736,0.0519,1.9039,7.8488
normal,29/08/2008 05:57:00,1.4080000000000001,2.3369,0.9911,1870.7982,0.9626,0.0,724.8634,0.9906,58.1685,0.9658,6.3599,0.1041,0.0815,0.0021,60.2979,0.0157,0.0,66.8856,0.0007,2.6951,0.0261,0.4527,0.037000000000000005,0.0243,0.0006,16.8534,0.0047,0.0,20.539,0.0003,0.8345,0.0094,0.1691,7.3965,3.4864,0.2071,3.2231,1.6305,0.0,9.2273,0.073,4.6332,2.7075,7.1179,535.5236,2.0048,8.58,0.3274,3.0626,0.1117,1.6022,16.3329
normal,29/08/2008 05:57:00,1.4169999999999998,2.4003,0.99,1770.3007,0.9329999999999999,0.0,730.0768,0.9636,57.0785,0.9781,6.3394,0.0857,0.0933,0.0027,90.5886,0.0808,0.0,156.9982,0.0038,2.8328,0.0046,0.6188,0.0296,0.0292,0.0007,32.4791,0.0247,0.0,46.8692,0.0011,0.7895,0.0014,0.1965,6.0517,3.8882,0.2761,5.1171,8.662,0.0,21.5043,0.3978,4.9629,0.4675,9.7611,535.3318,2.0869999999999997,7.74,0.327,2.8605,0.1231,1.4458,15.6692
normal,29/08/2008 06:35:00,1.3999,2.4173,0.9667,1752.1221,0.96,0.0,683.8262,0.9904,59.8385,0.9733,6.1473,0.0452,0.0515,0.0083,148.8944,0.0369,0.0,295.763,0.0009,2.4348,0.0092,0.3849,0.0132,0.0148,0.0027,44.903999999999996,0.0107,0.0,90.1719,0.0003,0.8281,0.0029,0.126,3.228,2.1309,0.8597,8.4979,3.8402,0.0,43.2512,0.0918,4.0689,0.9461,6.2613,533.0191,2.0856,10.4301,0.3025,3.4041,0.1072,1.9568,14.5051
normal,29/08/2008 06:37:00,1.4176,2.4313,0.9902,1800.2195,0.9715,0.0,740.7927,0.9909,58.4673,0.9785,6.2347,0.0556,0.0857,0.0016,101.0593,0.0191,0.0,113.4878,0.0006,2.6382,0.0051,0.4856,0.0167,0.0259,0.0006,32.4708,0.008,0.0,36.9279,0.0002,0.6929,0.0015,0.1573,3.9208,3.5251,0.1607,5.6137,1.9679,0.0,15.3198,0.0617,4.5123,0.5246,7.7891,533.8791,1.9980000000000002,8.74,0.2103,2.9644,0.0597,1.6371,10.5253
normal,29/08/2008 06:40:00,1.4224,2.4113,0.9899,1745.6538,0.9435,0.0,776.6501,0.9914,58.9646,0.9748,6.4888,0.083,0.038,0.0022,142.2784,0.0196,0.0,60.5665,0.0005,3.0789999999999997,0.0038,0.4687,0.0327,0.0121,0.0006,43.8018,0.0056,0.0,20.5676,0.0002,0.8029999999999999,0.0014,0.1526,5.835,1.5753,0.2272,8.1504,2.0733,0.0,7.7984,0.0551,5.2218,0.3943,7.2236,538.8482,2.2732,7.09,0.1496,2.454,0.0482,1.3158,6.5829
