id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
71567,Female,Loyal Customer,50,Business travel,Business,3710,4,4,4,4,3,4,3,4,4,4,4,1,4,4,0,0,neutral or dissatisfied
73696,Female,Loyal Customer,36,Business travel,Business,3964,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,1,satisfied
45998,Male,Loyal Customer,26,Personal Travel,Eco,483,3,1,3,3,3,3,3,3,1,2,2,2,4,3,5,4,neutral or dissatisfied
125252,Female,Loyal Customer,69,Personal Travel,Eco,427,2,4,2,4,5,3,4,1,1,2,1,2,1,1,0,0,neutral or dissatisfied
20294,Female,Loyal Customer,66,Personal Travel,Eco,346,3,5,3,2,4,5,5,1,1,3,1,4,1,5,1,0,neutral or dissatisfied
123386,Female,Loyal Customer,38,Business travel,Business,1337,3,4,4,4,1,4,4,3,3,4,3,1,3,3,44,35,neutral or dissatisfied
49994,Female,disloyal Customer,40,Business travel,Business,156,3,2,2,2,4,2,5,4,4,2,3,4,1,4,0,0,neutral or dissatisfied
62729,Female,Loyal Customer,51,Business travel,Business,2486,4,4,5,4,4,4,5,4,4,4,4,4,4,5,0,0,satisfied
1383,Female,disloyal Customer,23,Business travel,Eco,164,3,1,3,2,2,3,2,2,2,1,2,1,1,2,36,40,neutral or dissatisfied
27185,Male,Loyal Customer,7,Personal Travel,Eco,2677,4,1,4,3,4,3,4,4,1,3,3,4,1,4,0,0,neutral or dissatisfied
77320,Female,disloyal Customer,39,Business travel,Business,590,3,3,3,2,5,3,3,5,3,5,5,3,5,5,0,3,neutral or dissatisfied
26797,Male,disloyal Customer,30,Business travel,Eco,843,4,4,4,3,4,3,3,3,5,3,2,3,4,3,149,116,neutral or dissatisfied
88194,Female,disloyal Customer,25,Business travel,Eco,545,4,2,4,3,2,4,2,2,2,2,4,4,3,2,0,5,neutral or dissatisfied
91467,Female,disloyal Customer,26,Business travel,Eco,459,4,4,5,4,5,2,4,2,3,2,4,4,4,4,412,459,satisfied
93229,Female,Loyal Customer,50,Personal Travel,Eco,1460,1,5,1,1,3,5,5,2,2,1,2,4,2,3,21,0,neutral or dissatisfied
73049,Male,Loyal Customer,52,Business travel,Business,3448,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,0,satisfied
2123,Male,Loyal Customer,51,Business travel,Business,3466,2,2,2,2,3,4,4,4,4,4,4,3,4,5,30,31,satisfied
100441,Male,Loyal Customer,39,Business travel,Business,1180,5,5,5,5,2,4,4,5,5,5,5,4,5,3,14,2,satisfied
30901,Female,Loyal Customer,24,Business travel,Business,3931,3,3,3,3,3,4,3,3,1,3,5,4,4,3,0,0,satisfied
85467,Female,Loyal Customer,42,Business travel,Business,2381,0,0,0,2,4,4,4,2,2,2,2,3,2,5,0,0,satisfied
120400,Male,Loyal Customer,54,Business travel,Eco,366,3,4,4,4,3,3,3,3,1,2,4,3,4,3,0,0,neutral or dissatisfied
103612,Female,disloyal Customer,26,Business travel,Business,251,1,5,1,4,5,1,3,5,3,2,4,5,5,5,5,4,neutral or dissatisfied
112616,Female,Loyal Customer,29,Personal Travel,Eco,602,3,4,3,4,2,3,2,2,3,2,5,4,4,2,7,10,neutral or dissatisfied
18045,Male,Loyal Customer,45,Business travel,Business,488,3,3,3,3,4,2,2,5,5,5,5,2,5,5,70,89,satisfied
10657,Male,Loyal Customer,45,Business travel,Business,2788,0,0,0,1,2,5,4,2,2,2,2,3,2,5,39,33,satisfied
83709,Female,Loyal Customer,62,Personal Travel,Eco,577,3,5,3,3,3,4,4,2,2,3,4,3,2,3,9,13,neutral or dissatisfied
112429,Male,disloyal Customer,20,Business travel,Eco,846,3,3,3,2,2,3,2,2,1,4,2,1,3,2,15,41,neutral or dissatisfied
105809,Male,Loyal Customer,48,Personal Travel,Eco,787,2,4,2,3,3,2,3,3,3,3,4,5,5,3,8,11,neutral or dissatisfied
6313,Female,Loyal Customer,52,Business travel,Business,296,3,3,4,3,4,5,5,5,5,5,5,3,5,4,25,23,satisfied
86731,Male,Loyal Customer,25,Personal Travel,Eco,1747,4,1,4,3,1,4,1,1,3,1,2,1,3,1,0,0,neutral or dissatisfied
56592,Female,Loyal Customer,59,Business travel,Business,2490,5,5,5,5,5,4,4,4,4,4,4,3,4,5,64,53,satisfied
28504,Male,Loyal Customer,25,Business travel,Business,2701,2,2,2,2,3,3,3,3,5,5,4,2,5,3,0,0,satisfied
73746,Male,Loyal Customer,62,Personal Travel,Eco,192,2,2,2,4,1,2,1,1,2,2,3,3,3,1,0,0,neutral or dissatisfied
62378,Female,Loyal Customer,18,Business travel,Business,2611,3,3,1,3,4,4,4,4,5,3,3,3,5,4,0,0,satisfied
42905,Male,Loyal Customer,39,Business travel,Eco,422,4,2,2,2,4,4,4,4,1,3,5,3,1,4,0,0,satisfied
86155,Male,Loyal Customer,39,Business travel,Business,306,3,2,3,2,5,4,4,3,3,3,3,4,3,2,42,28,neutral or dissatisfied
116276,Female,Loyal Customer,67,Personal Travel,Eco,296,2,4,5,2,4,5,5,2,2,5,2,5,2,4,40,49,neutral or dissatisfied
25351,Male,disloyal Customer,25,Business travel,Business,591,5,5,5,2,5,5,5,5,5,3,4,3,5,5,1,0,satisfied
121730,Male,Loyal Customer,62,Business travel,Business,1475,4,2,2,2,4,3,2,4,4,4,4,2,4,4,0,15,neutral or dissatisfied
21975,Female,Loyal Customer,50,Personal Travel,Eco,448,1,4,5,3,4,5,4,5,5,5,5,4,5,3,69,54,neutral or dissatisfied
10654,Female,disloyal Customer,64,Business travel,Business,312,4,4,4,4,4,4,4,4,4,3,4,3,5,4,0,0,satisfied
89175,Female,Loyal Customer,67,Personal Travel,Eco,1947,1,4,1,3,4,4,5,1,1,1,1,3,1,4,0,0,neutral or dissatisfied
87902,Female,Loyal Customer,49,Business travel,Business,3235,4,4,4,4,5,4,4,3,3,4,3,4,3,3,0,0,satisfied
28960,Male,Loyal Customer,47,Business travel,Business,2432,2,2,2,2,2,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
68474,Female,Loyal Customer,32,Business travel,Business,1303,5,5,5,5,5,5,5,5,5,2,4,4,5,5,0,0,satisfied
14880,Male,disloyal Customer,64,Business travel,Eco,315,4,3,4,4,5,4,4,5,4,5,3,2,3,5,0,24,neutral or dissatisfied
93577,Female,Loyal Customer,57,Business travel,Business,2183,2,2,4,2,2,4,5,4,4,4,5,3,4,5,16,11,satisfied
113790,Female,disloyal Customer,17,Business travel,Eco Plus,258,1,0,1,4,4,1,4,4,2,2,4,4,4,4,0,0,neutral or dissatisfied
70841,Male,disloyal Customer,24,Business travel,Eco,761,3,3,3,5,1,3,1,1,4,3,4,3,4,1,7,12,neutral or dissatisfied
37929,Female,Loyal Customer,21,Personal Travel,Eco,937,4,4,4,2,4,4,4,2,2,3,3,4,1,4,185,175,neutral or dissatisfied
10152,Female,Loyal Customer,56,Personal Travel,Eco,1157,3,4,3,3,4,5,5,1,1,3,1,5,1,3,0,0,neutral or dissatisfied
86710,Male,Loyal Customer,25,Business travel,Business,1747,1,1,1,1,4,4,4,4,5,3,4,5,5,4,0,2,satisfied
116161,Female,Loyal Customer,14,Personal Travel,Eco,308,4,4,4,2,2,4,2,2,3,2,4,4,5,2,2,0,neutral or dissatisfied
78051,Male,Loyal Customer,64,Personal Travel,Eco,214,4,3,4,4,5,4,5,5,3,1,3,1,3,5,0,4,neutral or dissatisfied
24003,Male,Loyal Customer,34,Business travel,Business,2164,4,4,4,4,1,1,2,2,2,2,2,1,2,4,0,6,satisfied
28746,Male,Loyal Customer,10,Business travel,Business,1024,2,2,2,2,4,4,4,4,1,2,4,1,3,4,0,0,satisfied
99649,Female,Loyal Customer,56,Personal Travel,Eco,1670,2,3,2,3,3,3,4,4,4,2,4,1,4,2,1,0,neutral or dissatisfied
113567,Female,disloyal Customer,26,Business travel,Business,386,5,4,5,5,1,5,1,1,3,3,4,4,5,1,5,4,satisfied
26855,Male,Loyal Customer,42,Personal Travel,Eco,224,3,4,0,2,2,0,2,2,3,5,4,5,4,2,0,0,neutral or dissatisfied
94631,Female,disloyal Customer,34,Business travel,Eco,458,2,3,2,4,5,2,5,5,4,4,4,2,3,5,35,31,neutral or dissatisfied
59751,Female,Loyal Customer,55,Business travel,Business,895,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0,satisfied
112928,Female,Loyal Customer,52,Personal Travel,Eco,1390,1,4,1,1,2,4,2,3,3,1,3,5,3,1,0,0,neutral or dissatisfied
2898,Female,Loyal Customer,51,Personal Travel,Eco,409,3,5,3,3,3,5,5,3,3,3,5,5,3,4,70,68,neutral or dissatisfied
39717,Male,disloyal Customer,25,Business travel,Eco,320,2,5,2,4,2,2,2,2,4,4,5,5,3,2,0,0,neutral or dissatisfied
28061,Male,Loyal Customer,55,Business travel,Business,2607,5,5,5,5,4,4,4,1,5,3,1,4,3,4,0,0,satisfied
73486,Female,Loyal Customer,35,Personal Travel,Eco,1197,4,4,4,4,2,4,2,2,4,2,4,5,5,2,0,0,neutral or dissatisfied
126224,Female,disloyal Customer,55,Business travel,Eco,468,4,0,4,2,1,4,1,1,5,1,5,4,1,1,0,0,neutral or dissatisfied
20308,Male,Loyal Customer,11,Business travel,Business,622,2,5,5,5,2,1,2,2,1,4,3,4,3,2,21,19,neutral or dissatisfied
38446,Female,Loyal Customer,21,Personal Travel,Eco,588,1,5,1,2,4,1,4,4,4,1,1,4,3,4,0,0,neutral or dissatisfied
43128,Male,Loyal Customer,63,Business travel,Eco Plus,236,5,2,2,2,5,5,5,5,2,1,4,5,1,5,0,0,satisfied
107636,Male,disloyal Customer,28,Business travel,Business,405,5,5,5,1,3,5,3,3,5,4,5,3,4,3,14,11,satisfied
30141,Male,Loyal Customer,49,Personal Travel,Eco,160,1,1,1,3,5,1,5,5,2,3,3,1,3,5,4,6,neutral or dissatisfied
104185,Male,Loyal Customer,54,Personal Travel,Eco,349,1,5,1,2,4,1,4,4,3,3,5,3,5,4,0,0,neutral or dissatisfied
121619,Male,Loyal Customer,39,Personal Travel,Eco,936,3,2,3,4,5,3,5,5,3,5,4,2,3,5,0,8,neutral or dissatisfied
115210,Female,disloyal Customer,42,Business travel,Business,337,2,2,2,3,2,2,2,2,5,4,4,5,4,2,0,25,neutral or dissatisfied
12778,Male,Loyal Customer,50,Business travel,Business,3550,5,5,5,5,2,5,4,4,4,4,4,5,4,5,0,0,satisfied
37503,Female,disloyal Customer,26,Business travel,Eco,972,2,2,2,2,4,2,4,4,4,1,3,3,3,4,0,0,neutral or dissatisfied
24310,Male,Loyal Customer,17,Personal Travel,Eco Plus,302,3,5,3,3,4,3,4,4,4,4,3,4,3,4,0,0,neutral or dissatisfied
6511,Male,Loyal Customer,60,Business travel,Business,3159,2,2,1,2,5,5,4,3,3,4,3,4,3,5,0,0,satisfied
108345,Female,Loyal Customer,59,Business travel,Eco,1706,2,3,3,3,3,4,4,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
116139,Male,Loyal Customer,59,Personal Travel,Eco,325,3,2,3,3,3,3,3,3,2,4,3,4,3,3,0,0,neutral or dissatisfied
35841,Male,disloyal Customer,8,Business travel,Eco,1023,1,1,1,3,1,1,1,1,1,1,3,1,3,1,0,0,neutral or dissatisfied
25220,Female,Loyal Customer,61,Business travel,Eco,787,1,2,4,2,5,3,3,1,1,1,1,4,1,1,0,0,neutral or dissatisfied
18081,Male,Loyal Customer,11,Personal Travel,Eco,605,1,4,1,2,2,1,2,2,4,2,5,5,5,2,24,22,neutral or dissatisfied
62715,Female,Loyal Customer,25,Business travel,Business,2504,4,4,4,4,4,4,4,3,5,3,5,4,3,4,199,175,satisfied
69862,Female,Loyal Customer,65,Personal Travel,Eco,1055,3,5,3,5,3,4,4,1,1,3,1,3,1,4,0,0,neutral or dissatisfied
47885,Female,Loyal Customer,39,Business travel,Business,1543,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,0,satisfied
92241,Male,disloyal Customer,50,Business travel,Business,1670,2,2,2,3,2,2,2,2,4,3,3,3,5,2,18,3,neutral or dissatisfied
80364,Female,disloyal Customer,29,Business travel,Business,368,2,3,3,4,2,3,2,2,4,2,5,5,4,2,0,2,neutral or dissatisfied
21182,Male,disloyal Customer,20,Business travel,Eco,153,3,3,2,3,5,2,1,5,2,1,5,2,1,5,0,0,neutral or dissatisfied
119238,Male,Loyal Customer,51,Business travel,Business,1651,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0,satisfied
87390,Female,Loyal Customer,51,Business travel,Eco,425,4,1,1,1,5,3,2,4,4,4,4,2,4,3,0,0,neutral or dissatisfied
84184,Male,disloyal Customer,26,Business travel,Business,432,1,5,1,1,2,1,2,2,4,4,4,4,4,2,0,31,neutral or dissatisfied
117690,Female,Loyal Customer,28,Business travel,Business,1814,4,4,4,4,4,4,4,4,3,5,4,5,5,4,0,2,satisfied
7780,Female,Loyal Customer,23,Personal Travel,Eco,1080,3,1,3,3,2,3,2,2,3,5,4,3,4,2,0,0,neutral or dissatisfied
65586,Male,disloyal Customer,39,Business travel,Eco,237,1,3,1,3,4,1,4,4,4,2,4,3,4,4,7,50,neutral or dissatisfied
89717,Male,Loyal Customer,62,Personal Travel,Eco,950,0,0,0,4,5,0,5,5,1,3,2,2,4,5,0,0,satisfied
22258,Female,Loyal Customer,59,Business travel,Eco,145,4,2,2,2,1,1,3,4,4,4,4,5,4,4,1,9,satisfied
58903,Male,Loyal Customer,48,Business travel,Business,1739,3,3,3,3,4,4,1,4,4,4,4,4,4,5,5,5,satisfied
29210,Female,Loyal Customer,31,Business travel,Eco,2311,2,3,3,3,2,2,2,2,1,3,3,3,4,2,24,4,neutral or dissatisfied
30327,Female,disloyal Customer,36,Business travel,Eco,391,2,1,2,4,1,2,1,1,1,3,4,1,3,1,70,62,neutral or dissatisfied
92631,Female,Loyal Customer,52,Business travel,Eco,453,1,0,0,4,5,4,3,2,2,1,2,1,2,2,0,0,neutral or dissatisfied
55769,Male,Loyal Customer,61,Personal Travel,Business,646,2,2,1,4,1,4,3,2,2,1,4,4,2,2,40,21,neutral or dissatisfied
99662,Male,Loyal Customer,9,Personal Travel,Eco,1050,4,2,3,3,5,3,5,5,4,4,3,1,3,5,1,0,satisfied
102131,Female,disloyal Customer,21,Business travel,Business,407,5,0,5,2,5,5,5,5,5,3,4,5,5,5,39,38,satisfied
125834,Male,Loyal Customer,28,Business travel,Business,2597,1,1,1,1,5,5,5,5,4,5,4,3,5,5,6,1,satisfied
111523,Male,Loyal Customer,46,Personal Travel,Eco Plus,391,2,3,1,2,4,1,4,4,4,5,2,3,3,4,0,0,neutral or dissatisfied
100877,Female,Loyal Customer,51,Business travel,Business,2133,2,5,5,5,2,4,4,2,2,2,2,1,2,2,114,104,neutral or dissatisfied
59912,Female,disloyal Customer,26,Business travel,Eco,1068,2,2,2,3,3,2,3,3,1,1,3,1,4,3,0,0,neutral or dissatisfied
55356,Male,disloyal Customer,25,Business travel,Business,678,3,4,3,3,1,3,1,1,3,4,5,4,5,1,2,0,neutral or dissatisfied
50403,Female,disloyal Customer,36,Business travel,Eco,326,2,0,2,4,3,2,3,3,4,4,4,4,5,3,0,0,neutral or dissatisfied
10023,Male,Loyal Customer,70,Personal Travel,Eco Plus,534,2,4,2,2,4,2,4,4,5,3,4,4,4,4,19,18,neutral or dissatisfied
75570,Female,disloyal Customer,26,Business travel,Business,337,2,0,2,4,4,2,4,4,5,2,4,5,5,4,0,0,neutral or dissatisfied
77914,Male,disloyal Customer,37,Business travel,Business,214,5,5,5,4,5,5,5,5,4,5,4,4,5,5,0,0,satisfied
77820,Male,Loyal Customer,68,Personal Travel,Eco,874,2,3,2,4,4,2,4,4,4,2,3,3,3,4,0,2,neutral or dissatisfied
34754,Female,Loyal Customer,47,Business travel,Eco,209,1,1,1,1,2,3,2,1,1,1,1,3,1,3,62,60,neutral or dissatisfied
118777,Male,Loyal Customer,59,Personal Travel,Eco,304,3,4,3,1,2,3,2,2,3,2,5,3,4,2,0,0,neutral or dissatisfied
41200,Male,Loyal Customer,27,Business travel,Business,2837,2,2,3,2,5,4,5,5,2,1,1,1,5,5,0,0,satisfied
120391,Female,Loyal Customer,35,Business travel,Business,449,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0,satisfied
40839,Male,Loyal Customer,36,Business travel,Business,188,3,5,5,5,2,3,2,2,1,4,3,2,2,2,135,133,neutral or dissatisfied
124948,Female,Loyal Customer,47,Business travel,Eco Plus,728,3,1,1,1,2,3,3,3,3,3,3,4,3,2,0,17,neutral or dissatisfied
106979,Female,Loyal Customer,40,Business travel,Business,537,2,2,2,2,1,2,4,4,4,4,4,2,4,1,0,0,satisfied
31950,Male,Loyal Customer,47,Business travel,Business,102,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,1,satisfied
754,Male,Loyal Customer,56,Business travel,Business,3435,3,3,3,3,4,5,5,5,5,5,4,5,5,3,0,0,satisfied
61312,Female,Loyal Customer,34,Business travel,Business,1668,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0,satisfied
105805,Female,Loyal Customer,66,Personal Travel,Eco,883,1,3,1,3,5,5,4,5,5,1,5,2,5,3,44,52,neutral or dissatisfied
83736,Male,Loyal Customer,41,Personal Travel,Business,1183,4,4,4,3,2,3,5,1,1,4,1,3,1,5,0,8,neutral or dissatisfied
86964,Male,Loyal Customer,43,Business travel,Business,3576,4,4,4,4,5,5,5,4,4,5,4,5,4,4,0,0,satisfied
117151,Male,Loyal Customer,42,Personal Travel,Eco,304,2,3,2,3,2,2,2,2,3,5,3,4,3,2,8,7,neutral or dissatisfied
129471,Female,Loyal Customer,53,Business travel,Business,2704,3,1,1,1,5,2,4,3,3,3,3,2,3,3,4,6,neutral or dissatisfied
60122,Female,Loyal Customer,21,Business travel,Business,1005,2,1,1,1,2,2,2,2,3,1,4,1,3,2,18,16,neutral or dissatisfied
66711,Male,disloyal Customer,22,Business travel,Eco,802,0,0,0,3,2,0,2,2,2,4,4,4,5,2,4,46,satisfied
117256,Female,Loyal Customer,21,Personal Travel,Eco,368,3,3,3,3,3,3,3,3,2,4,1,2,3,3,16,10,neutral or dissatisfied
13014,Male,Loyal Customer,38,Business travel,Eco,374,2,3,3,3,2,2,2,2,3,4,3,2,3,2,0,0,neutral or dissatisfied
82365,Female,Loyal Customer,64,Personal Travel,Eco,453,2,5,2,5,5,4,4,2,2,2,2,4,2,4,0,3,neutral or dissatisfied
76867,Female,disloyal Customer,29,Business travel,Business,867,4,4,4,4,2,4,2,2,3,5,3,3,4,2,0,0,satisfied
41105,Female,Loyal Customer,38,Business travel,Eco,224,5,5,5,5,5,5,5,5,5,4,5,3,4,5,4,9,satisfied
24353,Female,Loyal Customer,63,Personal Travel,Eco,634,4,4,4,2,3,5,5,3,3,4,2,3,3,3,0,0,neutral or dissatisfied
29244,Male,Loyal Customer,40,Business travel,Eco,550,2,1,1,1,2,2,2,2,3,1,4,4,3,2,4,6,neutral or dissatisfied
104337,Male,Loyal Customer,50,Personal Travel,Eco,409,3,4,3,1,1,3,1,1,4,5,4,4,4,1,48,32,neutral or dissatisfied
127596,Female,Loyal Customer,59,Business travel,Business,1773,4,4,2,4,2,4,5,5,5,5,5,3,5,5,64,49,satisfied
99863,Male,Loyal Customer,67,Personal Travel,Eco,680,2,5,2,3,4,2,4,4,4,2,4,4,5,4,0,0,neutral or dissatisfied
115144,Female,Loyal Customer,46,Business travel,Business,371,1,1,4,1,4,4,4,4,2,4,4,4,5,4,142,134,satisfied
26442,Female,Loyal Customer,43,Business travel,Eco,919,4,5,5,5,1,1,3,4,4,4,4,1,4,3,0,1,satisfied
112462,Male,Loyal Customer,15,Business travel,Business,853,2,4,4,4,2,2,2,2,4,1,3,1,4,2,46,43,neutral or dissatisfied
69182,Female,Loyal Customer,37,Personal Travel,Eco,187,2,4,2,5,4,2,4,4,4,3,4,3,4,4,2,0,neutral or dissatisfied
54065,Female,Loyal Customer,44,Business travel,Business,1416,1,1,1,1,5,1,3,4,4,4,4,5,4,3,0,0,satisfied
48645,Female,disloyal Customer,24,Business travel,Eco,109,1,4,1,4,1,1,1,1,5,4,5,5,4,1,59,81,neutral or dissatisfied
34700,Female,Loyal Customer,64,Business travel,Business,209,4,4,4,4,5,3,5,4,4,3,2,5,2,5,147,259,satisfied
83889,Female,Loyal Customer,47,Personal Travel,Eco Plus,1670,4,4,5,2,3,2,4,2,2,5,2,2,2,5,0,0,neutral or dissatisfied
91417,Female,Loyal Customer,60,Personal Travel,Eco,1050,1,3,1,4,1,5,1,3,3,1,3,5,3,4,53,77,neutral or dissatisfied
89741,Male,Loyal Customer,41,Personal Travel,Eco,944,3,5,3,5,1,3,1,1,4,5,3,1,1,1,85,80,neutral or dissatisfied
37814,Male,Loyal Customer,61,Personal Travel,Eco Plus,989,3,5,3,3,3,3,3,3,4,3,4,5,5,3,16,12,neutral or dissatisfied
74867,Male,Loyal Customer,30,Personal Travel,Business,2239,3,4,4,2,4,4,4,4,3,3,4,4,5,4,0,0,neutral or dissatisfied
79747,Male,Loyal Customer,21,Business travel,Eco Plus,762,3,1,1,1,3,4,4,3,2,4,5,2,2,3,0,0,satisfied
30699,Male,Loyal Customer,59,Personal Travel,Eco,680,1,5,1,2,1,1,1,1,1,2,5,4,1,1,52,79,neutral or dissatisfied
10286,Female,Loyal Customer,44,Business travel,Business,201,1,1,1,1,4,4,5,5,5,5,4,5,5,5,0,0,satisfied
7445,Female,Loyal Customer,30,Personal Travel,Eco,522,3,5,3,4,4,3,4,4,5,2,5,3,5,4,0,3,neutral or dissatisfied
57680,Male,Loyal Customer,35,Business travel,Business,867,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0,0,satisfied
67508,Male,Loyal Customer,15,Business travel,Business,1235,5,5,1,5,4,4,4,4,5,3,4,4,5,4,0,16,satisfied
26718,Male,Loyal Customer,68,Personal Travel,Eco,404,1,5,1,3,1,1,4,1,4,2,5,5,4,1,0,0,neutral or dissatisfied
52423,Female,Loyal Customer,54,Personal Travel,Eco,651,3,5,3,4,2,3,4,5,5,3,5,4,5,5,5,16,neutral or dissatisfied
5923,Female,Loyal Customer,47,Personal Travel,Eco,173,1,4,1,2,5,4,5,4,4,1,2,5,4,5,0,0,neutral or dissatisfied
15814,Male,Loyal Customer,31,Personal Travel,Eco,246,4,4,4,3,4,4,4,4,2,5,2,2,5,4,1,6,neutral or dissatisfied
32055,Male,Loyal Customer,43,Business travel,Business,101,0,4,0,1,3,5,4,3,3,3,3,1,3,1,2,1,satisfied
106406,Female,Loyal Customer,52,Personal Travel,Eco,551,2,3,2,2,1,1,5,3,3,2,3,4,3,5,4,4,neutral or dissatisfied
73635,Female,Loyal Customer,39,Business travel,Business,3873,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
16759,Female,Loyal Customer,31,Business travel,Business,642,3,3,3,3,4,4,4,4,1,5,3,1,5,4,66,68,satisfied
7772,Female,Loyal Customer,51,Business travel,Business,990,1,1,4,1,2,5,4,5,5,5,5,4,5,4,0,0,satisfied
67826,Female,Loyal Customer,74,Business travel,Business,3589,3,3,3,3,3,4,2,3,3,3,3,1,3,4,0,3,satisfied
89824,Female,Loyal Customer,36,Personal Travel,Eco Plus,944,2,4,2,3,4,2,4,4,2,4,5,3,3,4,0,0,neutral or dissatisfied
78634,Male,Loyal Customer,54,Business travel,Business,1953,1,1,1,1,4,4,4,4,2,5,4,4,5,4,235,222,satisfied
95987,Female,Loyal Customer,35,Business travel,Business,1655,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0,satisfied
83619,Female,disloyal Customer,22,Business travel,Eco,409,2,5,2,4,2,2,2,2,3,3,4,1,3,2,0,0,neutral or dissatisfied
113549,Female,Loyal Customer,56,Business travel,Business,3911,2,1,1,1,4,2,3,2,2,2,2,1,2,4,21,15,neutral or dissatisfied
56817,Female,disloyal Customer,43,Business travel,Eco,779,2,2,2,3,2,2,2,2,3,4,4,4,4,2,0,0,neutral or dissatisfied
34956,Male,Loyal Customer,57,Personal Travel,Eco,187,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0,0,neutral or dissatisfied
55788,Female,Loyal Customer,59,Business travel,Business,2400,2,2,2,2,5,5,5,4,5,4,5,5,5,5,0,0,satisfied
96173,Male,Loyal Customer,45,Business travel,Business,460,3,3,3,3,2,4,4,4,4,5,4,5,4,5,5,6,satisfied
99997,Male,Loyal Customer,59,Business travel,Business,3261,4,4,4,4,3,5,5,4,4,4,4,4,4,5,7,6,satisfied
81174,Female,Loyal Customer,43,Business travel,Business,2899,0,0,0,5,4,5,5,2,2,2,2,3,2,4,6,0,satisfied
89220,Male,Loyal Customer,24,Personal Travel,Eco,1947,5,5,5,1,1,5,1,1,5,4,4,3,5,1,9,2,satisfied
72365,Female,Loyal Customer,30,Business travel,Business,3513,5,5,1,5,3,3,3,3,5,4,4,5,4,3,0,0,satisfied
29105,Male,Loyal Customer,54,Personal Travel,Eco,697,3,5,3,2,2,3,2,2,3,2,2,5,2,2,0,0,neutral or dissatisfied
20144,Male,Loyal Customer,37,Business travel,Eco,258,2,1,1,1,2,2,2,2,1,5,2,5,4,2,0,0,satisfied
106519,Male,disloyal Customer,26,Business travel,Business,271,2,0,2,3,2,2,5,1,4,3,4,5,1,5,113,203,neutral or dissatisfied
87760,Female,Loyal Customer,40,Business travel,Business,1798,4,4,1,4,5,4,4,5,5,5,4,5,5,5,6,0,satisfied
123588,Female,Loyal Customer,17,Personal Travel,Eco,1773,2,2,2,2,5,2,5,5,3,2,1,3,2,5,18,6,neutral or dissatisfied
11821,Female,Loyal Customer,42,Business travel,Business,1922,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,2,satisfied
51905,Male,Loyal Customer,44,Business travel,Business,507,4,4,4,4,5,4,1,4,4,4,4,1,4,2,25,24,satisfied
81103,Female,disloyal Customer,30,Business travel,Business,991,2,2,2,5,3,2,3,3,4,5,4,5,4,3,0,0,neutral or dissatisfied
48033,Female,Loyal Customer,20,Personal Travel,Eco,1384,1,3,1,2,2,1,2,2,5,2,1,1,1,2,0,0,neutral or dissatisfied
42447,Male,Loyal Customer,23,Business travel,Eco,866,4,5,4,5,4,4,4,4,2,3,1,4,2,4,0,0,satisfied
64181,Male,Loyal Customer,26,Business travel,Business,1047,5,5,5,5,2,3,2,2,4,3,5,4,4,2,0,0,satisfied
77813,Male,Loyal Customer,28,Personal Travel,Eco,731,2,3,2,2,3,2,3,3,4,1,5,4,1,3,13,9,neutral or dissatisfied
1747,Female,Loyal Customer,57,Personal Travel,Eco,364,1,5,1,3,4,4,4,2,2,1,2,5,2,4,0,0,neutral or dissatisfied
57664,Male,Loyal Customer,57,Personal Travel,Eco,200,3,5,3,2,4,3,4,4,4,5,4,4,5,4,0,0,neutral or dissatisfied
70049,Male,Loyal Customer,39,Personal Travel,Eco,583,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0,neutral or dissatisfied
26587,Male,Loyal Customer,47,Business travel,Business,270,1,1,1,1,5,2,4,4,4,4,4,5,4,2,0,0,satisfied
69270,Female,Loyal Customer,28,Personal Travel,Eco,733,2,1,2,4,4,2,4,4,1,3,4,3,3,4,30,47,neutral or dissatisfied
111810,Male,Loyal Customer,34,Personal Travel,Eco,349,2,3,2,4,2,2,2,2,3,5,3,4,3,2,8,12,neutral or dissatisfied
13702,Female,Loyal Customer,61,Personal Travel,Eco,300,3,1,3,2,2,2,1,3,3,3,3,1,3,1,5,28,neutral or dissatisfied
