"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","AgeGroup","Family","Age_scale1"
"0","3","male",19,0,0,7.775,"S","Age11_20",1,0.233475747675295
"1","1","female",42,0,0,227.525,"C","Age41_50",1,0.522493088715758
"1","3","female",1,0,2,15.7417,"C","Age0_10",3,0.00728826338275949
"0","3","male",32,0,0,7.925,"S","Age31_40",1,0.396833375219904
"1","1","female",35,1,0,52,"S","Age31_40",2,0.43453128926866
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"0","2","male",18,0,0,73.5,"S","Age11_20",1,0.22090977632571
"0","3","male",1,5,2,46.9,"S","Age0_10",8,0.00728826338275949
"1","2","female",36,0,0,13,"S","Age31_40",1,0.447097260618246
"0","3","male",32.37,0,0,7.7292,"Q","Age31_40",1,0.401482784619251
"1","2","female",17,0,0,12,"C","Age11_20",1,0.208343804976125
"1","1","male",36,1,2,120,"S","Age31_40",4,0.447097260618246
"1","3","male",21,0,0,7.7958,"S","Age21_30",1,0.258607690374466
"0","3","male",28,2,0,7.925,"S","Age21_30",3,0.346569489821563
"1","1","female",23,1,0,113.275,"C","Age21_30",2,0.283739633073637
"1","3","female",24,0,2,16.7,"S","Age21_30",3,0.296305604423222
"0","3","male",22,0,0,7.7958,"S","Age21_30",1,0.271173661724051
"0","3","female",31,0,0,7.8542,"S","Age31_40",1,0.384267403870319
"0","2","male",46,0,0,26,"S","Age41_50",1,0.572756974114099
"0","2","male",23,0,0,10.5,"S","Age21_30",1,0.283739633073637
"1","2","female",28,0,0,12.65,"S","Age21_30",1,0.346569489821563
"1","3","male",39,0,0,7.925,"S","Age31_40",1,0.484795174667002
"0","3","male",26,0,0,8.05,"S","Age21_30",1,0.321437547122393
"0","3","female",21,1,0,9.825,"S","Age21_30",2,0.258607690374466
"0","3","male",28,1,0,15.85,"S","Age21_30",2,0.346569489821563
"0","3","female",20,0,0,8.6625,"S","Age11_20",1,0.246041719024881
"0","2","male",34,1,0,21,"S","Age31_40",2,0.421965317919075
"0","3","male",51,0,0,7.75,"S","Age51_60",1,0.635586830862026
"1","2","male",3,1,1,18.75,"S","Age0_10",3,0.0324202060819301
"0","3","male",21,0,0,7.775,"S","Age21_30",1,0.258607690374466
"0","3","female",21.77,3,1,25.4667,"S","Age21_30",5,0.268283488313647
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"0","3","male",32.37,0,0,6.8583,"Q","Age31_40",1,0.401482784619251
"1","1","female",33,1,0,90,"Q","Age31_40",2,0.40939934656949
"0","2","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"1","3","male",44,0,0,7.925,"S","Age41_50",1,0.547625031414928
"0","3","female",35.9,0,0,8.05,"S","Age31_40",1,0.445840663483287
"1","2","female",34,1,1,32.5,"S","Age31_40",3,0.421965317919075
"1","2","female",18,0,2,13,"S","Age11_20",3,0.22090977632571
"0","2","male",30,0,0,13,"S","Age21_30",1,0.371701432520734
"0","3","female",10,0,2,24.15,"S","Age0_10",3,0.120382005529027
"0","3","male",32.37,0,0,7.8958,"C","Age31_40",1,0.401482784619251
"0","3","male",21,0,0,7.7333,"Q","Age21_30",1,0.258607690374466
"0","3","male",29,0,0,7.875,"S","Age21_30",1,0.359135461171149
"0","3","female",28,1,1,14.4,"S","Age21_30",3,0.346569489821563
"0","3","male",18,1,1,20.2125,"S","Age11_20",3,0.22090977632571
"0","3","male",32.37,0,0,7.25,"S","Age31_40",1,0.401482784619251
"1","2","female",28,1,0,26,"S","Age21_30",2,0.346569489821563
"1","2","female",19,0,0,26,"S","Age11_20",1,0.233475747675295
"0","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"1","3","male",32,0,0,8.05,"S","Age31_40",1,0.396833375219904
"1","1","male",28,0,0,26.55,"S","Age21_30",1,0.346569489821563
"1","3","female",35.9,1,0,16.1,"S","Age31_40",2,0.445840663483287
"1","2","female",42,1,0,26,"S","Age41_50",2,0.522493088715758
"0","3","male",17,0,0,7.125,"S","Age11_20",1,0.208343804976125
"0","1","male",50,1,0,55.9,"S","Age41_50",2,0.62302085951244
"1","1","female",14,1,2,120,"S","Age11_20",4,0.170645890927369
"0","3","female",21,2,2,34.375,"S","Age21_30",5,0.258607690374466
"1","2","female",24,2,3,18.75,"S","Age21_30",6,0.296305604423222
"0","1","male",64,1,4,263,"S","Age61_70",6,0.798944458406635
"0","2","male",31,0,0,10.5,"S","Age31_40",1,0.384267403870319
"1","2","female",45,1,1,26.25,"S","Age41_50",3,0.560191002764514
"0","3","male",20,0,0,9.5,"S","Age11_20",1,0.246041719024881
"0","3","male",25,1,0,7.775,"S","Age21_30",2,0.308871575772807
"1","2","female",28,0,0,13,"S","Age21_30",1,0.346569489821563
"1","3","male",32.37,0,0,8.1125,"S","Age31_40",1,0.401482784619251
"1","1","male",4,0,2,81.8583,"S","Age0_10",3,0.0449861774315155
"1","2","female",13,0,1,19.5,"S","Age11_20",2,0.158079919577783
"1","1","male",34,0,0,26.55,"S","Age31_40",1,0.421965317919075
"1","3","female",5,2,1,19.2583,"C","Age0_10",4,0.0575521487811008
"1","1","male",52,0,0,30.5,"S","Age51_60",1,0.648152802211611
"0","2","male",36,1,2,27.75,"S","Age31_40",4,0.447097260618246
"0","3","male",32.37,1,0,19.9667,"S","Age31_40",2,0.401482784619251
"0","1","male",30,0,0,27.75,"C","Age21_30",1,0.371701432520734
"1","1","male",49,1,0,89.1042,"C","Age41_50",2,0.610454888162855
"0","3","male",32.37,0,0,8.05,"S","Age31_40",1,0.401482784619251
"1","3","male",29,0,0,7.8958,"C","Age21_30",1,0.359135461171149
"0","1","male",65,0,0,26.55,"S","Age61_70",1,0.81151042975622
"1","1","female",35.9,1,0,51.8625,"S","Age31_40",2,0.445840663483287
"1","2","female",50,0,0,10.5,"S","Age41_50",1,0.62302085951244
"0","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"1","1","male",48,0,0,26.55,"S","Age41_50",1,0.59788891681327
"0","3","male",34,0,0,8.05,"S","Age31_40",1,0.421965317919075
"0","1","male",47,0,0,38.5,"S","Age41_50",1,0.585322945463684
"0","2","male",48,0,0,13,"S","Age41_50",1,0.59788891681327
"0","3","male",32.37,0,0,8.05,"S","Age31_40",1,0.401482784619251
"0","3","male",38,0,0,7.05,"S","Age31_40",1,0.472229203317416
"0","2","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"0","1","male",56,0,0,26.55,"S","Age51_60",1,0.698416687609952
"0","3","male",32.37,0,0,7.725,"Q","Age31_40",1,0.401482784619251
"1","3","female",0.75,2,1,19.2583,"C","Age0_10",4,0.00414677054536316
"0","3","male",32.37,0,0,7.25,"S","Age31_40",1,0.401482784619251
"0","3","male",38,0,0,8.6625,"S","Age31_40",1,0.472229203317416
"1","2","female",33,1,2,27.75,"S","Age31_40",4,0.40939934656949
"1","2","female",23,0,0,13.7917,"C","Age21_30",1,0.283739633073637
"0","3","female",22,0,0,9.8375,"S","Age21_30",1,0.271173661724051
"0","1","male",32.37,0,0,52,"S","Age31_40",1,0.401482784619251
"0","2","male",34,1,0,21,"S","Age31_40",2,0.421965317919075
"0","3","male",29,1,0,7.0458,"S","Age21_30",2,0.359135461171149
"0","3","male",22,0,0,7.5208,"S","Age21_30",1,0.271173661724051
"1","3","female",2,0,1,12.2875,"S","Age0_10",2,0.0198542347323448
"0","3","male",9,5,2,46.9,"S","Age0_10",8,0.107816034179442
"0","2","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"0","3","male",50,0,0,8.05,"S","Age41_50",1,0.62302085951244
"1","3","female",63,0,0,9.5875,"S","Age61_70",1,0.786378487057049
"1","1","male",25,1,0,91.0792,"C","Age21_30",2,0.308871575772807
"0","3","female",21.77,3,1,25.4667,"S","Age21_30",5,0.268283488313647
"1","1","female",35,1,0,90,"S","Age31_40",2,0.43453128926866
"0","1","male",58,0,0,29.7,"C","Age51_60",1,0.723548630309123
"0","3","male",30,0,0,8.05,"S","Age21_30",1,0.371701432520734
"1","3","male",9,1,1,15.9,"S","Age0_10",3,0.107816034179442
"0","3","male",32.37,1,0,19.9667,"S","Age31_40",2,0.401482784619251
"0","3","male",21,0,0,7.25,"S","Age21_30",1,0.258607690374466
"0","1","male",55,0,0,30.5,"S","Age51_60",1,0.685850716260367
"0","1","male",71,0,0,49.5042,"C","Age71_80",1,0.886906257853732
"0","3","male",21,0,0,8.05,"S","Age21_30",1,0.258607690374466
"0","3","male",32.37,0,0,14.4583,"C","Age31_40",1,0.401482784619251
"1","1","female",54,1,0,78.2667,"C","Age51_60",2,0.673284744910782
"0","3","male",32.37,0,0,15.1,"S","Age31_40",1,0.401482784619251
"0","1","female",25,1,2,151.55,"S","Age21_30",4,0.308871575772807
"0","3","male",24,0,0,7.7958,"S","Age21_30",1,0.296305604423222
"0","3","male",17,0,0,8.6625,"S","Age11_20",1,0.208343804976125
"0","3","female",21,0,0,7.75,"Q","Age21_30",1,0.258607690374466
"0","3","female",21.77,0,0,7.6292,"Q","Age21_30",1,0.268283488313647
"0","3","female",37,0,0,9.5875,"S","Age31_40",1,0.459663231967831
"1","1","female",16,0,0,86.5,"S","Age11_20",1,0.195777833626539
"0","1","male",18,1,0,108.9,"C","Age11_20",2,0.22090977632571
"1","2","female",33,0,2,26,"S","Age31_40",3,0.40939934656949
"1","1","male",32.37,0,0,26.55,"S","Age31_40",1,0.401482784619251
"0","3","male",28,0,0,22.525,"S","Age21_30",1,0.346569489821563
"1","3","male",26,0,0,56.4958,"S","Age21_30",1,0.321437547122393
"1","3","male",29,0,0,7.75,"Q","Age21_30",1,0.359135461171149
"0","3","male",32.37,0,0,8.05,"S","Age31_40",1,0.401482784619251
"1","1","male",36,0,0,26.2875,"S","Age31_40",1,0.447097260618246
"1","1","female",54,1,0,59.4,"C","Age51_60",2,0.673284744910782
"0","3","male",24,0,0,7.4958,"S","Age21_30",1,0.296305604423222
"0","1","male",47,0,0,34.0208,"S","Age41_50",1,0.585322945463684
"1","2","female",34,0,0,10.5,"S","Age31_40",1,0.421965317919075
"0","3","male",32.37,0,0,24.15,"Q","Age31_40",1,0.401482784619251
"1","2","female",36,1,0,26,"S","Age31_40",2,0.447097260618246
"0","3","male",32,0,0,7.8958,"S","Age31_40",1,0.396833375219904
"1","1","female",30,0,0,93.5,"S","Age21_30",1,0.371701432520734
"0","3","male",22,0,0,7.8958,"S","Age21_30",1,0.271173661724051
"0","3","male",32.37,0,0,7.225,"C","Age31_40",1,0.401482784619251
"1","1","female",44,0,1,57.9792,"C","Age41_50",2,0.547625031414928
"0","3","male",32.37,0,0,7.2292,"C","Age31_40",1,0.401482784619251
"0","3","male",40.5,0,0,7.75,"Q","Age41_50",1,0.50364413169138
"1","2","female",50,0,0,10.5,"S","Age41_50",1,0.62302085951244
"0","1","male",32.37,0,0,221.7792,"S","Age31_40",1,0.401482784619251
"0","3","male",39,0,0,7.925,"S","Age31_40",1,0.484795174667002
"0","2","male",23,2,1,11.5,"S","Age21_30",4,0.283739633073637
"1","2","female",2,1,1,26,"S","Age0_10",3,0.0198542347323448
"0","3","male",32.37,0,0,7.2292,"C","Age31_40",1,0.401482784619251
"0","3","male",17,1,1,7.2292,"C","Age11_20",3,0.208343804976125
"1","3","female",35.9,0,2,22.3583,"C","Age31_40",3,0.445840663483287
"0","3","female",30,0,0,8.6625,"S","Age21_30",1,0.371701432520734
"1","2","female",7,0,2,26.25,"S","Age0_10",3,0.0826840914802714
"0","1","male",45,0,0,26.55,"S","Age41_50",1,0.560191002764514
"1","1","female",30,0,0,106.425,"C","Age21_30",1,0.371701432520734
"0","3","male",32.37,0,0,14.5,"S","Age31_40",1,0.401482784619251
"1","1","female",22,0,2,49.5,"C","Age21_30",3,0.271173661724051
"1","1","female",36,0,2,71,"S","Age31_40",3,0.447097260618246
"0","3","female",9,4,2,31.275,"S","Age0_10",7,0.107816034179442
"0","3","female",11,4,2,31.275,"S","Age11_20",7,0.132947976878613
"1","2","male",32,1,0,26,"S","Age31_40",2,0.396833375219904
"0","1","male",50,1,0,106.425,"C","Age41_50",2,0.62302085951244
"0","1","male",64,0,0,26,"S","Age61_70",1,0.798944458406635
"1","2","female",19,1,0,26,"S","Age11_20",2,0.233475747675295
"1","2","male",32.37,0,0,13.8625,"C","Age31_40",1,0.401482784619251
"0","3","male",33,1,1,20.525,"S","Age31_40",3,0.40939934656949
"1","2","male",8,1,1,36.75,"S","Age0_10",3,0.0952500628298567
"1","1","male",17,0,2,110.8833,"C","Age11_20",3,0.208343804976125
"0","2","male",27,0,0,26,"S","Age21_30",1,0.334003518471978
"0","3","male",32.37,0,0,7.8292,"Q","Age31_40",1,0.401482784619251
"1","3","male",22,0,0,7.225,"C","Age21_30",1,0.271173661724051
"1","3","female",22,0,0,7.775,"S","Age21_30",1,0.271173661724051
"0","1","male",62,0,0,26.55,"S","Age61_70",1,0.773812515707464
"1","1","female",48,1,0,39.6,"C","Age41_50",2,0.59788891681327
"0","1","male",32.37,0,0,227.525,"C","Age31_40",1,0.401482784619251
"1","1","female",39,1,1,79.65,"S","Age31_40",3,0.484795174667002
"1","3","female",36,1,0,17.4,"S","Age31_40",2,0.447097260618246
"0","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"0","3","male",40,0,0,7.8958,"S","Age31_40",1,0.497361146016587
"0","2","male",28,0,0,13.5,"S","Age21_30",1,0.346569489821563
"0","3","male",32.37,0,0,8.05,"S","Age31_40",1,0.401482784619251
"0","3","female",21.77,0,0,8.05,"S","Age21_30",1,0.268283488313647
"0","3","male",24,2,0,24.15,"S","Age21_30",3,0.296305604423222
"0","3","male",19,0,0,7.8958,"S","Age11_20",1,0.233475747675295
"0","3","female",29,0,4,21.075,"S","Age21_30",5,0.359135461171149
"0","3","male",32.37,0,0,7.2292,"C","Age31_40",1,0.401482784619251
"1","3","male",32,0,0,7.8542,"S","Age31_40",1,0.396833375219904
"1","2","male",62,0,0,10.5,"S","Age61_70",1,0.773812515707464
"1","1","female",53,2,0,51.4792,"S","Age51_60",3,0.660718773561196
"1","1","male",36,0,0,26.3875,"S","Age31_40",1,0.447097260618246
"1","3","female",21.77,0,0,7.75,"Q","Age21_30",1,0.268283488313647
"0","3","male",16,0,0,8.05,"S","Age11_20",1,0.195777833626539
"0","3","male",19,0,0,14.5,"S","Age11_20",1,0.233475747675295
"1","2","female",34,0,0,13,"S","Age31_40",1,0.421965317919075
"1","1","female",39,1,0,55.9,"S","Age31_40",2,0.484795174667002
"0","3","female",35.9,1,0,14.4583,"C","Age31_40",2,0.445840663483287
"1","3","male",32,0,0,7.925,"S","Age31_40",1,0.396833375219904
"1","2","female",25,1,1,30,"S","Age21_30",3,0.308871575772807
"1","1","female",39,1,1,110.8833,"C","Age31_40",3,0.484795174667002
"0","2","male",54,0,0,26,"S","Age51_60",1,0.673284744910782
"0","1","male",36,0,0,40.125,"C","Age31_40",1,0.447097260618246
"0","3","male",32.37,0,0,8.7125,"C","Age31_40",1,0.401482784619251
"1","1","female",18,0,2,79.65,"S","Age11_20",3,0.22090977632571
"0","2","male",47,0,0,15,"S","Age41_50",1,0.585322945463684
"1","1","male",60,1,1,79.2,"C","Age51_60",3,0.748680573008293
"0","3","male",22,0,0,8.05,"S","Age21_30",1,0.271173661724051
"0","3","male",32.37,0,0,8.05,"S","Age31_40",1,0.401482784619251
"0","3","male",35,0,0,7.125,"S","Age31_40",1,0.43453128926866
"1","1","female",52,1,0,78.2667,"C","Age51_60",2,0.648152802211611
"0","3","male",47,0,0,7.25,"S","Age41_50",1,0.585322945463684
"0","3","female",21.77,0,2,7.75,"Q","Age21_30",3,0.268283488313647
"0","2","male",37,1,0,26,"S","Age31_40",2,0.459663231967831
"0","3","male",36,1,1,24.15,"S","Age31_40",3,0.447097260618246
"1","2","female",21.77,0,0,33,"S","Age21_30",1,0.268283488313647
"0","3","male",49,0,0,0,"S","Age41_50",1,0.610454888162855
"0","3","male",32.37,0,0,7.225,"C","Age31_40",1,0.401482784619251
"1","1","male",49,1,0,56.9292,"C","Age41_50",2,0.610454888162855
"1","2","female",24,2,1,27,"S","Age21_30",4,0.296305604423222
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"0","1","male",32.37,0,0,42.4,"S","Age31_40",1,0.401482784619251
"0","3","male",44,0,0,8.05,"S","Age41_50",1,0.547625031414928
"1","1","male",35,0,0,26.55,"C","Age31_40",1,0.43453128926866
"0","3","male",36,1,0,15.55,"S","Age31_40",2,0.447097260618246
"0","3","male",30,0,0,7.8958,"S","Age21_30",1,0.371701432520734
"1","1","male",27,0,0,30.5,"S","Age21_30",1,0.334003518471978
"1","2","female",22,1,2,41.5792,"C","Age21_30",4,0.271173661724051
"1","1","female",40,0,0,153.4625,"S","Age31_40",1,0.497361146016587
"0","3","female",39,1,5,31.275,"S","Age31_40",7,0.484795174667002
"0","3","male",32.37,0,0,7.05,"S","Age31_40",1,0.401482784619251
"1","3","female",21.77,1,0,15.5,"Q","Age21_30",2,0.268283488313647
"0","3","male",32.37,0,0,7.75,"Q","Age31_40",1,0.401482784619251
"0","3","male",35,0,0,8.05,"S","Age31_40",1,0.43453128926866
"1","2","female",24,1,2,65,"S","Age21_30",4,0.296305604423222
"0","3","male",34,1,1,14.4,"S","Age31_40",3,0.421965317919075
"0","3","female",26,1,0,16.1,"S","Age21_30",2,0.321437547122393
"1","2","female",4,2,1,39,"S","Age0_10",4,0.0449861774315155
"0","2","male",26,0,0,10.5,"S","Age21_30",1,0.321437547122393
"0","3","male",27,1,0,14.4542,"C","Age21_30",2,0.334003518471978
"1","1","male",42,1,0,52.5542,"S","Age41_50",2,0.522493088715758
"1","3","male",20,1,1,15.7417,"C","Age11_20",3,0.246041719024881
"0","3","male",21,0,0,7.8542,"S","Age21_30",1,0.258607690374466
"0","3","male",21,0,0,16.1,"S","Age21_30",1,0.258607690374466
"0","1","male",61,0,0,32.3208,"S","Age61_70",1,0.761246544357879
"0","2","male",57,0,0,12.35,"Q","Age51_60",1,0.710982658959538
"1","1","female",21,0,0,77.9583,"S","Age21_30",1,0.258607690374466
"0","3","male",26,0,0,7.8958,"S","Age21_30",1,0.321437547122393
"0","3","male",32.37,0,0,7.7333,"Q","Age31_40",1,0.401482784619251
"1","1","male",80,0,0,30,"S","Age71_80",1,1
"0","3","male",51,0,0,7.0542,"S","Age51_60",1,0.635586830862026
"1","1","male",32,0,0,30.5,"C","Age31_40",1,0.396833375219904
"0","1","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"0","3","female",9,3,2,27.9,"S","Age0_10",6,0.107816034179442
"1","2","female",28,0,0,13,"S","Age21_30",1,0.346569489821563
"0","3","male",32,0,0,7.925,"S","Age31_40",1,0.396833375219904
"0","2","male",31,1,1,26.25,"S","Age31_40",3,0.384267403870319
"0","3","female",41,0,5,39.6875,"S","Age41_50",6,0.509927117366172
"0","3","male",32.37,1,0,16.1,"S","Age31_40",2,0.401482784619251
"0","3","male",20,0,0,7.8542,"S","Age11_20",1,0.246041719024881
"1","1","female",24,0,0,69.3,"C","Age21_30",1,0.296305604423222
"0","3","female",2,3,2,27.9,"S","Age0_10",6,0.0198542347323448
"1","3","male",32.37,0,0,56.4958,"S","Age31_40",1,0.401482784619251
"1","3","female",0.75,2,1,19.2583,"C","Age0_10",4,0.00414677054536316
"1","1","male",48,1,0,76.7292,"C","Age41_50",2,0.59788891681327
"0","3","male",19,0,0,7.8958,"S","Age11_20",1,0.233475747675295
"1","1","male",56,0,0,35.5,"C","Age51_60",1,0.698416687609952
"0","3","male",32.37,0,0,7.55,"S","Age31_40",1,0.401482784619251
"1","3","female",23,0,0,7.55,"S","Age21_30",1,0.283739633073637
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"1","2","female",18,0,1,23,"S","Age11_20",2,0.22090977632571
"0","3","male",21,0,0,8.4333,"S","Age21_30",1,0.258607690374466
"1","3","female",21.77,0,0,7.8292,"Q","Age21_30",1,0.268283488313647
"0","3","female",18,0,0,6.75,"Q","Age11_20",1,0.22090977632571
"0","2","male",24,2,0,73.5,"S","Age21_30",3,0.296305604423222
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"0","3","female",32,1,1,15.5,"Q","Age31_40",3,0.396833375219904
"0","2","male",23,0,0,13,"S","Age21_30",1,0.283739633073637
"0","1","male",58,0,2,113.275,"C","Age51_60",3,0.723548630309123
"1","1","male",50,2,0,133.65,"S","Age41_50",3,0.62302085951244
"0","3","male",40,0,0,7.225,"C","Age31_40",1,0.497361146016587
"0","1","male",47,0,0,25.5875,"S","Age41_50",1,0.585322945463684
"0","3","male",36,0,0,7.4958,"S","Age31_40",1,0.447097260618246
"1","3","male",20,1,0,7.925,"S","Age11_20",2,0.246041719024881
"0","2","male",32,2,0,73.5,"S","Age31_40",3,0.396833375219904
"0","2","male",25,0,0,13,"S","Age21_30",1,0.308871575772807
"0","3","male",32.37,0,0,7.775,"S","Age31_40",1,0.401482784619251
"0","3","male",43,0,0,8.05,"S","Age41_50",1,0.535059060065343
"1","1","female",35.9,1,0,52,"S","Age31_40",2,0.445840663483287
"1","2","female",40,1,1,39,"S","Age31_40",3,0.497361146016587
"0","1","male",31,1,0,52,"S","Age31_40",2,0.384267403870319
"0","2","male",70,0,0,10.5,"S","Age61_70",1,0.874340286504147
"1","2","male",31,0,0,13,"S","Age31_40",1,0.384267403870319
"0","2","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"0","3","male",18,0,0,7.775,"S","Age11_20",1,0.22090977632571
"0","3","male",24.5,0,0,8.05,"S","Age21_30",1,0.302588590098015
"1","3","female",18,0,0,9.8417,"S","Age11_20",1,0.22090977632571
"0","3","female",43,1,6,46.9,"S","Age41_50",8,0.535059060065343
"1","1","male",36,0,1,512.3292,"C","Age31_40",2,0.447097260618246
"0","3","female",21.77,0,0,8.1375,"Q","Age21_30",1,0.268283488313647
"1","1","male",27,0,0,76.7292,"C","Age21_30",1,0.334003518471978
"0","3","male",20,0,0,9.225,"S","Age11_20",1,0.246041719024881
"0","3","male",14,5,2,46.9,"S","Age11_20",8,0.170645890927369
"0","2","male",60,1,1,39,"S","Age51_60",3,0.748680573008293
"0","2","male",25,1,2,41.5792,"C","Age21_30",4,0.308871575772807
"0","3","male",14,4,1,39.6875,"S","Age11_20",6,0.170645890927369
"0","3","male",19,0,0,10.1708,"S","Age11_20",1,0.233475747675295
"0","3","male",18,0,0,7.7958,"S","Age11_20",1,0.22090977632571
"1","1","female",15,0,1,211.3375,"S","Age11_20",2,0.183211862276954
"1","1","male",31,1,0,57,"S","Age31_40",2,0.384267403870319
"1","3","female",4,0,1,13.4167,"C","Age0_10",2,0.0449861774315155
"1","3","male",32.37,0,0,56.4958,"S","Age31_40",1,0.401482784619251
"0","3","male",25,0,0,7.225,"C","Age21_30",1,0.308871575772807
"0","1","male",60,0,0,26.55,"S","Age51_60",1,0.748680573008293
"0","2","male",52,0,0,13.5,"S","Age51_60",1,0.648152802211611
"0","3","male",44,0,0,8.05,"S","Age41_50",1,0.547625031414928
"1","3","female",21.77,0,0,7.7333,"Q","Age21_30",1,0.268283488313647
"0","1","male",49,1,1,110.8833,"C","Age41_50",3,0.610454888162855
"0","3","male",42,0,0,7.65,"S","Age41_50",1,0.522493088715758
"1","1","female",18,1,0,227.525,"C","Age11_20",2,0.22090977632571
"1","1","male",35,0,0,26.2875,"S","Age31_40",1,0.43453128926866
"0","3","female",18,0,1,14.4542,"C","Age11_20",2,0.22090977632571
"0","3","male",25,0,0,7.7417,"Q","Age21_30",1,0.308871575772807
"0","3","male",26,1,0,7.8542,"S","Age21_30",2,0.321437547122393
"0","2","male",39,0,0,26,"S","Age31_40",1,0.484795174667002
"1","2","female",45,0,0,13.5,"S","Age41_50",1,0.560191002764514
"1","1","male",42,0,0,26.2875,"S","Age41_50",1,0.522493088715758
"1","1","female",22,0,0,151.55,"S","Age21_30",1,0.271173661724051
"1","3","male",4.57,1,1,15.2458,"C","Age0_10",3,0.0521487811007791
"1","1","female",24,0,0,49.5042,"C","Age21_30",1,0.296305604423222
"0","1","male",32.37,0,0,26.55,"S","Age31_40",1,0.401482784619251
"1","1","male",48,1,0,52,"S","Age41_50",2,0.59788891681327
"0","3","male",29,0,0,9.4833,"S","Age21_30",1,0.359135461171149
"0","2","male",52,0,0,13,"S","Age51_60",1,0.648152802211611
"0","3","male",19,0,0,7.65,"S","Age11_20",1,0.233475747675295
"1","1","female",38,0,0,227.525,"C","Age31_40",1,0.472229203317416
"1","2","female",27,0,0,10.5,"S","Age21_30",1,0.334003518471978
"0","3","male",32.37,0,0,15.5,"Q","Age31_40",1,0.401482784619251
"0","3","male",33,0,0,7.775,"S","Age31_40",1,0.40939934656949
"1","2","female",6,0,1,33,"S","Age0_10",2,0.0701181201306861
"0","3","male",17,1,0,7.0542,"S","Age11_20",2,0.208343804976125
"0","2","male",34,0,0,13,"S","Age31_40",1,0.421965317919075
"0","2","male",50,0,0,13,"S","Age41_50",1,0.62302085951244
"1","1","male",27,1,0,53.1,"S","Age21_30",2,0.334003518471978
"0","3","male",20,0,0,8.6625,"S","Age11_20",1,0.246041719024881
"1","2","female",30,3,0,21,"S","Age21_30",4,0.371701432520734
"1","3","female",21.77,0,0,7.7375,"Q","Age21_30",1,0.268283488313647
"0","2","male",25,1,0,26,"S","Age21_30",2,0.308871575772807
"0","3","female",25,1,0,7.925,"S","Age21_30",2,0.308871575772807
"1","1","female",29,0,0,211.3375,"S","Age21_30",1,0.359135461171149
"0","3","male",11,0,0,18.7875,"C","Age11_20",1,0.132947976878613
"0","2","male",32.37,0,0,0,"S","Age31_40",1,0.401482784619251
"0","2","male",23,0,0,13,"S","Age21_30",1,0.283739633073637
"0","2","male",23,0,0,13,"S","Age21_30",1,0.283739633073637
"0","3","male",28.5,0,0,16.1,"S","Age21_30",1,0.352852475496356
"0","3","female",48,1,3,34.375,"S","Age41_50",5,0.59788891681327
"1","1","male",35,0,0,512.3292,"C","Age31_40",1,0.43453128926866
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"0","3","male",32.37,0,0,7.8958,"S","Age31_40",1,0.401482784619251
"1","1","male",32.37,0,0,30,"S","Age31_40",1,0.401482784619251
"0","1","male",36,1,0,78.85,"S","Age31_40",2,0.447097260618246
"1","1","female",21,2,2,262.375,"C","Age21_30",5,0.258607690374466
"0","3","male",24,1,0,16.1,"S","Age21_30",2,0.296305604423222
"1","3","male",31,0,0,7.925,"S","Age31_40",1,0.384267403870319
"0","1","male",70,1,1,71,"S","Age61_70",3,0.874340286504147
"0","3","male",16,1,1,20.25,"S","Age11_20",3,0.195777833626539
"1","2","female",30,0,0,13,"S","Age21_30",1,0.371701432520734
"0","1","male",19,1,0,53.1,"S","Age11_20",2,0.233475747675295
"0","3","male",31,0,0,7.75,"Q","Age31_40",1,0.384267403870319
"1","2","female",4,1,1,23,"S","Age0_10",3,0.0449861774315155
"1","3","male",6,0,1,12.475,"S","Age0_10",2,0.0701181201306861
"0","3","male",33,0,0,9.5,"S","Age31_40",1,0.40939934656949
"0","3","male",23,0,0,7.8958,"S","Age21_30",1,0.283739633073637
"1","2","female",48,1,2,65,"S","Age41_50",4,0.59788891681327
"1","2","male",0.67,1,1,14.5,"S","Age0_10",3,0.00314149283739633
"0","3","male",28,0,0,7.7958,"S","Age21_30",1,0.346569489821563
"0","2","male",18,0,0,11.5,"S","Age11_20",1,0.22090977632571
"0","3","male",34,0,0,8.05,"S","Age31_40",1,0.421965317919075
"1","1","female",33,0,0,86.5,"S","Age31_40",1,0.40939934656949
"0","3","male",32.37,0,0,14.5,"S","Age31_40",1,0.401482784619251
