Attrition,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
0,34,Research & Development,1,2,Life Sciences,Male,Research Scientist,4,Married,3622,1,4,6,3,3,6
0,30,Research & Development,6,3,Technical Degree,Female,Laboratory Technician,4,Married,4627,0,1,10,6,3,9
0,29,Research & Development,9,5,Other,Male,Laboratory Technician,4,Single,3983,0,3,4,2,3,3
0,37,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,4,Single,7491,4,4,12,3,4,6
0,30,Research & Development,2,4,Technical Degree,Female,Research Scientist,1,Single,4968,0,4,10,2,3,9
1,31,Sales,2,3,Life Sciences,Female,Sales Representative,4,Single,2785,7,3,3,3,4,1
0,44,Research & Development,5,3,Life Sciences,Male,Laboratory Technician,3,Single,3162,3,4,7,5,3,5
0,36,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,2,Single,2013,2,3,15,4,3,4
0,36,Research & Development,14,1,Life Sciences,Male,Healthcare Representative,4,Married,6586,0,1,17,2,2,16
0,29,Research & Development,2,1,Life Sciences,Female,Laboratory Technician,2,Married,3180,0,3,4,3,3,3
0,40,Research & Development,9,4,Other,Male,Laboratory Technician,3,Divorced,3975,3,3,11,2,4,8
0,30,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,3,Married,5294,3,3,10,3,3,7
0,26,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Single,2867,0,4,8,6,2,7
0,34,Sales,13,4,Medical,Male,Sales Executive,3,Divorced,8628,1,3,9,2,2,8
0,23,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,1223,1,4,1,2,3,1
0,26,Research & Development,3,3,Life Sciences,Female,Research Scientist,4,Married,2061,1,1,1,5,3,1
0,35,Sales,11,2,Marketing,Male,Sales Executive,4,Divorced,4968,1,4,5,3,3,5
1,26,Research & Development,16,4,Medical,Male,Laboratory Technician,2,Divorced,2373,2,4,5,2,3,3
0,35,Research & Development,9,4,Life Sciences,Male,Healthcare Representative,2,Single,6540,9,3,10,5,3,1
0,33,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7725,3,3,15,2,1,13
0,35,Sales,28,4,Life Sciences,Female,Sales Representative,3,Married,2430,0,1,6,5,3,5
0,40,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,4,Married,2406,8,3,8,3,2,1
0,32,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Married,4087,4,2,9,3,2,6
0,30,Research & Development,5,3,Technical Degree,Female,Research Scientist,1,Divorced,3204,5,4,8,3,3,3
1,33,Sales,16,3,Marketing,Female,Sales Executive,1,Single,5324,5,3,6,3,3,3
0,35,Sales,1,3,Medical,Female,Sales Executive,3,Single,4859,1,4,5,3,3,5
0,33,Sales,8,4,Marketing,Male,Sales Executive,3,Divorced,7104,0,4,6,3,3,5
0,44,Research & Development,28,3,Life Sciences,Male,Research Director,1,Married,16328,3,3,24,1,4,20
1,31,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3722,6,3,7,2,1,2
0,21,Sales,22,1,Technical Degree,Male,Sales Representative,3,Single,3447,1,3,3,2,3,3
0,23,Sales,2,1,Technical Degree,Male,Sales Representative,1,Divorced,2322,3,3,3,3,3,0
0,35,Research & Development,11,2,Medical,Male,Healthcare Representative,1,Married,9884,2,3,10,3,3,4
0,49,Sales,8,4,Technical Degree,Male,Sales Executive,2,Married,13120,6,2,22,3,3,9
0,39,Research & Development,10,1,Medical,Male,Manager,1,Married,17068,1,4,21,3,3,21
0,32,Research & Development,24,4,Life Sciences,Male,Laboratory Technician,4,Married,5309,1,4,10,2,3,10
0,39,Research & Development,1,4,Medical,Female,Laboratory Technician,3,Divorced,2232,7,3,7,1,3,3
0,30,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Married,4152,1,1,11,3,3,11
0,50,Research & Development,1,3,Medical,Male,Laboratory Technician,3,Married,3690,2,4,5,2,2,3
0,27,Research & Development,7,3,Medical,Female,Healthcare Representative,1,Single,6811,8,1,9,2,1,7
0,38,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,3,Single,7861,4,4,10,4,4,1
0,52,Research & Development,8,4,Other,Female,Laboratory Technician,1,Married,2950,9,3,12,2,1,5
0,36,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,1,Divorced,10252,2,3,17,2,3,7
0,31,Sales,20,3,Life Sciences,Male,Sales Representative,4,Married,2791,0,1,3,4,3,2
0,30,Research & Development,1,2,Medical,Female,Laboratory Technician,4,Single,4011,1,4,12,2,3,12
0,20,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Single,3033,1,1,2,2,2,2
0,50,Sales,1,4,Medical,Female,Manager,4,Divorced,19517,3,3,32,3,2,7
0,60,Sales,7,4,Marketing,Male,Sales Executive,4,Divorced,5220,0,2,12,3,3,11
0,27,Research & Development,10,2,Life Sciences,Male,Manufacturing Director,1,Divorced,8793,1,3,9,4,2,9
0,39,Research & Development,12,3,Medical,Male,Manufacturing Director,2,Married,5295,4,3,7,3,3,5
1,43,Sales,9,3,Marketing,Female,Sales Executive,3,Single,5346,8,2,7,2,2,4
0,26,Human Resources,25,1,Life Sciences,Female,Human Resources,3,Married,2942,1,4,8,3,3,8
0,39,Research & Development,10,1,Medical,Male,Research Director,3,Single,13464,7,3,9,3,3,4
0,29,Research & Development,9,4,Medical,Female,Laboratory Technician,3,Married,2974,9,3,9,2,3,5
0,53,Research & Development,13,2,Medical,Female,Manufacturing Director,1,Divorced,4450,1,3,5,3,3,4
0,46,Sales,10,3,Marketing,Female,Sales Executive,4,Married,9071,2,3,15,3,3,3
0,57,Research & Development,24,2,Life Sciences,Male,Healthcare Representative,4,Divorced,9439,3,2,12,2,1,5
0,35,Research & Development,6,4,Life Sciences,Male,Research Scientist,4,Single,6646,1,2,17,3,3,17
0,32,Research & Development,10,3,Medical,Male,Manager,4,Single,11244,2,2,10,5,4,5
0,38,Research & Development,2,5,Medical,Male,Research Scientist,3,Married,3057,6,2,6,0,1,1
1,46,Research & Development,21,2,Medical,Female,Healthcare Representative,2,Married,8926,4,4,13,2,4,9
0,46,Research & Development,1,3,Medical,Male,Healthcare Representative,1,Married,10673,2,3,21,5,2,10
0,41,Sales,10,2,Medical,Male,Sales Executive,2,Single,6151,1,1,19,4,3,19
0,52,Research & Development,28,2,Medical,Female,Manufacturing Director,3,Married,13247,2,2,24,3,2,5
1,18,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Single,1420,1,3,0,2,3,0
0,28,Sales,7,3,Life Sciences,Male,Sales Executive,1,Single,4898,0,4,5,5,3,4
0,38,Research & Development,1,4,Life Sciences,Female,Healthcare Representative,4,Single,7625,0,3,10,4,2,9
0,38,Research & Development,6,3,Medical,Female,Research Scientist,4,Divorced,5329,7,4,17,3,3,13
1,32,Sales,11,4,Other,Male,Sales Executive,3,Married,4707,8,4,6,2,3,4
0,42,Research & Development,7,4,Medical,Female,Research Scientist,2,Married,2372,6,4,18,2,3,1
0,41,Research & Development,28,4,Life Sciences,Female,Manufacturing Director,2,Married,13570,0,3,21,3,3,20
0,37,Research & Development,7,4,Medical,Male,Research Director,3,Single,13664,4,1,16,3,4,5
0,39,Research & Development,1,1,Life Sciences,Male,Manager,3,Divorced,19197,1,3,21,3,3,21
0,55,Research & Development,2,4,Technical Degree,Male,Research Scientist,4,Married,2662,8,2,19,2,4,5
1,28,Research & Development,24,2,Technical Degree,Male,Healthcare Representative,1,Single,8722,1,1,10,2,2,10
1,28,Research & Development,2,2,Medical,Male,Laboratory Technician,1,Single,2561,7,3,8,2,2,0
0,56,Research & Development,8,3,Life Sciences,Female,Research Scientist,1,Divorced,4257,4,3,19,3,3,2
0,34,Sales,1,3,Marketing,Male,Sales Executive,4,Single,9888,1,1,14,3,2,14
0,32,Sales,8,3,Marketing,Female,Sales Executive,4,Single,8998,1,4,9,2,3,9
0,44,Research & Development,3,4,Other,Male,Manager,4,Married,19513,4,1,26,2,4,2
0,52,Sales,29,4,Life Sciences,Male,Sales Representative,4,Divorced,3482,2,2,16,3,2,9
0,51,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,2723,1,2,1,0,2,1
0,48,Research & Development,20,4,Medical,Male,Research Scientist,3,Married,2259,4,1,13,2,2,0
0,46,Sales,5,4,Marketing,Male,Sales Executive,4,Single,5772,4,3,14,4,3,9
0,30,Sales,25,2,Technical Degree,Female,Sales Executive,3,Married,4736,7,2,4,2,4,2
0,50,Sales,8,4,Marketing,Male,Sales Representative,2,Married,3875,7,4,4,2,3,2
0,36,Sales,8,4,Technical Degree,Male,Sales Executive,4,Divorced,5079,4,4,12,3,3,7
1,53,Research & Development,2,5,Technical Degree,Female,Manufacturing Director,4,Married,10169,0,2,34,4,3,33
0,43,Research & Development,7,3,Life Sciences,Female,Healthcare Representative,1,Married,9985,8,1,10,1,2,1
0,43,Sales,2,3,Medical,Male,Sales Executive,4,Married,7847,1,1,10,3,3,10
0,24,Research & Development,18,1,Life Sciences,Male,Laboratory Technician,3,Married,2774,0,3,6,2,3,5
0,52,Research & Development,6,2,Technical Degree,Male,Research Scientist,1,Divorced,5577,3,2,18,3,3,10
1,36,Research & Development,9,3,Medical,Male,Research Scientist,3,Married,3388,0,1,2,0,2,1
0,41,Research & Development,9,3,Medical,Male,Research Director,3,Divorced,19419,2,2,21,2,4,18
0,36,Sales,7,3,Marketing,Female,Sales Executive,1,Married,4639,2,4,17,2,2,15
0,25,Sales,10,4,Life Sciences,Male,Sales Executive,4,Single,4950,0,2,5,4,3,4
1,19,Research & Development,10,3,Medical,Female,Research Scientist,2,Single,1859,1,2,1,2,4,1
0,59,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,13726,3,1,30,4,3,5
1,26,Human Resources,20,2,Medical,Female,Human Resources,2,Married,2148,0,3,6,3,3,5
0,22,Research & Development,2,1,Technical Degree,Male,Laboratory Technician,4,Married,2523,0,3,3,2,3,2
0,38,Sales,1,4,Life Sciences,Male,Sales Executive,2,Married,4440,0,1,16,3,3,15
0,44,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Married,2559,1,4,8,0,3,8
0,28,Research & Development,1,3,Life Sciences,Male,Research Scientist,3,Divorced,1563,1,4,1,2,1,1
1,28,Sales,1,3,Technical Degree,Male,Sales Representative,3,Married,2909,3,4,5,3,4,3
0,31,Research & Development,4,3,Medical,Female,Laboratory Technician,3,Divorced,3978,8,2,4,0,2,2
0,31,Sales,29,4,Marketing,Female,Sales Executive,4,Married,5468,1,1,13,3,3,12
0,40,Research & Development,2,2,Medical,Male,Research Director,3,Divorced,19436,0,4,22,5,3,21
0,28,Human Resources,1,2,Life Sciences,Male,Human Resources,4,Divorced,2706,1,2,3,2,3,3
1,26,Research & Development,24,3,Technical Degree,Male,Laboratory Technician,4,Single,2340,1,2,1,3,1,1
0,34,Research & Development,27,2,Medical,Female,Research Scientist,2,Single,2311,2,4,9,3,3,3
0,28,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2070,1,4,5,3,2,5
0,46,Research & Development,13,4,Life Sciences,Male,Healthcare Representative,2,Single,5562,6,4,19,3,3,10
0,32,Research & Development,2,3,Medical,Male,Research Scientist,2,Divorced,5470,0,3,10,4,2,9
0,18,Research & Development,5,2,Life Sciences,Male,Research Scientist,4,Single,1051,1,4,0,2,3,0
0,46,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,19627,9,4,23,0,3,2
0,28,Sales,2,4,Marketing,Female,Sales Executive,2,Married,4779,1,1,8,2,3,8
0,32,Research & Development,13,3,Other,Female,Laboratory Technician,2,Married,2743,1,3,2,2,3,2
0,57,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Married,4900,0,1,13,2,2,12
0,25,Sales,8,3,Life Sciences,Male,Sales Executive,2,Married,4851,0,3,4,4,3,3
0,58,Research & Development,1,3,Medical,Female,Research Director,1,Married,19701,3,3,32,3,3,9
0,28,Research & Development,27,3,Medical,Female,Manufacturing Director,1,Divorced,4877,0,2,6,5,2,5
0,24,Research & Development,23,3,Medical,Male,Research Scientist,4,Married,2725,1,2,6,3,3,6
0,50,Research & Development,28,3,Life Sciences,Female,Research Director,1,Married,16880,4,2,25,2,3,3
0,49,Research & Development,8,2,Other,Female,Laboratory Technician,2,Married,7403,4,3,29,3,2,26
0,41,Sales,8,3,Marketing,Female,Sales Executive,2,Married,4393,5,3,14,3,3,5
0,49,Research & Development,6,1,Life Sciences,Female,Healthcare Representative,3,Married,13966,2,2,30,3,3,15
1,32,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,3,Single,3730,0,4,4,2,1,3
0,21,Research & Development,3,2,Medical,Male,Research Scientist,3,Single,3230,1,1,3,4,4,3
1,29,Sales,9,3,Marketing,Female,Sales Representative,2,Single,2760,1,3,2,3,3,2
0,45,Sales,2,2,Technical Degree,Male,Sales Representative,3,Single,6632,0,1,9,3,3,8
0,50,Sales,1,3,Life Sciences,Female,Sales Executive,3,Married,6347,0,1,19,3,3,18
0,49,Research & Development,4,2,Medical,Male,Manager,3,Married,18711,2,3,23,2,4,1
0,40,Research & Development,26,3,Medical,Female,Research Scientist,2,Divorced,5605,1,1,20,2,3,20
0,35,Research & Development,1,3,Medical,Male,Research Scientist,3,Single,2859,1,1,6,3,3,6
0,48,Research & Development,4,5,Medical,Male,Manager,4,Married,15202,2,2,23,3,3,2
0,46,Sales,1,4,Life Sciences,Male,Manager,1,Single,17567,1,2,27,5,1,26
0,41,Research & Development,6,3,Medical,Male,Manufacturing Director,2,Single,6032,6,4,8,3,3,5
0,27,Sales,2,2,Medical,Female,Sales Executive,3,Single,6500,0,2,9,5,2,8
0,53,Research & Development,2,3,Medical,Male,Research Director,2,Single,16598,4,2,35,2,2,9
0,54,Research & Development,8,4,Life Sciences,Female,Laboratory Technician,3,Single,3780,7,3,19,3,3,1
0,29,Research & Development,8,1,Medical,Male,Manufacturing Director,4,Married,5056,1,3,10,2,2,10
0,45,Research & Development,7,3,Life Sciences,Male,Research Scientist,1,Divorced,9724,2,3,25,2,3,1
0,55,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,14732,2,4,31,4,4,7
1,37,Sales,1,4,Life Sciences,Male,Sales Executive,3,Married,10609,5,3,17,2,1,14
0,26,Research & Development,1,2,Life Sciences,Female,Research Scientist,3,Married,2933,1,3,1,3,2,1
0,48,Sales,2,5,Marketing,Female,Sales Executive,4,Married,4051,2,1,14,2,3,9
0,29,Research & Development,3,1,Medical,Male,Laboratory Technician,1,Single,4723,1,4,10,3,3,10
0,26,Research & Development,7,3,Other,Male,Laboratory Technician,1,Single,3578,0,4,8,2,3,7
0,47,Human Resources,26,4,Life Sciences,Female,Manager,3,Married,19658,3,3,27,2,3,5
0,27,Research & Development,5,1,Technical Degree,Male,Research Director,4,Divorced,12808,1,2,9,3,3,9
0,50,Research & Development,4,1,Life Sciences,Male,Research Director,2,Divorced,19144,3,1,28,4,2,10
0,27,Research & Development,9,3,Medical,Female,Research Scientist,2,Single,2279,1,4,7,2,2,7
1,20,Sales,9,3,Marketing,Female,Sales Representative,4,Single,2323,1,2,2,3,3,2
0,42,Research & Development,28,4,Technical Degree,Female,Healthcare Representative,4,Married,4523,0,4,7,4,4,6
0,36,Research & Development,3,2,Life Sciences,Female,Laboratory Technician,4,Divorced,2835,5,1,7,2,3,1
0,42,Sales,14,2,Medical,Female,Sales Executive,3,Single,6244,7,1,10,6,3,5
0,60,Research & Development,1,4,Medical,Male,Healthcare Representative,4,Divorced,10883,3,3,19,2,4,1
0,45,Research & Development,2,2,Other,Female,Manufacturing Director,4,Divorced,5770,1,1,10,3,3,10
0,31,Research & Development,26,1,Life Sciences,Male,Research Scientist,3,Divorced,2911,1,4,5,1,2,5
0,35,Sales,1,3,Marketing,Female,Sales Executive,3,Single,8789,1,1,10,3,4,10
0,53,Sales,6,2,Marketing,Male,Sales Representative,3,Married,2306,2,4,13,3,1,7
0,42,Research & Development,29,2,Life Sciences,Female,Research Scientist,3,Divorced,4556,2,2,19,3,3,5
0,39,Human Resources,3,3,Human Resources,Female,Human Resources,2,Married,6389,9,3,12,3,1,8
0,38,Research & Development,15,2,Life Sciences,Male,Research Director,4,Divorced,11510,0,2,12,3,3,11
0,53,Sales,8,3,Marketing,Male,Sales Executive,4,Married,11836,5,3,28,3,3,2
0,29,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,1,Married,5373,0,1,6,5,2,5
0,45,Sales,2,4,Life Sciences,Female,Sales Executive,3,Married,5154,4,2,10,3,4,8
0,21,Research & Development,5,1,Medical,Male,Research Scientist,4,Single,3117,1,3,3,2,3,2
0,35,Human Resources,8,4,Technical Degree,Male,Human Resources,3,Single,4323,1,2,6,2,1,5
0,36,Research & Development,18,4,Life Sciences,Male,Manufacturing Director,4,Single,7779,2,1,18,0,3,11
0,41,Sales,23,2,Life Sciences,Male,Sales Executive,3,Single,7082,3,4,21,2,3,2
0,25,Sales,28,3,Life Sciences,Male,Sales Executive,3,Married,8639,2,4,6,3,3,2
0,36,Human Resources,8,3,Life Sciences,Male,Human Resources,1,Married,2342,0,3,6,3,3,5
0,37,Research & Development,14,3,Life Sciences,Female,Laboratory Technician,1,Divorced,3034,1,3,18,2,2,18
0,27,Sales,8,4,Marketing,Female,Sales Executive,2,Married,6214,1,1,8,3,3,8
0,30,Research & Development,1,2,Medical,Male,Laboratory Technician,2,Married,3748,1,3,12,6,2,12
0,32,Research & Development,5,4,Technical Degree,Male,Research Scientist,2,Single,2718,2,2,12,3,3,7
0,37,Research & Development,21,3,Life Sciences,Male,Research Scientist,1,Married,3564,1,1,8,3,2,8
1,25,Sales,5,3,Marketing,Male,Sales Executive,3,Single,5744,1,4,6,1,3,6
0,42,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,2515,5,4,8,2,3,2
1,23,Sales,7,3,Life Sciences,Male,Sales Representative,4,Divorced,2275,1,2,3,2,3,3
0,33,Research & Development,9,3,Medical,Male,Research Scientist,4,Married,2781,0,2,15,5,3,14
0,50,Research & Development,20,5,Medical,Male,Healthcare Representative,3,Married,11245,2,3,32,3,3,30
0,37,Research & Development,10,3,Life Sciences,Female,Research Director,4,Married,13744,1,1,16,2,3,16
0,33,Human Resources,2,3,Human Resources,Male,Human Resources,3,Married,3600,1,4,5,2,3,5
0,33,Research & Development,21,3,Medical,Male,Laboratory Technician,2,Married,2028,1,4,14,6,3,14
1,37,Research & Development,11,2,Medical,Female,Healthcare Representative,2,Married,4777,5,1,15,2,1,1
0,37,Research & Development,3,3,Other,Female,Healthcare Representative,2,Single,4107,3,1,8,3,2,4
0,36,Research & Development,1,4,Medical,Female,Manufacturing Director,3,Married,4374,0,3,4,6,3,3
0,54,Research & Development,22,5,Medical,Female,Manager,3,Married,17426,3,3,36,6,3,10
0,36,Sales,8,4,Life Sciences,Male,Sales Executive,1,Single,7587,1,2,10,1,3,10
0,34,Research & Development,1,4,Life Sciences,Male,Research Scientist,4,Married,5484,9,2,9,3,2,2
0,59,Research & Development,3,3,Medical,Female,Laboratory Technician,1,Married,2670,4,1,12,3,2,1
0,27,Sales,10,3,Marketing,Female,Sales Executive,4,Married,5769,1,4,6,3,3,6
1,37,Research & Development,10,3,Medical,Male,Manufacturing Director,3,Divorced,10048,6,2,17,5,3,1
0,32,Sales,4,2,Life Sciences,Female,Sales Representative,2,Married,3931,2,1,6,5,3,4
0,48,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,4,Single,7898,1,3,11,2,3,10
0,40,Research & Development,8,2,Life Sciences,Female,Manufacturing Director,1,Married,6516,2,2,18,3,3,1
0,32,Research & Development,6,5,Life Sciences,Male,Research Scientist,3,Single,3038,3,1,8,2,3,5
1,44,Research & Development,10,4,Life Sciences,Male,Research Scientist,3,Single,2936,1,3,6,4,3,6
0,32,Research & Development,5,2,Life Sciences,Female,Research Scientist,2,Married,5878,3,1,12,2,3,7
0,51,Research & Development,6,2,Medical,Female,Laboratory Technician,3,Single,2838,0,2,8,6,2,7
0,52,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,4,Single,3212,7,2,6,3,2,2
0,30,Research & Development,28,2,Medical,Female,Research Scientist,4,Married,5775,1,4,11,2,3,10
0,33,Sales,10,3,Marketing,Male,Sales Executive,4,Single,4682,3,3,9,6,2,7
0,37,Research & Development,5,2,Medical,Male,Manufacturing Director,4,Divorced,6347,7,3,8,2,2,6
0,32,Sales,6,4,Medical,Male,Sales Executive,3,Single,5010,1,1,12,0,3,11
0,43,Sales,2,4,Life Sciences,Male,Sales Executive,4,Married,5675,1,3,7,5,3,7
0,43,Research & Development,8,4,Other,Female,Healthcare Representative,3,Divorced,4522,4,4,8,3,3,5
0,36,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,4502,3,3,17,2,2,13
0,31,Research & Development,24,3,Medical,Female,Healthcare Representative,1,Single,6812,1,2,10,2,3,10
0,40,Sales,28,3,Other,Male,Sales Executive,1,Divorced,10932,3,3,20,2,3,1
1,29,Research & Development,8,4,Other,Male,Laboratory Technician,1,Married,2119,1,4,7,4,2,7
0,35,Research & Development,1,3,Medical,Female,Laboratory Technician,4,Married,5363,0,2,10,0,3,9
0,35,Sales,7,4,Life Sciences,Female,Sales Executive,4,Married,5204,1,4,10,2,3,10
0,39,Research & Development,10,5,Medical,Male,Manufacturing Director,1,Married,5377,2,4,10,3,3,7
0,34,Research & Development,1,5,Life Sciences,Male,Research Scientist,4,Married,2691,1,4,10,4,2,10
0,25,Sales,8,2,Other,Female,Sales Executive,3,Divorced,4907,0,2,6,3,2,5
0,27,Sales,3,1,Medical,Female,Sales Executive,4,Divorced,4647,1,2,6,3,3,6
0,40,Sales,7,4,Medical,Male,Manager,2,Single,19833,1,2,21,3,2,21
0,55,Sales,1,2,Life Sciences,Male,Sales Executive,4,Married,10239,3,4,24,4,3,1
1,26,Research & Development,2,3,Life Sciences,Male,Research Scientist,1,Married,2042,6,2,6,2,3,3
0,30,Sales,22,4,Other,Female,Sales Executive,1,Married,8412,0,3,10,3,3,9
0,40,Sales,10,4,Marketing,Male,Sales Executive,2,Divorced,9705,2,2,11,2,2,1
0,46,Research & Development,2,4,Technical Degree,Male,Manufacturing Director,4,Divorced,7379,2,3,12,3,2,6
1,28,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Married,2408,1,3,1,3,3,1
0,42,Research & Development,29,3,Medical,Male,Laboratory Technician,4,Single,4272,4,1,16,3,3,1
0,37,Sales,4,4,Marketing,Male,Sales Representative,4,Divorced,2793,4,3,13,2,3,9
0,53,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,4,Single,2450,2,4,19,4,3,2
0,34,Research & Development,2,4,Life Sciences,Male,Manufacturing Director,1,Married,5957,6,2,13,3,3,11
0,31,Sales,2,4,Other,Male,Sales Executive,1,Single,5332,7,4,10,3,3,5
0,35,Sales,8,2,Marketing,Female,Sales Executive,4,Married,10377,4,2,16,6,2,13
0,34,Sales,3,1,Medical,Female,Sales Executive,4,Married,8103,3,3,9,3,2,4
0,53,Research & Development,3,4,Medical,Male,Research Director,3,Married,17584,3,4,21,5,2,5
0,29,Sales,10,3,Marketing,Male,Sales Representative,2,Divorced,2297,1,4,2,2,3,2
0,41,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Married,2238,2,4,7,2,3,5
0,24,Research & Development,24,3,Medical,Male,Laboratory Technician,2,Single,3597,8,4,6,2,3,4
0,43,Research & Development,7,3,Medical,Male,Research Scientist,4,Divorced,2089,4,4,7,3,4,5
0,54,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,7,1,33,2,1,5
0,42,Human Resources,10,3,Human Resources,Female,Manager,1,Married,16799,0,3,21,5,3,20
0,36,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,2,Married,2810,1,2,5,3,3,5
0,35,Research & Development,25,4,Medical,Female,Healthcare Representative,3,Divorced,10388,1,3,16,3,2,16
0,58,Research & Development,5,3,Technical Degree,Female,Healthcare Representative,2,Divorced,10552,2,4,24,3,3,6
0,58,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,3,Divorced,5660,2,4,12,2,3,5
0,26,Research & Development,11,2,Medical,Male,Healthcare Representative,1,Married,4741,1,3,5,3,3,5
0,43,Sales,26,2,Life Sciences,Male,Manager,4,Married,16959,1,4,25,3,4,25
0,32,Sales,5,2,Life Sciences,Male,Sales Executive,2,Married,6524,1,4,10,3,3,10
0,40,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,2,Married,2387,3,3,7,3,3,4
0,21,Research & Development,1,1,Technical Degree,Female,Research Scientist,2,Single,2070,1,3,2,6,4,2
0,35,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,2,Single,8606,1,4,11,3,1,11
0,28,Research & Development,1,3,Technical Degree,Male,Research Scientist,1,Single,2080,2,2,5,2,2,3
0,35,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,3,Married,7632,4,3,10,2,3,8
0,33,Research & Development,8,5,Life Sciences,Male,Healthcare Representative,3,Single,6388,2,1,14,6,3,0
0,33,Research & Development,1,4,Other,Male,Research Scientist,1,Single,2799,3,2,6,1,3,3
0,46,Research & Development,7,2,Medical,Male,Manufacturing Director,3,Divorced,10845,6,2,13,3,3,8
0,27,Research & Development,6,4,Medical,Female,Research Scientist,3,Divorced,2187,0,3,6,5,2,5
0,36,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,2,Single,5410,9,4,18,2,3,16
0,42,Sales,12,4,Marketing,Male,Sales Executive,4,Divorced,5087,3,3,14,4,3,0
0,53,Sales,7,2,Marketing,Female,Sales Executive,4,Married,10934,7,4,35,3,3,5
0,52,Sales,3,4,Marketing,Male,Manager,1,Married,16856,1,1,34,3,4,34
0,35,Research & Development,9,3,Life Sciences,Female,Manufacturing Director,3,Married,10685,1,2,17,2,3,17
0,45,Research & Development,7,3,Medical,Female,Research Scientist,3,Married,4477,4,3,7,2,2,3
0,27,Research & Development,15,3,Life Sciences,Female,Research Scientist,1,Married,4774,0,4,8,2,2,7
1,31,Research & Development,3,3,Life Sciences,Female,Research Scientist,3,Single,4084,1,1,7,2,1,7
0,50,Research & Development,22,5,Medical,Male,Research Director,4,Single,14411,1,4,32,2,3,32
0,30,Sales,5,3,Marketing,Female,Sales Executive,3,Divorced,6118,1,3,10,2,3,10
0,46,Research & Development,18,1,Medical,Female,Healthcare Representative,3,Married,10527,5,4,28,3,2,2
0,29,Sales,10,3,Life Sciences,Male,Sales Representative,3,Single,2642,1,3,1,6,3,1
0,51,Research & Development,1,4,Medical,Female,Healthcare Representative,1,Single,7484,3,3,23,1,2,13
0,31,Research & Development,10,3,Medical,Female,Research Director,3,Married,11031,4,3,13,2,4,11
0,40,Research & Development,9,4,Medical,Female,Research Director,3,Single,13499,9,3,20,3,2,18
0,56,Research & Development,1,2,Life Sciences,Female,Research Scientist,1,Married,2066,2,4,5,3,4,3
0,24,Research & Development,2,1,Technical Degree,Female,Research Scientist,4,Single,3760,1,3,6,2,3,6
0,28,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,4,Married,6674,0,1,10,6,3,9
0,34,Research & Development,9,3,Life Sciences,Male,Healthcare Representative,4,Divorced,8500,0,4,10,0,2,9
0,46,Sales,3,1,Marketing,Male,Manager,3,Married,17465,3,4,23,3,3,12
0,34,Research & Development,5,3,Medical,Female,Manager,1,Single,11631,2,4,14,6,3,11
0,49,Sales,2,3,Medical,Male,Sales Executive,2,Married,5390,2,4,17,3,2,9
0,36,Sales,3,4,Marketing,Female,Sales Executive,2,Single,9278,3,4,15,3,3,5
