text,label
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,joy
i feel super good,joy
i feel fucked up on the inside,anger
i felt a bit bad about killing but it always feels like a chore that simply distracted from exploration,anger
i don t have a gigantic fabric stash so each piece feels very precious to me,joy
i honestly feel a little bit relieved,joy
ill even come out of it as one of those people who can have a small piece of dark chocolate here and there and feel completely satisfied when its gone,joy
i feel so invigorated so focused about what im being led to pursue right now and in the future,joy
i like about dating him is how outgoing he is which makes me feel more at ease because im somewhat shy,fear
i always feel pressured to make it perfect fit for for all audiences and gorgeous in creativity,fear
i feel scared rather than curl up like a threatened porcupine,fear
i remember feeling shocked that he had called me religious,surprise
i feel some control over caring for the little ones finances future decisions family tensions tough friendships you name it,love
i would not feel so all alone everybody must get stoned,sadness
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
i created a new profile before and i feel ok cuz i already know who i added,joy
i can whine and pour my heart out without feeling awkward,sadness
i feel like if i could just go to detention after school for a couple days then everything would be ok,joy
i have no planning at all and im feeling really bad about this,sadness
i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,joy
i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,sadness
i can say that i feel content,joy
i was able to be myself and not feel pressured to talk in a group so it was in a way better than all the years in secondary school,fear
i wanted to team up with my girlfriend and accept the sport amp health challenge to tone up drop pounds exercise five days a week eat healthy and feel more energetic,joy
i feel i really wronged commodore,anger
i feel like no other day should be less valuable than another because of a certain event is going to happen,joy
i think of what dharavi means for mumbai and the country if you keep the annual turnovers aside for a while i feel agitated,anger
i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,joy
i didnt feel brave or confident coming out of the mass,joy
i could feel its warmth in the strange stillness and it comforted me,fear
i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,joy
i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,joy
i still feel like a butt but thank you for being so gracious,joy
im just feeling so fucked up nothing can cheer me up,anger
i know how you feel and im sorry,sadness
i got the feeling he wasn t saying this to string me along so much as to have a sympathetic audience to tell his troubles to,love
ive been feeling really shitty lately,sadness
im feeling generous for my fellow bookworms and kiddies even if youre just a kid at heart,joy
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger
i love this community to death but sometimes i feel there at times we arent as supportive,love
i feel reassured and i feel a secret pleasure in the feeling buried deep in my pocket,joy
i was feeling amazing so i was disappointed when my lab work in december came back the same way it did the previous year overall it was good but i did not have enough protein in my diet,surprise
i know a lot but i feel so stupid because i can not portray it,sadness
ill admit that hes a pretty good designer but i feel like hes totally fake,sadness
im sure ill get through it im just feeling whiney today,sadness
i feel weepy already,sadness
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,anger
i was feeling generous that saturday morning and told them to go ahead with their plan to have the stand and if they made enough money id take them to the theater to see a movie,love
i feel so much more comfortable with myself now that im not trying to dress a certain way that isnt really me,joy
i have to admit i always feel apprehensive to order the wings when im eating out,fear
i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger
i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,sadness
i feel convinced that i am an annoyance to them,joy
i knew i wanted to somehow include the idea of natural healing and holistic living but the site is also about feeling radiant vibrant and enthusiastic about life at any age,joy
i feel thrilled that i actually got to see this marvelous home,joy
i feel helpless because i cannot stop it,fear
i don t feel that he is supportive or encouraging to me,love
i am used to being let down and feeling rejected by guys,sadness
i feel like i have to pay a fee for my broke heart,sadness
i can not see friends and for the most part i feel like leaving my bedroom could be dangerous,anger
i am feeling brave enough,joy
i feel like im gonna be so greedy with him cuz i just love him so much,anger
i really started to feel that the ica was an association worth supporting and maybe something that id enjoy being a part of,love
i have every right to feel outraged that their legacy may be in danger,anger
i view myself in this way is that when i was growing up there were people who constantly made me feel like i wasnt good enough,joy
i often feel like im drowning as i try to come up with valuable content and write engaging posts,joy
i didnt go into with any cardboard goals i feel i have been very successful with how turned out,joy
i cant help but feel somewhat heartbroken by this news,sadness
i am no fan of the current president i am a conservative and it made me feel unwelcome,sadness
i am feeling terrific by implementing alternative medicine to maintain my health,joy
i honestly feel a bit pressured she just made a post on a photo stating she wanted to have giant beers soon and i dont even know what to say,fear
i feel a little intimidated,fear
i feel really lethargic today and just cant be bothered with much,sadness
im still feeling indecisive im polling yall p,fear
i left feeling very distressed,fear
i feel it is wholly positive,joy
i even cry over you when you never once made me feel happy for a whole day,joy
i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,anger
im not appreciative enough does not love and care for myself enough and does not feel contented of what i have now i will never be happy,joy
i feel fucked tape last year make sure you get this,anger
i feel more energetic and motivated,joy
i feeling shy,fear
i love comments so feel free to post one,joy
i hope you can feel the presence of loved ones right by your side cheering you on and wanting the best for you cos youre not on your own you never are d,love
i dun feel happy,joy
i visited the psychologist all those years ago i really took to heart what he said about not closing myself up and letting others know when i feel uncomfortable etc,fear
im really lucky to have him as my partner and im really trying hard not to keeping myself busy with other tasks but im really feeling disheartened right now,sadness
i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out,anger
i don t feel like i lost too much fitness during my three weeks off either,sadness
i feel honoured to be teamed with jim whom i first met about ten years ago,joy
i often fought feelings of hopelessness because of our seemingly helpless financial situation,fear
i also mention marriage living in that he also feel the wronged me but at home so high the price is scary an ordinary rural family really difficult to afford the high price of the house,anger
i feel so grounded delighted in a good mood and filled with a positive energy,joy
i feel cdm flac custodes title alibi how much i feel cdm flac custodes download this in super speed resume support with premium account img src http i,joy
i do not feel particularly damaged by that,sadness
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,anger
ive listened enough to all you people and i just go back to my old ways by taking your advice then in the end i just feel discontent with myself because i cant change my ways that i give up before its over,sadness
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger
i cafeteria i sit sitting myself feels hurt scared,sadness
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,joy
i have to say that when i received a gorgeous parcel of therapi skincare the beauty of the products absolutely took my breath away the lovely white glass packaging looks luxe but retains an apothecary feel perfect for an organic brand,joy
i don t recommend carrying around handfuls of gold jewelry in your backpacks or having it on your person i do think that a few key pieces of fun jewelry are necessary to keep you looking and feeling cute on the road,joy
i feel certifiably idiotic right now,sadness
im feeling drained as usual,sadness
i feel reassured to know that i have some good luck in this world,joy
i feel uncertain about everything,fear
i feel like a beaten pi ata spewing unhealthy emotions and defeat,sadness
i am offering two original works for immediate sale for cheaper than usual as i want to donate all the proceeds to a cause i feel very worthwhile before mid february,joy
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger
i feel very passionate about healthy life and people who want to lose weight and get fit,love
i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,love
i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road,anger
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,fear
i feel more relaxed now that i will get good care and that i need to accept advice given to me unless i feel very strongly otherwise,joy
i feel like she needs more but shes content so i guess its working along with that shes our little pipsqueak,joy
i fall off when my uncle hits so i cant imagine what it must feel like to go mph other than cool and possibly painful,joy
i was just wondering if that is common and why some girls feel the need to seem less intelligent than they really are,joy
i forgive myself for accepting and allowing myself to feel humiliated and rejected because someone was chosen over me,sadness
i did not picture myself feeling shy in this class when i signed up for it,fear
i really have gotten to a place where if i go for more than a day or two without writing i begin to feel very anxious very displaced,fear
i have the same feelings toward the word passionate,love
i do not know what my next steps are but i no longer feel lost,sadness
i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours,joy
i will adress those issues and attempt to reason with them so they may feel less threatened and more supported and loved,fear
i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,sadness
i feel extremely proud to live in a country where i can help to decide how i want my country run,joy
i feel like i should feel contented but i am not,joy
im feeling nervous about it,fear
i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful,sadness
i am starting to feel emotional,sadness
i am new to this so feels kind of strange but i will push through it,fear
i decided that i was feeling so horny that i would have to do something before i burst,love
i don t think there s a woman around who hasn t felt the angst rosa feels as she deals with the death of her beloved aunt the chasm between her and her father,love
i feel oddly nostalgic for those early days when we were all still figuring things out,love
im feeling pretty determined right now i just have to keep my determination flowing from now on,joy
i didnt feel cheated or deprived,sadness
i was so excited to try it considering i havent before and so many people rave about it but i didnt feel like it did anything special for my lashes i dont really like drier formula type mascaras but i prefer the wet formula ones more,joy
i read new risen throne once said cold amp desolate soundscapes that will leave you feeling utterly scared amp alone yes it is,fear
i feel sure he is headed north,joy
i had finally had enough of feeling defeated by myself,sadness
i said eventually it brings me down again not only because of the sugar that it contains which as i said ends up making me feel groggy and gives me a tummy ache but also because of the guilt i feel afterwards,sadness
i did not feel disappointed with the performance here,sadness
i am not able to show that directly and so i feel suffocated and irritated,anger
ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,sadness
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,anger
i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,sadness
i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places,joy
i feel soooo impatient,anger
i feel like i can trust my faithful blogstalkers,love
i must admit feeling popular is a wonderful feeling,joy
i didnt feel i had put in half the effort or time and well quite frankly didnt feel like the pressure of it all,joy
i feel like having read ulysses is a club of really smart and fun people and i want to join that club,joy
i know in advance then i am fine with it but if i make plans and they change or fall through i end up not knowing what to do with myself and feeling very restless and angsty,fear
i am feeling soooo eco friendly,joy
ive started to delve deep into myself and evaluate everything that has made me feel insecure or unworthy,fear
i feel really bless to have a very supportive family who appreciate everything that i do,love
i began to feel unimportant useless insecure and i was disconnected from everything that i used to know,sadness
im sure it feels wonderful,joy
im not convinced that it all makes since because the talking never feels sincere in its execution and maybe the themes in life seem to large to ever fathom but what s the point when it already feels like an emotionless pit of self craving attention,joy
im sick of constantly having this betrayed feeling in my stomach the feeling that no matter how much someone says they care about me whether it be a friend or something more they dont seem to have any loyalty no compassion for me or whats hurt me no understanding just arguments,sadness
i woke up feeling grouchy and irritable didn t feel settled all day had to remove myself from the patio when the small read his school book and ended up storming out of my own house after discovering he still doesn t flush the toilet,anger
i feel hopeless i cannot cope,sadness
i feel so uptight around my family,fear
i often feel that working in it is like being a hopefully benevolent goliath that is often undone by the humblest of davids,joy
i am excited to be introduced to a new kind of library environment but at the same time i am feeling stressed about it because it means that i am not really getting a holiday,sadness
i asked darren about it when he got home as i was feeling a bit curious even though it didnt really matter and it was really none of my business,surprise
ill feel lively again,joy
i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,love
i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,love
i admit to feeling the pace in the heat and was glad blind to the beautiful was next up so i could catch my breath,joy
i have to admit i was feeling very skeptical,fear
i resented being made to feel like a bad person for not possibly contributing to the better good and to the profits of some unspecified equipment maker,sadness
i hate or love or feel complacent about what i am working on,joy
i feel very strongly about supporting hence why we are running the mile,love
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,anger
i may even try to make her some matching hair bows or when i feel more talented make them and sell them,joy
i could spend hours on a set and feel amazing,surprise
i feel apprehensive while opening the blue door,fear
i feel these kinds of emotional urges i try to identify their intellectual roots so i can understand them better,sadness
i wasnt feeling at all irritated,anger
i have tried sometimes to spend time with them to make them feel less miserable in school and have usually had my offers thrown back in my face,sadness
i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,sadness
i do feel that you are a little needy because of the tone in your note to me,sadness
i dunno how it feels to be completely happy the real world has taught me about struggle but what i m going thru is nothing close to struggle,joy
i can t fix this and am anticipating feeling humiliated when i see workmates and friends,sadness
i can t feel saddened or that i should just stop caring,love
i feel helpless powerless and out of control,sadness
i did feel my heart rate increase after the baths and i am curious as to how they d work in the long run on a fat loss plan but between the cost of lbs of ice at a time and the increasingly low temperatures in my apartment i gave them up after a short run,surprise
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,fear
i am feeling more energetic more alive happier than i have in a long time,joy
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger
i feel like i have to pee already just thinking about this thing poking at my g spot but i m determined to find a stimulation method i enjoy,joy
i think the biggest problem is that rather than turning something like this off people feel the need to become victimized by something that has nothing to do with them and blog about it in nd rate publications and that is being generous,sadness
i am baffled hurt that i feel assaulted and unsafe,fear
i began to shoot every person i made feel perfect,joy
im feeling quite distressed about the amount of horses whose jaws are jammed shut with what i consider to be excessive nosebands along with a considerable amount of metal in their mouths,fear
i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,joy
ive been slowly working on my london zine but havent been feeling super inspired,joy
i feel dull many of a time headache many of time insomnia,sadness
i just take control and baby when you kiss my lips and when you kiss my thighs you got me think of the perfect sh t and it always feel so tender and mild when you got your love in between mines,love
i feel so worthless and weak what does he have to say that s what i want to find out,sadness
i feel pretty eager to get it done as i have a fun plan for quilting it,joy
i feel so dumb witted because i feel like i dont understand his answers towards me,sadness
i remember feeling a bit confused and really questioned her saying that to me,fear
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger
i feel disturbed because of the world i saw through the camera s eyes,sadness
i have spent the majority of my life trying to change how i look in order to feel accepted by others to feel loved by other to feel better than people around me because in my mind my physicality is the only thing that i have to offer,love
i am fair skinned and i feel that this gives a lovely highlight on pale skin without just looking like a mass of glitter,love
i was in seoul i could help but feel jealous,anger
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger
im feeling the need for a cute little monogrammed one in green for mommy,joy
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,fear
i guess i m feeling a bit nostalgic,love
i feel like she shouldnt have blamed him for it but she did and she never forgave him,sadness
i feel like a rockette and i also feel like im glad its over,joy
i feel that i am so stressed out at work what i do is i escape,sadness
i feel very privileged not only in being able to share in her artistry but knowing she has my back,joy
i do my yoga i open up feel tender two hours later i m nicely swaddled up again happily wrapping layer upon layer over it out of my well meaning habit,love
i feel like there must be more to life than this and i m afraid there isn t,fear
i remember smiling when i saw her picture and feeling so happy for you guys that you finally got to meet your girl,joy
i do enjoy large bold prints and i suppose its odd im feeling timid about leopard,fear
i feel more jaded,sadness
i am so tired of feeling sorry for myself,sadness
i know there was just two of us but i was feeling somewhat sorry for myself and thought that i might drown my sorrows in a little salt and vinegar and a lot of batter and lard,sadness
i feel like a greedy person for liking two people,anger
i feel grumpy to wake up so early,anger
i feel like im being punished if i have to sit facing the wall,sadness
i hate asking myself why i feel so reluctant when he tries to kiss me,fear
i am heavy and i feel dull all over i think i ve stopped breathing,sadness
i have been feeling overwhelmed and time poor,surprise
ive been feeling passionate about local business lately and i do like to walk through consignment stores and second hand shops just as much as i enjoy goodwill,love
i feeling so uncertain concerned afraid of this person circumstance environment change,fear
i feel you and its so sincere,joy
i feel like this was a very productive year for me in that area,joy
im feeling defeated or doubtful,sadness
i do this week someone else does the other weeks soo yea that made me feel talented,joy
i feel a strong sense of relief,joy
i wound up driving to him getting butterflies like a teenager when we kissed then feeling rotten for a week after expecting him to call,sadness
i feel that tenure protects a lot of teachers that r innocent,joy
im feeling really really left out and somewhat dissatisfied with everything,anger
ive waited my whole life to feel this blessed now im comparing the dream to the way it is and everybodys looking there very best remembering times when they were just like this my imagination never felt so clear so no i know this is for real,love
i could feel was peace which was welcomed after a week of packing saying good bye and dealing with an overwhelming feeling of displacement,joy
im trying to do better with my spending but i feel so deprived,sadness
i wonder if they feel like reluctant leaders,fear
i have a bunch of ideas but at the same time i feel intimidated because i am just a freshman and apparently know nothing about anything,fear
ive seen how mean other kids and adults can be to a child who doesnt fit into the norm and no way was i going to label him so he could be made to feel he was anything other than amazing,surprise
i think we all feel a bit disappointed to miss out on points today,sadness
i feel is truthful the fun always lies in having an idea and seeing it realized and not soo much in the object or goal,joy
i can t help but feel troubled by this,sadness
i had a secretary called fran who had landed from dublin on a whim and much to her surprise found herself in a permanent job before she had a chance to feel homesick and head back to holyhead,sadness
i mentioned in that post the colors are very pretty but they feel very uncomfortable on the eyes,fear
i feel like i ve been there and gained a sense of the everyday paranoia and the casual brutality of the time,joy
i feel have wronged me,anger
i feel burdened with the guilt of burdening her with the burden of knowing about my burden,sadness
i feel completely emotionally exhausted and am pretty much to the point i will have to cut all ties with every man i know,sadness
i first started and i m feeling more confident behind the wheel,joy
i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them,anger
i feel this was an acceptable substitute,joy
i feel about kids and this just about broke my heart,sadness
i prefer to feel valued than just save money i prefer to work with people i know personally,joy
i feel like my beloved mixer is an extension of my body,love
i feel are flawless while they slowly declined in quality after that,joy
i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear
i understand and appreciate the concern for safety i feel that the real focus of the market the vendors has been ignored,sadness
i have a feeling that id pick up some of the artistic skills there too,joy
im feeling morose as i tend to do when im awake and writing here at almost am,sadness
i get into what it actually does i feel like everyone should buy it just because it smells amazing,joy
im feeling really hateful and disgruntled about my job but i sure hope i dont lose it for being late,anger
i feel proud to be queer performing at lovebox,joy
i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,anger
i have this nasty feeling that i am being an ungrateful wretch,sadness
i feel the time at hand my beloved signals his agreement,love
i know how i sound and i feel lousy about myself for sounding that way and for feeling the way i sound but i made a good contribution at work today and now the chip is on my shoulder when i think about the mistreatment that i have received,sadness
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,sadness
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,fear
i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,love
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,anger
i always feel like i should look cute when i vote,joy
when i was subjected to a very nasty joke by a group of friends,anger
i certainly get worked up about feminist and other issues at times i also have periods of feeling fairly mellow,joy
i love getting out the decorations and feeling festive i am happy to put them away,joy
i do not like exposing myself because i end up feeling vulnerable,fear
i get a slightly warm feeling coming over me and a strange sense of completeness like the feeling you get right afterwards except it s coupled with those thoughts of a one night stand in which you sobered up before she left in the morning,fear
i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,sadness
ill talk about the feel of fake products and places i trust to shop,sadness
i feel guilty that he had to drop everything just to take care of me,sadness
i purposely put that statement in the negative to show that im now feeling gun shy,fear
im excited to get home and spend time with everyone please feel free to email call or text and let me know if youre available for dinner or coffee or anything,joy
i want them to feel eager to attend a amp m i want them to feel like they belong,joy
i am wearing and feeling confident about myself,joy
i remember feeling completely hopeless and wondering what the heck i was even doing there at miss idaho with women who were totally in a different league,sadness
i say i m feeling generous so have three winners lisa laurie and teresa,joy
i feel like the apothecary in romeo and juliet an unfortunate comparison perhaps,sadness
i am just kind of left feeling insecure and uneasy in my own skin,fear
i don t spew my desperation all over these situations that already feel uncertain to me,fear
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness
during my holiday i met again a friend who had tried to commit suicide she had just left hospital,sadness
i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full,fear
i feel deer supporting mice parade at the hope rel bookmark permalink,joy
i didnt know what to feel except ashamed of myself for not feeling sorrow,sadness
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,anger
i want to take a shower without feeling like i was beaten with a baseball bat,sadness
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,anger
i feel like damaged goods because every time i start to really like someone i get hurt,sadness
i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken,sadness
i feel extremely alone and isolated but the thing is is that nothing could be further from the truth,sadness
i feel so horrible when i am not accomplishing something,sadness
i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,fear
i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,love
i feel like i am not special,joy
i do feel bad because im pretty sure im not going to be able to get the other done before we leave for vacation,sadness
i feel like it is conor at his most sincere,joy
i feel disturbed in which happens to be roughly everywhere,sadness
ill start with the one about interlochen i see jonathan the boy who asked me out and was a freak and i used to like him until i realized how stupid he was and i sang a recording for him and i feel so regretful of the whole ordeal with him and yeah,sadness
i feel troubled i guess would be the best word for it,sadness
i feel reluctant to supply this motion picture a score of stars from,fear
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger
im feeling so devastated by losing something that others may see as trivial my god takes on that weight as if it was his own,sadness
i feel sure that this will be a night to remember,joy
i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters,fear
when i was still a child,anger
i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken,sadness
i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness
i stare and feel utterly helpless,fear
im feeling pretty proud most of the elements in the room somehow worked their way onto my body,joy
i should go to sleep but i m feeling reluctant to let go of the day,fear
i feel lethargic and unmotivated in the mornings to wake up and blog or catch up on other things that i could do in the mornings so i can have my evenings free,sadness
im deep in a budget spreadsheet i feel that im someplace where i dont do my most creative work,joy
i was feeling this really weird sense of isolation that would have creeped me out pretty bad if i was alone,surprise
i am feeling and the ibs symptoms that have resolved,joy
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,joy
i have that feeling but idol anime is pretty popular so it could be anything,joy
i feel thrilled regretful and alarmed by these changes even the fireflies dwindle to black as we speak with the b,joy
i know killing myself solves nothing but the hopelessness and sadness is destroying me slowly and i feel like being selfish might be a good choice,anger
i still feel so empty and lonely,sadness
i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear
i don t know how sasha fierce feels i m definitely curious about the future of beyonc s sound,surprise
when i heard that my sister had shouted at my friends cousin at their place,anger
i feel i am more of innocent and easily getting emotional to silly things,joy
i am feeling lost for not being on a regimented strength program,sadness
i get headaches am easily agitated feel frightened and aggressive,fear
i still have such a hard time writing my work down and when i do i feel its not perfect,joy
i miss feeling glad,joy
i wondered if inside there was more of that initial warmth i felt that poignant piercing penetrating feeling that despite being a figment of the computer suspiciously felt pleasant,joy
i can finally stop feeling listless and like a waste of space,sadness
i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,sadness
i feel rejected by someone i love and this has caused me great heartache and pain,sadness
i feel to it and it benefits from a generous budget for exotic sets and gorgeous matte paintings,love
i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant,sadness
i know i feel personally offended by this on so many levels,anger
i feel that it is my duty to athf and their devoted fan base to show my support,love
id probably be okay wearing either of them as id have more fun making ashlotte and feel gorgeous wearing it but i look more like talim and would most likely have more fun in her costume as itd be easier to sit and move around as well as to get on,joy
i have to get it in my head that i didnt do anything wrong its just of them have feelings for someone else and one just doesnt appear very considerate,love
i feel i am shy and i am afraid of keeping my point of view,fear
i feel bad about school,sadness
i feel that this is an acceptable compromise for a drive which is so portable and compatible,joy
i never had the pleasure of meeting him but i feel like i know him through his popular weekly newspaper column the ridgerunner report by jim solberg,joy
i don t want to go all very special episode of blossom on you but i am feeling a little melancholy about the final episode of rock,sadness
i was feeling a bit rebellious today,anger
i guess which meant or so i assume no photos no words or no other way to convey what it really feels unless you feels it yourself or khi bi t au th m i bi t th ng ng i b au i rephrase it to a bit more gloomy context unless you are hurt yourself you will never have sympathy for the hurt ones,sadness
i can but i feel massively uncomfortable doing it it consumes massive amounts of processing power and i associate it with some very bad situations ive been in recently,fear
im a year old boy who is feeling hopeless,sadness
i were honest i could admit to those feelings from time to time but as jonah knows god is gracious and lucky for jonah and me god is still gracious gracious to people like us,love
i feel totally disillusioned with med school with london but most especially with my uni,sadness
im feeling bitchy on saturday,anger
i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents,fear
i feel the amazing abundance of my life most keenly,joy
i feel reluctant to sell but hey,fear
i know how that feels have in ars nes own words disturbed the croatians season somewhat,sadness
i guess avoiding the boundaries conversation with him has me feeling a little unsure about my confidence and strength,fear
i feel like i quote him or talk about him much but it is only because i am continually amazed and nourished by his spirit and his understanding and excitement for life,surprise
i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed,fear
im now and still addicted to the way living a healthy and fit lifestyle makes me feel energetic confident strong and youthful on a daily basis,joy
im feeling pretty comfortable,joy
i feel oddly peaceful,joy
i feel lighter ive got more energy and im loving the rhythm of our days,love
i really feel valued,joy
i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision,fear
i feel like im worthless,sadness
i mention this seemingly obvious little tidbit is that either many of my friends have an innate inability to understand this or they feel hurt and neglected because of it,sadness
i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,love
i awoke an hour after feeling groggy,sadness
i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,joy
i know that s wrong but i feel ugly,sadness
i don t feel rejected although i admit that i used to,sadness
i finally realise the feeling of being hated and its after effects are so big,sadness
i cant blog if im feeling inspired and once i do blog i lose inspiration,joy
im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,joy
im feeling very gloomy,sadness
i don t feel that talented at impacting how things end up at the moment,joy
i feel super glued to my bed,joy
i find myself feeling remarkably calm,joy
i don t think i could feel more idiotic if i tried,sadness
i was feeling bouncy so i added a few of my go to tangles around it i rather like the spiraling effect achieved,joy
i feel like when you re passionate about something it s okay to be vocal about it as well,joy
i don t like to feel embarrassed when my kids watch it,sadness
i think sleeping more is good since ive been feeling sleep deprived all summer,sadness
i feel that my lifes fucked up,anger
i feel suspicious if there is no one outside like the rapture has happened or something,fear
i view much like a little sister has a habit of building me up on the darkest of days and she has done a remarkable job lately even just by asking my advice she makes me feel valued,joy
i feel so lucky to live in portland land of delicious food,joy
i feel as though i am living on an island as i put the delicious moisturiser on a sample which is lasting a very very long time used twice a day and the rest of the products are so gentle yet cleansing and moisturising,joy
im feeling terribly impatient,anger
ive learned an important thing i binge eat to cope with what i cannot control feelings and emotional reactions to situations outside of my control,sadness
i feel everything is in control then i am ok,joy
i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions,anger
i would feel i was devastated,sadness
i feel sympathetic enough to call him off,love
i am feeling a bit disheartened to know that there are still a lot of things that i don t understand and questions that i don t know how to do,sadness
i am feeling so nothing that i am not even getting agitated anymore,anger
i also feel pressure to be successful here because of my passion for cal,joy
i feel so very honored that they asked little ol me,joy
