date,sales,tot_sales,weekday,month,y
2015-01-04,75,640,6,1,69.0
2015-01-05,55,458,0,1,68.0
2015-01-06,69,491,1,1,91.0
2015-01-07,68,503,2,1,90.0
2015-01-08,91,499,3,1,98.0
2015-01-09,90,558,4,1,81.0
2015-01-10,98,567,5,1,56.0
2015-01-11,81,648,6,1,78.0
2015-01-12,56,429,0,1,79.0
2015-01-13,78,534,1,1,82.0
2015-01-14,79,490,2,1,86.0
2015-01-15,82,520,3,1,86.0
2015-01-16,86,567,4,1,110.0
2015-01-17,86,625,5,1,63.0
2015-01-18,110,587,6,1,67.0
2015-01-19,63,409,0,1,77.0
2015-01-20,67,515,1,1,81.0
2015-01-21,77,448,2,1,76.0
2015-01-22,81,513,3,1,76.0
2015-01-23,76,533,4,1,91.0
2015-01-24,76,608,5,1,51.0
2015-01-25,91,581,6,1,61.0
2015-01-26,51,419,0,1,75.0
2015-01-27,61,500,1,1,71.0
2015-01-28,75,493,2,1,74.0
2015-01-29,71,523,3,1,89.0
2015-01-30,74,554,4,1,108.0
2015-01-31,89,591,5,1,78.0
2015-02-01,108,690,6,2,80.0
2015-02-02,78,474,0,2,78.0
2015-02-03,80,500,1,2,68.0
2015-02-04,78,511,2,2,98.0
2015-02-05,68,567,3,2,96.0
2015-02-06,98,619,4,2,113.0
2015-02-07,96,623,5,2,56.0
2015-02-08,113,632,6,2,83.0
2015-02-09,56,467,0,2,99.0
2015-02-10,83,548,1,2,87.0
2015-02-11,99,510,2,2,96.0
2015-02-12,87,565,3,2,110.0
2015-02-13,96,609,4,2,99.0
2015-02-14,110,624,5,2,67.0
2015-02-15,99,678,6,2,78.0
2015-02-16,67,463,0,2,79.0
2015-02-17,78,579,1,2,92.0
2015-02-18,79,575,2,2,94.0
2015-02-19,92,526,3,2,92.0
2015-02-20,94,548,4,2,101.0
2015-02-21,92,654,5,2,49.0
2015-02-22,101,677,6,2,77.0
2015-02-23,49,442,0,2,86.0
2015-02-24,77,531,1,2,101.0
2015-02-25,86,506,2,2,85.0
2015-02-26,101,546,3,2,102.0
2015-02-27,85,603,4,2,133.0
2015-02-28,102,617,5,2,79.0
2015-03-01,133,848,6,3,95.0
2015-03-02,79,544,0,3,94.0
2015-03-03,95,651,1,3,104.0
2015-03-04,94,704,2,3,119.0
2015-03-05,104,727,3,3,97.0
2015-03-06,119,747,4,3,112.0
2015-03-07,97,829,5,3,59.0
2015-03-08,112,853,6,3,110.0
2015-03-09,59,561,0,3,96.0
2015-03-10,110,674,1,3,95.0
2015-03-11,96,666,2,3,112.0
2015-03-12,95,658,3,3,103.0
2015-03-13,112,707,4,3,145.0
2015-03-14,103,779,5,3,88.0
2015-03-15,145,824,6,3,96.0
2015-03-16,88,577,0,3,96.0
2015-03-17,96,607,1,3,119.0
2015-03-18,96,630,2,3,125.0
2015-03-19,119,702,3,3,111.0
2015-03-20,125,823,4,3,113.0
2015-03-21,111,751,5,3,89.0
2015-03-22,113,791,6,3,117.0
2015-03-23,89,517,0,3,100.0
2015-03-24,117,658,1,3,91.0
2015-03-25,100,638,2,3,104.0
2015-03-26,91,709,3,3,115.0
2015-03-27,104,813,4,3,126.0
2015-03-28,115,762,5,3,96.0
2015-03-29,126,870,6,3,97.0
2015-03-30,96,562,0,3,132.0
2015-03-31,97,614,1,3,113.0
2015-04-01,132,792,2,4,141.0
2015-04-02,113,807,3,4,128.0
2015-04-03,141,841,4,4,145.0
2015-04-04,128,897,5,4,93.0
2015-04-05,145,956,6,4,104.0
2015-04-06,93,638,0,4,105.0
2015-04-07,104,732,1,4,109.0
2015-04-08,105,685,2,4,136.0
2015-04-09,109,748,3,4,129.0
2015-04-10,136,839,4,4,116.0
2015-04-11,129,905,5,4,88.0
2015-04-12,116,924,6,4,110.0
2015-04-13,88,614,0,4,116.0
2015-04-14,110,737,1,4,120.0
2015-04-15,116,777,2,4,119.0
2015-04-16,120,822,3,4,128.0
2015-04-17,119,853,4,4,151.0
2015-04-18,128,913,5,4,100.0
2015-04-19,151,994,6,4,95.0
2015-04-20,100,636,0,4,103.0
2015-04-21,95,751,1,4,117.0
2015-04-22,103,693,2,4,129.0
2015-04-23,117,800,3,4,133.0
2015-04-24,129,873,4,4,164.0
2015-04-25,133,957,5,4,78.0
2015-04-26,164,928,6,4,103.0
2015-04-27,78,676,0,4,96.0
2015-04-28,103,747,1,4,115.0
2015-04-29,96,764,2,4,141.0
2015-04-30,115,826,3,4,158.0
2015-05-01,141,882,4,5,156.0
2015-05-02,158,985,5,5,79.0
2015-05-03,156,1018,6,5,116.0
2015-05-04,79,685,0,5,133.0
2015-05-05,116,827,1,5,127.0
2015-05-06,133,851,2,5,134.0
2015-05-07,127,856,3,5,145.0
2015-05-08,134,945,4,5,132.0
2015-05-09,145,938,5,5,86.0
2015-05-10,132,1044,6,5,105.0
2015-05-11,86,730,0,5,128.0
2015-05-12,105,835,1,5,129.0
2015-05-13,128,818,2,5,161.0
2015-05-14,129,869,3,5,151.0
2015-05-15,161,916,4,5,158.0
2015-05-16,151,1007,5,5,98.0
2015-05-17,158,1039,6,5,111.0
2015-05-18,98,660,0,5,99.0
2015-05-19,111,844,1,5,125.0
2015-05-20,99,817,2,5,135.0
2015-05-21,125,906,3,5,142.0
2015-05-22,135,943,4,5,150.0
2015-05-23,142,1041,5,5,99.0
2015-05-24,150,1047,6,5,100.0
2015-05-25,99,626,0,5,120.0
2015-05-26,100,741,1,5,110.0
2015-05-27,120,830,2,5,121.0
2015-05-28,110,887,3,5,138.0
2015-05-29,121,878,4,5,161.0
2015-05-30,138,1056,5,5,121.0
2015-05-31,161,1037,6,5,107.0
2015-06-01,121,691,0,6,137.0
2015-06-02,107,931,1,6,160.0
2015-06-03,137,838,2,6,139.0
2015-06-04,160,941,3,6,183.0
2015-06-05,139,990,4,6,171.0
2015-06-06,183,1024,5,6,107.0
2015-06-07,171,1133,6,6,136.0
2015-06-08,107,704,0,6,131.0
2015-06-09,136,841,1,6,160.0
2015-06-10,131,822,2,6,113.0
2015-06-11,160,910,3,6,143.0
2015-06-12,113,989,4,6,154.0
2015-06-13,143,1033,5,6,104.0
2015-06-14,154,1118,6,6,89.0
2015-06-15,104,711,0,6,133.0
2015-06-16,89,855,1,6,130.0
2015-06-17,133,802,2,6,141.0
2015-06-18,130,931,3,6,169.0
2015-06-19,141,965,4,6,155.0
2015-06-20,169,1002,5,6,107.0
2015-06-21,155,1088,6,6,122.0
2015-06-22,107,753,0,6,135.0
2015-06-23,122,858,1,6,154.0
2015-06-24,135,849,2,6,147.0
2015-06-25,154,919,3,6,135.0
2015-06-26,147,1014,4,6,131.0
2015-06-27,135,1075,5,6,106.0
2015-06-28,131,1098,6,6,127.0
2015-06-29,106,792,0,6,139.0
2015-06-30,127,841,1,6,147.0
2015-07-01,139,900,2,7,155.0
2015-07-02,147,980,3,7,176.0
2015-07-03,155,1070,4,7,196.0
2015-07-04,176,1088,5,7,113.0
2015-07-05,196,1115,6,7,143.0
2015-07-06,113,772,0,7,133.0
2015-07-07,143,885,1,7,157.0
2015-07-08,133,889,2,7,159.0
2015-07-09,157,997,3,7,194.0
2015-07-10,159,1000,4,7,152.0
2015-07-11,194,1095,5,7,128.0
2015-07-12,152,1204,6,7,123.0
2015-07-13,128,797,0,7,115.0
2015-07-14,123,919,1,7,148.0
2015-07-15,115,891,2,7,152.0
2015-07-16,148,961,3,7,142.0
2015-07-17,152,1047,4,7,166.0
2015-07-18,142,1093,5,7,113.0
2015-07-19,166,1193,6,7,126.0
2015-07-20,113,788,0,7,143.0
2015-07-21,126,884,1,7,150.0
2015-07-22,143,934,2,7,150.0
2015-07-23,150,947,3,7,165.0
2015-07-24,150,1069,4,7,152.0
2015-07-25,165,1100,5,7,98.0
2015-07-26,152,1186,6,7,158.0
2015-07-27,98,781,0,7,135.0
2015-07-28,158,870,1,7,146.0
2015-07-29,135,854,2,7,141.0
2015-07-30,146,1020,3,7,123.0
2015-07-31,141,1004,4,7,146.0
2015-08-01,123,978,5,8,116.0
2015-08-02,146,1001,6,8,115.0
2015-08-03,116,671,0,8,111.0
2015-08-04,115,797,1,8,125.0
2015-08-05,111,796,2,8,131.0
2015-08-06,125,808,3,8,146.0
2015-08-07,131,872,4,8,146.0
2015-08-08,146,935,5,8,70.0
2015-08-09,146,978,6,8,93.0
2015-08-10,70,676,0,8,128.0
2015-08-11,93,765,1,8,141.0
2015-08-12,128,798,2,8,138.0
2015-08-13,141,876,3,8,144.0
2015-08-14,138,953,4,8,153.0
2015-08-15,144,1017,5,8,95.0
2015-08-16,153,987,6,8,125.0
2015-08-17,95,709,0,8,103.0
2015-08-18,125,796,1,8,143.0
2015-08-19,103,828,2,8,136.0
2015-08-20,143,824,3,8,146.0
2015-08-21,136,936,4,8,163.0
2015-08-22,146,1020,5,8,82.0
2015-08-23,163,1038,6,8,125.0
2015-08-24,82,670,0,8,120.0
2015-08-25,125,791,1,8,137.0
2015-08-26,120,807,2,8,139.0
2015-08-27,137,902,3,8,148.0
2015-08-28,139,956,4,8,133.0
2015-08-29,148,996,5,8,93.0
2015-08-30,133,1006,6,8,110.0
2015-08-31,93,643,0,8,102.0
2015-09-01,110,829,1,9,114.0
2015-09-02,102,763,2,9,128.0
2015-09-03,114,825,3,9,139.0
2015-09-04,128,873,4,9,150.0
2015-09-05,139,900,5,9,93.0
2015-09-06,150,945,6,9,109.0
2015-09-07,93,633,0,9,94.0
2015-09-08,109,774,1,9,125.0
2015-09-09,94,738,2,9,141.0
2015-09-10,125,851,3,9,125.0
2015-09-11,141,904,4,9,142.0
2015-09-12,125,858,5,9,71.0
2015-09-13,142,961,6,9,104.0
2015-09-14,71,640,0,9,113.0
2015-09-15,104,760,1,9,117.0
2015-09-16,113,728,2,9,116.0
2015-09-17,117,823,3,9,121.0
2015-09-18,116,889,4,9,132.0
2015-09-19,121,900,5,9,109.0
2015-09-20,132,977,6,9,117.0
2015-09-21,109,650,0,9,97.0
2015-09-22,117,773,1,9,130.0
2015-09-23,97,789,2,9,131.0
2015-09-24,130,792,3,9,130.0
2015-09-25,131,856,4,9,131.0
2015-09-26,130,903,5,9,84.0
2015-09-27,131,956,6,9,100.0
2015-09-28,84,647,0,9,110.0
2015-09-29,100,734,1,9,124.0
2015-09-30,110,764,2,9,116.0
2015-10-01,124,742,3,10,128.0
2015-10-02,116,832,4,10,124.0
2015-10-03,128,794,5,10,101.0
2015-10-04,124,895,6,10,109.0
2015-10-05,101,586,0,10,130.0
2015-10-06,109,714,1,10,103.0
2015-10-07,130,683,2,10,115.0
2015-10-08,103,729,3,10,119.0
2015-10-09,115,734,4,10,133.0
2015-10-10,119,819,5,10,93.0
2015-10-11,133,931,6,10,108.0
2015-10-12,93,598,0,10,87.0
2015-10-13,108,699,1,10,85.0
2015-10-14,87,715,2,10,115.0
2015-10-15,85,752,3,10,127.0
2015-10-16,115,745,4,10,152.0
2015-10-17,127,870,5,10,88.0
2015-10-18,152,904,6,10,89.0
2015-10-19,88,586,0,10,114.0
2015-10-20,89,683,1,10,115.0
2015-10-21,114,697,2,10,121.0
2015-10-22,115,765,3,10,138.0
2015-10-23,121,830,4,10,138.0
2015-10-24,138,873,5,10,81.0
2015-10-25,138,869,6,10,92.0
2015-10-26,81,617,0,10,110.0
2015-10-27,92,742,1,10,103.0
2015-10-28,110,719,2,10,129.0
2015-10-29,103,774,3,10,115.0
2015-10-30,129,776,4,10,164.0
2015-10-31,115,792,5,10,85.0
2015-11-01,164,996,6,11,113.0
2015-11-02,85,638,0,11,122.0
2015-11-03,113,743,1,11,112.0
2015-11-04,122,704,2,11,127.0
2015-11-05,112,842,3,11,138.0
2015-11-06,127,866,4,11,138.0
2015-11-07,138,899,5,11,113.0
2015-11-08,138,954,6,11,116.0
2015-11-09,113,630,0,11,100.0
2015-11-10,116,734,1,11,123.0
2015-11-11,100,763,2,11,128.0
2015-11-12,123,832,3,11,126.0
2015-11-13,128,840,4,11,134.0
2015-11-14,126,862,5,11,95.0
2015-11-15,134,969,6,11,122.0
2015-11-16,95,681,0,11,106.0
2015-11-17,122,757,1,11,120.0
2015-11-18,106,697,2,11,140.0
2015-11-19,120,818,3,11,136.0
2015-11-20,140,869,4,11,139.0
2015-11-21,136,905,5,11,89.0
2015-11-22,139,919,6,11,117.0
2015-11-23,89,590,0,11,111.0
2015-11-24,117,779,1,11,112.0
2015-11-25,111,736,2,11,133.0
2015-11-26,112,823,3,11,127.0
2015-11-27,133,934,4,11,137.0
2015-11-28,127,915,5,11,78.0
2015-11-29,137,936,6,11,82.0
2015-11-30,78,662,0,11,86.0
2015-12-01,82,507,1,12,93.0
2015-12-02,86,514,2,12,99.0
2015-12-03,93,571,3,12,103.0
2015-12-04,99,622,4,12,95.0
2015-12-05,103,634,5,12,56.0
2015-12-06,95,708,6,12,85.0
2015-12-07,56,429,0,12,74.0
2015-12-08,85,520,1,12,80.0
2015-12-09,74,537,2,12,87.0
2015-12-10,80,578,3,12,91.0
2015-12-11,87,586,4,12,101.0
2015-12-12,91,604,5,12,58.0
2015-12-13,101,753,6,12,74.0
2015-12-14,58,452,0,12,70.0
2015-12-15,74,519,1,12,96.0
2015-12-16,70,532,2,12,89.0
2015-12-17,96,480,3,12,98.0
2015-12-18,89,600,4,12,110.0
2015-12-19,98,597,5,12,62.0
2015-12-20,110,708,6,12,71.0
2015-12-21,62,501,0,12,70.0
2015-12-22,71,517,1,12,74.0
2015-12-23,70,513,2,12,71.0
2015-12-24,74,574,3,12,90.0
2015-12-25,71,602,4,12,97.0
2015-12-26,90,693,5,12,63.0
2015-12-27,97,684,6,12,81.0
2015-12-28,63,469,0,12,75.0
2015-12-29,81,517,1,12,68.0
2015-12-30,75,562,2,12,90.0
2015-12-31,68,534,3,12,120.0
2016-01-01,90,542,4,1,119.0
2016-01-02,120,663,5,1,58.0
2016-01-03,119,724,6,1,67.0
2016-01-04,58,466,0,1,72.0
2016-01-05,67,479,1,1,101.0
2016-01-06,72,515,2,1,82.0
2016-01-07,101,576,3,1,110.0
2016-01-08,82,602,4,1,93.0
2016-01-09,110,627,5,1,75.0
2016-01-10,93,652,6,1,75.0
2016-01-11,75,452,0,1,71.0
2016-01-12,75,524,1,1,78.0
2016-01-13,71,505,2,1,84.0
2016-01-14,78,553,3,1,101.0
2016-01-15,84,565,4,1,105.0
2016-01-16,101,638,5,1,70.0
2016-01-17,105,689,6,1,77.0
2016-01-18,70,444,0,1,82.0
2016-01-19,77,537,1,1,91.0
2016-01-20,82,530,2,1,88.0
2016-01-21,91,587,3,1,85.0
2016-01-22,88,587,4,1,104.0
2016-01-23,85,643,5,1,62.0
2016-01-24,104,680,6,1,80.0
2016-01-25,62,478,0,1,81.0
2016-01-26,80,492,1,1,86.0
2016-01-27,81,525,2,1,88.0
2016-01-28,86,540,3,1,96.0
2016-01-29,88,610,4,1,93.0
2016-01-30,96,648,5,1,60.0
2016-01-31,93,687,6,1,94.0
2016-02-01,60,473,0,2,76.0
2016-02-02,94,565,1,2,88.0
2016-02-03,76,595,2,2,104.0
2016-02-04,88,598,3,2,94.0
2016-02-05,104,660,4,2,100.0
2016-02-06,94,715,5,2,64.0
2016-02-07,100,699,6,2,70.0
2016-02-08,64,477,0,2,82.0
2016-02-09,70,606,1,2,91.0
2016-02-10,82,538,2,2,94.0
2016-02-11,91,677,3,2,102.0
2016-02-12,94,648,4,2,93.0
2016-02-13,102,706,5,2,74.0
2016-02-14,93,707,6,2,94.0
2016-02-15,74,493,0,2,72.0
2016-02-16,94,614,1,2,102.0
2016-02-17,72,589,2,2,98.0
2016-02-18,102,581,3,2,101.0
2016-02-19,98,683,4,2,100.0
2016-02-20,101,729,5,2,67.0
2016-02-21,100,753,6,2,86.0
2016-02-22,67,505,0,2,70.0
2016-02-23,86,554,1,2,82.0
2016-02-24,70,561,2,2,102.0
2016-02-25,82,640,3,2,113.0
2016-02-26,102,639,4,2,103.0
2016-02-27,113,694,5,2,65.0
2016-02-28,103,734,6,2,124.0
2016-02-29,65,501,0,2,97.0
2016-03-01,124,684,1,3,115.0
2016-03-02,97,684,2,3,130.0
2016-03-03,115,759,3,3,135.0
2016-03-04,130,812,4,3,149.0
2016-03-05,135,834,5,3,92.0
2016-03-06,149,940,6,3,103.0
2016-03-07,92,592,0,3,99.0
2016-03-08,103,671,1,3,104.0
2016-03-09,99,723,2,3,125.0
2016-03-10,104,740,3,3,111.0
2016-03-11,125,787,4,3,127.0
2016-03-12,111,858,5,3,82.0
2016-03-13,127,866,6,3,101.0
2016-03-14,82,598,0,3,97.0
2016-03-15,101,673,1,3,109.0
2016-03-16,97,704,2,3,113.0
2016-03-17,109,765,3,3,124.0
2016-03-18,113,814,4,3,135.0
2016-03-19,124,871,5,3,85.0
2016-03-20,135,896,6,3,107.0
2016-03-21,85,643,0,3,100.0
2016-03-22,107,679,1,3,116.0
2016-03-23,100,738,2,3,111.0
2016-03-24,116,775,3,3,109.0
2016-03-25,111,778,4,3,126.0
2016-03-26,109,857,5,3,87.0
2016-03-27,126,925,6,3,104.0
2016-03-28,87,585,0,3,114.0
2016-03-29,104,694,1,3,106.0
2016-03-30,114,719,2,3,126.0
2016-03-31,106,703,3,3,169.0
2016-04-01,126,914,4,4,158.0
2016-04-02,169,946,5,4,109.0
2016-04-03,158,1044,6,4,117.0
2016-04-04,109,704,0,4,123.0
2016-04-05,117,835,1,4,153.0
2016-04-06,123,799,2,4,116.0
2016-04-07,153,903,3,4,136.0
2016-04-08,116,892,4,4,142.0
2016-04-09,136,1021,5,4,93.0
2016-04-10,142,1034,6,4,109.0
2016-04-11,93,692,0,4,100.0
2016-04-12,109,822,1,4,151.0
2016-04-13,100,860,2,4,146.0
2016-04-14,151,891,3,4,141.0
2016-04-15,146,992,4,4,178.0
2016-04-16,141,958,5,4,92.0
2016-04-17,178,1112,6,4,123.0
2016-04-18,92,739,0,4,120.0
2016-04-19,123,775,1,4,122.0
2016-04-20,120,796,2,4,122.0
2016-04-21,122,851,3,4,182.0
2016-04-22,122,930,4,4,143.0
2016-04-23,182,988,5,4,118.0
2016-04-24,143,1013,6,4,118.0
2016-04-25,118,693,0,4,116.0
2016-04-26,118,817,1,4,148.0
2016-04-27,116,792,2,4,137.0
2016-04-28,148,853,3,4,148.0
2016-04-29,137,906,4,4,160.0
2016-04-30,148,1024,5,4,107.0
2016-05-01,160,1127,6,5,130.0
2016-05-02,107,765,0,5,131.0
2016-05-03,130,859,1,5,140.0
2016-05-04,131,934,2,5,141.0
2016-05-05,140,922,3,5,140.0
2016-05-06,141,938,4,5,165.0
2016-05-07,140,1033,5,5,94.0
2016-05-08,165,1113,6,5,125.0
2016-05-09,94,751,0,5,132.0
2016-05-10,125,873,1,5,153.0
2016-05-11,132,878,2,5,156.0
2016-05-12,153,922,3,5,156.0
2016-05-13,156,967,4,5,159.0
2016-05-14,156,1005,5,5,117.0
2016-05-15,159,1156,6,5,134.0
2016-05-16,117,756,0,5,133.0
2016-05-17,134,854,1,5,130.0
2016-05-18,133,893,2,5,153.0
2016-05-19,130,932,3,5,163.0
2016-05-20,153,949,4,5,161.0
2016-05-21,163,1092,5,5,114.0
2016-05-22,161,1118,6,5,120.0
2016-05-23,114,743,0,5,127.0
2016-05-24,120,811,1,5,124.0
2016-05-25,127,921,2,5,135.0
2016-05-26,124,885,3,5,165.0
2016-05-27,135,965,4,5,159.0
2016-05-28,165,1090,5,5,109.0
2016-05-29,159,1196,6,5,134.0
2016-05-30,109,726,0,5,142.0
2016-05-31,134,869,1,5,167.0
2016-06-01,142,938,2,6,149.0
2016-06-02,167,977,3,6,155.0
2016-06-03,149,1044,4,6,180.0
2016-06-04,155,1136,5,6,120.0
2016-06-05,180,1169,6,6,133.0
2016-06-06,120,841,0,6,147.0
2016-06-07,133,880,1,6,153.0
2016-06-08,147,964,2,6,145.0
2016-06-09,153,976,3,6,155.0
2016-06-10,145,1020,4,6,155.0
2016-06-11,155,1113,5,6,138.0
2016-06-12,155,1216,6,6,144.0
2016-06-13,138,803,0,6,117.0
2016-06-14,144,933,1,6,138.0
2016-06-15,117,880,2,6,147.0
2016-06-16,138,987,3,6,148.0
2016-06-17,147,1055,4,6,170.0
2016-06-18,148,1063,5,6,127.0
2016-06-19,170,1218,6,6,133.0
2016-06-20,127,795,0,6,152.0
2016-06-21,133,908,1,6,155.0
2016-06-22,152,965,2,6,136.0
2016-06-23,155,1006,3,6,140.0
2016-06-24,136,1028,4,6,167.0
2016-06-25,140,1166,5,6,124.0
2016-06-26,167,1201,6,6,125.0
2016-06-27,124,775,0,6,145.0
2016-06-28,125,926,1,6,136.0
2016-06-29,145,902,2,6,167.0
2016-06-30,136,1023,3,6,171.0
2016-07-01,167,1143,4,7,197.0
2016-07-02,171,1167,5,7,124.0
2016-07-03,197,1246,6,7,143.0
2016-07-04,124,823,0,7,153.0
2016-07-05,143,991,1,7,131.0
2016-07-06,153,980,2,7,149.0
2016-07-07,131,1085,3,7,185.0
2016-07-08,149,1139,4,7,207.0
2016-07-09,185,1202,5,7,118.0
2016-07-10,207,1277,6,7,143.0
2016-07-11,118,859,0,7,135.0
2016-07-12,143,999,1,7,151.0
2016-07-13,135,1013,2,7,160.0
2016-07-14,151,1058,3,7,181.0
2016-07-15,160,1132,4,7,209.0
2016-07-16,181,1206,5,7,101.0
2016-07-17,209,1235,6,7,138.0
2016-07-18,101,809,0,7,131.0
2016-07-19,138,974,1,7,168.0
2016-07-20,131,1034,2,7,164.0
2016-07-21,168,1085,3,7,163.0
2016-07-22,164,1147,4,7,173.0
2016-07-23,163,1218,5,7,116.0
2016-07-24,173,1281,6,7,125.0
2016-07-25,116,870,0,7,158.0
2016-07-26,125,1003,1,7,190.0
2016-07-27,158,959,2,7,148.0
2016-07-28,190,1097,3,7,165.0
2016-07-29,148,1082,4,7,187.0
2016-07-30,165,1268,5,7,110.0
2016-07-31,187,1276,6,7,134.0
2016-08-01,110,714,0,8,128.0
2016-08-02,134,901,1,8,129.0
2016-08-03,128,878,2,8,135.0
2016-08-04,129,948,3,8,170.0
2016-08-05,135,1006,4,8,163.0
2016-08-06,170,1098,5,8,109.0
2016-08-07,163,1189,6,8,132.0
2016-08-08,109,694,0,8,134.0
2016-08-09,132,892,1,8,145.0
2016-08-10,134,813,2,8,165.0
2016-08-11,145,882,3,8,151.0
2016-08-12,165,935,4,8,152.0
2016-08-13,151,1040,5,8,98.0
2016-08-14,152,1091,6,8,129.0
2016-08-15,98,719,0,8,132.0
2016-08-16,129,866,1,8,121.0
2016-08-17,132,910,2,8,148.0
2016-08-18,121,893,3,8,138.0
2016-08-19,148,1002,4,8,154.0
2016-08-20,138,1061,5,8,101.0
2016-08-21,154,1097,6,8,116.0
2016-08-22,101,818,0,8,113.0
2016-08-23,116,852,1,8,151.0
2016-08-24,113,865,2,8,119.0
2016-08-25,151,931,3,8,150.0
2016-08-26,119,1000,4,8,167.0
2016-08-27,150,997,5,8,107.0
2016-08-28,167,1098,6,8,115.0
2016-08-29,107,727,0,8,100.0
2016-08-30,115,928,1,8,122.0
2016-08-31,100,877,2,8,125.0
2016-09-01,122,867,3,9,143.0
2016-09-02,125,873,4,9,158.0
2016-09-03,143,960,5,9,110.0
2016-09-04,158,987,6,9,138.0
2016-09-05,110,684,0,9,102.0
2016-09-06,138,824,1,9,137.0
2016-09-07,102,829,2,9,138.0
2016-09-08,137,901,3,9,130.0
2016-09-09,138,910,4,9,161.0
2016-09-10,130,1020,5,9,107.0
2016-09-11,161,995,6,9,132.0
2016-09-12,107,704,0,9,111.0
2016-09-13,132,775,1,9,122.0
2016-09-14,111,809,2,9,139.0
2016-09-15,122,857,3,9,151.0
2016-09-16,139,919,4,9,159.0
2016-09-17,151,1043,5,9,110.0
2016-09-18,159,1017,6,9,136.0
2016-09-19,110,712,0,9,108.0
2016-09-20,136,829,1,9,118.0
2016-09-21,108,833,2,9,135.0
2016-09-22,118,866,3,9,144.0
2016-09-23,135,927,4,9,154.0
2016-09-24,144,1012,5,9,101.0
2016-09-25,154,1060,6,9,121.0
2016-09-26,101,691,0,9,116.0
2016-09-27,121,828,1,9,114.0
2016-09-28,116,799,2,9,143.0
2016-09-29,114,834,3,9,147.0
2016-09-30,143,969,4,9,152.0
2016-10-01,147,931,5,10,91.0
2016-10-02,152,955,6,10,92.0
2016-10-03,91,679,0,10,102.0
2016-10-04,92,750,1,10,117.0
2016-10-05,102,735,2,10,135.0
2016-10-06,117,784,3,10,157.0
2016-10-07,135,858,4,10,144.0
2016-10-08,157,893,5,10,88.0
2016-10-09,144,983,6,10,126.0
2016-10-10,88,638,0,10,111.0
2016-10-11,126,801,1,10,103.0
2016-10-12,111,792,2,10,131.0
2016-10-13,103,824,3,10,128.0
2016-10-14,131,845,4,10,152.0
2016-10-15,128,921,5,10,97.0
2016-10-16,152,926,6,10,114.0
2016-10-17,97,673,0,10,91.0
2016-10-18,114,750,1,10,96.0
2016-10-19,91,760,2,10,129.0
2016-10-20,96,863,3,10,124.0
2016-10-21,129,888,4,10,141.0
2016-10-22,124,936,5,10,94.0
2016-10-23,141,985,6,10,108.0
2016-10-24,94,626,0,10,123.0
2016-10-25,108,743,1,10,144.0
2016-10-26,123,713,2,10,133.0
2016-10-27,144,799,3,10,132.0
2016-10-28,133,863,4,10,141.0
2016-10-29,132,868,5,10,103.0
2016-10-30,141,946,6,10,101.0
2016-10-31,103,648,0,10,129.0
2016-11-01,101,762,1,11,142.0
2016-11-02,129,830,2,11,148.0
2016-11-03,142,823,3,11,151.0
2016-11-04,148,926,4,11,152.0
2016-11-05,151,1005,5,11,95.0
2016-11-06,152,1087,6,11,101.0
2016-11-07,95,690,0,11,130.0
2016-11-08,101,805,1,11,115.0
2016-11-09,130,833,2,11,140.0
2016-11-10,115,862,3,11,143.0
2016-11-11,140,903,4,11,179.0
2016-11-12,143,1012,5,11,86.0
2016-11-13,179,1067,6,11,138.0
2016-11-14,86,690,0,11,124.0
2016-11-15,138,806,1,11,126.0
2016-11-16,124,807,2,11,148.0
2016-11-17,126,861,3,11,145.0
2016-11-18,148,904,4,11,187.0
2016-11-19,145,950,5,11,82.0
2016-11-20,187,1117,6,11,107.0
2016-11-21,82,692,0,11,116.0
2016-11-22,107,797,1,11,133.0
2016-11-23,116,814,2,11,143.0
2016-11-24,133,889,3,11,140.0
2016-11-25,143,879,4,11,141.0
2016-11-26,140,1018,5,11,107.0
2016-11-27,141,1041,6,11,115.0
2016-11-28,107,679,0,11,113.0
2016-11-29,115,790,1,11,93.0
2016-11-30,113,844,2,11,106.0
2016-12-01,93,611,3,12,98.0
2016-12-02,106,613,4,12,97.0
2016-12-03,98,723,5,12,74.0
2016-12-04,97,741,6,12,82.0
2016-12-05,74,507,0,12,85.0
2016-12-06,82,545,1,12,82.0
2016-12-07,85,596,2,12,80.0
2016-12-08,82,627,3,12,106.0
2016-12-09,80,641,4,12,93.0
2016-12-10,106,647,5,12,76.0
2016-12-11,93,739,6,12,93.0
2016-12-12,76,506,0,12,85.0
2016-12-13,93,576,1,12,89.0
2016-12-14,85,568,2,12,98.0
2016-12-15,89,628,3,12,109.0
2016-12-16,98,694,4,12,93.0
2016-12-17,109,704,5,12,64.0
2016-12-18,93,695,6,12,90.0
2016-12-19,64,525,0,12,76.0
2016-12-20,90,581,1,12,82.0
2016-12-21,76,572,2,12,85.0
2016-12-22,82,636,3,12,135.0
2016-12-23,85,677,4,12,132.0
2016-12-24,135,683,5,12,61.0
2016-12-25,132,715,6,12,80.0
2016-12-26,61,496,0,12,83.0
2016-12-27,80,580,1,12,82.0
2016-12-28,83,571,2,12,94.0
2016-12-29,82,626,3,12,108.0
2016-12-30,94,633,4,12,108.0
2016-12-31,108,709,5,12,74.0
2017-01-01,108,699,6,1,87.0
2017-01-02,74,464,0,1,80.0
