COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
0,133007,0,6,462831,462,1,10,unsat,little,never_thought,0
0,61078,195,0,268875,359,21,15,very_unsat,little,considering,0
0,98263,165,0,918083,332,27,15,very_sat,avg,considering,0
0,47924,59,85,707185,211,3,1,unsat,very_high,no,0
1,30447,0,14,494703,230,0,4,very_unsat,little,no,0
1,134275,193,0,626109,692,27,6,very_sat,high,no,0
0,31934,69,68,676981,196,4,2,sat,high,considering,0
1,85596,0,22,967895,360,22,6,very_unsat,little,considering,0
0,116942,0,5,527105,897,1,4,very_sat,little,actively_looking_into_it,0
1,66652,0,0,804983,252,0,14,unsat,little,no,0
1,37698,0,19,247593,204,0,4,very_unsat,very_high,no,0
0,39945,51,7,849899,164,0,4,very_sat,very_little,no,0
1,157344,262,19,501267,618,23,6,very_unsat,little,considering,0
1,158287,41,15,379334,498,4,5,very_unsat,little,considering,0
0,43672,63,39,623641,226,3,2,unsat,very_little,no,0
1,80281,65,9,434240,370,5,8,very_unsat,very_little,actively_looking_into_it,0
0,133072,215,21,712421,816,29,6,very_unsat,little,actively_looking_into_it,0
0,36588,47,27,281994,158,4,2,very_unsat,very_high,considering,0
1,41306,223,0,176972,202,22,12,very_unsat,avg,perhaps,0
0,91657,196,0,832021,303,22,14,very_unsat,very_little,considering,0
1,36208,53,31,598131,181,3,1,very_unsat,very_high,no,0
0,36836,0,0,227769,170,0,1,very_sat,little,no,0
0,24054,0,22,284278,189,14,4,very_unsat,very_high,never_thought,0
1,37908,148,70,515646,187,12,1,unsat,very_little,never_thought,0
1,88858,51,68,299667,285,5,2,very_unsat,high,considering,0
1,31874,206,0,797889,180,16,10,very_unsat,very_little,considering,0
0,34578,54,39,849367,243,5,2,very_sat,high,considering,0
1,24042,0,6,297977,248,1,5,unsat,little,considering,0
0,135797,59,14,150953,641,5,4,very_sat,little,considering,0
0,155867,64,73,172452,745,5,2,very_sat,very_high,considering,0
1,84608,0,5,330305,218,0,4,unsat,little,considering,0
1,58543,0,18,337782,267,0,6,very_sat,very_high,considering,0
0,139745,0,18,583636,660,1,5,very_sat,high,no,0
1,147207,67,0,284786,689,5,10,very_unsat,very_high,no,1
1,38493,60,0,529915,211,3,12,very_sat,very_high,actively_looking_into_it,0
1,68589,0,0,313901,251,1,13,very_sat,little,never_thought,0
0,35136,0,16,473864,822,5,4,very_sat,little,actively_looking_into_it,0
0,60995,59,0,167192,255,5,14,unsat,high,actively_looking_into_it,0
1,56029,0,12,215921,257,4,6,sat,very_little,considering,0
1,24720,0,7,209514,183,0,5,very_sat,little,no,0
1,118382,0,14,741539,498,1,5,very_sat,very_little,never_thought,0
0,84744,0,0,489531,362,0,8,very_sat,very_high,actively_looking_into_it,0
0,37325,0,70,817300,775,0,2,very_sat,little,no,0
1,61888,237,20,179545,395,14,5,unsat,very_high,considering,0
1,78914,0,0,943137,388,0,8,sat,little,no,0
0,59284,47,0,531630,310,0,10,sat,little,considering,1
0,24471,0,18,497977,437,0,5,very_unsat,very_high,no,0
0,23200,80,6,286051,166,0,4,avg,little,considering,0
0,127628,0,14,499120,710,1,5,very_unsat,high,considering,0
1,58720,172,0,756597,341,4,8,unsat,very_high,no,0
1,32355,0,75,757825,203,0,2,unsat,little,actively_looking_into_it,0
1,122266,0,0,481342,695,0,11,unsat,very_high,considering,0
0,76713,0,19,356309,264,0,4,avg,high,considering,0
1,31715,0,8,390361,609,15,6,very_sat,very_high,actively_looking_into_it,0
0,40721,0,23,791779,137,1,6,unsat,very_little,actively_looking_into_it,0
1,54583,202,0,889280,373,13,15,very_unsat,little,considering,0
0,50939,0,0,399437,336,12,9,very_unsat,very_little,considering,0
1,99293,76,0,211934,329,4,11,unsat,avg,no,0
1,27188,0,37,534648,204,0,2,very_sat,little,actively_looking_into_it,0
0,158711,0,0,277242,631,1,13,unsat,very_high,actively_looking_into_it,0
0,96978,219,0,675911,265,0,5,very_unsat,little,considering,0
0,131969,0,0,257365,537,1,10,avg,little,considering,0
0,60608,0,23,316891,249,5,4,very_unsat,very_high,considering,0
0,28316,75,83,815474,253,4,2,very_sat,very_little,considering,0
1,43871,0,0,410083,354,0,9,very_unsat,very_high,no,0
1,47947,78,58,253924,141,3,1,very_sat,little,no,0
0,48435,0,16,555023,234,0,6,unsat,little,never_thought,0
1,94980,0,0,418512,283,0,5,unsat,very_little,considering,0
1,159419,0,0,480940,449,5,12,very_unsat,very_high,considering,0
0,77321,0,0,346188,280,1,15,very_unsat,very_little,never_thought,0
1,153763,0,12,970499,702,1,12,very_unsat,high,never_thought,0
0,146792,0,0,571334,592,0,5,very_unsat,very_high,never_thought,0
0,154472,64,25,197957,557,4,1,unsat,little,no,0
0,133227,0,36,597447,780,1,1,unsat,little,no,0
0,139659,0,0,671950,404,1,4,very_unsat,little,considering,0
0,50723,55,0,889647,287,4,12,very_unsat,very_high,actively_looking_into_it,0
1,43229,163,19,665435,172,21,6,very_sat,very_little,considering,0
1,79131,198,5,256534,250,25,6,very_sat,avg,considering,0
0,111319,0,11,299768,433,0,4,unsat,very_high,considering,0
0,75560,295,13,289225,344,20,6,very_sat,very_little,no,0
0,102794,64,56,622407,425,4,2,unsat,little,considering,0
0,41283,231,40,737669,154,19,2,very_sat,little,actively_looking_into_it,0
0,33252,52,0,278034,665,3,11,very_unsat,little,no,0
0,140659,192,72,569118,163,28,1,sat,high,actively_looking_into_it,0
0,65456,29,85,907409,317,4,2,avg,little,actively_looking_into_it,0
0,100049,0,0,971673,712,4,15,very_unsat,little,actively_looking_into_it,0
1,103137,0,0,170544,649,0,15,avg,little,considering,0
0,123780,54,0,846631,733,4,12,very_unsat,little,considering,0
0,88452,0,47,195825,269,0,2,very_unsat,very_high,considering,0
0,134627,0,0,535264,715,1,5,unsat,high,considering,0
1,68550,49,16,215959,280,4,5,very_sat,very_high,actively_looking_into_it,0
1,69715,41,14,415605,311,4,4,very_unsat,very_high,actively_looking_into_it,0
0,27974,196,0,926937,136,14,13,unsat,very_little,perhaps,0
0,41337,0,23,980589,144,1,5,very_unsat,very_little,no,0
0,49694,70,49,361258,707,5,2,very_unsat,little,considering,0
1,143195,62,0,174063,660,5,10,very_unsat,very_little,no,0
0,24884,0,0,507780,378,11,11,very_sat,little,no,0
1,158651,87,0,371331,867,3,6,very_unsat,very_high,considering,0
0,49136,64,56,447197,138,3,2,very_unsat,very_little,actively_looking_into_it,0
0,28670,56,0,606499,147,3,14,unsat,little,actively_looking_into_it,0
0,20029,206,16,218249,132,11,5,avg,little,considering,0
1,51331,0,0,739595,317,1,14,unsat,very_high,considering,0
0,35939,46,42,394840,168,3,11,very_sat,little,considering,0
1,82850,0,86,771446,372,1,1,very_sat,little,no,0
1,48752,249,44,895708,193,3,15,very_sat,very_high,actively_looking_into_it,0
1,99657,245,0,305402,364,11,8,very_unsat,little,considering,0
1,79159,0,44,949179,375,1,2,very_unsat,avg,actively_looking_into_it,0
0,103796,41,0,609937,617,3,9,very_sat,high,considering,0
1,93361,191,0,674044,312,22,10,avg,little,considering,0
0,72977,57,6,203547,273,3,4,sat,very_high,considering,0
1,38261,0,24,987624,187,0,4,very_unsat,little,never_thought,0
0,45102,47,28,958149,203,13,2,very_unsat,very_little,considering,0
1,27887,278,30,170754,209,26,1,very_unsat,high,no,0
0,126817,0,18,615627,475,1,6,very_sat,high,considering,0
1,49773,77,78,976780,212,4,2,very_sat,little,actively_looking_into_it,0
1,122993,0,19,874846,733,1,4,very_unsat,very_little,considering,0
1,132976,0,23,980860,866,0,6,very_sat,avg,considering,0
1,26585,250,0,204833,144,20,9,avg,little,considering,0
1,142684,60,44,642604,593,4,2,very_sat,very_high,perhaps,0
0,130798,0,0,212296,625,0,10,very_unsat,high,considering,0
1,118502,155,36,289308,763,11,2,unsat,very_little,actively_looking_into_it,0
1,45236,0,0,628224,193,0,10,unsat,very_high,considering,0
1,90603,59,84,209161,284,4,2,unsat,little,no,0
1,93867,54,7,532111,355,3,4,very_unsat,very_high,considering,0
0,149535,207,0,237677,275,19,12,unsat,little,considering,0
1,76875,56,0,588662,359,3,8,very_unsat,very_little,never_thought,0
1,124774,0,0,375058,893,0,12,very_unsat,very_little,actively_looking_into_it,0
0,73141,0,23,783717,334,1,5,very_unsat,very_little,considering,0
1,26027,0,7,189952,246,1,6,unsat,little,considering,0
0,154572,0,13,237884,637,4,4,very_unsat,very_high,actively_looking_into_it,0
1,23757,71,23,620531,240,4,5,very_unsat,very_high,perhaps,0
1,33720,0,13,268966,174,0,5,avg,very_little,actively_looking_into_it,0
1,153514,38,0,366590,777,4,8,very_unsat,little,considering,0
1,120485,89,0,825684,621,5,13,very_unsat,high,no,0
0,91169,0,0,479999,383,1,5,very_unsat,very_high,considering,0
1,32457,0,24,238016,278,0,6,very_sat,very_high,considering,0
1,117741,0,17,340070,493,0,4,very_unsat,very_little,no,0
1,109066,0,38,176298,847,5,2,avg,little,considering,0
0,85735,0,0,409747,385,0,15,unsat,very_high,considering,0
1,64070,0,0,326646,275,1,9,sat,little,no,0
0,37597,55,30,652159,171,3,1,very_unsat,high,considering,0
1,39652,236,22,734552,167,29,6,very_unsat,high,considering,0
1,123342,0,0,876330,562,0,11,very_sat,very_high,considering,0
0,70392,183,0,582586,322,28,15,very_sat,little,no,0
1,115224,0,21,296835,410,1,5,avg,very_high,never_thought,0
0,96388,82,0,895615,326,3,12,very_sat,little,considering,0
0,68775,37,0,555186,358,3,9,sat,very_little,no,0
0,35031,0,53,964106,374,0,1,unsat,little,perhaps,0
0,91102,0,0,784022,262,0,13,very_sat,little,no,0
1,67429,173,0,857534,313,21,9,unsat,little,perhaps,1
1,107637,53,10,386966,613,0,5,very_sat,little,no,0
0,60534,166,69,676959,374,21,2,very_unsat,very_high,considering,0
0,73270,48,0,733824,311,5,13,very_sat,little,perhaps,0
0,115682,0,0,801864,762,1,10,very_unsat,little,never_thought,0
1,89685,29,0,451898,294,5,13,very_unsat,little,actively_looking_into_it,0
0,37830,200,55,744552,212,22,2,very_unsat,little,never_thought,0
1,106455,0,6,779384,503,1,4,very_sat,little,actively_looking_into_it,0
1,95511,51,0,836285,341,4,11,unsat,very_high,no,0
0,45342,76,14,984178,881,17,4,unsat,very_high,considering,0
1,53455,228,12,792847,263,24,6,very_unsat,very_little,actively_looking_into_it,0
1,157714,68,0,898017,595,3,13,very_unsat,very_little,no,0
0,92450,66,12,272394,370,5,5,unsat,very_high,considering,0
0,85335,0,0,660862,313,1,1,very_sat,high,considering,0
1,140338,0,30,282900,786,0,2,unsat,very_high,considering,0
1,37670,70,12,240421,241,5,4,very_unsat,high,actively_looking_into_it,0
1,83228,131,0,815814,342,12,14,very_unsat,little,actively_looking_into_it,0
0,74123,244,15,746313,376,18,5,very_sat,little,no,0
1,24664,0,11,256754,139,0,6,very_sat,avg,actively_looking_into_it,0
1,101054,66,74,202238,635,3,1,very_sat,very_little,considering,0
1,71344,0,16,181258,251,0,4,very_sat,little,no,0
0,47252,0,0,166472,212,1,10,very_unsat,little,perhaps,0
1,48267,0,13,176657,232,0,5,very_unsat,avg,considering,0
1,90812,0,0,722755,252,0,15,very_unsat,little,considering,0
1,128114,63,53,242061,522,4,1,very_unsat,little,considering,0
0,89284,0,13,202213,347,3,4,avg,little,no,0
0,55429,0,0,863027,389,1,15,very_unsat,very_high,actively_looking_into_it,0
0,28477,97,0,305842,296,5,15,very_unsat,avg,no,0
0,44766,0,16,526360,161,1,6,very_sat,high,considering,0
1,31079,0,5,227013,190,1,4,avg,little,actively_looking_into_it,0
0,148615,176,0,658363,584,1,13,very_sat,high,actively_looking_into_it,0
0,60457,54,0,665170,363,1,2,sat,little,no,0
1,86585,128,0,858585,303,29,12,unsat,high,considering,0
0,52314,25,75,830597,326,5,1,avg,very_little,actively_looking_into_it,0
0,65775,79,66,185799,288,4,6,very_unsat,little,actively_looking_into_it,0
0,95324,0,13,301241,338,1,2,very_unsat,very_high,perhaps,0
0,46278,0,24,277953,230,0,6,very_sat,little,no,0
1,46234,61,0,518661,242,3,10,very_sat,little,actively_looking_into_it,0
1,31965,68,28,493149,202,3,1,sat,very_high,never_thought,0
1,60818,202,32,410766,346,15,1,very_sat,very_little,never_thought,0
1,140520,181,0,217306,535,18,4,very_unsat,very_high,actively_looking_into_it,0
0,106679,0,19,983031,698,0,6,very_sat,very_little,considering,0
1,56619,66,0,955918,255,5,15,very_unsat,very_high,considering,0
0,91347,0,24,550756,368,1,6,very_unsat,very_high,considering,0
0,49829,0,21,643037,192,1,4,very_sat,little,considering,0
0,157427,0,10,177180,537,0,6,very_unsat,little,considering,0
0,30873,56,0,242677,157,5,10,very_sat,very_little,considering,0
0,99887,63,23,535456,205,0,6,very_sat,little,actively_looking_into_it,0
0,79037,0,0,458394,299,1,13,very_unsat,little,never_thought,0
1,47756,0,24,265648,243,1,13,very_sat,little,considering,0
1,82251,69,0,615508,345,5,8,very_sat,little,never_thought,0
1,143501,63,0,515444,530,3,10,unsat,high,considering,0
1,148449,0,15,569543,709,0,6,very_sat,little,actively_looking_into_it,0
0,39329,0,12,156748,232,0,1,very_unsat,little,considering,0
0,98899,94,55,189019,389,3,1,unsat,very_little,never_thought,0
1,141920,0,88,906449,504,0,1,very_unsat,avg,considering,0
0,103861,0,19,171468,601,0,5,unsat,little,considering,0
0,91546,205,10,311712,273,24,4,very_unsat,little,considering,0
1,83889,0,5,587438,297,1,1,very_unsat,little,considering,0
1,116103,58,0,486430,568,5,10,very_unsat,very_little,considering,0
1,20441,0,0,662368,305,23,12,very_unsat,very_little,never_thought,0
0,131332,57,9,166250,521,3,6,very_sat,very_high,considering,0
0,144179,0,0,500579,869,1,13,sat,high,no,0
1,27110,58,45,393866,135,3,2,very_sat,little,actively_looking_into_it,0
1,68166,68,80,936581,324,4,2,unsat,very_little,never_thought,0
1,74697,79,23,796466,663,23,4,very_sat,little,no,0
0,49205,56,13,988502,133,3,6,very_sat,very_high,never_thought,1
0,117517,138,0,907631,883,26,8,very_sat,very_high,no,0
1,113685,0,0,832599,818,0,13,unsat,little,considering,0
1,152914,217,17,536127,663,22,6,unsat,little,never_thought,0
0,50668,0,10,965410,270,0,4,avg,little,never_thought,0
1,24509,0,0,181006,167,0,11,very_sat,very_little,actively_looking_into_it,0
1,120613,88,22,779138,360,3,4,very_sat,very_little,actively_looking_into_it,0
1,48929,0,0,810899,141,1,10,very_sat,very_little,no,0
1,25985,0,11,687598,163,0,5,very_unsat,very_high,actively_looking_into_it,0
1,79325,0,0,254409,355,0,5,very_unsat,very_little,considering,0
0,56410,178,0,740386,393,18,9,very_unsat,very_little,never_thought,0
0,47925,172,0,440746,147,20,12,very_unsat,little,considering,0
0,77729,0,0,806343,804,0,15,unsat,very_little,considering,0
1,126615,0,12,496721,685,0,4,very_unsat,very_little,no,0
0,26598,62,65,810405,200,3,1,avg,very_high,considering,0
1,78747,243,16,867648,329,12,6,very_unsat,very_little,perhaps,0
1,133179,210,0,884681,322,11,11,unsat,avg,considering,0
1,133722,0,77,163558,520,0,2,unsat,little,no,0
0,66274,70,16,925709,251,3,4,unsat,very_high,actively_looking_into_it,0
1,117313,0,53,277659,712,1,1,unsat,very_little,no,0
1,56716,247,0,996356,271,25,8,very_unsat,high,actively_looking_into_it,0
1,85363,177,27,921515,364,18,1,very_unsat,little,actively_looking_into_it,0
1,90790,0,71,248477,362,1,1,avg,little,considering,0
1,99950,64,51,530338,366,4,2,very_unsat,avg,considering,0
1,38010,33,24,897786,232,4,5,avg,avg,considering,0
1,107357,86,0,365969,686,3,5,very_unsat,very_high,no,1
0,73108,40,14,160498,351,5,6,avg,very_high,never_thought,0
1,145490,0,0,514136,570,1,9,very_unsat,high,actively_looking_into_it,0
0,116232,181,12,206205,411,29,5,unsat,very_little,no,0
1,134893,0,0,549315,733,0,10,very_sat,little,never_thought,0
1,30941,0,31,236168,141,1,1,very_unsat,very_little,considering,0
0,34096,202,20,605961,232,10,6,very_unsat,very_little,actively_looking_into_it,0
0,139729,145,74,235547,763,13,2,avg,very_high,considering,0
0,63730,0,19,787663,278,1,4,unsat,high,actively_looking_into_it,0
0,109955,64,16,253594,533,5,8,sat,little,perhaps,0
1,78625,79,25,802156,389,4,2,very_sat,very_high,considering,0
1,113260,52,37,624391,497,3,2,very_unsat,very_little,considering,0
1,66906,75,0,745418,372,3,8,unsat,little,considering,0
1,39907,192,81,628927,242,21,1,very_unsat,little,no,0
0,21498,205,13,850628,171,15,5,avg,high,no,1
1,24095,205,61,822689,322,4,2,avg,little,never_thought,0
0,99913,172,78,668326,344,24,2,very_unsat,little,no,0
0,159426,91,21,402944,644,5,5,very_unsat,very_little,considering,0
1,126547,0,0,163973,413,1,14,very_sat,very_little,perhaps,1
0,44921,172,19,634984,215,18,5,very_unsat,very_high,actively_looking_into_it,0
1,157559,0,35,842245,531,1,2,very_unsat,avg,no,0
1,23333,198,49,819912,142,0,10,very_unsat,very_high,never_thought,0
0,27902,101,5,730579,179,5,4,very_sat,very_little,no,0
0,43022,61,0,289382,173,5,15,very_unsat,little,considering,0
0,140436,0,48,325523,885,23,1,very_unsat,very_little,considering,0
1,91975,0,24,497734,333,1,5,very_unsat,high,actively_looking_into_it,0
1,34437,78,27,272898,209,3,2,very_unsat,little,actively_looking_into_it,0
1,137760,42,8,189016,538,3,4,very_sat,little,no,0
1,152138,0,24,514355,314,1,4,unsat,little,actively_looking_into_it,0
1,102144,66,0,420163,470,3,11,sat,little,perhaps,0
1,104265,0,11,297827,519,0,6,very_unsat,very_little,considering,0
0,146338,78,89,162393,532,3,2,very_unsat,little,actively_looking_into_it,0
1,54497,68,17,410804,295,3,6,unsat,little,considering,0
1,28361,0,19,624448,186,0,4,very_sat,little,actively_looking_into_it,0
1,157562,0,8,318249,759,0,4,unsat,high,actively_looking_into_it,0
0,140789,0,16,652481,620,1,2,very_unsat,little,no,0
0,95192,69,0,850429,383,5,8,avg,little,no,0
1,72390,0,56,199373,323,0,2,very_sat,very_little,never_thought,0
1,112471,0,6,316464,785,0,1,unsat,very_high,considering,0
1,135550,78,16,196892,855,5,4,very_unsat,little,considering,0
1,35737,0,0,838334,204,0,2,very_unsat,high,perhaps,0
0,24324,0,64,786975,151,0,1,very_sat,high,no,0
0,115305,0,5,820820,601,4,4,unsat,high,no,0
0,30530,42,75,832752,180,4,1,sat,very_little,considering,0
0,80765,37,0,498973,252,3,9,very_sat,high,no,0
0,48756,0,10,287131,156,0,5,very_unsat,little,no,0
1,91609,168,0,289320,276,11,13,avg,very_little,no,0
0,105575,0,40,826043,803,0,1,very_sat,avg,never_thought,0
1,124334,0,20,874323,351,0,4,very_sat,high,no,0
1,141652,59,60,952974,270,3,1,very_unsat,avg,actively_looking_into_it,0
0,29941,66,62,957745,184,4,2,very_sat,little,no,0
0,41941,214,0,644140,138,22,10,very_unsat,little,actively_looking_into_it,0
1,127455,72,75,553716,669,5,2,very_unsat,very_little,considering,0
1,30253,0,19,695916,143,0,4,very_unsat,little,perhaps,0
1,53643,35,78,777336,302,5,1,unsat,very_little,actively_looking_into_it,0
0,32737,166,23,919327,246,21,6,very_unsat,very_high,no,0
0,141255,0,62,376486,887,0,1,very_unsat,very_high,perhaps,0
0,24175,65,19,251463,164,4,6,avg,high,never_thought,0
1,35020,79,17,230734,231,25,6,very_unsat,very_little,no,0
0,23730,0,0,194043,217,1,10,very_sat,very_little,never_thought,0
0,124880,71,83,411019,734,1,2,sat,very_little,actively_looking_into_it,0
1,43769,0,8,266894,131,0,4,avg,very_high,considering,0
1,40266,206,5,818955,213,12,5,avg,high,actively_looking_into_it,0
0,45402,221,68,809175,247,12,1,unsat,very_high,actively_looking_into_it,0
0,39715,0,83,169690,249,0,2,avg,little,considering,0
0,41460,0,0,251650,187,0,15,very_sat,very_little,considering,0
1,77361,72,12,674329,261,3,4,very_unsat,little,actively_looking_into_it,0
1,147271,0,8,270712,770,1,4,very_unsat,little,actively_looking_into_it,0
0,40377,52,20,882329,350,5,5,very_sat,high,considering,0
0,46573,0,0,630583,205,0,12,sat,very_high,considering,0
0,57157,41,74,248089,656,4,2,very_unsat,very_high,actively_looking_into_it,0
0,81165,184,0,244750,329,24,2,very_sat,little,considering,0
1,148715,64,11,153362,877,4,4,very_unsat,very_high,no,0
0,98321,178,78,392021,376,16,2,unsat,very_high,considering,0
1,116865,0,10,269382,899,0,5,unsat,very_high,no,0
0,47712,87,80,698702,234,5,2,very_unsat,very_high,never_thought,0
0,23237,80,20,999274,217,0,6,very_unsat,high,perhaps,0
1,128768,56,0,849226,460,4,10,very_unsat,little,considering,0
1,32488,226,0,903679,181,18,13,very_unsat,very_little,perhaps,0
0,154521,70,17,231705,621,4,5,very_sat,little,considering,0
1,37168,0,5,791418,176,3,4,very_sat,very_little,considering,0
0,64758,0,0,864915,295,1,9,unsat,little,considering,0
1,22421,0,25,879438,146,0,4,sat,very_high,actively_looking_into_it,0
0,159006,74,22,586882,882,3,5,very_sat,high,actively_looking_into_it,0
1,33280,67,24,970945,408,5,5,very_unsat,little,considering,0
0,86184,47,7,270305,331,5,11,unsat,little,no,0
0,66865,0,6,755212,346,1,5,very_unsat,very_little,considering,0
1,52825,0,19,577334,271,1,11,very_unsat,little,no,0
1,31527,0,69,151543,131,0,2,unsat,avg,considering,0
1,53382,0,0,475632,362,1,10,very_unsat,little,no,0
0,26588,0,0,788606,249,5,15,unsat,little,actively_looking_into_it,0
0,30690,78,79,671359,227,5,1,very_unsat,very_little,considering,0
0,45260,0,0,275362,162,0,11,unsat,little,actively_looking_into_it,0
1,24815,0,0,995293,181,1,12,very_sat,little,considering,0
0,84373,145,8,859258,368,20,6,very_sat,little,considering,1
1,93327,224,0,876139,265,21,14,very_unsat,little,never_thought,0
1,43771,192,60,964804,177,18,2,sat,little,perhaps,0
0,22456,159,0,918146,170,22,13,unsat,high,considering,0
0,132060,75,12,363630,875,5,4,very_unsat,very_high,actively_looking_into_it,0
0,149900,199,0,581513,713,24,9,unsat,avg,actively_looking_into_it,1
0,132790,49,66,267667,880,3,2,very_sat,little,considering,0
0,142516,0,13,974556,443,0,5,very_unsat,very_high,never_thought,0
1,70301,63,8,503960,302,4,5,very_unsat,little,never_thought,0
1,32500,253,19,995011,826,15,15,avg,very_high,considering,0
0,51066,203,0,564762,350,20,12,avg,very_little,actively_looking_into_it,0
0,29564,78,13,317856,228,5,4,very_unsat,very_high,actively_looking_into_it,0
1,50559,0,27,739294,265,1,1,avg,very_little,considering,0
0,105657,170,69,290301,558,19,4,very_unsat,avg,no,0
0,69409,0,0,620081,269,1,10,very_unsat,little,no,0
0,99908,200,0,377511,285,3,13,unsat,little,actively_looking_into_it,0
1,53156,204,0,627698,261,25,15,very_unsat,very_little,actively_looking_into_it,0
1,108745,154,65,166810,549,22,2,very_unsat,very_high,considering,0
1,72957,193,27,221593,399,12,4,very_sat,very_little,no,0
0,129234,0,23,164749,510,1,5,sat,little,never_thought,0
1,40340,141,17,432798,159,25,5,very_sat,little,actively_looking_into_it,0
0,47979,215,22,676907,196,4,6,very_sat,little,considering,0
0,90317,54,10,519050,359,4,1,very_unsat,very_little,no,0
1,126134,221,0,580425,720,20,11,very_unsat,little,considering,0
0,112423,62,7,208294,376,3,4,very_unsat,very_high,considering,0
1,139298,0,64,401089,512,1,2,unsat,little,considering,0
1,88948,0,0,618241,380,0,13,very_unsat,little,considering,0
0,65489,67,22,528782,260,4,4,very_sat,very_high,actively_looking_into_it,0
1,48152,192,0,730137,180,21,14,very_sat,little,considering,0
0,151096,0,8,921117,754,1,6,very_unsat,very_high,no,0
1,29989,0,0,870780,822,0,14,very_unsat,high,never_thought,0
1,33670,0,0,728884,163,1,11,very_unsat,little,actively_looking_into_it,0
1,39986,0,0,776421,602,0,4,very_unsat,little,no,0
1,110656,230,51,206252,780,29,2,very_unsat,little,considering,0
0,35673,0,17,189107,148,1,5,very_unsat,little,no,0
1,96728,60,18,899555,289,3,6,very_sat,very_high,considering,0
1,86530,0,51,735688,392,1,2,very_sat,very_high,considering,0
1,152272,0,63,232715,885,1,1,very_sat,little,considering,0
0,85709,0,0,234005,351,0,14,unsat,very_high,considering,0
0,47087,171,0,907536,234,27,5,avg,very_little,considering,0
0,86919,33,11,574571,265,4,2,very_unsat,little,considering,0
0,63449,55,0,484864,374,13,9,avg,very_high,considering,0
1,74889,206,68,222952,275,3,1,very_unsat,very_little,no,0
1,111000,0,7,173213,548,1,6,unsat,very_little,actively_looking_into_it,0
0,86858,0,55,372164,254,1,1,sat,very_high,no,0
1,77377,0,0,900613,343,1,11,very_unsat,little,never_thought,0
1,150692,184,0,671805,631,0,6,unsat,little,no,0
1,121249,0,0,895834,832,0,14,unsat,very_high,considering,0
0,89318,0,0,162233,266,1,12,unsat,very_little,considering,0
1,24217,0,11,514756,152,0,5,unsat,little,no,0
0,101787,0,12,851388,882,1,4,sat,high,considering,0
1,92649,0,0,332827,359,0,10,very_sat,high,considering,0
0,28869,48,23,722598,177,3,6,very_unsat,avg,actively_looking_into_it,0
1,64884,62,11,530568,393,4,4,very_unsat,very_little,actively_looking_into_it,0
0,20185,0,33,664221,198,0,1,very_sat,avg,no,0
0,70478,65,0,275267,265,4,6,very_unsat,little,considering,0
0,152360,179,0,282374,766,15,9,very_unsat,very_little,never_thought,0
1,81295,59,8,541859,284,4,5,very_sat,little,actively_looking_into_it,0
1,56658,228,8,631729,196,23,5,very_sat,very_high,never_thought,0
0,151455,193,6,193703,620,10,6,very_sat,very_high,considering,0
1,57839,138,0,537662,724,27,14,very_unsat,very_little,actively_looking_into_it,0
0,106029,67,0,736020,602,4,10,unsat,very_high,considering,0
1,70611,0,5,509944,352,1,5,avg,very_high,considering,0
0,45488,67,23,810147,241,3,5,unsat,very_little,actively_looking_into_it,0
0,60381,170,18,301437,317,1,4,very_unsat,very_high,actively_looking_into_it,0
1,47424,0,0,928009,168,0,15,very_unsat,very_little,no,0
1,79187,229,43,931934,345,24,2,very_sat,little,actively_looking_into_it,0
0,36050,70,0,579510,185,3,14,very_unsat,very_high,considering,0
0,35069,52,0,852523,151,3,8,unsat,high,considering,0
1,64751,169,14,704461,370,21,6,very_unsat,avg,actively_looking_into_it,0
1,135698,0,19,681544,631,0,6,very_sat,high,no,0
1,142969,83,18,169245,878,5,1,very_sat,little,considering,0
1,44713,0,70,244136,229,1,1,very_sat,high,actively_looking_into_it,0
1,78447,0,46,656393,252,0,2,very_sat,very_high,no,0
0,37191,75,5,551261,235,4,14,very_unsat,very_high,actively_looking_into_it,0
1,34505,93,33,266087,180,4,1,very_unsat,very_little,considering,0
0,103310,61,29,609284,766,4,1,very_unsat,high,no,0
0,55431,0,77,893153,255,4,2,very_sat,very_high,no,0
1,129252,178,24,334058,280,0,4,very_sat,little,perhaps,0
1,47687,54,5,915199,451,3,5,sat,very_high,actively_looking_into_it,0
1,159154,61,0,842491,663,3,2,avg,very_high,considering,0
0,120171,78,15,741416,549,3,4,very_unsat,little,no,0
1,69415,76,0,227401,284,4,13,very_unsat,very_high,actively_looking_into_it,0
0,152687,45,61,297507,758,3,2,avg,very_high,never_thought,0
1,84903,0,34,908873,356,3,1,very_unsat,very_high,never_thought,0
1,92141,0,19,248840,279,1,4,very_unsat,little,considering,0
1,59132,0,0,639521,394,0,6,very_unsat,little,actively_looking_into_it,0
0,25150,171,0,220027,241,11,14,very_sat,very_little,actively_looking_into_it,0
1,133345,36,0,824392,833,3,14,very_sat,very_high,considering,0
0,71481,0,0,542775,168,0,11,very_unsat,little,considering,0
1,91002,209,28,473546,267,18,1,very_unsat,very_high,no,0
