X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2,Y11,Y22
0.64,784.00,343.00,220.50,3.50,3,0.25,2,16.84,20.56,H,H
0.64,784.00,343.00,220.50,3.50,5,0.25,3,16.86,20.28,H,H
0.64,784.00,343.00,220.50,3.50,3,0.25,5,16.86,20.01,H,H
0.62,808.50,367.50,220.50,3.50,3,0.40,4,16.90,16.79,H,H
0.64,784.00,343.00,220.50,3.50,5,0.25,5,16.92,20.29,H,H
0.64,784.00,343.00,220.50,3.50,3,0.25,3,16.93,20.03,H,H
0.62,808.50,367.50,220.50,3.50,4,0.40,4,16.94,16.58,H,H
0.82,612.50,318.50,147.00,7.00,4,0.00,0,16.95,21.16,H,H
0.64,784.00,343.00,220.50,3.50,2,0.25,4,16.99,19.65,H,H
0.64,784.00,343.00,220.50,3.50,4,0.25,2,17.02,20.48,H,H
0.82,612.50,318.50,147.00,7.00,2,0.00,0,17.05,23.77,H,H
0.64,784.00,343.00,220.50,3.50,5,0.25,2,17.11,20.43,H,H
0.64,784.00,343.00,220.50,3.50,2,0.25,2,17.14,20.47,H,H
0.62,808.50,367.50,220.50,3.50,4,0.40,1,17.14,17.15,H,H
0.62,808.50,367.50,220.50,3.50,5,0.40,1,17.14,17.20,H,H
0.62,808.50,367.50,220.50,3.50,5,0.40,2,17.15,16.99,H,H
0.62,808.50,367.50,220.50,3.50,3,0.40,1,17.17,17.21,H,H
0.62,808.50,367.50,220.50,3.50,3,0.40,2,17.23,17.38,H,H
0.62,808.50,367.50,220.50,3.50,4,0.40,2,17.26,16.86,H,H
0.64,784.00,343.00,220.50,3.50,3,0.25,1,17.35,21.19,H,H
0.64,784.00,343.00,220.50,3.50,5,0.25,1,17.37,21.08,H,H
0.82,612.50,318.50,147.00,7.00,3,0.00,0,17.41,21.46,H,H
0.64,784.00,343.00,220.50,3.50,2,0.25,1,17.50,21.13,H,H
0.64,784.00,343.00,220.50,3.50,4,0.25,1,17.52,21.09,H,H
0.64,784.00,343.00,220.50,3.50,2,0.40,5,17.69,20.82,H,H
0.64,784.00,343.00,220.50,3.50,5,0.40,5,17.88,21.40,L,H
0.64,784.00,343.00,220.50,3.50,4,0.40,5,18.16,20.71,L,H
0.64,784.00,343.00,220.50,3.50,3,0.40,5,18.19,20.21,L,H
0.86,588.00,294.00,147.00,7.00,5,0.00,0,18.31,27.87,L,L
0.64,784.00,343.00,220.50,3.50,5,0.40,3,18.46,21.53,L,H
0.64,784.00,343.00,220.50,3.50,2,0.40,3,18.48,20.78,L,H
0.64,784.00,343.00,220.50,3.50,4,0.40,3,18.48,21.54,L,H
0.64,784.00,343.00,220.50,3.50,3,0.40,3,18.71,20.72,L,H
0.64,784.00,343.00,220.50,3.50,5,0.40,4,18.84,22.49,L,H
0.64,784.00,343.00,220.50,3.50,3,0.40,2,18.88,22.07,L,H
0.64,784.00,343.00,220.50,3.50,4,0.40,2,18.90,22.09,L,H
0.64,784.00,343.00,220.50,3.50,4,0.40,4,19.00,22.25,L,H
0.64,784.00,343.00,220.50,3.50,2,0.40,4,19.06,21.68,L,H
0.64,784.00,343.00,220.50,3.50,5,0.40,2,19.12,21.93,L,H
0.64,784.00,343.00,220.50,3.50,3,0.40,4,19.13,21.54,L,H
0.64,784.00,343.00,220.50,3.50,2,0.40,2,19.20,21.72,L,H
0.86,588.00,294.00,147.00,7.00,4,0.00,0,19.34,23.49,L,H
0.64,784.00,343.00,220.50,3.50,3,0.40,1,19.36,22.73,L,H
0.64,784.00,343.00,220.50,3.50,5,0.40,1,19.42,22.53,L,H
0.64,784.00,343.00,220.50,3.50,4,0.40,1,19.48,22.72,L,H
0.86,588.00,294.00,147.00,7.00,2,0.00,0,19.50,27.30,L,L
0.64,784.00,343.00,220.50,3.50,2,0.40,1,19.52,22.72,L,H
0.90,563.50,318.50,122.50,7.00,5,0.00,0,19.68,29.60,L,L
0.86,588.00,294.00,147.00,7.00,3,0.00,0,19.95,21.97,L,H
0.90,563.50,318.50,122.50,7.00,4,0.00,0,20.71,25.16,L,H
0.90,563.50,318.50,122.50,7.00,2,0.00,0,20.84,28.28,L,L
0.90,563.50,318.50,122.50,7.00,3,0.00,0,21.46,25.38,L,L
0.82,612.50,318.50,147.00,7.00,5,0.10,1,22.58,28.51,L,L
0.82,612.50,318.50,147.00,7.00,5,0.10,2,22.79,28.79,L,L
0.82,612.50,318.50,147.00,7.00,3,0.10,4,22.80,28.61,L,L
0.82,612.50,318.50,147.00,7.00,4,0.10,5,22.89,28.88,L,L
0.82,612.50,318.50,147.00,7.00,2,0.10,3,22.93,28.68,L,L
0.82,612.50,318.50,147.00,7.00,2,0.10,1,23.53,27.31,L,L
0.82,612.50,318.50,147.00,7.00,4,0.10,1,23.54,24.61,L,H
0.82,612.50,318.50,147.00,7.00,4,0.10,4,23.59,27.57,L,L
0.82,612.50,318.50,147.00,7.00,4,0.10,2,23.67,24.80,L,H
0.82,612.50,318.50,147.00,7.00,2,0.10,2,23.75,27.38,L,L
0.82,612.50,318.50,147.00,7.00,2,0.10,4,23.80,24.61,L,H
0.82,612.50,318.50,147.00,7.00,3,0.10,3,23.84,27.54,L,L
0.82,612.50,318.50,147.00,7.00,5,0.10,5,23.86,27.69,L,L
0.82,612.50,318.50,147.00,7.00,5,0.10,3,23.87,24.93,L,H
0.82,612.50,318.50,147.00,7.00,3,0.10,5,23.89,24.77,L,H
0.76,661.50,416.50,122.50,7.00,3,0.00,0,23.93,29.68,L,L
0.76,661.50,416.50,122.50,7.00,5,0.00,0,23.93,29.40,L,L
0.82,612.50,318.50,147.00,7.00,3,0.10,1,24.03,24.91,L,H
0.98,514.50,294.00,110.25,7.00,4,0.10,5,24.03,25.88,L,L
0.98,514.50,294.00,110.25,7.00,4,0.10,4,24.04,26.18,L,L
0.98,514.50,294.00,110.25,7.00,4,0.10,3,24.11,25.84,L,L
0.98,514.50,294.00,110.25,7.00,4,0.10,2,24.13,26.13,L,L
0.82,612.50,318.50,147.00,7.00,4,0.10,3,24.17,25.35,L,L
0.82,612.50,318.50,147.00,7.00,3,0.10,2,24.23,25.02,L,H
0.98,514.50,294.00,110.25,7.00,3,0.10,4,24.23,25.72,L,L
0.82,612.50,318.50,147.00,7.00,5,0.10,4,24.24,25.16,L,H
0.98,514.50,294.00,110.25,7.00,5,0.10,2,24.25,25.89,L,L
0.98,514.50,294.00,110.25,7.00,5,0.10,5,24.26,26.18,L,L
0.98,514.50,294.00,110.25,7.00,2,0.10,3,24.28,25.68,L,L
0.98,514.50,294.00,110.25,7.00,2,0.10,2,24.29,25.95,L,L
0.98,514.50,294.00,110.25,7.00,3,0.10,2,24.31,25.63,L,L
0.98,514.50,294.00,110.25,7.00,5,0.10,4,24.32,25.87,L,L
0.98,514.50,294.00,110.25,7.00,3,0.10,5,24.33,25.98,L,L
0.98,514.50,294.00,110.25,7.00,5,0.10,3,24.35,26.14,L,L
0.98,514.50,294.00,110.25,7.00,2,0.10,5,24.35,25.64,L,L
0.82,612.50,318.50,147.00,7.00,2,0.10,5,24.37,25.11,L,H
0.98,514.50,294.00,110.25,7.00,2,0.10,4,24.38,25.91,L,L
0.98,514.50,294.00,110.25,7.00,3,0.10,3,24.40,26.02,L,L
0.98,514.50,294.00,110.25,7.00,2,0.10,1,24.58,26.47,L,L
0.98,514.50,294.00,110.25,,5,0.10,1,24.59,26.29,L,L
0.82,612.50,318.50,147.00,7.00,4,0.25,5,24.60,29.31,L,L
0.98,514.50,294.00,110.25,7.00,3,0.10,1,24.63,26.37,L,L
0.98,514.50,294.00,110.25,7.00,4,0.10,1,24.63,26.44,L,L
0.82,612.50,318.50,147.00,7.00,2,0.25,3,24.70,28.77,L,L
0.76,661.50,416.50,122.50,7.00,2,0.00,0,24.77,29.79,L,L
0.76,661.50,416.50,122.50,7.00,4,0.00,0,24.77,29.79,L,L
0.82,612.50,318.50,147.00,7.00,5,0.25,2,24.94,29.88,L,L
0.82,612.50,318.50,147.00,7.00,3,0.25,4,24.96,29.43,L,L
0.82,612.50,318.50,147.00,7.00,5,0.25,3,25.17,26.41,L,L
0.82,612.50,318.50,147.00,7.00,3,0.25,5,25.17,26.08,L,L
0.86,588.00,294.00,147.00,7.00,5,0.10,1,25.27,31.73,L,L
0.86,588.00,294.00,147.00,7.00,5,0.10,2,25.36,31.90,L,L
0.86,588.00,294.00,147.00,7.00,4,0.10,5,25.36,32.04,L,L
0.86,588.00,294.00,147.00,7.00,3,0.10,4,25.37,31.76,L,L
0.82,612.50,318.50,147.00,7.00,4,0.25,3,25.37,26.95,L,L
0.82,612.50,318.50,147.00,7.00,4,0.25,2,25.38,26.72,L,L
0.86,588.00,294.00,147.00,7.00,2,0.10,3,25.41,31.73,L,L
0.82,612.50,318.50,147.00,7.00,4,0.25,4,25.43,28.76,L,L
0.82,612.50,318.50,147.00,7.00,3,0.25,3,25.48,27.76,L,L
0.82,612.50,318.50,147.00,7.00,5,0.25,5,25.49,28.14,L,L
0.82,612.50,318.50,147.00,7.00,2,0.25,4,25.66,26.30,L,L
0.82,612.50,318.50,147.00,7.00,2,0.25,5,25.70,26.53,L,L
0.82,612.50,318.50,147.00,7.00,2,0.25,2,25.74,28.27,L,L
0.82,612.50,318.50,147.00,7.00,3,0.25,2,25.98,26.96,L,L
0.82,612.50,318.50,147.00,7.00,5,0.25,4,26.00,27.34,L,L
0.82,612.50,318.50,147.00,7.00,5,0.25,1,26.19,31.39,L,L
0.86,588.00,294.00,147.00,7.00,2,0.10,1,26.28,30.89,L,L
0.86,588.00,294.00,147.00,7.00,4,0.10,2,26.33,27.36,L,L
0.86,588.00,294.00,147.00,7.00,4,0.10,4,26.33,31.06,L,L
0.86,588.00,294.00,147.00,7.00,4,0.10,1,26.37,27.03,L,L
0.86,588.00,294.00,147.00,7.00,2,0.10,4,26.44,27.17,L,L
0.86,588.00,294.00,147.00,7.00,3,0.10,5,26.45,27.33,L,L
0.86,588.00,294.00,147.00,7.00,5,0.10,5,26.45,31.28,L,L
0.86,588.00,294.00,147.00,7.00,5,0.10,3,26.46,27.40,L,L
0.86,588.00,294.00,147.00,7.00,3,0.10,3,26.47,31.01,L,L
0.86,588.00,294.00,147.00,7.00,2,0.10,2,26.48,30.91,L,L
0.82,612.50,318.50,147.00,7.00,2,0.25,1,26.84,30.17,L,L
0.86,588.00,294.00,147.00,7.00,4,0.10,3,26.89,25.90,L,L
0.86,588.00,294.00,147.00,7.00,3,0.10,1,26.91,25.60,L,L
0.82,612.50,318.50,147.00,7.00,4,0.25,1,26.97,27.25,L,L
0.86,588.00,294.00,147.00,7.00,3,0.10,2,27.02,25.63,L,L
0.86,588.00,294.00,147.00,7.00,5,0.10,4,27.03,25.81,L,L
0.86,588.00,294.00,147.00,7.00,2,0.10,5,27.03,25.82,L,L
0.82,612.50,318.50,147.00,7.00,3,0.25,1,27.27,27.84,L,L
0.90,563.50,318.50,122.50,7.00,5,0.10,2,27.90,34.20,L,L
0.82,612.50,318.50,147.00,7.00,5,0.40,2,28.01,32.92,L,L
0.90,563.50,318.50,122.50,7.00,4,0.10,5,28.03,34.45,L,L
0.90,563.50,318.50,122.50,7.00,3,0.10,4,28.05,33.91,L,L
0.82,612.50,318.50,147.00,7.00,3,0.40,4,28.05,32.35,L,L
0.90,563.50,318.50,122.50,7.00,2,0.10,3,28.07,34.14,L,L
0.90,563.50,318.50,122.50,7.00,5,0.10,1,28.09,34.33,L,L
0.98,514.50,294.00,110.25,7.00,2,0.25,1,28.15,29.79,L,L
0.98,514.50,294.00,110.25,7.00,3,0.25,1,28.15,29.79,L,L
0.98,514.50,294.00,110.25,7.00,4,0.25,4,28.15,30.19,L,L
0.98,514.50,294.00,110.25,7.00,4,0.25,5,28.15,30.00,L,L
0.98,514.50,294.00,110.25,7.00,4,0.25,3,28.17,30.10,L,L
0.98,514.50,294.00,110.25,7.00,4,0.25,2,28.18,30.18,L,L
0.86,588.00,294.00,147.00,7.00,4,0.25,5,28.31,34.15,L,L
0.98,514.50,294.00,110.25,7.00,4,0.25,1,28.37,29.28,L,L
0.86,588.00,294.00,147.00,7.00,5,0.25,2,28.40,34.52,L,L
0.86,588.00,294.00,147.00,7.00,2,0.25,3,28.40,33.52,L,L
0.98,514.50,294.00,110.25,7.00,5,0.25,1,28.41,29.49,L,L
0.86,588.00,294.00,147.00,7.00,3,0.25,4,28.42,34.19,L,L
0.79,637.00,343.00,147.00,7.00,2,0.00,0,28.52,37.73,L,L
0.98,514.50,294.00,110.25,7.00,3,0.25,4,28.55,29.59,L,L
0.98,514.50,294.00,110.25,7.00,3,0.25,3,28.56,29.78,L,L
0.98,514.50,294.00,110.25,7.00,3,0.25,2,28.57,29.69,L,L
0.98,514.50,294.00,110.25,7.00,3,0.25,5,28.58,29.77,L,L
0.98,514.50,294.00,110.25,7.00,5,0.25,2,28.60,30.02,L,L
0.98,514.50,294.00,110.25,7.00,5,0.25,5,28.61,30.20,L,L
0.98,514.50,294.00,110.25,7.00,5,0.25,4,28.62,30.12,L,L
0.98,514.50,294.00,110.25,7.00,5,0.25,3,28.63,30.19,L,L
0.82,612.50,318.50,147.00,7.00,4,0.40,2,28.64,28.95,L,L
0.82,612.50,318.50,147.00,7.00,4,0.40,4,28.64,31.14,L,L
0.82,612.50,318.50,147.00,7.00,5,0.40,1,28.65,33.54,L,L
0.86,588.00,294.00,147.00,7.00,5,0.25,1,28.66,34.73,L,L
0.98,514.50,294.00,110.25,7.00,2,0.25,2,28.67,29.62,L,L
0.98,514.50,294.00,110.25,7.00,2,0.25,3,28.67,29.43,L,L
0.82,612.50,318.50,147.00,7.00,2,0.40,3,28.67,32.43,L,L
0.98,514.50,294.00,110.25,7.00,2,0.25,5,28.69,29.53,L,L
0.98,514.50,294.00,110.25,7.00,2,0.25,4,28.70,29.61,L,L
0.79,637.00,343.00,147.00,7.00,5,0.00,0,28.75,39.44,L,L
0.90,563.50,318.50,122.50,7.00,4,0.10,2,28.83,29.36,L,L
0.90,563.50,318.50,122.50,7.00,4,0.10,4,28.86,32.83,L,L
0.90,563.50,318.50,122.50,7.00,2,0.10,2,28.88,32.54,L,L
0.82,612.50,318.50,147.00,7.00,5,0.40,3,28.91,29.64,L,L
0.82,612.50,318.50,147.00,7.00,2,0.40,4,28.93,28.20,L,L
0.82,612.50,318.50,147.00,7.00,2,0.40,2,28.95,30.34,L,L
0.90,563.50,318.50,122.50,7.00,3,0.10,3,29.01,32.85,L,L
0.90,563.50,318.50,122.50,7.00,5,0.10,5,29.02,33.01,L,L
0.90,563.50,318.50,122.50,7.00,2,0.10,1,29.03,32.92,L,L
0.90,563.50,318.50,122.50,7.00,5,0.10,3,29.05,29.67,L,L
0.90,563.50,318.50,122.50,7.00,2,0.10,4,29.06,29.34,L,L
0.82,612.50,318.50,147.00,7.00,4,0.40,5,29.06,33.84,L,L
0.86,588.00,294.00,147.00,7.00,5,0.25,3,29.07,29.82,L,L
0.90,563.50,318.50,122.50,7.00,3,0.10,5,29.08,29.52,L,L
0.86,588.00,294.00,147.00,7.00,4,0.25,4,29.08,33.93,L,L
0.86,588.00,294.00,147.00,7.00,3,0.25,5,29.09,29.43,L,L
0.90,563.50,318.50,122.50,7.00,4,0.10,1,29.14,29.58,L,L
0.82,612.50,318.50,147.00,7.00,2,0.40,1,29.22,31.71,L,L
0.86,588.00,294.00,147.00,7.00,4,0.25,2,29.27,29.90,L,L
0.86,588.00,294.00,147.00,7.00,2,0.25,2,29.34,33.37,L,L
0.86,588.00,294.00,147.00,7.00,5,0.25,5,29.39,33.47,L,L
0.86,588.00,294.00,147.00,7.00,3,0.25,3,29.40,32.93,L,L
0.86,588.00,294.00,147.00,7.00,4,0.25,3,29.43,28.38,L,L
0.86,588.00,294.00,147.00,7.00,2,0.25,4,29.47,29.45,L,L
0.82,612.50,318.50,147.00,7.00,4,0.40,3,29.47,29.77,L,L
0.82,612.50,318.50,147.00,7.00,3,0.40,2,29.49,27.93,L,L
0.82,612.50,318.50,147.00,7.00,3,0.40,5,29.50,29.56,L,L
0.82,612.50,318.50,147.00,7.00,5,0.40,4,29.52,28.43,L,L
0.82,612.50,318.50,147.00,7.00,4,0.40,1,29.53,28.99,L,L
0.86,588.00,294.00,147.00,7.00,2,0.25,1,29.54,33.98,L,L
0.86,588.00,294.00,147.00,7.00,4,0.25,1,29.60,30.12,L,L
0.90,563.50,,122.50,7.00,4,0.10,3,29.62,30.08,L,L
0.79,637.00,343.00,147.00,7.00,4,0.00,0,29.63,30.93,L,L
0.82,612.50,318.50,147.00,7.00,3,0.40,3,29.67,30.65,L,L
0.90,563.50,318.50,122.50,7.00,3,0.10,2,29.68,29.44,L,L
0.86,588.00,294.00,147.00,7.00,2,0.25,5,29.71,28.02,L,L
0.90,563.50,318.50,122.50,7.00,5,0.10,4,29.79,29.92,L,L
0.90,563.50,318.50,122.50,7.00,2,0.10,5,29.83,29.82,L,L
0.90,563.50,318.50,122.50,7.00,3,0.10,1,29.87,29.87,L,L
0.86,588.00,294.00,147.00,7.00,3,0.25,2,29.87,27.89,L,L
0.86,588.00,294.00,147.00,7.00,5,0.25,4,29.88,28.31,L,L
0.79,637.00,343.00,147.00,7.00,3,0.00,0,29.90,31.27,L,L
0.82,612.50,318.50,147.00,7.00,3,0.40,1,29.91,29.13,L,L
0.82,612.50,318.50,147.00,7.00,5,0.40,5,29.92,32.54,L,L
0.82,612.50,318.50,147.00,7.00,2,0.40,5,30.00,29.93,L,L
0.86,588.00,294.00,147.00,7.00,3,0.25,1,30.05,28.61,L,L
0.86,588.00,294.00,147.00,7.00,4,0.40,5,31.12,36.26,L,L
0.86,588.00,294.00,147.00,7.00,2,0.40,3,31.28,35.22,L,L
0.86,588.00,294.00,147.00,7.00,5,0.40,1,31.29,36.73,L,L
0.90,563.50,318.50,122.50,7.00,4,0.25,5,31.53,37.19,L,L
0.90,563.50,318.50,122.50,7.00,2,0.25,3,31.63,36.35,L,L
0.86,588.00,294.00,147.00,7.00,5,0.40,2,31.64,36.86,L,L
0.90,563.50,318.50,122.50,7.00,5,0.25,2,31.66,37.72,L,L
0.86,588.00,294.00,147.00,7.00,3,0.40,4,31.66,36.20,L,L
0.90,563.50,318.50,122.50,7.00,3,0.25,4,31.69,37.12,L,L
0.86,588.00,294.00,147.00,7.00,3,0.40,5,31.81,31.20,L,L
0.86,588.00,294.00,147.00,7.00,5,0.40,3,31.84,31.60,L,L
0.86,588.00,294.00,147.00,7.00,2,0.40,1,31.89,35.99,L,L
0.90,563.50,318.50,122.50,7.00,5,0.25,1,32.00,37.58,L,L
0.86,588.00,294.00,147.00,7.00,4,0.40,3,32.05,30.11,L,L
0.86,588.00,294.00,147.00,7.00,5,0.40,5,32.06,35.71,L,L
0.90,563.50,318.50,122.50,7.00,4,0.25,4,32.07,36.16,L,L
0.86,588.00,,147.00,7.00,4,0.40,1,32.09,31.70,L,L
0.76,661.50,416.50,122.50,7.00,3,0.10,1,32.12,34.07,L,L
0.86,588.00,294.00,147.00,,3,0.40,3,32.12,34.70,L,L
0.86,588.00,294.00,147.00,7.00,4,0.40,2,32.13,32.28,L,L
0.86,588.00,294.00,147.00,7.00,4,0.40,4,32.15,36.21,L,L
0.76,661.50,416.50,122.50,7.00,5,0.10,1,32.21,33.67,L,L
0.98,514.50,294.00,110.25,7.00,4,0.40,4,32.21,33.95,L,L
0.98,514.50,294.00,110.25,7.00,4,0.40,5,32.21,33.76,L,L
0.98,514.50,294.00,110.25,7.00,4,0.40,3,32.23,33.86,L,L
0.98,514.50,294.00,110.25,7.00,4,0.40,2,32.24,33.94,L,L
0.98,514.50,294.00,110.25,7.00,2,0.40,1,32.26,33.37,L,L
0.98,514.50,294.00,110.25,7.00,3,0.40,1,32.26,33.34,L,L
0.90,563.50,318.50,122.50,7.00,5,0.25,3,32.29,32.46,L,L
0.76,661.50,416.50,122.50,7.00,5,0.10,4,32.31,34.05,L,L
0.76,661.50,416.50,122.50,7.00,2,0.10,5,32.31,34.25,L,L
0.90,563.50,318.50,122.50,7.00,3,0.25,5,32.31,32.00,L,L
0.86,588.00,294.00,147.00,7.00,2,0.40,5,32.31,29.69,L,L
0.76,661.50,416.50,122.50,7.00,4,0.10,3,32.33,34.48,L,L
0.90,563.50,318.50,122.50,7.00,4,0.25,2,32.33,32.77,L,L
0.76,661.50,416.50,122.50,7.00,3,0.10,4,32.38,33.62,L,L
0.86,588.00,294.00,147.00,7.00,2,0.40,4,32.38,31.53,L,L
0.86,588.00,294.00,147.00,7.00,3,0.40,1,32.39,30.66,L,L
0.76,661.50,416.50,122.50,7.00,3,0.10,2,32.40,34.07,L,L
0.90,563.50,318.50,122.50,7.00,3,0.25,3,32.40,35.10,L,L
0.76,661.50,416.50,122.50,7.00,5,0.10,2,32.41,33.78,L,L
0.76,661.50,416.50,122.50,7.00,4,0.10,5,32.46,33.64,L,L
0.90,563.50,318.50,122.50,7.00,2,0.25,2,32.46,35.56,L,L
0.90,563.50,318.50,122.50,7.00,5,0.25,5,32.46,35.62,L,L
0.86,588.00,294.00,147.00,7.00,2,0.40,2,32.48,35.48,L,L
0.98,514.50,294.00,110.25,7.00,4,0.40,1,32.49,32.83,L,L
0.76,661.50,416.50,122.50,7.00,2,0.10,3,32.52,33.85,L,L
0.98,514.50,294.00,110.25,7.00,5,0.40,1,32.53,33.04,L,L
0.90,563.50,318.50,122.50,7.00,2,0.25,4,32.67,32.12,L,L
0.98,514.50,294.00,110.25,7.00,3,0.40,4,32.67,33.06,L,L
0.90,563.50,318.50,122.50,7.00,2,0.25,1,32.68,36.12,L,L
0.90,563.50,318.50,122.50,7.00,4,0.25,3,32.68,32.83,L,L
0.98,514.50,294.00,110.25,7.00,3,0.40,3,32.69,33.24,L,L
0.98,514.50,294.00,110.25,7.00,3,0.40,2,32.71,33.13,L,L
0.98,514.50,294.00,110.25,7.00,5,0.40,2,32.72,33.78,L,L
0.98,514.50,294.00,110.25,7.00,3,0.40,5,32.72,33.23,L,L
0.98,514.50,294.00,110.25,7.00,5,0.40,5,32.73,34.01,L,L
0.86,588.00,294.00,147.00,7.00,3,0.40,2,32.74,30.53,L,L
0.98,514.50,294.00,110.25,7.00,5,0.40,4,32.74,33.88,L,L
0.98,514.50,294.00,110.25,7.00,5,0.40,3,32.75,34.00,L,L
0.86,588.00,294.00,147.00,7.00,5,0.40,4,32.75,31.00,L,L
0.98,514.50,294.00,110.25,7.00,2,0.40,2,32.82,32.96,L,L
0.98,514.50,294.00,110.25,7.00,2,0.40,3,32.82,32.78,L,L
0.90,563.50,318.50,122.50,7.00,4,0.25,1,32.84,32.71,L,L
0.98,514.50,294.00,110.25,7.00,2,0.40,5,32.84,32.88,L,L
0.98,514.50,294.00,110.25,7.00,2,0.40,4,32.85,32.95,L,L
0.76,661.50,416.50,122.50,7.00,4,0.10,1,32.94,34.14,L,L
0.76,661.50,416.50,122.50,7.00,2,0.10,1,32.96,33.87,L,L
0.76,661.50,416.50,122.50,7.00,2,0.10,4,33.08,34.11,L,L
0.76,661.50,416.50,122.50,7.00,4,0.10,4,33.09,33.89,L,L
0.76,661.50,416.50,122.50,7.00,4,0.10,2,33.12,34.17,L,L
0.90,563.50,318.50,122.50,7.00,2,0.25,5,33.13,32.25,L,L
0.76,661.50,416.50,122.50,7.00,2,0.10,2,33.16,33.91,L,L
0.76,661.50,416.50,122.50,7.00,3,0.10,5,33.21,34.35,L,L
0.76,661.50,416.50,122.50,7.00,5,0.10,3,33.24,34.50,L,L
0.76,661.50,416.50,122.50,7.00,5,0.10,5,33.27,33.88,L,L
0.90,563.50,318.50,122.50,7.00,3,0.25,2,33.27,32.64,L,L
0.76,661.50,416.50,122.50,7.00,3,0.10,3,33.28,34.11,L,L
0.90,563.50,318.50,122.50,7.00,5,0.25,4,33.28,33.16,L,L
0.90,563.50,318.50,122.50,7.00,3,0.25,1,33.48,33.17,L,L
0.90,563.50,318.50,122.50,7.00,2,0.40,3,34.24,37.26,L,L
0.90,563.50,318.50,122.50,7.00,5,0.40,3,34.29,33.31,L,L
0.90,563.50,318.50,122.50,7.00,4,0.40,5,34.72,38.79,L,L
0.90,563.50,318.50,122.50,7.00,3,0.40,3,34.95,35.04,L,L
0.90,563.50,318.50,122.50,7.00,3,0.40,5,35.01,33.14,L,L
0.90,563.50,318.50,122.50,7.00,4,0.40,3,35.05,33.82,L,L
0.90,563.50,318.50,122.50,7.00,5,0.40,5,35.24,37.27,L,L
0.90,563.50,318.50,122.50,7.00,4,0.40,4,35.40,39.22,L,L
0.79,637.00,343.00,147.00,7.00,4,0.10,4,35.45,41.86,L,L
0.79,637.00,343.00,147.00,7.00,3,0.10,3,35.48,41.22,L,L
0.79,637.00,343.00,147.00,7.00,5,0.10,5,35.48,41.26,L,L
0.79,637.00,343.00,147.00,7.00,2,0.10,1,35.56,41.68,L,L
0.76,661.50,416.50,122.50,7.00,4,0.25,3,35.64,37.28,L,L
0.79,637.00,343.00,147.00,7.00,2,0.10,2,35.65,41.07,L,L
0.90,563.50,318.50,122.50,7.00,2,0.40,5,35.67,33.94,L,L
0.76,661.50,416.50,122.50,7.00,2,0.25,5,35.69,36.93,L,L
0.90,563.50,318.50,122.50,7.00,5,0.40,2,35.69,40.66,L,L
0.90,563.50,318.50,122.50,7.00,3,0.40,4,35.73,39.92,L,L
0.79,637.00,343.00,147.00,7.00,2,0.10,3,35.78,43.12,L,L
0.90,563.50,318.50,122.50,7.00,2,0.40,2,35.84,38.35,L,L
0.79,637.00,343.00,147.00,7.00,3,0.10,4,35.89,43.30,L,L
0.79,637.00,343.00,147.00,7.00,5,0.10,1,35.94,43.33,L,L
0.90,563.50,318.50,122.50,7.00,5,0.40,1,35.96,40.99,L,L
0.76,661.50,416.50,122.50,7.00,2,0.25,3,35.99,36.07,L,L
0.79,637.00,343.00,147.00,7.00,5,0.10,2,36.03,42.86,L,L
0.76,661.50,416.50,122.50,7.00,4,0.25,5,36.06,35.73,L,L
0.90,563.50,318.50,122.50,7.00,4,0.40,2,36.06,34.94,L,L
0.76,661.50,416.50,122.50,7.00,3,0.25,1,36.13,37.58,L,L
0.76,661.50,416.50,122.50,7.00,5,0.25,4,36.26,37.51,L,L
0.76,661.50,416.50,122.50,7.00,3,0.25,2,36.28,37.35,L,L
0.76,661.50,416.50,122.50,7.00,5,0.25,1,36.43,36.62,L,L
0.76,661.50,416.50,122.50,7.00,5,0.25,2,36.45,36.81,L,L
0.76,661.50,416.50,122.50,7.00,3,0.25,4,36.45,36.76,L,L
0.90,563.50,318.50,122.50,7.00,2,0.40,4,36.45,33.98,L,L
0.90,563.50,318.50,122.50,7.00,2,0.40,1,36.47,39.28,L,L
0.76,661.50,416.50,122.50,7.00,5,0.25,3,36.52,37.29,L,L
0.90,563.50,318.50,122.50,7.00,3,0.40,2,36.57,35.39,L,L
0.90,563.50,318.50,122.50,7.00,5,0.40,4,36.57,36.10,L,L
0.76,661.50,416.50,122.50,7.00,3,0.25,3,36.59,36.44,L,L
0.76,661.50,416.50,122.50,7.00,3,0.25,5,36.64,37.01,L,L
0.90,563.50,318.50,122.50,7.00,4,0.40,1,36.66,35.92,L,L
0.79,637.00,343.00,147.00,7.00,5,0.10,3,36.70,34.29,L,L
0.76,661.50,416.50,122.50,7.00,5,0.25,5,36.70,36.15,L,L
0.79,637.00,343.00,147.00,7.00,3,0.10,5,36.71,34.18,L,L
0.79,637.00,343.00,147.00,7.00,4,0.10,5,36.77,43.14,L,L
0.76,661.50,416.50,122.50,7.00,4,0.25,4,36.81,37.05,L,L
0.79,637.00,343.00,147.00,7.00,2,0.10,4,36.86,34.25,L,L
0.76,661.50,416.50,122.50,7.00,4,0.25,2,36.86,37.28,L,L
0.79,637.00,343.00,147.00,7.00,4,0.10,1,36.90,34.43,L,L
