OrderID,Seq,OrderDate,ProductID,Qty,Amt,CustomerID
107,5,2016-05-10,p1097591,2,1200,c355506
109,1,2016-05-10,p1234751,1,909,c218626
77,19,2016-05-11,p1207281,1,3900,c124747
77,21,2016-05-11,p1233511,1,3100,c124747
79,1,2016-05-11,p1246581,1,1136,c140627
81,4,2016-05-11,p1072601,1,4600,c306915
81,10,2016-05-11,p1233511,1,3100,c306915
81,11,2016-05-11,p1191881,1,1750,c306915
87,4,2016-05-11,p1052661,1,1455,c187241
93,1,2016-05-11,p1072601,1,4600,c156079
93,3,2016-05-11,p1207281,2,7800,c156079
95,3,2016-05-11,p1159481,1,1800,c349755
95,4,2016-05-11,p1005891,1,1950,c349755
95,5,2016-05-11,p1175481,1,1300,c349755
95,7,2016-05-11,p1012951,1,1250,c349755
97,2,2016-05-11,p1005621,1,2900,c222322
97,3,2016-05-11,p1005891,1,1950,c222322
105,3,2016-05-11,p1237811,1,8000,c129299
105,6,2016-05-11,p1030071,1,4100,c129299
105,7,2016-05-11,p1119071,1,1091,c129299
105,8,2016-05-11,p1162631,1,4600,c129299
105,9,2016-05-11,p1139701,1,1045,c129299
105,11,2016-05-11,p1072601,1,4600,c129299
109,7,2016-05-11,p1237811,1,8000,c335135
109,11,2016-05-11,p1097591,1,600,c335135
109,12,2016-05-11,p1012951,1,1250,c335135
109,14,2016-05-11,p1012761,1,1900,c335135
109,15,2016-05-11,p1012641,1,1250,c335135
109,18,2016-05-11,p1175481,1,1300,c335135
111,1,2016-05-11,p1005771,1,1850,c293458
111,2,2016-05-11,p1012751,1,1250,c293458
113,1,2016-05-11,p1012751,1,1000,c017567
113,2,2016-05-11,p1233511,1,3100,c017567
113,3,2016-05-11,p1005891,1,1950,c017567
113,4,2016-05-11,p1179241,1,1500,c017567
121,7,2016-05-11,p1237811,1,8000,c352817
121,9,2016-05-11,p1233511,1,3100,c352817
121,11,2016-05-11,p1200641,1,7600,c352817
125,2,2016-05-11,p1152861,1,1091,c148616
127,1,2016-05-11,p1011291,4,1092,c318849
141,1,2016-05-11,p1255281,1,1182,c346952
145,2,2016-05-11,p1149381,1,1182,c275313
151,1,2016-05-11,p1152861,1,1091,c140393
155,1,2016-05-11,p1152861,1,1091,c238833
155,2,2016-05-11,p1149401,1,909,c238833
155,3,2016-05-11,p1234751,1,909,c238833
159,5,2016-05-11,p1030071,2,8200,c081800
163,1,2016-05-11,p1119071,1,1091,c098233
163,3,2016-05-11,p1030071,1,4100,c098233
169,1,2016-05-11,p1233511,1,3100,c173870
169,6,2016-05-11,p1030071,1,4100,c173870
169,8,2016-05-11,p1207281,1,3900,c173870
169,9,2016-05-11,p1144371,1,1250,c173870
169,11,2016-05-11,p1191881,1,1750,c173870
169,14,2016-05-11,p1005891,1,1950,c173870
171,1,2016-05-11,p1005771,1,1850,c266280
173,3,2016-05-11,p1144371,1,1250,c083607
173,4,2016-05-11,p1256521,1,1850,c083607
183,1,2016-05-11,p1200641,1,7600,c076581
185,1,2016-05-11,p1200641,1,7600,c086145
185,4,2016-05-11,p1005891,1,1950,c086145
193,5,2016-05-11,p1119071,1,1091,c153211
193,7,2016-05-11,p1005891,1,1950,c153211
197,1,2016-05-11,p1054261,1,2091,c050169
197,4,2016-05-11,p1200641,1,7600,c050169
197,9,2016-05-11,p1030071,1,4100,c050169
197,10,2016-05-11,p1144371,1,1250,c050169
197,13,2016-05-11,p1012751,2,2500,c050169
201,6,2016-05-11,p1005771,1,1850,c315433
201,8,2016-05-11,p1133371,2,2000,c315433
201,10,2016-05-11,p1012761,1,1900,c315433
203,1,2016-05-11,p1200641,1,7600,c315433
209,4,2016-05-11,p1162631,1,4600,c358319
33,1,2016-05-11,p1012761,1,1900,c292114
33,3,2016-05-11,p1144371,1,1250,c292114
33,5,2016-05-11,p1072601,1,4600,c292114
39,2,2016-05-11,p1207281,1,3900,c223372
39,3,2016-05-11,p1005771,1,1850,c223372
39,4,2016-05-11,p1211951,1,1250,c223372
41,1,2016-05-11,p1005621,1,2900,c135760
61,1,2016-05-11,p1175481,1,1300,c236759
63,2,2016-05-11,p1162631,1,4600,c232939
63,6,2016-05-11,p1012751,1,1250,c232939
63,7,2016-05-11,p1207281,1,3900,c232939
65,1,2016-05-11,p1234751,1,909,c017732
67,3,2016-05-11,p1119071,1,1091,c163488
69,2,2016-05-11,p1013161,1,2400,c357553
69,4,2016-05-11,p1144371,1,1250,c357553
69,11,2016-05-11,p1012881,1,1600,c357553
69,12,2016-05-11,p1012581,2,2100,c357553
73,1,2016-05-11,p1097831,1,1455,c115806
73,2,2016-05-11,p1052661,1,1455,c115806
73,3,2016-05-11,p1006411,2,2182,c115806
77,5,2016-05-11,p1005891,1,1950,c124747
77,6,2016-05-11,p1036481,2,2100,c124747
77,7,2016-05-11,p1012951,1,1250,c124747
219,6,2016-05-11,p1246581,1,1136,c115512
13,4,2016-05-11,p1233511,1,3100,c037998
15,1,2016-05-11,p1235451,2,2330,c043687
15,4,2016-05-11,p1246581,4,4316,c043687
17,2,2016-05-11,p1191881,1,1750,c268330
17,5,2016-05-11,p1011291,1,273,c268330
17,6,2016-05-11,p1139701,3,3135,c268330
17,7,2016-05-11,p1139681,3,2727,c268330
17,8,2016-05-11,p1246581,2,2272,c268330
25,1,2016-05-11,p1030071,1,4100,c076508
25,2,2016-05-11,p1200641,1,7600,c076508
29,5,2016-05-11,p1072601,1,4600,c274126
29,6,2016-05-11,p1005771,1,1850,c274126
29,7,2016-05-11,p1233511,1,3100,c274126
29,8,2016-05-11,p1127201,1,3727,c274126
29,10,2016-05-11,p1012951,1,1250,c274126
29,12,2016-05-11,p1200641,1,7600,c274126
31,1,2016-05-11,p1072601,1,4600,c212955
31,5,2016-05-11,p1030071,1,4100,c212955
33,2,2016-05-11,p1162631,1,4600,c115575
33,4,2016-05-11,p1175481,1,1300,c115575
33,5,2016-05-11,p1026741,1,3227,c115575
39,2,2016-05-11,p1191881,2,3500,c310553
39,4,2016-05-11,p1211951,1,1250,c310553
39,6,2016-05-11,p1207281,2,7800,c310553
43,8,2016-05-11,p1237811,1,8000,c146132
43,10,2016-05-11,p1005771,1,1850,c146132
43,13,2016-05-11,p1012751,1,1250,c146132
45,2,2016-05-11,p1026741,1,3227,c365956
45,4,2016-05-11,p1144371,1,1250,c365956
47,3,2016-05-11,p1246581,2,2272,c300810
71,2,2016-05-11,p1072601,1,4600,c349653
71,3,2016-05-11,p1200641,1,7600,c349653
71,4,2016-05-11,p1255281,1,1182,c349653
75,2,2016-05-11,p1030071,1,4100,c104135
77,2,2016-05-11,p1200641,1,7600,c110883
79,1,2016-05-11,p1100371,4,1600,c324615
81,5,2016-05-11,p1175481,1,1300,c017754
81,7,2016-05-11,p1144371,1,1250,c017754
83,1,2016-05-11,p1256521,1,1850,c083678
83,2,2016-05-11,p1005771,1,1850,c083678
93,1,2016-05-11,p1026741,1,3227,c052308
105,1,2016-05-11,p1149381,2,2364,c156079
105,2,2016-05-11,p1149411,1,1000,c156079
123,1,2016-05-11,p1005621,1,2900,c268624
123,3,2016-05-11,p1012751,1,1250,c268624
125,1,2016-05-11,p1144371,1,1250,c299230
131,7,2016-05-11,p1005891,1,1950,c121344
137,4,2016-05-11,p1030071,1,4100,c316825
137,7,2016-05-11,p1233511,1,3100,c316825
139,6,2016-05-11,p1175481,1,1300,c221752
139,10,2016-05-11,p1119071,2,2182,c221752
145,3,2016-05-11,p1191881,1,1750,c359801
145,4,2016-05-11,p1207281,1,3900,c359801
147,1,2016-05-11,p1012751,1,1250,c256610
147,2,2016-05-11,p1211951,1,1250,c256610
149,1,2016-05-11,p1012761,1,1900,c265761
149,5,2016-05-11,p1012951,1,1250,c265761
149,7,2016-05-11,p1233511,1,3100,c265761
149,10,2016-05-11,p1149401,1,909,c265761
151,1,2016-05-11,p1030071,1,4100,c116212
151,2,2016-05-11,p1200641,1,7600,c116212
157,1,2016-05-11,p1072601,1,4600,c189316
165,4,2016-05-11,p1005771,1,1850,c177887
167,1,2016-05-11,p1179241,1,1500,c295877
167,2,2016-05-11,p1012581,2,2100,c295877
171,1,2016-05-11,p1162631,2,9200,c237049
171,2,2016-05-11,p1233511,1,3100,c237049
171,10,2016-05-11,p1097591,1,600,c237049
171,11,2016-05-11,p1179241,1,1500,c237049
177,9,2016-05-11,p1119071,1,1091,c086592
179,1,2016-05-11,p1139701,2,2090,c297997
185,1,2016-05-11,p1054261,1,2091,c118079
185,4,2016-05-11,p1030071,1,4100,c118079
189,2,2016-05-11,p1119071,2,2182,c366106
189,3,2016-05-11,p1052661,2,2910,c366106
189,5,2016-05-11,p1191881,1,1750,c366106
193,4,2016-05-11,p1200641,1,7600,c375520
133,20,2016-05-12,p1012761,1,1900,c283124
141,1,2016-05-12,p1072601,1,4600,c312420
145,1,2016-05-12,p1175481,1,1300,c347234
147,1,2016-05-12,p1149401,1,909,c090124
149,1,2016-05-12,p1149381,1,1182,c310596
149,4,2016-05-12,p1119071,2,2182,c310596
151,1,2016-05-12,p1200641,-1,-7600,c017646
155,2,2016-05-12,p1233511,1,3100,c171937
159,1,2016-05-12,p1231011,1,909,c103522
163,1,2016-05-12,p1072601,1,4600,c335053
163,2,2016-05-12,p1246581,4,4544,c335053
163,3,2016-05-12,p1144661,1,1850,c335053
163,4,2016-05-12,p1012951,1,1250,c335053
169,3,2016-05-12,p1072601,1,4600,c218286
169,4,2016-05-12,p1139701,2,2090,c218286
173,2,2016-05-12,p1005771,1,1850,c236759
175,11,2016-05-12,p1233511,1,3100,c366614
179,2,2016-05-12,p1175481,1,1300,c172837
179,6,2016-05-12,p1191881,1,1750,c172837
189,1,2016-05-12,p1139701,1,1045,c215674
189,2,2016-05-12,p1233511,1,3100,c215674
193,1,2016-05-12,p1175481,1,1300,c265814
193,3,2016-05-12,p1100371,2,800,c265814
195,2,2016-05-12,p1030071,1,3690,c335275
195,9,2016-05-12,p1127201,1,3727,c335275
195,10,2016-05-12,p1246581,1,1136,c335275
195,11,2016-05-12,p1072601,1,4600,c335275
195,14,2016-05-12,p1005621,1,2900,c335275
195,23,2016-05-12,p1012581,1,1050,c335275
195,24,2016-05-12,p1100371,1,400,c335275
195,25,2016-05-12,p1026741,1,3227,c335275
197,1,2016-05-12,p1162631,1,4600,c226725
197,2,2016-05-12,p1127201,1,3727,c226725
205,1,2016-05-12,p1179241,1,1500,c228889
205,6,2016-05-12,p1233511,1,3100,c228889
205,8,2016-05-12,p1100371,1,400,c228889
125,12,2016-05-12,p1005891,2,3900,c366335
127,3,2016-05-12,p1012761,1,1900,c355902
133,1,2016-05-12,p1097831,2,2910,c283124
133,13,2016-05-12,p1246581,4,4544,c283124
133,14,2016-05-12,p1133371,2,2000,c283124
133,15,2016-05-12,p1255281,4,4728,c283124
133,16,2016-05-12,p1237811,1,8000,c283124
109,1,2016-05-12,p1052661,1,1455,c349804
121,1,2016-05-12,p1179241,1,1500,c378004
129,1,2016-05-12,p1012751,1,1250,c054365
135,11,2016-05-12,p1005771,1,1850,c089556
135,12,2016-05-12,p1144371,1,1250,c089556
143,1,2016-05-12,p1012751,1,1250,c170363
143,2,2016-05-12,p1211951,1,1250,c170363
143,3,2016-05-12,p1012761,1,1900,c170363
143,6,2016-05-12,p1246581,2,2272,c170363
145,3,2016-05-12,p1162631,1,4600,c155875
145,6,2016-05-12,p1030071,1,4100,c155875
155,1,2016-05-12,p1246581,1,1136,c056399
157,1,2016-05-12,p1231011,1,909,c088320
161,2,2016-05-12,p1246581,1,1136,c217179
161,3,2016-05-12,p1013161,1,2400,c217179
161,4,2016-05-12,p1012641,1,1250,c217179
161,6,2016-05-12,p1012951,1,1250,c217179
163,1,2016-05-12,p1144371,1,1250,c070813
163,4,2016-05-12,p1012951,1,1250,c070813
165,1,2016-05-12,p1054261,1,2091,c070249
167,3,2016-05-12,p1012641,1,1250,c040668
175,4,2016-05-12,p1005771,1,1850,c226940
175,5,2016-05-12,p1175481,1,1300,c226940
183,1,2016-05-12,p1200641,1,7600,c218626
185,2,2016-05-12,p1144371,1,1250,c302689
185,5,2016-05-12,p1133371,1,1000,c302689
189,4,2016-05-12,p1191881,1,1750,c255098
189,7,2016-05-12,p1072601,1,4600,c255098
191,1,2016-05-12,p1012951,1,1250,c300005
191,2,2016-05-12,p1005771,1,1850,c300005
193,1,2016-05-12,p1012951,1,1250,c132676
193,2,2016-05-12,p1005771,1,1850,c132676
197,4,2016-05-12,p1012951,1,1250,c372869
201,3,2016-05-12,p1119071,1,1091,c111028
217,1,2016-05-12,p1207281,1,3900,c274804
217,6,2016-05-12,p1119071,1,1091,c274804
221,1,2016-05-12,p1246581,1,1136,c117495
223,2,2016-05-12,p1005771,2,3700,c317700
229,3,2016-05-12,p1097591,1,600,c194094
229,4,2016-05-12,p1255281,2,2364,c194094
229,5,2016-05-12,p1005771,1,1850,c194094
243,6,2016-05-12,p1175481,1,1300,c167343
243,7,2016-05-12,p1005621,1,2900,c167343
245,1,2016-05-12,p1246581,1,1136,c327488
247,3,2016-05-12,p1127201,1,3727,c080508
249,6,2016-05-12,p1175481,1,1300,c167343
249,7,2016-05-12,p1005621,1,2900,c167343
261,1,2016-05-12,p1149391,2,1818,c209562
273,3,2016-05-12,p1139701,2,2090,c068224
15,1,2016-05-12,p1012761,1,1900,c222461
15,2,2016-05-12,p1175481,1,1300,c222461
15,5,2016-05-12,p1005891,2,3900,c222461
15,6,2016-05-12,p1133371,1,1000,c222461
15,7,2016-05-12,p1246581,1,1136,c222461
15,9,2016-05-12,p1012581,1,1050,c222461
17,5,2016-05-12,p1012581,1,1050,c193651
17,7,2016-05-12,p1012881,1,1600,c193651
27,1,2016-05-12,p1162631,1,4600,c054396
27,4,2016-05-12,p1211951,2,2500,c054396
27,5,2016-05-12,p1144661,1,1850,c054396
27,6,2016-05-12,p1237811,1,8000,c054396
35,2,2016-05-12,p1133371,2,2000,c315433
37,6,2016-05-12,p1052661,1,1455,c320832
39,1,2016-05-12,p1200641,-1,-7600,c187241
49,3,2016-05-12,p1005891,3,5850,c352730
49,4,2016-05-12,p1012581,2,2100,c352730
49,7,2016-05-12,p1144371,2,2500,c352730
49,9,2016-05-12,p1191881,1,1750,c352730
49,10,2016-05-12,p1149401,4,3636,c352730
73,2,2016-05-12,p1026741,1,3227,c237565
73,3,2016-05-12,p1005891,1,1950,c237565
83,1,2016-05-12,p1072601,1,4600,c156419
87,1,2016-05-12,p1005771,1,1850,c085861
91,1,2016-05-12,p1144371,1,1250,c365376
91,3,2016-05-12,p1149391,2,1818,c365376
91,4,2016-05-12,p1149401,2,1818,c365376
91,5,2016-05-12,p1152861,1,1091,c365376
93,4,2016-05-12,p1052661,2,2822,c079691
101,4,2016-05-12,p1012751,1,1250,c266952
101,5,2016-05-12,p1097591,1,600,c266952
101,6,2016-05-12,p1256521,1,1850,c266952
103,1,2016-05-12,p1012641,1,1250,c117925
103,2,2016-05-12,p1012581,1,1050,c117925
103,3,2016-05-12,p1133371,1,1000,c117925
103,5,2016-05-12,p1246581,1,1136,c117925
109,4,2016-05-12,p1072601,1,4600,c058327
109,6,2016-05-12,p1179241,1,1500,c058327
109,7,2016-05-12,p1191881,1,1750,c058327
119,3,2016-05-12,p1200641,1,7600,c017646
121,1,2016-05-12,p1235451,1,1227,c187241
121,2,2016-05-12,p1231011,1,909,c187241
125,6,2016-05-12,p1162631,1,4600,c366335
125,9,2016-05-12,p1175481,1,1300,c366335
125,11,2016-05-12,p1005771,1,1850,c366335
35,4,2016-05-12,p1097591,1,600,c263277
35,5,2016-05-12,p1127201,1,3727,c263277
47,1,2016-05-12,p1175481,1,1300,c068727
47,2,2016-05-12,p1005771,1,1850,c068727
47,3,2016-05-12,p1144661,1,1850,c068727
47,4,2016-05-12,p1207281,1,3900,c068727
47,8,2016-05-12,p1012751,1,1250,c068727
57,2,2016-05-12,p1005771,1,1850,c060131
63,4,2016-05-12,p1237811,1,8000,c070348
63,10,2016-05-12,p1246581,2,2272,c070348
63,11,2016-05-12,p1255281,1,1182,c070348
63,12,2016-05-12,p1012581,1,1050,c070348
67,1,2016-05-12,p1246581,1,1136,c091352
69,1,2016-05-12,p1012751,1,1250,c111750
71,1,2016-05-12,p1012881,1,1600,c323397
73,3,2016-05-12,p1207281,1,3900,c346952
75,1,2016-05-12,p1012751,1,1250,c348709
75,2,2016-05-12,p1191881,1,1750,c348709
75,3,2016-05-12,p1005891,1,1950,c348709
83,1,2016-05-12,p1072601,3,13386,c257932
95,2,2016-05-12,p1072601,1,4600,c090006
99,5,2016-05-12,p1012751,1,1250,c222322
167,6,2016-05-13,p1013161,1,2400,c274375
167,13,2016-05-13,p1005771,1,1850,c274375
167,14,2016-05-13,p1144661,1,1850,c274375
167,16,2016-05-13,p1191881,1,1750,c274375
171,3,2016-05-13,p1012761,1,1900,c338489
173,4,2016-05-13,p1005891,1,1950,c260290
173,5,2016-05-13,p1144661,1,1850,c260290
177,3,2016-05-13,p1005771,3,5550,c147774
179,1,2016-05-13,p1012951,1,1250,c223585
181,2,2016-05-13,p1072601,1,4600,c115496
181,11,2016-05-13,p1005771,1,1850,c115496
183,1,2016-05-13,p1191881,10,17500,c348539
189,1,2016-05-13,p1162631,1,4600,c187241
191,1,2016-05-13,p1162631,1,4600,c028666
193,6,2016-05-13,p1012581,1,1050,c341307
209,2,2016-05-13,p1179241,1,1500,c111028
211,2,2016-05-13,p1127201,1,3727,c356815
211,3,2016-05-13,p1072601,1,4600,c356815
211,4,2016-05-13,p1012641,1,1250,c356815
211,5,2016-05-13,p1179241,1,1500,c356815
211,7,2016-05-13,p1005891,1,1950,c356815
211,8,2016-05-13,p1005771,1,1850,c356815
211,9,2016-05-13,p1144661,1,1850,c356815
213,3,2016-05-13,p1030071,1,4100,c057038
217,2,2016-05-13,p1246581,2,2272,c078968
217,8,2016-05-13,p1030071,1,4100,c078968
221,1,2016-05-13,p1097831,1,1455,c076781
221,3,2016-05-13,p1054261,1,2091,c076781
225,3,2016-05-13,p1233511,1,3100,c109363
225,5,2016-05-13,p1162631,1,4600,c109363
235,2,2016-05-13,p1026741,2,6454,c086983
241,2,2016-05-13,p1237811,1,8000,c093024
15,2,2016-05-13,p1013161,1,2400,c093697
15,3,2016-05-13,p1119071,1,1091,c093697
15,4,2016-05-13,p1072601,1,4600,c093697
15,5,2016-05-13,p1175481,1,1300,c093697
15,10,2016-05-13,p1012951,1,1250,c093697
15,11,2016-05-13,p1144371,1,1250,c093697
17,5,2016-05-13,p1256521,1,1850,c345899
17,7,2016-05-13,p1144371,1,1250,c345899
17,11,2016-05-13,p1233511,1,3100,c345899
17,12,2016-05-13,p1100371,3,1200,c345899
17,18,2016-05-13,p1030071,1,4100,c345899
39,3,2016-05-13,p1207281,1,3900,c181732
39,8,2016-05-13,p1012761,1,1900,c181732
39,9,2016-05-13,p1013161,1,2400,c181732
55,2,2016-05-13,p1030071,1,4100,c099839
59,2,2016-05-13,p1072601,1,4600,c272968
59,6,2016-05-13,p1097591,1,600,c272968
59,9,2016-05-13,p1012581,1,1050,c272968
59,10,2016-05-13,p1179241,1,1500,c272968
63,5,2016-05-13,p1012761,1,1900,c341192
63,6,2016-05-13,p1072601,1,4600,c341192
63,7,2016-05-13,p1012581,1,1050,c341192
67,2,2016-05-13,p1144661,1,1850,c069521
67,3,2016-05-13,p1175481,1,1300,c069521
67,4,2016-05-13,p1005621,1,2900,c069521
67,8,2016-05-13,p1246581,3,3408,c069521
67,10,2016-05-13,p1013161,1,2400,c069521
67,12,2016-05-13,p1012751,1,1250,c069521
67,14,2016-05-13,p1144371,1,1250,c069521
67,16,2016-05-13,p1012581,1,1050,c069521
69,1,2016-05-13,p1159481,1,1800,c318568
71,4,2016-05-13,p1207281,1,3900,c037554
71,7,2016-05-13,p1237811,1,8000,c037554
71,9,2016-05-13,p1013161,1,2400,c037554
83,4,2016-05-13,p1012641,1,1250,c302834
95,1,2016-05-13,p1179241,1,1500,c150417
95,4,2016-05-13,p1072601,1,4600,c150417
95,6,2016-05-13,p1233511,1,3100,c150417
95,10,2016-05-13,p1175481,1,1300,c150417
95,11,2016-05-13,p1005891,1,1950,c150417
95,13,2016-05-13,p1144371,1,1250,c150417
99,1,2016-05-13,p1246581,2,2272,c043717
103,2,2016-05-13,p1072601,1,4600,c226725
119,2,2016-05-13,p1211951,1,1250,c316488
119,3,2016-05-13,p1179241,1,1500,c316488
121,1,2016-05-13,p1005771,1,1850,c166454
129,1,2016-05-13,p1036481,3,3150,c100815
129,4,2016-05-13,p1026741,2,6454,c100815
129,5,2016-05-13,p1072601,1,4600,c100815
129,8,2016-05-13,p1006411,1,1091,c100815
129,9,2016-05-13,p1013161,1,2400,c100815
129,11,2016-05-13,p1005891,1,1950,c100815
129,13,2016-05-13,p1175481,2,2600,c100815
135,2,2016-05-13,p1159481,1,1800,c117627
139,7,2016-05-13,p1005891,1,1950,c098100
139,10,2016-05-13,p1012751,1,1250,c098100
147,1,2016-05-13,p1233511,1,3100,c312280
147,3,2016-05-13,p1191881,1,1750,c312280
147,4,2016-05-13,p1013161,1,2400,c312280
147,6,2016-05-13,p1012951,1,1250,c312280
147,8,2016-05-13,p1012581,1,1050,c312280
149,8,2016-05-13,p1012581,1,1050,c140393
149,9,2016-05-13,p1144371,1,1250,c140393
149,10,2016-05-13,p1012951,2,2500,c140393
149,13,2016-05-13,p1246581,1,1136,c140393
151,1,2016-05-13,p1233511,1,3100,c187029
151,4,2016-05-13,p1246581,2,2272,c187029
153,2,2016-05-13,p1072601,1,4600,c057902
153,4,2016-05-13,p1097591,1,600,c057902
153,5,2016-05-13,p1012951,1,1250,c057902
153,7,2016-05-13,p1005771,1,1850,c057902
153,9,2016-05-13,p1191881,1,1750,c057902
155,1,2016-05-13,p1005891,1,1950,c235016
157,6,2016-05-13,p1144371,2,2500,c085328
157,10,2016-05-13,p1233511,1,3100,c085328
157,12,2016-05-13,p1012951,1,1250,c085328
161,2,2016-05-13,p1162631,1,4600,c336439
167,9,2016-05-13,p1175481,1,1300,c256672
167,10,2016-05-13,p1012951,1,1250,c256672
167,11,2016-05-13,p1144371,1,1250,c256672
175,17,2016-05-13,p1139681,2,1818,c017517
175,18,2016-05-13,p1139701,2,2090,c017517
177,1,2016-05-13,p1012641,3,3750,c057038
177,3,2016-05-13,p1012761,2,3800,c057038
177,4,2016-05-13,p1012581,4,4200,c057038
181,3,2016-05-13,p1012761,1,1900,c272190
181,7,2016-05-13,p1191881,1,1750,c272190
181,11,2016-05-13,p1175481,1,1300,c272190
183,8,2016-05-13,p1012881,1,1600,c362922
183,9,2016-05-13,p1013161,1,2400,c362922
183,11,2016-05-13,p1144661,1,1850,c362922
183,12,2016-05-13,p1175481,1,1300,c362922
183,13,2016-05-13,p1207281,1,3900,c362922
187,3,2016-05-13,p1119071,1,1091,c298204
187,4,2016-05-13,p1100371,1,400,c298204
187,5,2016-05-13,p1175481,1,1300,c298204
189,4,2016-05-13,p1211951,1,1250,c113117
189,8,2016-05-13,p1144371,2,2500,c113117
9,1,2016-05-13,p1013161,1,2400,c155385
9,2,2016-05-13,p1012881,2,3200,c155385
9,4,2016-05-13,p1175481,2,2600,c155385
11,1,2016-05-13,p1233511,1,3100,c017646
11,2,2016-05-13,p1072601,1,4600,c017646
11,4,2016-05-13,p1127201,2,7454,c017646
13,2,2016-05-13,p1005891,2,3900,c291488
15,3,2016-05-13,p1072601,1,4600,c096617
15,5,2016-05-13,p1005771,2,3700,c096617
15,6,2016-05-13,p1127201,1,3727,c096617
15,8,2016-05-13,p1100371,5,2000,c096617
15,9,2016-05-13,p1012761,1,1900,c096617
35,3,2016-05-13,p1237811,1,8000,c039165
35,4,2016-05-13,p1012761,2,3800,c039165
35,6,2016-05-13,p1211951,2,2500,c039165
35,13,2016-05-13,p1013161,1,2400,c039165
35,15,2016-05-13,p1012751,1,1250,c039165
35,20,2016-05-13,p1012881,1,1600,c039165
35,21,2016-05-13,p1207281,1,3900,c039165
35,22,2016-05-13,p1144371,1,1250,c039165
41,3,2016-05-13,p1012751,1,1250,c048405
41,5,2016-05-13,p1013161,2,4800,c048405
41,6,2016-05-13,p1144661,2,3700,c048405
45,1,2016-05-13,p1072601,1,4600,c363992
45,3,2016-05-13,p1036481,1,1050,c363992
49,11,2016-05-13,p1072601,1,4600,c378210
51,1,2016-05-13,p1207281,2,7800,c307480
51,4,2016-05-13,p1237811,1,8000,c307480
59,2,2016-05-13,p1211951,2,2500,c042176
59,12,2016-05-13,p1012751,1,1250,c042176
59,13,2016-05-13,p1191881,1,1750,c042176
61,1,2016-05-13,p1211951,1,1250,c118079
61,3,2016-05-13,p1233511,1,3100,c118079
63,4,2016-05-13,p1072601,2,9200,c275002
63,5,2016-05-13,p1005891,1,1950,c275002
67,1,2016-05-13,p1100371,2,800,c235867
67,7,2016-05-13,p1175481,1,1300,c235867
71,3,2016-05-13,p1005771,1,1850,c017624
71,9,2016-05-13,p1175481,1,1300,c017624
71,17,2016-05-13,p1012951,1,1250,c017624
73,1,2016-05-13,p1127201,1,3727,c299230
79,3,2016-05-13,p1127201,2,7454,c177762
79,6,2016-05-13,p1144661,1,1850,c177762
85,2,2016-05-13,p1012761,1,1900,c317858
85,4,2016-05-13,p1207281,1,3900,c317858
85,5,2016-05-13,p1133371,3,3000,c317858
87,2,2016-05-13,p1233511,1,2790,c112428
87,7,2016-05-13,p1036481,1,1050,c112428
87,8,2016-05-13,p1119071,1,1091,c112428
87,9,2016-05-13,p1127201,1,3727,c112428
87,10,2016-05-13,p1152861,1,1091,c112428
87,11,2016-05-13,p1149381,1,1182,c112428
99,1,2016-05-13,p1235451,1,1227,c238833
99,2,2016-05-13,p1162631,1,4600,c238833
101,1,2016-05-13,p1144371,1,1250,c131572
111,1,2016-05-13,p1012751,1,1250,c222080
111,5,2016-05-13,p1005771,2,3700,c222080
113,2,2016-05-13,p1246581,3,3408,c193651
115,2,2016-05-13,p1144371,1,1250,c339083
117,1,2016-05-13,p1072601,1,4600,c080508
119,1,2016-05-13,p1012641,1,1250,c071649
121,1,2016-05-13,p1052661,1,1455,c334322
121,2,2016-05-13,p1097831,1,1455,c334322
121,4,2016-05-13,p1211951,1,1250,c334322
123,1,2016-05-13,p1246581,2,2272,c312420
123,2,2016-05-13,p1149391,1,909,c312420
123,3,2016-05-13,p1152861,1,1091,c312420
125,2,2016-05-13,p1144371,1,1250,c305406
125,5,2016-05-13,p1005891,1,1950,c305406
125,6,2016-05-13,p1207281,1,3900,c305406
133,2,2016-05-13,p1246581,2,2272,c307070
133,3,2016-05-13,p1144371,1,1250,c307070
135,3,2016-05-13,p1133371,1,1000,c083607
141,2,2016-05-13,p1179241,1,1500,c347234
143,2,2016-05-13,p1005891,2,3900,c139739
145,1,2016-05-13,p1246581,2,2272,c218626
147,11,2016-05-13,p1012951,1,1250,c017672
147,12,2016-05-13,p1012581,2,2100,c017672
149,2,2016-05-13,p1162631,1,4600,c115575
151,4,2016-05-13,p1246581,4,4544,c304195
151,5,2016-05-13,p1100371,1,400,c304195
151,6,2016-05-13,p1072601,1,4600,c304195
151,7,2016-05-13,p1144371,1,1250,c304195
155,6,2016-05-13,p1012581,5,5250,c259362
155,7,2016-05-13,p1144371,2,2500,c259362
161,1,2016-05-13,p1030071,2,7380,c043717
163,2,2016-05-13,p1097831,3,4365,c126138
163,6,2016-05-13,p1012581,1,1050,c126138
167,4,2016-05-13,p1030071,1,4100,c274375
199,4,2016-05-13,p1149381,2,2364,c135760
199,5,2016-05-13,p1175481,1,1300,c135760
199,6,2016-05-13,p1005771,1,1850,c135760
203,2,2016-05-13,p1072601,1,4600,c292114
205,10,2016-05-13,p1012581,1,1050,c351869
205,13,2016-05-13,p1005891,1,1950,c351869
209,5,2016-05-13,p1005771,1,1850,c350113
