id,COLLEGE,INCOME ,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
6146,0,112387,52,33,257310,641,5,1,unsat,very_high,never_thought,LEAVE
6147,0,86308,55,83,177733,320,3,1,very_unsat,very_little,actively_looking_into_it,STAY
6148,1,157004,44,0,300652,356,1,15,avg,very_high,never_thought,LEAVE
6149,0,80467,0,0,549954,290,0,15,very_unsat,little,considering,STAY
6150,1,145718,190,0,628030,514,17,12,unsat,little,considering,LEAVE
6151,1,32519,34,55,325521,196,5,1,very_unsat,little,considering,STAY
6152,0,41974,33,24,293961,210,3,2,unsat,little,actively_looking_into_it,LEAVE
6153,1,32514,206,0,446730,187,26,14,unsat,little,never_thought,STAY
6154,1,24195,212,89,308784,138,11,1,unsat,very_high,considering,LEAVE
6155,1,52195,0,0,989098,789,1,10,very_sat,very_high,considering,STAY
6156,0,156235,0,84,740031,813,0,1,very_sat,very_high,considering,LEAVE
6157,1,104599,158,0,542710,502,26,15,very_unsat,very_little,perhaps,LEAVE
6158,0,117245,204,0,843989,801,10,4,unsat,little,actively_looking_into_it,LEAVE
6159,0,20469,48,69,282366,319,3,1,unsat,little,actively_looking_into_it,LEAVE
6160,0,39760,215,0,416945,212,21,8,very_unsat,little,actively_looking_into_it,LEAVE
6161,1,150114,243,0,674961,516,24,15,unsat,very_high,no,LEAVE
6162,0,109110,0,48,199263,157,1,1,avg,avg,no,LEAVE
6163,1,83921,0,87,181767,297,0,1,very_unsat,very_high,actively_looking_into_it,STAY
6164,0,38801,207,73,621654,214,15,1,very_unsat,very_little,actively_looking_into_it,LEAVE
6165,0,27888,176,0,242119,228,28,6,unsat,high,considering,LEAVE
6166,1,79860,234,83,160417,381,11,2,very_sat,little,considering,LEAVE
6167,1,136945,220,0,577289,494,17,15,very_sat,very_high,no,LEAVE
6168,1,31049,61,19,709866,246,5,4,very_unsat,very_high,no,STAY
6169,0,23474,67,37,705581,217,3,4,very_unsat,very_little,never_thought,LEAVE
6170,0,146173,60,0,530406,586,4,12,avg,little,actively_looking_into_it,STAY
6171,0,116557,60,41,330371,886,4,2,very_sat,very_high,considering,LEAVE
6172,1,62827,33,68,494317,294,28,2,very_sat,little,no,STAY
6173,1,64669,0,88,391479,352,0,2,unsat,little,considering,LEAVE
6174,0,30719,205,0,544317,214,10,14,very_unsat,little,considering,LEAVE
6175,0,38911,162,0,327912,160,14,14,very_sat,very_high,actively_looking_into_it,LEAVE
6176,0,135073,45,20,327935,759,1,4,unsat,little,actively_looking_into_it,STAY
6177,1,87858,171,0,816735,271,29,13,very_sat,little,considering,STAY
6178,1,98879,80,0,318528,280,3,8,very_unsat,little,never_thought,STAY
6179,1,122824,254,29,923186,808,3,1,very_unsat,very_little,perhaps,LEAVE
6180,1,71627,231,0,395723,379,12,13,unsat,very_little,actively_looking_into_it,STAY
6181,1,46636,0,0,262816,172,1,8,very_unsat,little,actively_looking_into_it,STAY
6182,1,156412,154,25,156255,526,23,2,very_sat,avg,considering,LEAVE
6183,1,126058,0,18,780160,732,0,4,very_unsat,high,considering,STAY
6184,0,77895,0,0,347048,340,1,11,very_unsat,very_little,no,LEAVE
6185,1,145788,201,0,347088,522,20,13,very_unsat,very_little,actively_looking_into_it,LEAVE
6186,1,149574,0,7,379942,514,1,4,very_unsat,very_high,perhaps,STAY
6187,0,119777,0,0,836643,437,0,13,very_unsat,very_little,no,STAY
6188,1,142928,57,9,780251,430,3,4,avg,very_high,no,STAY
6189,1,37670,70,12,240421,241,5,4,very_unsat,high,actively_looking_into_it,STAY
6190,0,36363,0,61,226787,199,1,1,unsat,high,no,LEAVE
6191,0,119548,0,13,207371,622,0,5,very_sat,very_high,considering,STAY
6192,0,125411,0,0,981678,438,1,11,very_sat,very_little,actively_looking_into_it,LEAVE
6193,1,134928,55,22,221575,656,5,4,very_unsat,very_little,never_thought,LEAVE
6194,1,137451,220,0,638217,743,12,10,very_unsat,very_high,no,STAY
6195,1,93361,191,0,674044,312,22,10,avg,little,considering,STAY
6196,0,71618,0,8,216953,254,0,6,very_sat,little,no,STAY
6197,0,42661,57,22,515144,178,3,4,very_sat,very_high,never_thought,STAY
6198,0,66207,78,36,636499,272,5,2,very_unsat,very_high,considering,STAY
6199,0,57228,0,12,338960,379,1,6,sat,high,no,STAY
6200,1,22297,0,9,154898,199,1,1,unsat,little,actively_looking_into_it,STAY
6201,1,96614,65,0,283817,305,5,15,very_sat,little,never_thought,STAY
6202,1,70902,0,19,291246,303,0,4,very_sat,very_little,no,STAY
6203,1,35195,0,0,353497,205,1,10,very_unsat,very_little,actively_looking_into_it,LEAVE
6204,0,40331,69,79,334990,207,4,2,very_sat,very_little,actively_looking_into_it,STAY
6205,0,128237,0,76,890332,280,1,1,very_sat,very_high,actively_looking_into_it,LEAVE
6206,1,126255,68,71,781809,675,4,6,very_sat,very_little,considering,LEAVE
6207,0,48883,0,5,214209,145,1,6,sat,high,no,STAY
6208,1,32467,0,56,691681,242,0,2,unsat,very_high,never_thought,STAY
6209,1,96845,0,0,418865,269,1,10,very_unsat,very_little,actively_looking_into_it,STAY
6210,0,116841,0,17,452062,667,1,5,very_unsat,very_high,considering,STAY
6211,0,42043,53,31,841970,137,3,2,very_sat,little,considering,STAY
6212,0,113600,71,14,478843,799,1,1,very_unsat,high,considering,STAY
6213,1,119894,189,0,275896,630,11,9,very_sat,little,considering,LEAVE
6214,1,30067,46,21,602834,131,4,5,very_unsat,little,considering,LEAVE
6215,0,92244,0,11,240074,315,4,6,very_unsat,little,actively_looking_into_it,STAY
6216,0,125555,0,0,481845,880,0,13,very_unsat,very_little,no,LEAVE
6217,1,97554,0,0,407304,316,1,13,sat,little,no,STAY
6218,0,29679,145,19,509873,166,23,14,avg,very_little,considering,LEAVE
6219,1,22205,56,0,481737,234,3,12,very_unsat,avg,no,STAY
6220,1,27188,0,37,534648,204,0,2,very_sat,little,actively_looking_into_it,STAY
6221,1,22013,54,0,740252,558,4,14,unsat,little,perhaps,STAY
6222,1,131385,182,5,233209,431,18,5,unsat,little,considering,LEAVE
6223,1,50610,89,0,828693,385,5,13,very_sat,very_high,no,STAY
6224,1,24053,0,73,172407,147,0,2,very_unsat,very_little,considering,STAY
6225,0,42240,231,0,997908,241,21,12,unsat,little,never_thought,STAY
6226,0,122381,159,0,228639,676,26,10,very_unsat,high,never_thought,LEAVE
6227,1,51167,62,5,177193,257,4,5,very_sat,high,never_thought,STAY
6228,1,30140,76,0,166052,145,4,12,unsat,little,no,LEAVE
6229,0,21363,0,20,259567,236,0,4,very_unsat,high,no,STAY
6230,1,48393,0,0,769965,221,0,14,very_sat,very_little,considering,STAY
6231,0,72400,0,0,632219,404,1,12,very_unsat,very_little,perhaps,STAY
6232,0,105307,0,9,210386,851,1,4,sat,little,considering,LEAVE
6233,0,27315,157,58,587454,171,14,2,unsat,very_high,actively_looking_into_it,LEAVE
6234,1,81269,64,36,640913,335,3,2,very_sat,very_high,considering,LEAVE
6235,0,33293,0,31,265597,170,0,2,unsat,very_high,actively_looking_into_it,LEAVE
6236,1,154442,0,10,519265,834,0,4,very_unsat,very_little,never_thought,STAY
6237,0,135633,0,74,810629,742,1,14,very_sat,little,actively_looking_into_it,STAY
6238,0,111024,63,76,475783,519,4,2,very_sat,little,considering,LEAVE
6239,0,127902,0,0,630632,403,13,13,very_unsat,very_high,actively_looking_into_it,LEAVE
6240,1,55130,58,7,159385,329,4,1,very_unsat,little,no,STAY
6241,0,81842,75,0,666825,255,4,14,unsat,very_little,considering,STAY
6242,1,144600,62,85,964581,712,4,1,avg,little,considering,STAY
6243,1,31874,206,0,797889,180,16,10,very_unsat,very_little,considering,STAY
6244,0,99157,0,34,633779,294,4,6,avg,high,never_thought,STAY
6245,1,156430,60,20,412979,825,4,5,very_unsat,very_little,perhaps,STAY
6246,0,150285,214,80,471631,804,27,2,very_sat,little,considering,LEAVE
6247,0,153503,163,22,543585,489,16,4,very_sat,little,actively_looking_into_it,LEAVE
6248,1,51631,0,15,193502,258,0,5,very_unsat,little,no,LEAVE
6249,1,124571,84,18,462701,159,5,4,unsat,very_little,never_thought,LEAVE
6250,1,131646,0,0,199461,517,1,12,unsat,very_high,perhaps,STAY
6251,1,47330,192,0,262070,557,29,13,very_unsat,high,actively_looking_into_it,LEAVE
6252,1,45736,204,7,909070,248,17,6,very_sat,very_little,considering,STAY
6253,0,80599,217,0,559891,258,5,12,unsat,little,actively_looking_into_it,LEAVE
6254,1,125219,47,0,894893,771,3,10,very_unsat,avg,perhaps,STAY
6255,1,102872,0,9,628043,761,0,5,very_unsat,little,no,STAY
6256,0,121133,72,27,688659,628,5,1,very_sat,very_little,considering,LEAVE
6257,1,37801,0,43,156313,132,0,2,unsat,very_little,no,LEAVE
6258,1,127199,58,88,701614,449,3,1,avg,little,never_thought,LEAVE
6259,1,32301,0,56,924983,173,1,2,sat,very_little,never_thought,STAY
6260,1,77728,166,10,435540,266,19,4,very_unsat,little,perhaps,LEAVE
6261,0,52789,209,0,544289,307,25,10,unsat,little,actively_looking_into_it,STAY
6262,1,65252,0,65,231218,382,1,2,avg,little,considering,LEAVE
6263,1,87443,184,65,182530,354,28,2,avg,high,considering,LEAVE
6264,1,76681,227,0,231639,299,29,13,very_unsat,very_little,no,LEAVE
6265,1,107370,33,0,285892,861,4,11,very_unsat,little,considering,STAY
6266,1,29826,0,0,278112,163,1,11,very_unsat,avg,considering,LEAVE
6267,0,104586,0,60,338317,747,1,1,very_unsat,little,considering,LEAVE
6268,0,156695,96,40,645799,882,4,2,unsat,high,considering,LEAVE
6269,0,88691,194,17,151232,380,13,5,unsat,very_high,considering,LEAVE
6270,0,130487,192,86,378205,879,20,1,very_unsat,little,actively_looking_into_it,LEAVE
6271,0,135032,59,80,724190,180,4,1,very_unsat,little,no,LEAVE
6272,1,146361,0,39,699986,552,1,1,very_unsat,little,considering,LEAVE
6273,1,86249,33,0,404998,279,3,1,sat,very_little,no,LEAVE
6274,0,41141,196,88,308016,138,19,1,very_sat,very_little,considering,LEAVE
6275,1,83689,54,39,240668,274,4,15,very_unsat,high,no,STAY
6276,1,60909,212,8,641085,138,13,6,very_sat,avg,actively_looking_into_it,STAY
6277,0,68058,214,0,806629,347,16,10,very_sat,very_high,considering,STAY
6278,1,52106,0,7,329003,289,1,1,avg,very_little,considering,STAY
6279,0,42517,60,18,186228,213,5,6,very_unsat,very_little,considering,STAY
6280,0,58487,63,0,373915,321,4,9,avg,little,never_thought,STAY
6281,1,64638,110,0,872504,299,1,2,very_sat,very_little,no,STAY
6282,0,43193,0,0,521533,207,0,13,very_unsat,very_high,considering,STAY
6283,0,130774,189,0,222933,878,15,10,very_sat,little,considering,LEAVE
6284,0,51147,0,15,559020,319,1,5,very_unsat,very_little,never_thought,LEAVE
6285,1,65540,200,74,729661,314,15,1,very_unsat,high,never_thought,STAY
6286,0,70618,0,62,562171,328,1,2,unsat,very_high,actively_looking_into_it,LEAVE
6287,1,22654,219,40,517689,248,10,2,very_sat,little,no,STAY
6288,1,151160,81,28,168672,555,5,2,very_unsat,little,considering,LEAVE
6289,0,93834,0,57,642665,372,1,2,very_unsat,little,considering,STAY
6290,1,31249,0,8,273927,385,0,6,sat,little,considering,STAY
6291,1,74697,79,23,796466,663,23,4,very_sat,little,no,STAY
6292,0,110577,0,0,962467,855,1,12,very_sat,very_little,actively_looking_into_it,STAY
6293,1,126661,210,53,371355,634,1,1,unsat,little,considering,STAY
6294,0,20681,60,34,680829,209,3,2,very_unsat,little,never_thought,STAY
6295,0,87248,0,0,175648,250,0,10,unsat,little,considering,LEAVE
6296,0,47183,0,0,151776,160,1,1,very_sat,very_high,never_thought,STAY
6297,0,118132,182,81,601668,148,25,1,very_unsat,little,considering,LEAVE
6298,0,52179,195,0,841107,268,24,11,very_unsat,little,considering,STAY
6299,1,146717,169,24,625480,228,28,6,very_unsat,very_little,considering,LEAVE
6300,0,35292,79,17,392043,167,3,5,very_unsat,very_high,considering,STAY
6301,1,20300,0,10,575900,177,0,4,very_unsat,high,considering,LEAVE
6302,1,111416,235,7,224893,765,13,5,very_sat,very_high,perhaps,STAY
6303,1,26829,0,5,928816,150,1,4,very_unsat,little,considering,STAY
6304,1,84980,0,16,388181,225,5,5,unsat,little,no,STAY
6305,1,47311,224,83,311732,789,17,1,very_sat,very_high,actively_looking_into_it,LEAVE
6306,0,64911,0,0,183859,365,0,14,very_sat,very_little,never_thought,STAY
6307,0,37754,162,19,959963,212,17,4,very_unsat,little,never_thought,STAY
6308,0,123601,64,0,301160,505,3,8,unsat,little,perhaps,STAY
6309,1,59465,181,5,308550,312,15,6,avg,very_high,considering,LEAVE
6310,1,140823,60,0,205828,692,4,11,avg,little,considering,STAY
6311,1,59762,217,15,220295,355,25,6,unsat,little,actively_looking_into_it,LEAVE
6312,0,97929,160,22,960849,397,14,6,very_sat,little,no,STAY
6313,0,61641,84,74,157229,261,3,2,very_unsat,avg,actively_looking_into_it,LEAVE
6314,1,157461,59,0,412250,419,4,1,sat,very_high,actively_looking_into_it,LEAVE
6315,1,88703,0,43,362851,257,0,2,unsat,very_high,never_thought,LEAVE
6316,0,118962,0,0,603970,499,1,2,very_unsat,very_little,considering,STAY
6317,0,110212,164,15,628803,710,18,4,very_sat,little,considering,LEAVE
6318,1,45732,0,0,201817,226,0,13,very_unsat,very_high,considering,STAY
6319,1,88277,180,0,749361,374,18,10,very_sat,little,considering,STAY
6320,0,156321,237,14,272831,460,17,10,very_sat,very_little,no,LEAVE
6321,1,45264,41,17,605063,227,1,5,unsat,little,no,LEAVE
6322,0,36250,0,0,879599,230,1,9,very_unsat,high,perhaps,STAY
6323,0,144221,188,9,567648,793,4,4,unsat,little,considering,LEAVE
6324,1,59675,74,12,260255,330,21,4,very_unsat,little,considering,LEAVE
6325,1,92920,154,0,531282,320,1,8,avg,very_high,perhaps,LEAVE
6326,1,83575,0,50,615968,359,0,1,unsat,very_high,considering,STAY
6327,1,75913,196,31,329993,379,28,2,sat,very_high,no,LEAVE
6328,0,65556,0,0,305893,361,1,14,very_sat,high,considering,STAY
6329,1,114218,194,56,345672,720,18,2,very_sat,very_high,actively_looking_into_it,LEAVE
6330,0,122305,0,0,159048,618,1,11,very_sat,little,no,STAY
6331,0,59284,47,0,531630,310,0,10,sat,little,considering,LEAVE
6332,0,110514,88,86,572232,409,27,1,unsat,little,considering,STAY
6333,0,124820,69,14,253114,576,4,4,avg,little,considering,STAY
6334,0,97971,46,73,621305,346,5,2,unsat,little,actively_looking_into_it,STAY
6335,1,99732,0,18,298973,137,0,5,very_sat,very_high,never_thought,STAY
6336,0,127791,60,0,258385,540,4,4,very_unsat,little,actively_looking_into_it,STAY
6337,1,99548,235,0,238561,294,15,6,very_unsat,little,actively_looking_into_it,LEAVE
6338,0,115075,81,14,362286,616,3,6,unsat,little,considering,STAY
6339,0,125640,0,0,268836,442,1,10,very_unsat,little,considering,LEAVE
6340,0,35996,231,13,558516,130,11,6,very_unsat,very_high,actively_looking_into_it,STAY
6341,1,124372,0,69,592572,405,1,1,very_sat,very_high,actively_looking_into_it,STAY
6342,1,55054,181,60,406669,380,14,2,unsat,little,actively_looking_into_it,LEAVE
6343,0,117225,0,0,184448,750,1,14,very_sat,very_little,considering,STAY
6344,1,97278,0,85,308882,324,1,2,very_sat,little,no,LEAVE
6345,0,44930,180,43,418715,149,14,2,very_unsat,very_high,no,LEAVE
6346,0,85766,39,0,377998,369,4,4,very_sat,little,considering,STAY
6347,1,45306,0,56,647423,157,1,2,avg,little,never_thought,STAY
6348,0,25071,0,0,591814,148,0,12,very_unsat,little,perhaps,STAY
6349,0,154469,0,0,365612,793,0,8,very_unsat,very_high,actively_looking_into_it,STAY
6350,0,37997,191,28,278956,211,20,2,sat,very_high,considering,LEAVE
6351,1,103411,65,0,467547,866,5,10,very_unsat,very_high,actively_looking_into_it,LEAVE
6352,1,120178,68,0,200247,611,5,12,unsat,little,actively_looking_into_it,LEAVE
6353,1,43903,66,71,252928,245,3,2,very_unsat,little,no,STAY
6354,0,79500,37,0,707483,291,4,15,unsat,little,considering,LEAVE
6355,1,125185,53,13,295696,551,4,5,unsat,very_high,considering,LEAVE
6356,0,139227,0,0,159892,416,0,11,sat,very_high,considering,STAY
6357,1,54115,37,76,470746,270,3,2,very_sat,high,considering,LEAVE
6358,0,103658,162,13,739528,761,25,5,very_sat,very_little,actively_looking_into_it,LEAVE
6359,0,106232,36,0,518392,567,3,12,very_unsat,little,no,STAY
6360,0,90373,48,11,221725,325,1,5,very_unsat,very_little,no,LEAVE
6361,1,119468,176,0,340062,603,1,8,very_unsat,very_little,considering,LEAVE
6362,1,45794,65,0,267794,194,3,2,very_unsat,very_high,considering,LEAVE
6363,1,48401,167,0,623160,210,0,4,very_unsat,little,actively_looking_into_it,STAY
6364,0,31173,52,0,411879,243,5,9,very_unsat,very_high,no,STAY
6365,0,99572,197,19,268210,376,13,4,very_sat,little,actively_looking_into_it,LEAVE
6366,0,96109,60,15,239569,281,5,5,sat,avg,no,LEAVE
6367,0,39662,198,21,295689,207,20,4,very_unsat,very_little,actively_looking_into_it,LEAVE
6368,1,137131,216,83,232296,673,10,2,avg,high,considering,LEAVE
6369,0,147049,186,0,243371,579,15,14,very_sat,little,considering,LEAVE
6370,1,116544,73,20,822056,643,4,5,very_sat,very_high,actively_looking_into_it,LEAVE
6371,0,100590,0,0,221464,872,0,12,unsat,little,actively_looking_into_it,STAY
6372,1,158723,235,0,918884,636,23,14,very_unsat,little,considering,LEAVE
6373,1,31364,0,5,940008,181,1,6,very_unsat,very_high,actively_looking_into_it,STAY
6374,0,159757,151,0,539787,824,11,15,very_sat,very_high,never_thought,LEAVE
6375,1,144265,223,11,464672,246,12,5,avg,little,actively_looking_into_it,STAY
6376,1,106779,47,0,361315,427,4,15,very_sat,little,actively_looking_into_it,LEAVE
6377,0,87600,56,0,656944,361,3,14,very_sat,little,no,STAY
6378,0,70507,0,0,458109,278,1,9,unsat,little,no,LEAVE
6379,1,46104,0,19,240765,190,0,6,very_sat,very_high,actively_looking_into_it,STAY
6380,1,145226,144,7,282378,864,15,6,unsat,avg,considering,LEAVE
6381,0,30532,0,6,157048,223,1,6,very_unsat,little,actively_looking_into_it,STAY
6382,0,147825,0,0,653750,669,0,10,very_unsat,little,never_thought,LEAVE
6383,0,152846,0,47,286823,854,0,2,unsat,avg,actively_looking_into_it,LEAVE
6384,0,151616,76,5,188494,382,3,6,very_unsat,very_high,no,STAY
6385,0,89247,93,19,166814,253,21,5,very_sat,very_little,considering,STAY
6386,1,25229,45,11,982357,159,3,4,very_unsat,avg,considering,STAY
6387,0,31680,180,0,202365,141,10,15,very_sat,little,considering,LEAVE
6388,1,82746,197,23,618058,310,4,5,very_sat,very_little,no,LEAVE
6389,1,104461,251,55,332081,860,19,4,very_unsat,very_little,considering,LEAVE
6390,1,125924,0,7,285912,449,1,5,very_unsat,high,no,STAY
6391,1,127547,180,24,691324,878,15,6,very_sat,avg,actively_looking_into_it,STAY
6392,0,73130,69,0,766355,307,3,13,very_unsat,little,considering,STAY
6393,0,76222,175,16,323620,377,24,4,very_sat,high,considering,LEAVE
6394,1,59825,0,0,944047,333,0,10,very_unsat,very_little,never_thought,STAY
6395,0,80197,177,7,422991,472,5,5,avg,high,actively_looking_into_it,LEAVE
6396,1,33203,210,10,222351,165,15,6,avg,very_high,actively_looking_into_it,LEAVE
6397,1,69452,212,87,584877,347,27,1,very_unsat,very_little,actively_looking_into_it,LEAVE
6398,1,155315,0,46,389134,472,0,2,very_unsat,high,never_thought,STAY
6399,0,82170,218,26,679585,294,20,1,very_unsat,very_little,actively_looking_into_it,STAY
6400,1,49438,0,69,965407,247,0,1,unsat,very_high,considering,STAY
6401,0,34430,0,86,355699,219,1,1,very_unsat,very_high,considering,LEAVE
6402,1,60503,80,0,397082,304,5,12,very_unsat,very_high,considering,LEAVE
6403,1,107324,207,0,406913,852,28,13,avg,high,considering,LEAVE
6404,1,67025,225,0,719778,301,28,11,very_unsat,avg,never_thought,STAY
6405,1,66339,0,67,438253,383,1,1,very_sat,little,considering,LEAVE
6406,0,73393,0,55,162520,266,1,1,very_sat,little,actively_looking_into_it,STAY
6407,1,42439,0,74,431485,150,1,2,very_unsat,very_high,no,STAY
6408,0,85304,189,0,355933,396,3,8,very_unsat,little,considering,LEAVE
6409,0,132030,48,20,582929,721,5,9,sat,little,no,STAY
6410,0,42748,261,74,528018,175,3,1,very_unsat,very_high,no,LEAVE
6411,1,57371,52,24,318276,315,4,4,very_unsat,very_high,considering,LEAVE
6412,1,110656,230,51,206252,780,29,2,very_unsat,little,considering,STAY
6413,0,77756,0,0,434931,388,1,14,unsat,little,no,LEAVE
6414,1,82822,62,22,718068,361,3,6,unsat,little,considering,STAY
6415,1,36964,210,18,596088,225,24,4,sat,very_high,no,LEAVE
6416,1,26882,202,25,407869,156,23,2,very_unsat,very_high,perhaps,LEAVE
6417,0,41125,0,40,718063,133,1,2,unsat,very_high,considering,STAY
6418,1,40837,0,0,179175,236,1,8,avg,very_high,no,LEAVE
6419,0,92405,190,0,487171,395,17,15,very_unsat,little,actively_looking_into_it,STAY
6420,1,133345,36,0,824392,833,3,14,very_sat,very_high,considering,STAY
6421,1,119014,219,8,653164,869,25,4,unsat,very_little,considering,LEAVE
6422,0,140282,0,58,164316,682,0,2,very_sat,little,actively_looking_into_it,LEAVE
6423,0,141993,0,87,203638,614,1,2,very_unsat,high,considering,STAY
6424,1,23455,171,0,555210,208,15,15,very_unsat,very_little,actively_looking_into_it,STAY
6425,0,52168,209,0,368473,330,14,11,very_unsat,very_high,actively_looking_into_it,LEAVE
6426,1,153912,0,0,201967,671,3,12,very_sat,little,perhaps,STAY
6427,1,113858,51,0,433464,601,14,14,unsat,high,no,LEAVE
6428,0,116942,0,5,527105,897,1,4,very_sat,little,actively_looking_into_it,STAY
6429,1,154950,223,0,880559,796,17,8,unsat,high,considering,LEAVE
6430,0,135947,0,32,544153,205,1,1,very_unsat,very_high,no,LEAVE
6431,0,83591,0,16,159220,331,0,5,avg,little,actively_looking_into_it,STAY
6432,1,144460,76,8,470975,278,3,4,very_sat,very_high,no,STAY
6433,1,59543,78,11,450771,393,5,6,very_unsat,little,considering,STAY
6434,0,77642,42,43,210752,274,0,1,avg,little,no,STAY
6435,1,37503,0,0,400453,238,1,14,unsat,little,no,LEAVE
6436,1,67527,0,0,530499,339,5,9,very_unsat,little,considering,LEAVE
6437,1,78788,0,40,288981,356,0,2,very_unsat,little,never_thought,STAY
6438,1,76830,0,87,421950,395,1,1,avg,very_high,no,LEAVE
6439,0,20774,81,20,656333,168,5,5,very_sat,little,actively_looking_into_it,LEAVE
6440,0,102290,231,19,866073,580,28,6,very_unsat,little,considering,LEAVE
6441,0,114931,0,72,441233,617,0,1,very_unsat,very_high,considering,LEAVE
6442,1,72051,203,10,248814,269,16,6,unsat,little,considering,LEAVE
6443,1,20078,199,65,783996,200,20,1,very_unsat,very_little,perhaps,STAY
6444,0,122858,40,0,461013,704,4,10,very_sat,little,perhaps,STAY
6445,0,153300,0,0,788611,896,0,12,unsat,very_high,actively_looking_into_it,STAY
6446,1,46319,0,0,226982,183,1,14,unsat,little,actively_looking_into_it,STAY
6447,1,153547,39,9,684635,685,5,11,very_unsat,very_high,considering,LEAVE
6448,1,70811,38,47,393527,256,5,1,very_unsat,little,actively_looking_into_it,LEAVE
6449,0,92255,181,0,410059,391,25,9,unsat,little,actively_looking_into_it,LEAVE
6450,1,38004,215,82,721264,133,28,1,very_sat,little,actively_looking_into_it,LEAVE
6451,0,146711,0,62,176922,687,0,1,very_sat,little,actively_looking_into_it,STAY
6452,1,136709,0,0,796456,602,1,10,very_unsat,little,no,LEAVE
6453,0,28213,284,0,602104,136,28,15,very_unsat,little,never_thought,STAY
6454,0,119364,37,77,848152,898,5,1,very_sat,little,considering,STAY
6455,0,159237,0,23,714152,493,1,4,very_unsat,little,actively_looking_into_it,STAY
6456,0,58788,139,0,178358,317,3,10,unsat,little,perhaps,STAY
6457,0,131003,236,0,260460,547,11,12,very_unsat,very_little,never_thought,LEAVE
6458,0,86314,191,63,820728,348,17,1,very_sat,very_little,considering,STAY
6459,1,90307,65,30,755885,171,4,2,unsat,high,considering,STAY
6460,0,49656,266,18,259221,224,15,4,unsat,very_high,considering,LEAVE
6461,0,51581,0,38,410670,252,0,2,avg,high,actively_looking_into_it,LEAVE
6462,1,148469,198,71,963657,682,12,1,very_unsat,little,actively_looking_into_it,LEAVE
6463,1,86530,0,51,735688,392,1,2,very_sat,very_high,considering,STAY
6464,0,122042,151,71,306548,493,28,2,very_sat,high,considering,LEAVE
6465,0,103026,0,23,174688,709,1,6,sat,little,actively_looking_into_it,STAY
6466,0,45466,163,0,302986,274,10,12,very_sat,very_high,perhaps,LEAVE
6467,0,142584,58,33,702507,638,3,1,very_sat,little,no,LEAVE
6468,1,32488,226,0,903679,181,18,13,very_unsat,very_little,perhaps,STAY
6469,0,123165,0,82,329931,803,0,2,very_unsat,little,considering,STAY
6470,0,120744,64,70,190172,679,3,2,very_sat,very_high,considering,STAY
6471,1,46056,0,47,913839,180,23,2,unsat,avg,considering,STAY
6472,0,28756,179,20,624719,230,5,6,unsat,very_little,considering,STAY
6473,1,92830,39,61,177721,394,5,1,very_sat,high,never_thought,STAY
6474,1,151960,0,0,419697,454,0,8,very_unsat,little,perhaps,LEAVE
6475,1,21873,0,11,343635,168,0,5,unsat,very_high,considering,STAY
6476,1,127001,60,6,182195,463,3,5,unsat,very_high,actively_looking_into_it,LEAVE
6477,0,32070,65,36,202318,245,3,1,very_unsat,high,considering,LEAVE
6478,1,40592,0,8,540291,286,0,6,very_unsat,little,perhaps,LEAVE
6479,0,108071,0,7,287491,538,1,6,unsat,high,considering,STAY
6480,1,36442,208,17,839785,338,15,5,sat,very_little,actively_looking_into_it,STAY
6481,0,47368,60,0,656354,413,4,13,very_unsat,very_high,actively_looking_into_it,STAY
6482,0,131148,0,65,577837,202,1,2,unsat,very_little,actively_looking_into_it,LEAVE
6483,1,143375,67,23,564027,659,5,6,unsat,very_high,considering,LEAVE
6484,0,157240,177,19,759348,460,26,4,avg,little,never_thought,STAY
6485,1,96518,123,54,941512,213,20,2,very_unsat,very_high,considering,STAY
6486,0,141168,185,50,715372,205,3,1,unsat,little,actively_looking_into_it,LEAVE
6487,1,39982,0,73,866076,220,0,1,unsat,very_high,considering,STAY
6488,1,149523,0,74,239666,895,1,2,unsat,very_high,considering,LEAVE
6489,0,84559,0,0,460870,319,0,8,unsat,very_high,considering,STAY
6490,0,25261,0,0,815572,196,1,12,very_sat,high,considering,LEAVE
6491,0,41273,0,14,225456,360,0,5,sat,very_little,perhaps,STAY
6492,1,148474,185,23,469089,776,13,6,very_sat,little,never_thought,LEAVE
6493,1,28287,55,17,848313,194,4,4,very_sat,avg,considering,STAY
6494,1,113167,0,24,841928,429,0,4,very_unsat,little,no,STAY
6495,1,39796,0,31,157444,178,3,2,sat,little,considering,LEAVE
6496,1,95773,0,14,869634,339,0,6,unsat,very_high,considering,STAY
6497,0,116843,0,36,172871,822,1,2,very_unsat,little,no,LEAVE
6498,0,155185,215,86,566251,618,15,1,very_unsat,little,perhaps,LEAVE
6499,0,64430,61,0,313880,295,3,13,very_sat,very_high,never_thought,STAY
6500,1,133167,230,18,999067,482,23,6,very_unsat,very_little,actively_looking_into_it,LEAVE
6501,0,108678,69,0,740816,529,4,9,very_sat,very_high,actively_looking_into_it,STAY
6502,1,28336,210,0,250887,719,26,13,very_sat,high,no,LEAVE
